publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	ISSNs	eISSNs	ISBNs	eISBNs	undefined	coverage_notes
American Foreign Policy Interests	1080-3920	1533-2128	1997-01-01	19	1	2015-12-31	37	4	http://www.tandfonline.com/openurl?genre=journal&stitle=uafp20		uafp20		fulltext	Ceased: 2016		serial										1080-3920	1533-2128				
African Security	1939-2206	1939-2214	2008-08-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uafs20		uafs20		fulltext			serial										1939-2206	1939-2214				
The American Journal of Family Therapy	0192-6187	1521-0383	1973-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uaft20		uaft20		fulltext			serial										0192-6187	1521-0383				
Journal of Aging, Humanities and the Arts: Official Journal of the Gerontological Society of America	1932-5614	1932-5622	2007-06-01	1	1-2	2010-12-31	4	4	http://www.tandfonline.com/openurl?genre=journal&stitle=uaha20		uaha20		fulltext	Ceased:2012		serial										1932-5614	1932-5622				
Journal of Aquatic Animal Health	0899-7659	1548-8667	1989-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uahh20		uahh20		fulltext			serial										0899-7659	1548-8667				
Advances in the History of Rhetoric	1536-2426	1936-0835	1998-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uahr20		uahr20		fulltext			serial										1536-2426	1936-0835				
AIHA Journal	1542-8117		2002-01-01	63	1	2003-01-01	64	6	http://www.tandfonline.com/openurl?genre=journal&stitle=uaih20		uaih20		fulltext	Volumes 2002 and 2003 are not available online. Merged with Applied Occupational and Environmental Hygiene 1990-2003 to form Journal of Occupational and Environmental Hygiene		serial										1542-8117					
The American Journal of Bioethics	1526-5161	1536-0075	2001-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uajb20		uajb20		fulltext			serial										1526-5161	1536-0075				
The Australian Library Journal	0004-9670	2201-4276	1997-01-01	46	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ualj20		ualj20		fulltext	New in Routledge for 2013		serial										0004-9670	2201-4276				
American Journalism	0882-1127	2326-2486	1997-01-01	14	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uamj20		uamj20		fulltext			serial										0882-1127	2326-2486				
Anthropology Now	1942-8200	1949-2901	2015-01-01	7	2				http://www.tandfonline.com/openurl?genre=journal&stitle=uann20		uann20		fulltext	New for 2015		serial										1942-8200	1949-2901				
Applied Occupational and Environmental Hygiene	1047-322X	1521-0898	1997-01-01	12	1	2003-01-01	18	12	http://www.tandfonline.com/openurl?genre=journal&stitle=uaoh20		uaoh20		fulltext	Currently Journal of Occupational and Environmental Hygiene		serial										1047-322X	1521-0898				
American Journal of Psychiatric Rehabilitation	1548-7768	1548-7776	2004-01-01	7	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uapr20		uapr20		fulltext	Previously: Psychiatric Rehabilitation Skills (1996-2003)		serial										1548-7768	1548-7776				
Aquaculture Economics & Management	1365-7305	1551-8663	1997-01-01	1	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=uaqm20		uaqm20		fulltext			serial										1365-7305	1551-8663				
International Journal of Architectural Heritage	1558-3058	1558-3066	2007-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uarc20		uarc20		fulltext			serial										1558-3058	1558-3066				
Art Education	0004-3125	2325-5161	2008-01-01	61	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uare20		uare20		fulltext	transfer in: (2016)		serial										0004-3125	2325-5161				
Australian Academic & Research Libraries	0004-8623	1839-471X	1988-01-01	19	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uarl20		uarl20		fulltext	New to Routledge for 2013		serial										0004-8623	1839-471X				
Journal of Student Affairs Research and Practice	1949-6591	1949-6605	2010-01-01	47	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uarp20		uarp20		fulltext	Previously: NASPA Journal (1963 - 2009) transfer in (2015): Walter de Gruyter		serial										1949-6591	1949-6605				
Art Therapy	0742-1656	2159-9394	1999-01-01	16	2				http://www.tandfonline.com/openurl?genre=journal&stitle=uart20		uart20		fulltext			serial										0742-1656	2159-9394				
Publications of the American Statistical Association	1522-5437		1888-01-01	1	1	1911-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=uasa18		uasa18		fulltext			serial										1522-5437					
Quarterly Publications of the American Statistical Association	1522-5445		1912-01-01	13	98	1921-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=uasa19		uasa19		fulltext			serial										1522-5445					
Journal of the American Statistical Association	0162-1459	1537-274X	1922-01-01	18	137				http://www.tandfonline.com/openurl?genre=journal&stitle=uasa20		uasa20		fulltext			serial										0162-1459	1537-274X				
Journal of Applied Sport Psychology	1041-3200	1533-1571	1989-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uasp20		uasp20		fulltext			serial										1041-3200	1533-1571				
Arid Soil Research and Rehabilitation	0890-3069		1997-01-01	11	1	2000-01-01	14	4	http://www.tandfonline.com/openurl?genre=journal&stitle=uasr19		uasr19		fulltext	Currently Arid Land Research and Management		serial										0890-3069					
Arid Land Research and Management	1532-4982	1532-4990	2001-01-01	15	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uasr20		uasr20		fulltext	Formerly Arid Soil Research and Rehabilitation		serial										1532-4982	1532-4990				
Aerosol Science and Technology	0278-6826	1521-7388	1997-01-01	26	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uast20		uast20		fulltext			serial										0278-6826	1521-7388				
Action in Teacher Education	0162-6620	2158-6098	1978-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uate20		uate20		fulltext			serial										0162-6620	2158-6098				
Assistive Technology	1040-0435	1949-3614	1997-01-01	9	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uaty20		uaty20		fulltext			serial										1040-0435	1949-3614				
Journal of the Air Pollution Control Association	0002-2470		1955-01-01	5	1	1986-12-31	36	12	http://www.tandfonline.com/openurl?genre=journal&stitle=uawm16		uawm16		fulltext			serial										0002-2470					
JAPCA	0894-0630		1987-01-01	37	1	1989-12-31	39	12	http://www.tandfonline.com/openurl?genre=journal&stitle=uawm17		uawm17		fulltext			serial										0894-0630					
Journal of the Air & Waste Management Association	1096-2247	2162-2906	1990-01-01	40	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uawm20		uawm20		fulltext			serial										1096-2247	2162-2906				
Journal of Business & Economic Statistics	0735-0015	1537-2707	1983-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ubes20		ubes20		fulltext			serial										0735-0015	1537-2707				
NABE	0888-1685		1975-01-01	1	1	1978-12-31	2	2	http://www.tandfonline.com/openurl?genre=journal&stitle=ubrj18		ubrj18		fulltext			serial										0888-1685					
NABE Journal	0885-5072		1978-01-01	3	1	1989-12-31	14	1-3	http://www.tandfonline.com/openurl?genre=journal&stitle=ubrj19		ubrj19		fulltext	Now: Bilingual Research Journal. Previously: NABE (1795-1978)		serial										0885-5072					
Bilingual Research Journal	1523-5882	1523-5890	1975-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ubrj20		ubrj20		fulltext			serial										1523-5882	1523-5890				
Journal of Child and Adolescent Counseling	2372-7810	2372-7829	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ucac20		ucac20		fulltext	New for 2015		serial										2372-7810	2372-7829				
Journal of Cost Analysis and Parametrics	1941-658X	2160-4746	2008-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ucap20		ucap20		fulltext	previously: The Journal of Cost Analysis & Management (1999 - 2007) and Journal of Parametrics (1981 - 2007)		serial										1941-658X	2160-4746				
Communications in Statistics - Case Studies, Data Analysis and Applications		2373-7484	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ucas20		ucas20		fulltext	New for 2015		serial											2373-7484				
Canadian Art Therapy Association Journal	0832-2473		1985-01-01	2	1				http://www.tandfonline.com/toc/ucat20		ucat20		fulltext	transfer in (2015): Canadian Art Therapy Association.		serial										0832-2473					
Journal of Cybernetics	0022-0280		1971-01-01	1	1	1980-12-31	10	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ucbs19		ucbs19		fulltext			serial										0022-0280					
Cybernetics and Systems	0196-9722	1087-6553	1980-01-01	11	01-Feb				http://www.tandfonline.com/openurl?genre=journal&stitle=ucbs20		ucbs20		fulltext	previously: Journal of Cybernetics (1971-1980)		serial										0196-9722	1087-6553				
Childhood Education	0009-4056	2162-0725	1924-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uced20		uced20		fulltext			serial										0009-4056	2162-0725				
Cogeneration and Competitive Power Journal	1066-8683		1997-01-01	12	1	2003-12-31	18	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ucgn19		ucgn19		fulltext	now: Cogeneration & Distributed Generation Journal (2004-2010), Distributed Generation & Alternative Energy Journal (2011-). Online content available only from 1997		serial										1066-8683					
Cogeneration & Distributed Generation Journal	1545-3669		2004-01-01	19	1	2010-01-01	25	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ucgn20		ucgn20		fulltext	previously: Cogeneration and Competitive Power Journal (1985-2003). Now: Distributed Generation & Alternative Energy Journal (2011-)		serial										1545-3669					
Distributed Generation & Alternative Energy Journal	2156-3306	2156-6550	2011-01-01	26	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ucgn21		ucgn21		fulltext	previously: Cogeneration and Distributed Generation Journal (2004-2010)		serial										2156-3306	2156-6550				
Journal of Computational and Graphical Statistics	1061-8600	1537-2715	1992-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ucgs20		ucgs20		fulltext			serial										1061-8600	1537-2715				
CHANCE	0933-2480	1867-2280	1989-01-01	2	2				http://www.tandfonline.com/openurl?genre=journal&stitle=ucha20		ucha20		fulltext			serial										0933-2480	1867-2280				
Christian Higher Education	1536-3759	1539-4107	2002-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uche20		uche20		fulltext			serial										1536-3759	1539-4107				
Journal of Computer Information Systems	0887-4417	2380-2057	1985-09-01	26	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ucis20		ucis20		fulltext	new for 2016. Previously: The Journal of Data Education (1969-1985), Data Processor for Better Business Education (1960-1968)		serial										0887-4417	2380-2057				
Community College Journal of Research and Practice	1066-8926	1521-0413	1993-01-01	17	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ucjc20		ucjc20		fulltext	Previously: Community Junior College Research Quarterly of Research and Practice (1981-1992), Community Junior College Research Quarterly (1976-1981) 		serial										1066-8926	1521-0413				
Canadian Journal of Science, Mathematics and Technology Education	1492-6156	1942-4051	2001-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ucjs20		ucjs20		fulltext			serial										1492-6156	1942-4051				
Journal of Counselor Leadership and Advocacy	2326-716X	2326-7178	2014-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ucla20		ucla20		fulltext			serial										2326-716X	2326-7178				
International Journal for Computational Methods in Engineering Science and Mechanics	1550-2287	1550-2295	2005-01-01	6	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ucme20		ucme20		fulltext			serial										1550-2287	1550-2295				
Coastal Zone Management Journal	0090-8339		1973-01-01	1	1	1986-12-31	14	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ucmg19		ucmg19		fulltext	Now: Coastal Management		serial										0090-8339					
Coastal Management	0892-0753	1521-0421	1987-01-01	15	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ucmg20		ucmg20		fulltext			serial										0892-0753	1521-0421				
Corrections: Policy, Practice and Research	2377-4657	2377-4665	2016-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ucor20		ucor20		fulltext	New for 2016		serial										2377-4657	2377-4665				
Journal of College Reading and Learning	1079-0195		1983-01-01	16	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ucrl20#.Uwpe9IXQCX0		ucrl20		fulltext	Transfer in (2014). College Reading and Learning Association. previously: Proceedings of the Annual Conference of the Western College Reading Association		serial										1079-0195					
Cryptologia	0161-1194	1558-1586	1977-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ucry20		ucry20		fulltext			serial										0161-1194	1558-1586				
Comparative Strategy	0149-5933	1521-0448	1978-01-01	1	01-Feb				http://www.tandfonline.com/openurl?genre=journal&stitle=ucst20		ucst20		fulltext			serial										0149-5933	1521-0448				
Compost Science and Utilization	1065-657X	2326-2397	1993-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ucsu20		ucsu20		fulltext			serial										1065-657X	2326-2397				
Congress & the Presidency	0734-3469	1944-1053	1981-01-01	9	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uctp20		uctp20		fulltext			serial										0734-3469	1944-1053				
Deviant Behavior	0163-9625	1521-0456	1979-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=udbh20		udbh20		fulltext			serial										0163-9625	1521-0456				
Dance Education in Practice	2373-4833	#2379-4841	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=udep20		udep20		fulltext	New for 2015		serial										2373-4833	2379-4841				
Death Studies	0748-1187	1091-7683	1977-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=udst20		udst20		fulltext			serial										0748-1187	1091-7683				
Experimental Aging Research	0361-073X	1096-4657	1975-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uear20		uear20		fulltext			serial										0361-073X	1096-4657				
Evidence-Based Practice in Child and Adolescent Mental Health	2379-4925	2379-4933	2016-07-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uebh20		uebh20		fulltext	New for 2016		serial										2379-4925	2379-4933				
Environmental Bioindicators	1555-5275	1555-5267	2006-07-01	1	2	2009-12-31	4	4	http://www.tandfonline.com/openurl?genre=journal&stitle=uebi20		uebi20		fulltext	Ceased:2010		serial										1555-5275	1555-5267				
Educational Gerontology	0360-1277	1521-0472	1976-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uedg20		uedg20		fulltext			serial										0360-1277	1521-0472				
Eating Disorders	1064-0266	1532-530X	1993-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uedi20		uedi20		fulltext			serial										1064-0266	1532-530X				
EDPACS	0736-6981	1936-1009	1973-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uedp20		uedp20		fulltext			serial										0736-6981	1936-1009				
Applied Environmental Education & Communication	1533-015X	1533-0389	2002-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ueec20		ueec20		fulltext			serial										1533-015X	1533-0389				
Equity & Excellence in Education	1066-5684	1547-3457	1963-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ueee20		ueee20		fulltext			serial										1066-5684	1547-3457				
Journal of Energetic Materials	0737-0652	1545-8822	1983-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uegm20		uegm20		fulltext			serial										0737-0652	1545-8822				
IIE Transactions on Occupational Ergonomics and Human Factors	2157-7323	2157-7331	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uehf20		uehf20		fulltext			serial										2157-7323	2157-7331				
Experimental Heat Transfer	0891-6152	1521-0480	1987-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ueht20		ueht20		fulltext			serial										0891-6152	1521-0480				
Electromagnetics	0272-6343	1532-527X	1981-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uemg20		uemg20		fulltext			serial										0272-6343	1532-527X				
Engineering Management Journal	1042-9247	2377-0643	1989-01-01	1	1				http://www.tandfonline.com/loi/uemj20		uemj20			transfer in (2015): American Society of Engineering Management. 		serial										1042-9247	2377-0643				
Electric Machines & Power Systems	0731-356X		1976-01-01	1	1	2000-01-01	28	12	http://www.tandfonline.com/openurl?genre=journal&stitle=uemp19		uemp19		fulltext	now: Electric Power Components and Systems		serial										0731-356X					
Electric Power Components and Systems	1532-5008	1532-5016	2001-01-01	29	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uemp20		uemp20		fulltext	Previously: Electric Machines & Power Systems (1976-2000)		serial										1532-5008	1532-5016				
Energy Engineering	0199-8595	1546-0118	1997-01-01	94	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uene20		uene20		fulltext			serial										0199-8595	1546-0118				
Environmental Forensics	1527-5922	1527-5930	2000-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uenf20		uenf20		fulltext			serial										1527-5922	1527-5930				
Journal of Earthquake Engineering	1363-2469	1559-808X	1997-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ueqe20		ueqe20		fulltext			serial										1363-2469	1559-808X				
Energy Sources, Part B: Economics, Planning, and Policy	1556-7249	1556-7257	2006-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uesb20		uesb20		fulltext	previously: Energy Sources		serial										1556-7249	1556-7257				
Energy Sources	0090-8312	1521-0510	1973-01-01	1	1	2005-01-01	27	16	http://www.tandfonline.com/openurl?genre=journal&stitle=ueso19		ueso19		fulltext	now: Energy Sources, Parts A and B		serial										0090-8312	1521-0510				
Energy Sources, Part A: Recovery, Utilization, and Environmental Effects	1556-7036	1556-7230	2006-01-01	28	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ueso20		ueso20		fulltext	Previously: Energy Sources (1973-2005)		serial										1556-7036	1556-7230				
Energy Technology & Policy		2331-7000	2014-01-01	1	1	2015-12-31	2	1	http://www.tandfonline.com/openurl?genre=journal&stitle=uetp		uetp		fulltext	Now: Energy and Policy Research		serial								F			2331-7000				
Energy and Policy Research		2381-5639	2016-01-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uetp21		uetp21		fulltext	Previously: Energy Technology & Policy (2014-2015). Open Access		serial								F			2381-5639				
Experimental Mathematics	1058-6458	1944-950X	1992-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uexm20		uexm20		fulltext			serial										1058-6458	1944-950X				
Fiber and Integrated Optics	0146-8030	1096-4681	1977-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ufio20		ufio20		fulltext			serial										0146-8030	1096-4681				
International Journal of Forensic Mental Health	1499-9013	1932-9903	2002-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ufmh20		ufmh20		fulltext			serial										1499-9013	1932-9903				
Forensic Science Policy & Management: An International Journal	1940-9044	1940-9036	2009-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ufpm20		ufpm20		fulltext			serial										1940-9044	1940-9036				
Fisheries	0363-2415	1548-8446	1976-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ufsh20		ufsh20		fulltext			serial										0363-2415	1548-8446				
Fat Studies	2160-4851	2160-486X	2012-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ufts20		ufts20		fulltext			serial										2160-4851	2160-486X				
Journal of Global Information Technology Management	1097-198X	2333-6846	1998-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ugit20		ugit20		fulltext	Transfer in 2014 : Ivy League Publishing.		serial										1097-198X	2333-6846				
Geomicrobiology Journal	0149-0451	1521-0529	1978-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ugmb20		ugmb20		fulltext			serial										0149-0451	1521-0529				
Gifted and Talented International	1533-2276	0738-7849	2015-01-01	30	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=ugti20		ugti20		fulltext	new for 2016		serial										1533-2276	0738-7849				
Hospitality & Tourism Educator	2329-8758	2329-8782	1988-01-01	1	1	1996-12-31	8	4	http://www.tandfonline.com/openurl?genre=journal&stitle=uhat19		uhat19		fulltext			serial										2329-8758	2329-8782				
Journal of Hospitality & Tourism Education	1096-3758	2325-6540	1988-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uhat20		uhat20		fulltext	New in Routledge for 2013.		serial										1096-3758	2325-6540				
Journal of Health Communication	1081-0730	1087-0415	1996-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uhcm20		uhcm20		fulltext			serial										1081-0730	1087-0415				
Issues in Health Care of Women	0161-5246		1978-01-01	1	1	1983-12-31	4	6	http://www.tandfonline.com/openurl?genre=journal&stitle=uhcw19		uhcw19		fulltext			serial										0161-5246					
Health Care for Women International	0739-9332	1096-4665	1984-01-01	5	01-Mar				http://www.tandfonline.com/openurl?genre=journal&stitle=uhcw20		uhcw20		fulltext			serial										0739-9332	1096-4665				
Human Dimensions of Wildlife	1087-1209	1533-158X	1996-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uhdw20		uhdw20		fulltext			serial										1087-1209	1533-158X				
Journal of Hospitality Financial Management	1091-3211	2152-2790	1991-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uhfm20		uhfm20		fulltext			serial										1091-3211	2152-2790				
Howard Journal of Communications	1064-6175	1096-4649	1988-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uhjc20		uhjc20		fulltext			serial										1064-6175	1096-4649				
Journal of Human Trafficking	2332-2705	2332-2713	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uhmt20		uhmt20		fulltext	New for 2015		serial										2332-2705	2332-2713				
Homily Service	0732-1872	1547-3562	2002-01-01	36	1	2010-12-31	43	4	http://www.tandfonline.com/openurl?genre=journal&stitle=uhom20		uhom20		fulltext	Ceased:2011		serial										0732-1872	1547-3562				
IIE Transactions on Healthcare Systems Engineering	1948-8300	1948-8319	2011-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uhse20		uhse20		fulltext			serial										1948-8300	1948-8319				
Heat Transfer Engineering	0145-7632	1521-0537	1979-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uhte20		uhte20		fulltext			serial										0145-7632	1521-0537				
HVAC&R Research	1078-9669	1938-5587	1995-01-01	1	1	2014-12-31	20	1	http://www.tandfonline.com/openurl?genre=journal&stitle=uhvc20		uhvc20		fulltext	now: Science and Technology for the Built Environment (2015 - current) 		serial										1078-9669	1938-5587				
Journal of Island & Coastal Archaeology	1556-4894	1556-1828	2006-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uica20		uica20		fulltext			serial										1556-4894	1556-1828				
International Journal of Construction Education and Research	1557-8771	1550-3984	2006-01-01	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uice20		uice20		fulltext			serial										1557-8771	1550-3984				
IIE Transactions	0740-817X	1545-8830	1983-01-01	15	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uiie20		uiie20		fulltext			serial										0740-817X	1545-8830				
International Journal of Wrestling Science	2161-5667	2161-3524	2011-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uijw20		uijw20		fulltext	transfer in (2014):Self-Published		serial										2161-5667	2161-3524				
Internet Mathematics	1542-7951	1944-9488	2004-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uinm20		uinm20		fulltext			serial										1542-7951	1944-9488				
Journal of Information Privacy & Security	1553-6548	2333-696X	2005-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uips20		uips20		fulltext			serial										1553-6548	2333-696X				
Journal of Information Systems Management	0739-9014		1984-01-01	1	1	1991-12-31	8	4	http://www.tandfonline.com/openurl?genre=journal&stitle=uism19		uism19		fulltext			serial										0739-9014					
Information Strategy: The Executive's Journal	0743-8613		1997-01-01	13	3	2000-01-01	17	1	http://www.tandfonline.com/openurl?genre=journal&stitle=uism20		uism20		fulltext	now: Information Systems Management. Volumes prevoius to 1997 are not available online		serial										0743-8613					
Information Systems Security	1065-898X	1934-869X	1992-01-01	1	1	2007-01-01	16	6	http://www.tandfonline.com/openurl?genre=journal&stitle=uiss19		uiss19		fulltext	now: Information Security Journal: A Global Perspective		serial										1065-898X	1934-869X				
Information Security Journal: A Global Perspective	1939-3555	1939-3547	2008-01-01	17	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uiss20		uiss20		fulltext	Previously: Information Systems Security (1992-2007)		serial										1939-3555	1939-3547				
The International Trade Journal	0885-3908	1521-0545	1986-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uitj20		uitj20		fulltext			serial										0885-3908	1521-0545				
Journal of College and Character		1940-1639	2000-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=UJCC		UJCC		fulltext	transfer in (2015): Walter de Gruyter		serial											1940-1639				
The Journal of Continuing Higher Education	0737-7363	1948-4801	1978-01-01	26	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujch20		ujch20		fulltext			serial										0737-7363	1948-4801				
Current Issues and Research in Advertising	0163-3392	2165-820X	1978-01-01	1	1	1991-12-31	13	1-2	http://www.tandfonline.com/openurl?genre=journal&stitle=ujci19		ujci19		fulltext	Now: Journal of Current Issues & Research in Advertising		serial										0163-3392	2165-820X				
Journal of Current Issues & Research in Advertising	1064-1734	2164-7313	1992-01-01	14	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujci20		ujci20		fulltext			serial										1064-1734	2164-7313				
Journal of Curriculum and Pedagogy	1550-5170	2156-8154	2004-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujcp20		ujcp20		fulltext			serial										1550-5170	2156-8154				
Journal of Computing in Teacher Education	1040-2454		1997-01-01	13	2	2010-12-31	26	2	http://www.tandfonline.com/openurl?genre=journal&stitle=ujdl19		ujdl19		fulltext	now: Journal of Digital Learning in Teacher Education		serial										1040-2454					
Journal of Digital Learning in Teacher Education	2153-2974		2010-01-01	27	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujdl20		ujdl20		fulltext	Transfer in (2014) : International Society for Technology in Education. previously: Journal of Computing in Teacher Education (1988 - 2010) and SIG Bulletin (1984 - 1988)		serial										2153-2974					
Journal of Early Childhood Teacher Education	1090-1027	1745-5642	1993-01-01	14	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujec20		ujec20		fulltext			serial										1090-1027	1745-5642				
Journal of Enterprise Transformation	1948-8289	1948-8297	2011-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujet20		ujet20		fulltext			serial										1948-8289	1948-8297				
North American Journal of Fisheries Management	0275-5947	1548-8675	1981-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujfm20		ujfm20		fulltext			serial										0275-5947	1548-8675				
International Journal of Group Psychotherapy	0020-7284	1943-2836	1951-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujgp20		ujgp20		fulltext	transfer in: (2016)		serial										0020-7284	1943-2836				
Journal of Graphics Tools	1086-7651		1996-01-01	1	1	2008-12-31	13	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ujgt19		ujgt19		fulltext	Now: Journal of Graphics Tools (2012). Continues: Journal of Graphics, GPU, and Game Tools (2009-2011)		serial										1086-7651					
Journal of Graphics, GPU, and Game Tools	2151-237X	2151-2272	2009-01-01	14	1	2011-01-01	15	3	http://www.tandfonline.com/openurl?genre=journal&stitle=ujgt20		ujgt20		fulltext	Now: Journal of Graphics Tools (2012). Previously: Journal of Graphics Tools (1996-2008)		serial										2151-237X	2151-2272				
School Health Review	0036-6579		1969-01-01	1	sup1	1974-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=ujhe17		ujhe17		fulltext			serial										0036-6579					
