publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	ISSNs	eISSNs	ISBNs	eISBNs	undefined	coverage_notes
American Industrial Hygiene Association Journal	0002-8894		1997-01-01	58	1	1999-01-01	60	6	http://www.tandfonline.com/openurl?genre=journal&stitle=aiha20		aiha20		fulltext	Became AIHAJ then AIHA Journal. Currently Journal of Occupational and Environmental Hygiene		serial										0002-8894					
C R C Critical Reviews in Analytical Chemistry	0007-8980		1970-01-01	1	1	1989-12-31	20	6	http://www.tandfonline.com/openurl?genre=journal&stitle=batc19		batc19		fulltext			serial										0007-8980					
Critical Reviews in Analytical Chemistry	1040-8347	1547-6510	1989-01-01	21	1				http://www.tandfonline.com/openurl?genre=journal&stitle=batc20		batc20		fulltext			serial										1040-8347	1547-6510				
Bioremediation Journal	1088-9868	1547-6529	1997-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=bbrm20		bbrm20		fulltext			serial										1088-9868	1547-6529				
Environmental Claims Journal	1040-6026	1547-657X	1988-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=becj20		becj20		fulltext			serial										1040-6026	1547-657X				
C R C Critical Reviews in Environmental Control	0007-8999		1970-01-01	1	01-Apr	1984-12-31	13	4	http://www.tandfonline.com/openurl?genre=journal&stitle=best18		best18		fulltext	Now: Critical Reviews in Environmental Science and Technology. Continues: Critical Reviews in Environmental Control (1984-1992)		serial										0007-8999					
Critical Reviews in Environmental Control	1040-838X		1984-01-01	14	1	1984-12-31	14	4	http://www.tandfonline.com/openurl?genre=journal&stitle=best19		best19		fulltext	Now: Critical Reviews in Environmental Science and Technology. Previously: C R C Critical Reviews in Environmental Control (1970-1984)		serial										1040-838X					
Critical Reviews in Environmental Science and Technology	1064-3389	1547-6537	1993-01-01	23	1				http://www.tandfonline.com/openurl?genre=journal&stitle=best20		best20		fulltext	Previously: Critical Reviews in Environmental Control (1984-1992), C R C Critical Reviews in Environmental Control (1970-1984)		serial										1064-3389	1547-6537				
C R C Critical Reviews in Food Technology	0007-9006		1970-01-01	1	1	1975-12-31	5	4	http://www.tandfonline.com/openurl?genre=journal&stitle=bfsn18		bfsn18		fulltext	Now: Critical Reviews in Food Science and Nutrition. Continues: C R C Critical Reviews in Food Science and Nutrition (1975-1988)		serial										0007-9006					
C R C Critical Reviews in Food Science and Nutrition	0099-0248		1975-01-01	6	1	1988-12-31	26	4	http://www.tandfonline.com/openurl?genre=journal&stitle=bfsn19		bfsn19		fulltext	Now: Critical Reviews in Food Science and Nutrition. Previously: C R C Critical Reviews in Food Technology (1970-1975)		serial										0099-0248					
Critical Reviews in Food Science and Nutrition	1040-8398	1549-7852	1988-01-01	27	1				http://www.tandfonline.com/openurl?genre=journal&stitle=bfsn20		bfsn20		fulltext			serial										1040-8398	1549-7852				
Human and Ecological Risk Assessment: An International Journal	1080-7039	1549-7860	1995-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=bher20		bher20		fulltext			serial										1080-7039	1549-7860				
International Journal of Phytoremediation	1522-6514	1549-7879	1999-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=bijp20		bijp20		fulltext			serial										1522-6514	1549-7879				
Ozone: Science & Engineering	0191-9512	1547-6545	1979-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=bose20		bose20		fulltext			serial										0191-9512	1547-6545				
Critical Reviews in Plant Sciences	0735-2689	1549-7836	1983-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=bpts20		bpts20		fulltext			serial										0735-2689	1549-7836				
Risk, Decision and Policy	1357-5309		2003-01-01	8	1	2004-12-31	9	4	http://www.tandfonline.com/openurl?genre=journal&stitle=brdp20		brdp20		fulltext	Ceased: 2005		serial										1357-5309					
Reviews in Fisheries Science & Aquaculture	2330-8249	2330-8257	2014-01-01	22	1				http://www.tandfonline.com/openurl?genre=journal&stitle=brfs20		brfs20		fulltext	previously: Reviews in Fisheries Science		serial										2330-8249	2330-8257				
C R C Critical Reviews in Solid State Sciences	0011-085X		1970-01-01	1	1	1976-12-31	6	4	http://www.tandfonline.com/openurl?genre=journal&stitle=bsms19		bsms19		fulltext	Now: Critical Reviews in Solid State and Materials Sciences		serial										0011-085X					
Critical Reviews in Solid State and Materials Sciences	1040-8436	1547-6561	1977-01-01	7	1				http://www.tandfonline.com/openurl?genre=journal&stitle=bsms20		bsms20		fulltext			serial										1040-8436	1547-6561				
Journal of Soil Contamination	1058-8337		1992-01-01	1	1	2000-01-01	9	6	http://www.tandfonline.com/openurl?genre=journal&stitle=bssc19		bssc19		fulltext	now: Soil and Sediment Contamination: An International Journal (2001 - )		serial										1058-8337					
Soil and Sediment Contamination: An International Journal	1532-0383	1549-7887	2001-01-01	10	1				http://www.tandfonline.com/openurl?genre=journal&stitle=bssc20		bssc20		fulltext	previously: Journal of Soil Contamination (1992 - 2000)		serial										1532-0383	1549-7887				
Assessment & Evaluation in Higher Education	0260-2938	1469-297X	1975-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=caeh20		caeh20		fulltext			serial										0260-2938	1469-297X				
Asian Ethnicity	1463-1369	1469-2953	2000-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=caet20		caet20		fulltext			serial										1463-1369	1469-2953				
African Identities	1472-5843	1472-5851	2003-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cafi20		cafi20		fulltext			serial										1472-5843	1472-5851				
Australian Feminist Studies	0816-4649	1465-3303	1985-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cafs20		cafs20		fulltext			serial										0816-4649	1465-3303				
Australian Geographer	0004-9182	1465-3311	1928-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cage20		cage20		fulltext			serial										0004-9182	1465-3311				
AIDS Care	0954-0121	1360-0451	1989-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=caic20		caic20		fulltext			serial										0954-0121	1360-0451				
Assessment in Education: Principles, Policy & Practice	0969-594X	1465-329X	1994-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=caie20		caie20		fulltext			serial										0969-594X	1465-329X				
Australian Journal of International Affairs	1035-7718	1465-332X	1990-01-01	44	1				http://www.tandfonline.com/openurl?genre=journal&stitle=caji20		caji20		fulltext	Previously: Australian Outlook (1947-1989)		serial										1035-7718	1465-332X				
Australian Journal of Linguistics	0726-8602	1469-2996	1981-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cajl20		cajl20		fulltext			serial										0726-8602	1469-2996				
Politics	0032-3268		1966-01-01	1	1	1989-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=cajp19		cajp19		fulltext			serial										0032-3268					
Australian Journal of Political Science	1036-1146	1363-030X	1990-01-01	25	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cajp20		cajp20		fulltext			serial										1036-1146	1363-030X				
Al-Masaq	0950-3110	1473-348X	2002-01-01	14	1				http://www.tandfonline.com/openurl?genre=journal&stitle=calm20		calm20		fulltext			serial										0950-3110	1473-348X				
Action Learning: Research and Practice	1476-7333	1476-7341	2004-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=calr20		calr20		fulltext			serial										1476-7333	1476-7341				
Arabic & Middle Eastern Literature	1366-6169	1469-2929	1998-01-01	1	1	2001-01-01	4	2	http://www.tandfonline.com/openurl?genre=journal&stitle=came19		came19		fulltext	Currently Middle Eastern Literatures		serial										1366-6169	1469-2929				
Middle Eastern Literatures	1475-262X	1475-2638	2002-01-01	5	1				http://www.tandfonline.com/openurl?genre=journal&stitle=came20		came20		fulltext	previously: Edebiyat: Journal of M.E. Literatures		serial										1475-262X	1475-2638				
Aging & Mental Health	1360-7863	1364-6915	1997-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=camh20		camh20		fulltext			serial										1360-7863	1364-6915				
Anthropological Forum	0066-4677	1469-2902	1997-01-01	7	4				http://www.tandfonline.com/openurl?genre=journal&stitle=canf20		canf20		fulltext			serial										0066-4677	1469-2902				
Angelaki	0969-725X	1469-2899	1997-01-01	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cang20		cang20		fulltext			serial										0969-725X	1469-2899				
Anthropology & Medicine	1364-8470	1469-2910	1997-01-01	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=canm20		canm20		fulltext			serial										1364-8470	1469-2910				
Singapore Journal of Education	0129-4776		1978-01-01	1	1	1995-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=cape19		cape19		fulltext			serial										0129-4776					
Asia Pacific Journal of Education	0218-8791	1742-6855	1978-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cape20		cape20		fulltext			serial										0218-8791	1742-6855				
South Pacific Journal of Teacher Education	0311-2136		1973-01-01	1	1	1995-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=capj19		capj19		fulltext			serial										0311-2136					
Asia-Pacific Journal of Teacher Education	1359-866X	1469-2945	1973-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=capj20		capj20		fulltext			serial										1359-866X	1469-2945				
Asia-Pacific Review	1343-9006	1469-2937	1997-01-01	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=capr20		capr20		fulltext			serial										1343-9006	1469-2937				
Asian Philosophy	0955-2367	1469-2961	1997-01-01	7	1				http://www.tandfonline.com/openurl?genre=journal&stitle=casp20		casp20		fulltext			serial										0955-2367	1469-2961				
Asian Studies Review	1035-7823	1467-8403	1997-01-01	20	3				http://www.tandfonline.com/openurl?genre=journal&stitle=casr20		casr20		fulltext			serial										1035-7823	1467-8403				
Bantu Studies	0256-1751		1921-01-01	1	1	1941-12-31	15	1	http://www.tandfonline.com/openurl?genre=journal&stitle=cast19		cast19		fulltext			serial										0256-1751					
African Studies	0002-0184	1469-2872	1997-01-01	56	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cast20		cast20		fulltext			serial										0002-0184	1469-2872				
Avian Pathology	0307-9457	1465-3338	1972-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cavp20		cavp20		fulltext			serial										0307-9457	1465-3338				
British Educational Research Journal	0141-1926	1469-3518	1978-01-01	4	1	2012-12-31	38	6	http://www.tandfonline.com/openurl?genre=journal&stitle=cber20		cber20		fulltext	transfer out (2013): Wiley. Previously: Research Intelligence (1975-1977)		serial									10.1002/(ISSN)1469-3518	0141-1926	1469-3518				
Bulletin of Hispanic Studies	0007-490X		1949-01-01	26	101	2001-01-01	78	Supp 001	http://www.tandfonline.com/openurl?genre=journal&stitle=cbhs19		cbhs19		fulltext	now: Bulletin of Spanish Studies		serial										0007-490X					
Bulletin of Spanish Studies	1475-3820	1478-3428	1923-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cbhs20		cbhs20		fulltext	previously: Bulletin of Hispanic Studies		serial										1475-3820	1478-3428				
Bulletin of Indonesian Economic Studies	0007-4918	1472-7234	1965-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cbie20		cbie20		fulltext			serial										0007-4918	1472-7234				
British Journal of Guidance & Counselling	0306-9885	1469-3534	1973-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cbjg20		cbjg20		fulltext			serial										0306-9885	1469-3534				
Bulletin (British Society for Middle Eastern Studies)	0305-6139		1974-01-01	1	1	1991-12-31	18	2	http://www.tandfonline.com/openurl?genre=journal&stitle=cbjm19		cbjm19		fulltext	Now: British Journal of Middle Eastern Studies		serial										0305-6139					
British Journal of Middle Eastern Studies	1353-0194	1469-3542	1992-01-01	19	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cbjm20		cbjm20		fulltext			serial										1353-0194	1469-3542				
British Poultry Abstracts	1746-6202	1746-6210	2005-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cbpa20		cbpa20		fulltext			serial										1746-6202	1746-6210				
British Poultry Science	0007-1668	1466-1799	1960-01-01	1	01-Mar				http://www.tandfonline.com/openurl?genre=journal&stitle=cbps20		cbps20		fulltext			serial										0007-1668	1466-1799				
Religion in Education		1941-7268	1934-01-01	1	1	1961-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=cbre18		cbre18		fulltext	Now: British Journal of Religious Education (1978 -). Continues: Learning for Living (1961-1978)		serial											1941-7268				
Learning for Living	0023-9704		1961-01-01	1	1	1978-12-31	17	4	http://www.tandfonline.com/openurl?genre=journal&stitle=cbre19		cbre19		fulltext	Now: British Journal of Religious Education		serial										0023-9704					
British Journal of Religious Education	0141-6200	1740-7931	1978-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cbre20		cbre20		fulltext	previously: Learning for Living (1961 - 1978)		serial										0141-6200	1740-7931				
British Journal of Sociology of Education	0142-5692	1465-3346	1980-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cbse20		cbse20		fulltext			serial										0142-5692	1465-3346				
Biocontrol Science and Technology	0958-3157	1360-0478	1991-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cbst20		cbst20		fulltext			serial										0958-3157	1360-0478				
Cambridge Review of International Affairs	0955-7571	1474-449X	1986-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ccam20		ccam20		fulltext			serial										0955-7571	1474-449X				
Central Asian Survey	0263-4937	1465-3354	1982-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ccas20		ccas20		fulltext			serial										0263-4937	1465-3354				
Child Care in Practice	1357-5279	1476-489X	1994-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cccp20		cccp20		fulltext			serial										1357-5279	1476-489X				
Comparative Education	0305-0068	1360-0486	1964-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cced20		cced20		fulltext			serial										0305-0068	1360-0486				
Changing English	1358-684X	1469-3585	1994-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ccen20		ccen20		fulltext			serial										1358-684X	1469-3585				
Children's Geographies	1473-3285	1473-3277	2003-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cchg20		cchg20		fulltext			serial										1473-3285	1473-3277				
City	1360-4813	1470-3629	1996-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ccit20		ccit20		fulltext			serial										1360-4813	1470-3629				
Cambridge Journal of Education	0305-764X	1469-3577	1971-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ccje20		ccje20		fulltext			serial										0305-764X	1469-3577				
Colonial Latin American Review	1060-9164	1466-1802	1992-01-01	1	01-Feb				http://www.tandfonline.com/openurl?genre=journal&stitle=ccla20		ccla20		fulltext			serial										1060-9164	1466-1802				
Compare: A Journal of Comparative and International Education	0305-7925	1469-3623	1975-01-01	5	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ccom20		ccom20		fulltext			serial										0305-7925	1469-3623				
Continuum	1030-4312	1469-3666	1988-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ccon20		ccon20		fulltext			serial										1030-4312	1469-3666				
Connection Science	0954-0091	1360-0494	1989-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ccos20		ccos20		fulltext			serial										0954-0091	1360-0494				
Critical Public Health	0958-1596	1469-3682	1990-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ccph20		ccph20		fulltext			serial										0958-1596	1469-3682				
Contemporary Politics	1356-9775	1469-3631	1995-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ccpo20		ccpo20		fulltext			serial										1356-9775	1469-3631				
Counselling Psychology Quarterly	0951-5070	1469-3674	1988-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ccpq20		ccpq20		fulltext			serial										0951-5070	1469-3674				
Critique: Critical Middle Eastern Studies	1066-9922	1473-9666	1992-01-01	1	10	2008-01-01	17	3	http://www.tandfonline.com/openurl?genre=journal&stitle=ccri19		ccri19		fulltext	now: Middle East Critique		serial										1066-9922	1473-9666				
Middle East Critique	1943-6149	1943-6157	1992-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ccri20		ccri20		fulltext	previously: Critique: Critical Middle Eastern Studies		serial										1943-6149	1943-6157				
Contemporary South Asia	0958-4935	1469-364X	1992-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ccsa20		ccsa20		fulltext			serial										0958-4935	1469-364X				
Conflict, Security & Development	1467-8802	1478-1174	2001-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ccsd20		ccsd20		fulltext			serial										1467-8802	1478-1174				
Citizenship Studies	1362-1025	1469-3593	1997-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ccst20		ccst20		fulltext			serial										1362-1025	1469-3593				
Cultural Trends	0954-8963	1469-3690	1989-01-01	1	29				http://www.tandfonline.com/openurl?genre=journal&stitle=ccut20		ccut20		fulltext			serial										0954-8963	1469-3690				
Community, Work & Family	1366-8803	1469-3615	1998-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ccwf20		ccwf20		fulltext			serial										1366-8803	1469-3615				
Defense Analysis	0743-0175		1985-01-01	1	1	2001-01-01	17	3	http://www.tandfonline.com/openurl?genre=journal&stitle=cdan19		cdan19		fulltext	now: Defense & Security Analysis		serial										0743-0175					
Defense & Security Analysis	1475-1798	1475-1801	2002-01-01	18	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cdan20		cdan20		fulltext	previously: Defense Analysis		serial										1475-1798	1475-1801				
Debatte: Journal of Contemporary Central and Eastern Europe	0965-156X	1469-3712	1993-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cdeb20		cdeb20		fulltext			serial										0965-156X	1469-3712				
Distance Education	0158-7919	1475-0198	1980-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cdie20		cdie20		fulltext			serial										0158-7919	1475-0198				
Development in Practice	0961-4524	1364-9213	1991-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cdip20		cdip20		fulltext			serial										0961-4524	1364-9213				
Discourse: Studies in the Cultural Politics of Education	0159-6306	1469-3739	1980-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cdis20		cdis20		fulltext			serial										0159-6306	1469-3739				
Development Southern Africa	0376-835X	1470-3637	1984-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cdsa20		cdsa20		fulltext			serial										0376-835X	1470-3637				
Disability, Handicap & Society	0267-4645		1986-01-01	1	1	1993-12-31	8	4	http://www.tandfonline.com/openurl?genre=journal&stitle=cdso19		cdso19		fulltext	now: Disability & Society		serial										0267-4645					
Disability & Society	0968-7599	1360-0508	1994-01-01	9	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cdso20		cdso20		fulltext			serial										0968-7599	1360-0508				
Dynamics and Stability of Systems	0268-1110	1465-3389	1986-01-01	1	1	2000-01-01	15	4	http://www.tandfonline.com/openurl?genre=journal&stitle=cdss19		cdss19		fulltext	now: Dynamical Systems: An International Journal		serial										0268-1110	1465-3389				
Dynamical Systems	1468-9367	1468-9375	2001-01-01	16	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cdss20		cdss20		fulltext	Previously: Dynamics and Stability of Systems (1986-2000)		serial										1468-9367	1468-9375				
Ethics and Education	1744-9642	1744-9650	2006-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ceae20		ceae20		fulltext			serial										1744-9642	1744-9650				
Soviet Studies	0038-5859		1949-01-01	1	1	1992-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=ceas19		ceas19		fulltext			serial										0038-5859					
Europe-Asia Studies	0966-8136	1465-3427	1993-01-01	45	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ceas20		ceas20		fulltext			serial										0966-8136	1465-3427				
Education Economics	0964-5292	1469-5782	1993-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cede20		cede20		fulltext			serial										0964-5292	1469-5782				
Educational Psychology	0144-3410	1469-5820	1981-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cedp20		cedp20		fulltext			serial										0144-3410	1469-5820				
Educational Review	0013-1911	1465-3397	1948-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cedr20		cedr20		fulltext			serial										0013-1911	1465-3397				
Educational Studies	0305-5698	1465-3400	1975-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ceds20		ceds20		fulltext			serial										0305-5698	1465-3400				
European Journal of Engineering Education	0304-3797	1469-5898	1975-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ceee20		ceee20		fulltext			serial										0304-3797	1469-5898				
Environmental Education Research	1350-4622	1469-5871	1995-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ceer20		ceer20		fulltext			serial										1350-4622	1469-5871				
European Journal of Intercultural studies	0952-391X		1990-01-01	1	1	1999-12-31	10	3	http://www.tandfonline.com/openurl?genre=journal&stitle=ceji19		ceji19		fulltext	now: Intercultural Education		serial										0952-391X					
Intercultural Education	1467-5986	1469-8439	2000-01-01	11	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ceji20		ceji20		fulltext	previously: European Journal of Intercultural Studies		serial										1467-5986	1469-8439				
The European Legacy	1084-8770	1470-1316	1996-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cele20		cele20		fulltext			serial										1084-8770	1470-1316				
Ethics, Place & Environment	1366-879X	1469-6703	1998-01-01	1	1	2010-01-01	13	3	http://www.tandfonline.com/openurl?genre=journal&stitle=cepe20		cepe20		fulltext	now: Ethics, Policy & Environment		serial										1366-879X	1469-6703				
Ethics, Policy & Environment	2155-0085	2155-0093	2011-01-01	14	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cepe21		cepe21		fulltext	previously: Ethics, Place & Environment: A Journal of Philosophy & Geography (1998 - 2010)		serial										2155-0085	2155-0093				
Educational Psychology in Practice	0266-7363	1469-5839	1985-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cepp20		cepp20		fulltext			serial										0266-7363	1469-5839				
European Planning Studies	0965-4313	1469-5944	1993-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ceps20		ceps20		fulltext			serial										0965-4313	1469-5944				
European Review of History: Revue europeenne d'histoire	1350-7486	1469-8293	1994-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cerh20		cerh20		fulltext			serial										1350-7486	1469-8293				
Economic Systems Research	0953-5314	1469-5758	1989-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cesr20		cesr20		fulltext			serial										0953-5314	1469-5758				
European Journal of Social Work	1369-1457	1468-2664	1998-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cesw20		cesw20		fulltext			serial										1369-1457	1468-2664				
Revue A T E E Journal	0379-606X		1978-01-01	1	1	1982-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=cete19		cete19		fulltext	now: European Journal of Teacher Education		serial										0379-606X					
European Journal of Teacher Education	0261-9768	1469-5928	1982-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cete20		cete20		fulltext	previously:Revue A T E E Journal		serial										0261-9768	1469-5928				
Ethnicity & Health	1355-7858	1465-3419	1996-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ceth20		ceth20		fulltext			serial										1355-7858	1465-3419				
Education and the Law	0953-9964	1469-5774	1989-01-01	1	1	2008-12-31	20	4	http://www.tandfonline.com/openurl?genre=journal&stitle=cetl20		cetl20		fulltext	Ceased:2009		serial										0953-9964	1469-5774				
Early Years	0957-5146	1472-4421	1980-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ceye20		ceye20		fulltext			serial										0957-5146	1472-4421				
Food and Agricultural Immunology	0954-0105	1465-3443	1989-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cfai20		cfai20		fulltext			serial										0954-0105	1465-3443				
Gender & Development	1355-2074	1364-9221	1993-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cgde20		cgde20		fulltext			serial										1355-2074	1364-9221				
Gender and Education	0954-0253	1360-0516	1989-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cgee20		cgee20		fulltext			serial										0954-0253	1360-0516				
Gender, Place & Culture	0966-369X	1360-0524	1994-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cgpc20		cgpc20		fulltext			serial										0966-369X	1360-0524				
Globalisation, Societies and Education	1476-7724	1476-7732	2003-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cgse20		cgse20		fulltext			serial										1476-7724	1476-7732				
Paradigms	0951-9750		1987-01-01	1	1	1995-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=cgsj19		cgsj19		fulltext			serial										0951-9750					
Global Society	1360-0826	1469-798X	1996-01-01	10	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cgsj20		cgsj20		fulltext			serial										1360-0826	1469-798X				
European Journal of High Ability	0937-4450		1991-01-01	1	1	1995-12-31	6	2	http://www.tandfonline.com/openurl?genre=journal&stitle=chas19		chas19		fulltext			serial										0937-4450					
High Ability Studies	1359-8139	1469-834X	1991-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=chas20		chas20		fulltext			serial										1359-8139	1469-834X				
Higher Education in Europe	0379-7724	1469-8358	1976-01-01	1	1	1996-12-31	21	4	http://www.tandfonline.com/openurl?genre=journal&stitle=chee20		chee20		fulltext			serial										0379-7724	1469-8358				
Higher Education Research & Development	0729-4360	1469-8366	1982-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cher20		cher20		fulltext			serial										0729-4360	1469-8366				
Historical Journal of Film, Radio and Television	0143-9685	1465-3451	1981-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=chjf20		chjf20		fulltext			serial										0143-9685	1465-3451				
Housing Studies	0267-3037	1466-1810	1986-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=chos20		chos20		fulltext			serial										0267-3037	1466-1810				
Health, Risk & Society	1369-8575	1469-8331	1999-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=chrs20		chrs20		fulltext			serial										1369-8575	1469-8331				
Journal of Industry Studies	1320-6095		1993-01-01	1	1	1996-12-31	3	2	http://www.tandfonline.com/openurl?genre=journal&stitle=ciai19		ciai19		fulltext			serial										1320-6095					
Industry & Innovation	1366-2716	1469-8390	1993-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ciai20		ciai20		fulltext			serial										1366-2716	1469-8390				
Islam and Christian-Muslim Relations	0959-6410	1469-9311	1990-01-01	1	1	1996-12-31	7	3	http://www.tandfonline.com/openurl?genre=journal&stitle=cicm20		cicm20		fulltext			serial										0959-6410	1469-9311				
Information & Communications Technology Law	1360-0834	1469-8404	1992-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cict20		cict20		fulltext			serial										1360-0834	1469-8404				
Innovation: The European Journal of Social Science Research	1351-1610	1469-8412	1988-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ciej20		ciej20		fulltext			serial										1351-1610	1469-8412				
International Journal of Early Years Education	0966-9760	1469-8463	1993-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ciey20		ciey20		fulltext			serial										0966-9760	1469-8463				
