publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	ISSNs	eISSNs	ISBNs
Journal of Change Management	1469-7017	1479-1811	2000-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjcm20		openurl?genre=journal&stitle=rjcm20		fulltext			serial										1469-7017	1479-1811	
Journal of Child Psychotherapy	0075-417X	1469-9370	1997-01-01	23	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjcp20		openurl?genre=journal&stitle=rjcp20		fulltext			serial										0075-417X	1469-9370	
New Global Development	1080-9716		1997-01-01	13	1	2005-12-31	21	2	http://www.tandfonline.com/openurl?genre=journal&stitle=rjcs19		openurl?genre=journal&stitle=rjcs19		fulltext	previously: Journal of International and Comparative Social Welfare (1984 - 1994). Now: Journal of Comparative Social Welfare		serial										1080-9716		
Journal of Comparative Social Welfare	1748-6831	1748-684X	2006-01-01	22	1	2012-01-01	28	3	http://www.tandfonline.com/openurl?genre=journal&stitle=rjcs20		openurl?genre=journal&stitle=rjcs20		fulltext	now: Journal of International and Comparative Social Policy (2013- )		serial										1748-6831	1748-684X	
Journal of Eastern African Studies	1753-1055	1753-1063	2007-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjea20		openurl?genre=journal&stitle=rjea20		fulltext			serial										1753-1055	1753-1063	
Journal of Economic Methodology	1350-178X	1469-9427	1997-01-01	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjec20		openurl?genre=journal&stitle=rjec20		fulltext			serial										1350-178X	1469-9427	
Jewish Quarterly	0449-010X	2326-2516	1997-01-01	44	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjeq20		openurl?genre=journal&stitle=rjeq20		fulltext			serial										0449-010X	2326-2516	
Japan Forum	0955-5803	1469-932X	1997-01-01	9	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjfo20		openurl?genre=journal&stitle=rjfo20		fulltext			serial										0955-5803	1469-932X	
The Journal of Forensic Psychiatry	0958-5184	1469-9478	1997-01-01	8	1	2002-01-01	13	3	http://www.tandfonline.com/openurl?genre=journal&stitle=rjfp19		openurl?genre=journal&stitle=rjfp19		fulltext	now: Journal of Forensic Psychiatry & Psychology (2003 - )		serial										0958-5184	1469-9478	
Journal of Forensic Psychiatry & Psychology	1478-9949	1478-9957	2003-01-01	14	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjfp20		openurl?genre=journal&stitle=rjfp20		fulltext			serial										1478-9949	1478-9957	
Journal of Family Studies	1322-9400		1997-04-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjfs20		openurl?genre=journal&stitle=rjfs20		fulltext	transfer in (2015): Econtent Management		serial										1322-9400		
Journal of Global Ethics	1744-9626	1744-9634	2005-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjge20		openurl?genre=journal&stitle=rjge20		fulltext			serial										1744-9626	1744-9634	
International Journal of Heritage Studies	1352-7258	1470-3610	1997-01-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjhs20		openurl?genre=journal&stitle=rjhs20		fulltext			serial										1352-7258	1470-3610	
Journal of Heritage Tourism	1743-873X	1747-6631	2006-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjht20		openurl?genre=journal&stitle=rjht20		fulltext			serial										1743-873X	1747-6631	
Journal of Intercultural Communication Research	1747-5759	1747-5767	2006-01-01	35	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjic20		openurl?genre=journal&stitle=rjic20		fulltext			serial										1747-5759	1747-5767	
Journal of In-Service Education	1367-4587	1747-5082	1997-01-01	23	1	2008-01-01	34	4	http://www.tandfonline.com/openurl?genre=journal&stitle=rjie19		openurl?genre=journal&stitle=rjie19		fulltext	now: Professional Development in Education (2009 - )		serial										1367-4587	1747-5082	
Professional Development in Education	1941-5257	1941-5265	2009-01-01	35	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjie20		openurl?genre=journal&stitle=rjie20		fulltext			serial										1941-5257	1941-5265	
Journal of Intelligence History	1616-1262	2169-5601	2001-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjih20		openurl?genre=journal&stitle=rjih20		fulltext			serial										1616-1262	2169-5601	
Journal of International and Intercultural Communication	1751-3057	1751-3065	2008-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjii20		openurl?genre=journal&stitle=rjii20		fulltext			serial										1751-3057	1751-3065	
Journal of Iberian and Latin American Research	1326-0219	2151-9668	1997-01-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjil20		openurl?genre=journal&stitle=rjil20		fulltext			serial										1326-0219	2151-9668	
Journal of Landscape Architecture	1862-6033		2006-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjla20		openurl?genre=journal&stitle=rjla20		fulltext			serial										1862-6033		
Journal of Legal Pluralism and Unofficial Law	0732-9113	2305-9931	1997-01-01	29	39				http://www.tandfonline.com/openurl?genre=journal&stitle=rjlp20		openurl?genre=journal&stitle=rjlp20		fulltext			serial										0732-9113	2305-9931	
Journal of Literary Studies	0256-4718	1753-5387	1997-01-01	13	01-Feb				http://www.tandfonline.com/openurl?genre=journal&stitle=rjls20		openurl?genre=journal&stitle=rjls20		fulltext			serial										0256-4718	1753-5387	
Journal of Marketing Communications	1352-7266	1466-4445	1997-01-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjmc20		openurl?genre=journal&stitle=rjmc20		fulltext			serial										1352-7266	1466-4445	
Journal of Museum Education	1059-8650	2051-6169	1997-01-01	22	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjme20		openurl?genre=journal&stitle=rjme20		fulltext	transfer in (2016): Maney. Previously: Roundtable Reports (1973 - 1984)		serial										1059-8650	2051-6169	
Journal of Marketing Management	0267-257X	1472-1376	1997-01-01	13	01-Mar				http://www.tandfonline.com/openurl?genre=journal&stitle=rjmm20		openurl?genre=journal&stitle=rjmm20		fulltext			serial										0267-257X	1472-1376	
Journal of Media Practice	1468-2753	2040-0926	2001-01-01	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjmp20		openurl?genre=journal&stitle=rjmp20		fulltext			serial										1468-2753	2040-0926	
Journal of Contemporary Asia	0047-2336	1752-7554	1997-01-01	27	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjoc20		openurl?genre=journal&stitle=rjoc20		fulltext			serial										0047-2336	1752-7554	
Journal of Geography	0022-1341	1752-6868	1997-01-01	96	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjog20		openurl?genre=journal&stitle=rjog20		fulltext			serial										0022-1341	1752-6868	
Journalism Practice	1751-2786	1751-2794	2007-02-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjop20		openurl?genre=journal&stitle=rjop20		fulltext			serial										1751-2786	1751-2794	
Journalism Studies	1461-670X	1469-9699	2000-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjos20		openurl?genre=journal&stitle=rjos20		fulltext			serial										1461-670X	1469-9699	
Journal of Urbanism: International Research on Placemaking and Urban Sustainability	1754-9175	1754-9183	2008-03-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjou20		openurl?genre=journal&stitle=rjou20		fulltext			serial										1754-9175	1754-9183	
Journal of the American Planning Association	0194-4363	1939-0130	1997-01-01	63	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjpa20		openurl?genre=journal&stitle=rjpa20		fulltext	previously: Journal of the American Institute of Planners (1935 - 1978)		serial										0194-4363	1939-0130	
Journal of Peacebuilding & Development	1542-3166	2165-7440	2002-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjpd20		openurl?genre=journal&stitle=rjpd20		fulltext			serial										1542-3166	2165-7440	
International Journal of Pedagogies and Learning	2204-0552	1833-4105	2005-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjpl20		openurl?genre=journal&stitle=rjpl20		fulltext	transfer in (2015): Econtent Management		serial										2204-0552	1833-4105	
Journal of European Public Policy	1350-1763	1466-4429	1997-01-01	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjpp20		openurl?genre=journal&stitle=rjpp20		fulltext			serial										1350-1763	1466-4429	
Journal of Property Research	0959-9916	1466-4453	1997-01-01	14	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjpr20		openurl?genre=journal&stitle=rjpr20		fulltext			serial										0959-9916	1466-4453	
Journal of the Philosophy of Sport	0094-8705	1543-2939	1997-01-01	24	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjps20		openurl?genre=journal&stitle=rjps20		fulltext			serial										0094-8705	1543-2939	
Bijdragen	0006-2278	1783-1377	1997-01-01	58	1	2012-12-31	73	4	http://www.tandfonline.com/openurl?genre=journal&stitle=rjpt19		openurl?genre=journal&stitle=rjpt19		fulltext	now: International Journal of Philosophy and Theology		serial										0006-2278	1783-1377	
International Journal of Philosophy and Theology	2169-2327	2169-2335	2013-01-01						http://www.tandfonline.com/openurl?genre=journal&stitle=rjpt20		openurl?genre=journal&stitle=rjpt20		fulltext	previously: Bijdragen: International Journal for Philosophy and Theology (1945 - 2012)		serial										2169-2327	2169-2335	
World Literature Written in English	0093-1705		1997-01-01	36	1	2004-01-01	40	2	http://www.tandfonline.com/openurl?genre=journal&stitle=rjpw19		openurl?genre=journal&stitle=rjpw19		fulltext	now: Journal of Postcolonial Writing		serial										0093-1705		
Journal of Postcolonial Writing	1744-9855	1744-9863	2005-01-01	41	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjpw20		openurl?genre=journal&stitle=rjpw20		fulltext			serial										1744-9855	1744-9863	
Justice Quarterly	0741-8825	1745-9109	1997-01-01	14	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjqy20		openurl?genre=journal&stitle=rjqy20		fulltext			serial										0741-8825	1745-9109	
Journal of Risk Research	1366-9877	1466-4461	1998-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjrr20		openurl?genre=journal&stitle=rjrr20		fulltext			serial										1366-9877	1466-4461	
International journal for the Study of the Christian Church	1474-225X	1747-0234	2001-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjsc20		openurl?genre=journal&stitle=rjsc20		fulltext			serial										1474-225X	1747-0234	
Journal of Social Welfare and Family Law	0964-9069	1469-9621	1997-01-01	19	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjsf20		openurl?genre=journal&stitle=rjsf20		fulltext			serial										0964-9069	1469-9621	
Journal of Strategic Marketing	0965-254X	1466-4488	1997-01-01	5	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjsm20		openurl?genre=journal&stitle=rjsm20		fulltext			serial										0965-254X	1466-4488	
Journal of Sports Sciences	0264-0414	1466-447X	1997-01-01	15	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjsp20		openurl?genre=journal&stitle=rjsp20		fulltext			serial										0264-0414	1466-447X	
The Journal of International Trade & Economic Development	0963-8199	1469-9559	1997-01-01	6	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjte20		openurl?genre=journal&stitle=rjte20		fulltext			serial										0963-8199	1469-9559	
Journal of Tourism History	1755-182X	1755-1838	2009-03-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjth20		openurl?genre=journal&stitle=rjth20		fulltext			serial										1755-182X	1755-1838	
Journal of Sport & Tourism	1477-5085	1029-5399	1997-01-01	4	2				http://www.tandfonline.com/openurl?genre=journal&stitle=rjto20		openurl?genre=journal&stitle=rjto20		fulltext			serial										1477-5085	1029-5399	
Journal of Transatlantic Studies	1479-4012	1754-1018	2003-01-01	1	Supp 1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjts20		openurl?genre=journal&stitle=rjts20		fulltext			serial										1479-4012	1754-1018	
International Journal of Urban Sciences	1226-5934	2161-6779	1998-01-01	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjus20		openurl?genre=journal&stitle=rjus20		fulltext			serial										1226-5934	2161-6779	
Journal of Victorian Culture	1355-5502	1750-0133	1997-01-01	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjvc20		openurl?genre=journal&stitle=rjvc20		fulltext			serial										1355-5502	1750-0133	
Journal of Vocational Education & Training	1363-6820	1747-5090	1997-01-01	49	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjve20		openurl?genre=journal&stitle=rjve20		fulltext			serial										1363-6820	1747-5090	
Journal of Visual Art Practice	1470-2029	1758-9185	2001-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjvp20		openurl?genre=journal&stitle=rjvp20		fulltext			serial										1470-2029	1758-9185	
Labour & Industry: A Journal of the Social and Economic Relations of Work	1030-1763		2004-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlab20		openurl?genre=journal&stitle=rlab20		fulltext			serial										1030-1763		
Latin American and Carribean Ethnic Studies	1744-2222	1744-2230	2006-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlac20		openurl?genre=journal&stitle=rlac20		fulltext			serial										1744-2222	1744-2230	
Language and Education	0950-0782	1747-7581	1997-01-01	11	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlae20		openurl?genre=journal&stitle=rlae20		fulltext			serial										0950-0782	1747-7581	
Law and Literature	1535-685X	1541-2601	1997-01-01	9	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlal20		openurl?genre=journal&stitle=rlal20		fulltext			serial										1535-685X	1541-2601	
Griffith Law Review	1038-3441	1839-4205	2003-01-01	12	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlaw20		openurl?genre=journal&stitle=rlaw20		fulltext			serial										1038-3441	1839-4205	
Language, Culture and Curriculum	0790-8318	1747-7573	1997-01-01	10	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlcc20		openurl?genre=journal&stitle=rlcc20		fulltext			serial										0790-8318	1747-7573	
Loisir et Société / Society and Leisure	0705-3436	1705-0154	1997-01-01	20	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rles20		openurl?genre=journal&stitle=rles20		fulltext			serial										0705-3436	1705-0154	
The Language Learning Journal	0957-1736	1753-2167	1997-01-01	15	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rllj20		openurl?genre=journal&stitle=rllj20		fulltext			serial										0957-1736	1753-2167	
Language Matters	1022-8195	1753-5395	1997-01-01	28	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlms20		openurl?genre=journal&stitle=rlms20		fulltext			serial										1022-8195	1753-5395	
Leisure/Loisir	1492-7713	2151-2221	1999-01-01	24	01-Feb				http://www.tandfonline.com/openurl?genre=journal&stitle=rloi20		openurl?genre=journal&stitle=rloi20		fulltext			serial										1492-7713	2151-2221	
Landscape History	0143-3768	2160-2506	2012-01-01	33	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlsh20		openurl?genre=journal&stitle=rlsh20		fulltext			serial										0143-3768	2160-2506	
Leisure Studies	0261-4367	1466-4496	1997-01-01	16	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlst20		openurl?genre=journal&stitle=rlst20		fulltext			serial										0261-4367	1466-4496	
Life Writing	1448-4528	1751-2964	2004-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlwr20		openurl?genre=journal&stitle=rlwr20		fulltext			serial										1448-4528	1751-2964	
Journal of the Musical Arts in Africa	1812-1004	2070-626X	2004-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmaa20		openurl?genre=journal&stitle=rmaa20		fulltext			serial										1812-1004	2070-626X	
Journal for Maritime Research	2153-3369	1469-1957	1999-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmar20		openurl?genre=journal&stitle=rmar20		fulltext			serial										2153-3369	1469-1957	
Journal of Medieval History	0304-4181	1873-1279	1997-01-01	23	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmed20		openurl?genre=journal&stitle=rmed20		fulltext			serial										0304-4181	1873-1279	
The Mariner's Mirror	0025-3359	2049-680X	1997-01-01	83	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmir20		openurl?genre=journal&stitle=rmir20		fulltext			serial										0025-3359	2049-680X	
Journal of Modern Italian Studies	1354-571X	1469-9583	1997-01-01	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmis20		openurl?genre=journal&stitle=rmis20		fulltext			serial										1354-571X	1469-9583	
International Journal of Multilingualism	1479-0718	1747-7530	2004-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmjm20		openurl?genre=journal&stitle=rmjm20		fulltext			serial										1479-0718	1747-7530	
Language Awareness	0965-8416	1747-7565	1997-01-01	6	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmla20		openurl?genre=journal&stitle=rmla20		fulltext			serial										0965-8416	1747-7565	
Managing Leisure	1360-6719	1466-450X	1997-01-01	2	1	2014-11-30	19	6	http://www.tandfonline.com/openurl?genre=journal&stitle=rmle20		openurl?genre=journal&stitle=rmle20		fulltext	now: Now: Managing Sport and Leisure		serial										1360-6719	1466-450X	
Language and Intercultural Communication	1470-8477	1747-759X	2001-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmli20		openurl?genre=journal&stitle=rmli20		fulltext			serial										1470-8477	1747-759X	
Museum Management and Curatorship	0964-7775	1872-9185	1997-01-01	16	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmmc20		openurl?genre=journal&stitle=rmmc20		fulltext			serial										0964-7775	1872-9185	
Journal of Multicultural Discourses	1744-7143	1747-6615	2006-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmmd20		openurl?genre=journal&stitle=rmmd20		fulltext			serial										1744-7143	1747-6615	
Journal of Multilingual and Multicultural Development	0143-4632	1747-7557	1997-01-01	18	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmmm20		openurl?genre=journal&stitle=rmmm20		fulltext			serial										0143-4632	1747-7557	
New Writing	1479-0726	1943-3107	2004-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmnw20		openurl?genre=journal&stitle=rmnw20		fulltext			serial										1479-0726	1943-3107	
Mobilities	1745-0101	1745-011X	2006-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmob20		openurl?genre=journal&stitle=rmob20		fulltext			serial										1745-0101	1745-011X	
Journal of Modern Chinese History	1753-5654	1753-5662	2007-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmoh20		openurl?genre=journal&stitle=rmoh20		fulltext			serial										1753-5654	1753-5662	
Management and Organizational History	1744-9359	1744-9367	2006-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmor20		openurl?genre=journal&stitle=rmor20		fulltext			serial										1744-9359	1744-9367	
Perspectives: Studies in Translatology	0907-676X	1747-6623	1997-01-01	5	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmps20		openurl?genre=journal&stitle=rmps20		fulltext			serial										0907-676X	1747-6623	
International Journal of Multiple Research Approaches	1834-0806		2007-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmra20		openurl?genre=journal&stitle=rmra20		fulltext	Coverage Note: transfer in (2015): Econtent Management		serial										1834-0806		
African Journal of Research in Mathematics, Science and Technology Education	1028-8457	1811-7295	1997-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmse20		openurl?genre=journal&stitle=rmse20		fulltext			serial										1028-8457	1811-7295	
Journal of Management, Spirituality & Religion	1476-6086	1942-258X	2004-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmsr20		openurl?genre=journal&stitle=rmsr20		fulltext			serial										1476-6086	1942-258X	
Musicology Australia	0814-5857	1949-453X	1997-01-01	20	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmus20		openurl?genre=journal&stitle=rmus20		fulltext			serial										0814-5857	1949-453X	
Muziki	1812-5980	1753-593X	2004-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmuz20		openurl?genre=journal&stitle=rmuz20		fulltext			serial										1812-5980	1753-593X	
Nordic Journal of Human Rights	1891-8131	1891-814X	1997-01-01	15	2				http://www.tandfonline.com/openurl?genre=journal&stitle=rnhr20		openurl?genre=journal&stitle=rnhr20		fulltext			serial										1891-8131	1891-814X	
Nordisk Tidsskrift for Musikkterapi	0803-9828		1997-01-01	6	1	2000-01-01	9	2	http://www.tandfonline.com/openurl?genre=journal&stitle=rnjm19		openurl?genre=journal&stitle=rnjm19		fulltext	now: Nordic Journal of Music Therapy		serial										0803-9828		
Nordic Journal of Music Therapy	0809-8131	1944-8260	2001-01-01	10	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rnjm20		openurl?genre=journal&stitle=rnjm20		fulltext			serial										0809-8131	1944-8260	
Maritime Affairs:Journal of the National Maritime Foundation of India	0973-3159	1946-6609	2009-01-01	5	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rnmf20		openurl?genre=journal&stitle=rnmf20		fulltext			serial										0973-3159	1946-6609	
NORMA: International Journal for Masculinity Studies	1890-2138	1890-2146	2014-01-01	9	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rnor20		openurl?genre=journal&stitle=rnor20		fulltext			serial										1890-2138	1890-2146	
The Nonproliferation Review	1073-6700	1746-1766	1997-01-01	4	2				http://www.tandfonline.com/openurl?genre=journal&stitle=rnpr20		openurl?genre=journal&stitle=rnpr20		fulltext			serial										1073-6700	1746-1766	
Nordisk Psykologi	0029-1463		2003-01-01	55	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rnpy19		openurl?genre=journal&stitle=rnpy19		fulltext			serial										0029-1463		
Nordic Psychology	1901-2276	1904-0016	2006-01-01	58	3				http://www.tandfonline.com/openurl?genre=journal&stitle=rnpy20		openurl?genre=journal&stitle=rnpy20		fulltext	previously: Nordisk Psykologi (1949 - 2005)		serial										1901-2276	1904-0016	
Journal of Energy and Natural Resources Law	0264-6811		1997-01-01	15	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rnrl20		openurl?genre=journal&stitle=rnrl20		fulltext			serial										0264-6811		
New Zealand Economic Papers	0077-9954	1943-4863	1997-01-01	31	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rnzp20		openurl?genre=journal&stitle=rnzp20		fulltext			serial										0077-9954	1943-4863	
Journal of Media Business Studies	1652-2354	2376-2977	2004-03-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=romb20		openurl?genre=journal&stitle=romb20		fulltext			serial										1652-2354	2376-2977	
Research in Post-Compulsory Education	1359-6748	1747-5112	1997-01-01	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpce20		openurl?genre=journal&stitle=rpce20		fulltext			serial										1359-6748	1747-5112	
Psychodynamic Counselling	1353-3339	1470-1057	1997-01-01	3	1	2001-01-01	7	4	http://www.tandfonline.com/openurl?genre=journal&stitle=rpco19		openurl?genre=journal&stitle=rpco19		fulltext	now: Psychodynamic Practice: Individuals, Groups and Organisations (2002 - )		serial										1353-3339	1470-1057	
Psychodynamic Practice	1475-3634	1475-3626	2002-01-01	8	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpco20		openurl?genre=journal&stitle=rpco20		fulltext			serial										1475-3634	1475-3626	
Person-Centered & Experiential Psychotherapies	1477-9757	1752-9182	2002-01-01	1	01-Feb				http://www.tandfonline.com/openurl?genre=journal&stitle=rpcp20		openurl?genre=journal&stitle=rpcp20		fulltext			serial										1477-9757	1752-9182	
Curriculum Studies	0965-9757		1997-01-01	5	1	1998-01-01	6	3	http://www.tandfonline.com/openurl?genre=journal&stitle=rpcs19		openurl?genre=journal&stitle=rpcs19		fulltext	now: Pedagogy, Culture & Society		serial										0965-9757		
Pedagogy, Culture & Society	1468-1366	1747-5104	1999-01-01	7	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpcs20		openurl?genre=journal&stitle=rpcs20		fulltext			serial										1468-1366	1747-5104	
International Journal of Performance Arts and Digital Media	1479-4713	2040-0934	2005-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpdm20		openurl?genre=journal&stitle=rpdm20		fulltext			serial										1479-4713	2040-0934	
Pastoral Care in Education	0264-3944	1468-0122	1997-01-01	15	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rped20		openurl?genre=journal&stitle=rped20		fulltext			serial										0264-3944	1468-0122	
Perspectives on European Politics and Society	1570-5854	1568-0258	2000-01-01	1	1	2014-12-31	15	4	http://www.tandfonline.com/openurl?genre=journal&stitle=rpep20		openurl?genre=journal&stitle=rpep20		fulltext	now: European Politics and Society		serial										1570-5854	1568-0258	
European Politics and Society	2374-5118	2374-5126	2015-04-01	16	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpep21		openurl?genre=journal&stitle=rpep21		fulltext	previously: Perspectives on European Politics and Society (2000 - 2014)		serial										2374-5118	2374-5126	
Parliaments, Estates and Representation	0260-6755	1947-248X	1997-01-01	17	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rper20		openurl?genre=journal&stitle=rper20		fulltext			serial										0260-6755	1947-248X	
Philosophical Explorations	1386-9795	1741-5918	1998-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpex20		openurl?genre=journal&stitle=rpex20		fulltext			serial										1386-9795	1741-5918	
Photographies	1754-0763	1754-0771	2008-03-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpho20		openurl?genre=journal&stitle=rpho20		fulltext			serial										1754-0763	1754-0771	
Journal of Psychology in Africa	1433-0237	1815-5626	2006-01-01	16	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpia20		openurl?genre=journal&stitle=rpia20		fulltext			serial										1433-0237	1815-5626	
Journal of Policing, Intelligence and Counter Terrorism	1833-5330	2159-5364	2006-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpic20		openurl?genre=journal&stitle=rpic20		fulltext			serial										1833-5330	2159-5364	
Public Money & Management	0954-0962	1467-9302	1997-01-01	17	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpmm20		openurl?genre=journal&stitle=rpmm20		fulltext			serial										0954-0962	1467-9302	
Popular Music and Society	0300-7766	1740-1712	1997-01-01	21	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpms20		openurl?genre=journal&stitle=rpms20		fulltext			serial										0300-7766	1740-1712	
Patterns of Prejudice	0031-322X	1461-7331	1997-01-01	31	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpop20		openurl?genre=journal&stitle=rpop20		fulltext			serial										0031-322X	1461-7331	
The Journal of Positive Psychology	1743-9760	1743-9779	2006-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpos20		openurl?genre=journal&stitle=rpos20		fulltext			serial										1743-9760	1743-9779	
Journal of Power	1754-0291	1754-0305	2008-01-01	1	1	2010-12-31	3	3	http://www.tandfonline.com/openurl?genre=journal&stitle=rpow20		openurl?genre=journal&stitle=rpow20		fulltext	now: Journal of Political Power		serial										1754-0291	1754-0305	
Journal of Political Power	2158-379X	2158-3803	2011-04-01	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpow21		openurl?genre=journal&stitle=rpow21		fulltext	previously: Journal of Power (2008 - 2010)		serial										2158-379X	2158-3803	
Philosophical Papers	0556-8641	1996-8523	1997-01-01	26	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rppa20		openurl?genre=journal&stitle=rppa20		fulltext			serial										0556-8641	1996-8523	
