publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Horticultural Reviews, Volume 13	9780471574996	9780470767962							http://onlinelibrary.wiley.com/book/10.1002/9780470650509		9780470650509													
Horticultural Reviews, Volume 14	9780471573395	9780470650516							http://onlinelibrary.wiley.com/book/10.1002/9780470650523		9780470650523													
Horticultural Reviews, Vol. 15	9780471573388	9780470650530							http://onlinelibrary.wiley.com/book/10.1002/9780470650547		9780470650547													
Horticultural Reviews, Vol. 16	9780471573371	9780470650554							http://onlinelibrary.wiley.com/book/10.1002/9780470650561		9780470650561													
Horticultural Reviews, Volume 17	9780471573357	9780470650578							http://onlinelibrary.wiley.com/book/10.1002/9780470650585		9780470650585													
Horticultural Reviews, Volume 18	9780471573340	9780470650592							http://onlinelibrary.wiley.com/book/10.1002/9780470650608		9780470650608													
Horticultural Reviews, Volume 19	9780471165293	9780470650615							http://onlinelibrary.wiley.com/book/10.1002/9780470650622		9780470650622													
Wheat: Science and Trade	9780813820248	9780813819235							http://onlinelibrary.wiley.com/book/10.1002/9780813818832		9780813818832													
Biofuels from Agricultural Wastes and Byproducts	9780813802527	9780813823683							http://onlinelibrary.wiley.com/book/10.1002/9780813822716		9780813822716													
Horticultural Reviews, Volume 1	9781118063545	9781118060865							http://onlinelibrary.wiley.com/book/10.1002/9781118060742		9781118060742													
Horticultural Reviews, Volume 2	9781118063552	9781118060872							http://onlinelibrary.wiley.com/book/10.1002/9781118060759		9781118060759													
Horticultural Reviews, V. 10	9781118064368	9781118060957							http://onlinelibrary.wiley.com/book/10.1002/9781118060834		9781118060834													
Horticultural Reviews, Volume 11	9781118064375	9781118060964							http://onlinelibrary.wiley.com/book/10.1002/9781118060841		9781118060841													
Horticultural Reviews, V. 12	9781118064382	9781118060971							http://onlinelibrary.wiley.com/book/10.1002/9781118060858		9781118060858													
Herbicides and Plant Physiology 2e	9781405129350	9781444327809							http://onlinelibrary.wiley.com/book/10.1002/9781444327793		9781444327793													
