publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	bestppn
Fortschritte der Physik	0015-8208	1521-3979	1953	1	1	1986	34	12	https://onlinelibrary.wiley.com/loi/15213979a		10.1002/(ISSN)1521-3979a		fulltext		Wiley	serial								P	
Fortschritte der Physik/Progress of Physics	0015-8209	1521-3979	1983	31	1	1997	45	8	https://onlinelibrary.wiley.com/loi/15213979		10.1002/(ISSN)1521-3979		fulltext		Wiley	serial							1521-3979	P	
Journal fur praktische Chemie	1436-9966	1521-3897	1999	341	1	2000	342	8	https://onlinelibrary.wiley.com/loi/15213897		10.1002/(ISSN)1521-3897		fulltext		Wiley	serial							1521-3897	P	058351183
Journal fur Praktische Chemie	0021-8383	1521-3897	1834	1	1	1991	333	6	https://onlinelibrary.wiley.com/loi/15213897b		10.1002/(ISSN)1521-3897b		fulltext		Wiley	serial								P	058351183
Journal fur Praktische Chemie/Chemiker-Zeitung	0941-1216	1521-3897	1992	334	1	1998	340	8	https://onlinelibrary.wiley.com/loi/15213897a		10.1002/(ISSN)1521-3897a		fulltext		Wiley	serial							1521-3897	P	058351183
Journal of Experimental Zoology Part B: Molecular and Developmental Evolution	1552-5007	1552-5015	2003	295B	1				https://onlinelibrary.wiley.com/loi/15525015		10.1002/(ISSN)1552-5015		fulltext		Wiley	serial							1097-010X	P	094933472
Journal of Polymer Science Part B: Polymer Physics	0887-6266	1099-0488	1986	24	1	2019	57	24	https://onlinelibrary.wiley.com/loi/10990488		10.1002/(ISSN)1099-0488		fulltext		Wiley	serial							1099-0518	P	040633136
The Anatomical Record	0003-276X	1097-0185	1906	1	1	2002	269	6	https://anatomypubs.onlinelibrary.wiley.com/loi/10970185		10.1002/(ISSN)1097-0185		fulltext		Wiley	serial								P	058048995
The Anatomical Record Part B: The New Anatomist	1552-4906	1552-4914	2003	270B	1	2006	289B	6	https://anatomypubs.onlinelibrary.wiley.com/loi/15524914		10.1002/(ISSN)1552-4914		fulltext		Wiley	serial							1097-0185	P	097230006
The Brown University Child Behavior and Development Letter	0898-2562	2376-8347	1986	2	10	1991	7	6	https://onlinelibrary.wiley.com/loi/15567575		10.1002/(ISSN)1556-7575a		fulltext		Wiley	serial								P	183250958
