publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Business Combinations with SFAS 141 R, 157, and 160:	9780470497555								http://onlinelibrary.wiley.com/book/10.1002/9780470506660		9780470506660													
Essential Strategies for Financial Services Compliance	9780470519042								http://onlinelibrary.wiley.com/book/10.1002/9780470699386		9780470699386													
Mastering Financial Accounting Essentials: The Critical Nuts and Bolts	9780470393321	9780470549551							http://onlinelibrary.wiley.com/book/10.1002/9781118267745		9781118267745													
Building a World-Class Compliance Program: Best Practices and Strategies for Success	9780470114780	9780470278406							http://onlinelibrary.wiley.com/book/10.1002/9781118268193		9781118268193													
Foreign Corrupt Practices Act Compliance Guidebook: Protecting Your Organization from Bribery and Corruption	9780470527931	9780470622421							http://onlinelibrary.wiley.com/book/10.1002/9781118268292		9781118268292													
Controllership: The Work of the Managerial Accountant, 8th Edition	9780470481981	9780470507797							http://onlinelibrary.wiley.com/book/10.1002/9781118268322		9781118268322													
Cost Reduction Analysis: Tools and Strategies	9780470587263	9780470622452							http://onlinelibrary.wiley.com/book/10.1002/9781118268346		9781118268346													
The New CFO Financial Leadership Manual, Third Edition	9780470882566								http://onlinelibrary.wiley.com/book/10.1002/9781118268360		9781118268360													
The Controller's Function, Fourth Edition: The Work of the Managerial Accountant	9780470937426	9781118001417							http://onlinelibrary.wiley.com/book/10.1002/9781118268377		9781118268377													
Treasury Management: The Practitioner's Guide	9780470497081	9780470591185							http://onlinelibrary.wiley.com/book/10.1002/9781118268452		9781118268452													
Project Management Accounting, Second Edition: Budgeting, Tracking, and Reporting Costs and Profitability	9780470952344	9781118078204							http://onlinelibrary.wiley.com/book/10.1002/9781118269046		9781118269046													
Mergers, Acquisitions, and Corporate Restructurings, Fifth Edition	9780470561966	9780470881170							http://onlinelibrary.wiley.com/book/10.1002/9781118269077		9781118269077													
Complying with Sarbanes-Oxley Section 404: A Guide for Small Publicly Held Companies	9780470572559	9780470603987							http://onlinelibrary.wiley.com/book/10.1002/9781118269084		9781118269084													
Auditing Cloud Computing: A Security and Privacy Guide	9780470874745	9781118116029							http://onlinelibrary.wiley.com/book/10.1002/9781118269091		9781118269091													
Internal Control of Fixed Assets: A Controller and Auditor's Guide	9780470539408	9781118028346							http://onlinelibrary.wiley.com/book/10.1002/9781118269107		9781118269107													
