publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Angewandte Chemie	0044-8249	1521-3757	1949			2013			http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-3757/issues		2001		fulltext		Wiley	serial								P
Angewandte Chemie International Edition	1433-7851	1521-3773	1998			2013			http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-3773/issues		2002		fulltext		Wiley	serial								P
Chemie Ingenieur Technik	0009-286X	1522-2640	1949			2013			http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2640/issues		2004		fulltext		Wiley	serial								P
Berichte der deutschen chemischen Gesellschaft	0365-9496		1868			1918			http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0682c/issues		2005		fulltext		Wiley	serial								P
Chemie in unserer Zeit	0009-2851	1521-3781	1967			2013			http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-3781/issues		2006		fulltext		Wiley	serial								P
Physik in unserer Zeit	0031-9252	1521-3943	1970			2013			http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-3943/issues		2007		fulltext		Wiley	serial								P
Biologie in unserer Zeit	0045-205X	1521-415X	1971			2013			http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-415X/issues		2008		fulltext		Wiley	serial								P
Pharmazie in unserer Zeit	0048-3664	1615-1003	1972			2012			http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1615-1003/issues		2009		fulltext		Wiley	serial								P
Materials and Corrosion	0947-5117	1521-4176	1995			2013			http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4176/issues		2010		fulltext		Wiley	serial								P
Materialwissenschaft und Werkstofftechnik	0933-5137	1521-4052	1988			2013			http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4052/issues		2012		fulltext		Wiley	serial								P
