publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	bestppn
Phage Nanobiotechnology	9780854041848	9781847559920							https://doi.org/10.1039/9781847559920		10.1039/9781847559920		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2011	17	1	Petrenko	1757-7144		P	198472528
Pharmaceutical Process Development Current Chemical and Engineering Challenges	9781849731461	9781849733076							https://doi.org/10.1039/9781849733076		10.1039/9781849733076		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2011	9	1	Blacker	2041-3211		P	198470835
Pharmaceutical Salts and Co-crystals	9781849731584	9781849733502							https://doi.org/10.1039/9781849733502		10.1039/9781849733502		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2011	16	1	Wouters	2041-3211		P	198471343
Amino Acids, Peptides and Proteins Volume 32	9780854042326	9781847552778							https://doi.org/10.1039/9781847552778		10.1039/9781847552778		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2007	32	1	Davies	1465-1912		P	198468415
Amino Acids, Peptides and Proteins Volume 4	9780851860343	9781847557285							https://doi.org/10.1039/9781847557285		10.1039/9781847557285		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2007	4	1	Young	1465-1912		P	198473907
Amino Acids, Peptides and Proteins Volume 33	9780854042371	9781847557438							https://doi.org/10.1039/9781847557438		10.1039/9781847557438		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2007	33	1	Barrett	1465-1912		P	198468938
Amino Acids, Peptides and Proteins Volume 34	9780854042425	9781847557445							https://doi.org/10.1039/9781847557445		10.1039/9781847557445		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2007	34	1	Davies	1465-1912		P	198469144
Amino Acids, Peptides and Proteins Volume 35	9780854042470	9781847555250							https://doi.org/10.1039/9781847555250		10.1039/9781847555250		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2007	35	1	Davies	1465-1912		P	198467974
Amino Acids, Peptides and Proteins Volume 5	9780851860442	9781847557292							https://doi.org/10.1039/9781847557292		10.1039/9781847557292		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2007	5	1	Sheppard	1465-1912		P	198472560
Amino Acids, Peptides and Proteins Volume 6	9780851860541	9781847557308							https://doi.org/10.1039/9781847557308		10.1039/9781847557308		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2007	6	1	Sheppard	1465-1912		P	198473117
Amino Acids, Peptides and Proteins Volume 7	9780851860640	9781847557315							https://doi.org/10.1039/9781847557315		10.1039/9781847557315		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2007	7	1	Sheppard	1465-1912		P	198473664
Amino Acids, Peptides and Proteins Volume 8	9780851860749	9781847557322							https://doi.org/10.1039/9781847557322		10.1039/9781847557322		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2007	8	1	Sheppard	1465-1912		P	198474067
Amino Acids, Peptides and Proteins Volume 9	9780851860848	9781847557339							https://doi.org/10.1039/9781847557339		10.1039/9781847557339		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2007	9	1	Sheppard	1465-1912		P	198471645
Amorphous Food and Pharmaceutical Systems	9780854048663	9781847550118							https://doi.org/10.1039/9781847550118		10.1039/9781847550118		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2007		1	Levine	2042-0625		P	198476477
Analytical Measurement Terminology Handbook of Terms used in Quality Assurance of Analytical Measurement	9780854044436	9781847559289							https://doi.org/10.1039/9781847559289	Prichard,Elizabeth	10.1039/9781847559289		fulltext	Print identifier = print_identifier_paperback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2007		1				P	198469896
Analytical Molecular Biology Quality and Validation	9780854044726	9781847559296							https://doi.org/10.1039/9781847559296		10.1039/9781847559296		fulltext	Print identifier = print_identifier_paperback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2007		1	Parkes			P	198476302
Analytical Ultracentrifugation Techniques and Methods	9780854045471	9781847552617							https://doi.org/10.1039/9781847552617		10.1039/9781847552617		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2007		1	Scott			P	198470061
Anion Receptor Chemistry	9780854049745	9781847552471							https://doi.org/10.1039/9781847552471	Sessler,Jonathan L	10.1039/9781847552471		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2007	8	1		2041-7144		P	198475381
An Atlas of High Resolution Spectra of Rare Earth Elements for ICP-AES	9780854044771	9781847550125							https://doi.org/10.1039/9781847550125	Huang,Benli	10.1039/9781847550125		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2007		1				P	198476434
Data Integrity and Data Governance Practical Implementation in Regulated Laboratories	9781788012812	9781788013277							https://doi.org/10.1039/9781788013277	McDowall,R D	10.1039/9781788013277		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2018		1				P	
Dienamine Catalysis for Organic Synthesis	9781782620907	9781782622482							https://doi.org/10.1039/9781782622482	Anebouselvy,Kengadarane	10.1039/9781782622482		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2018	30	1		1757-6733		P	
Dioxygen-dependent Heme Enzymes	9781782629917	9781788012911							https://doi.org/10.1039/9781788012911		10.1039/9781788012911		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2018	13	1	Ikeda-Saito	2045-5488		P	
Amino Acids, Peptides and Proteins Volume 39	9781849739825	9781849739962							https://doi.org/10.1039/9781849739962		10.1039/9781849739962		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2014	39	1	Ryadnov	1465-1912		P	198479204
Atomically-Precise Methods for Synthesis of Solid Catalysts	9781849738293	9781782628439							https://doi.org/10.1039/9781782628439		10.1039/9781782628439		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2014	22	1	Hermans	1757-6733		P	198471858
Ball Milling Towards Green Synthesis Applications, Projects, Challenges	9781849739450	9781782621980							https://doi.org/10.1039/9781782621980		10.1039/9781782621980		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2014	31	1	Stolle	1757-7047		P	198477716
Binding, Transport and Storage of Metal Ions in Biological Cells	9781849735995	9781849739979							https://doi.org/10.1039/9781849739979		10.1039/9781849739979		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2014	2	1	Maret	2045-5488		P	198478380
Biointerfaces Where Material Meets Biology	9781849738767	9781782628453							https://doi.org/10.1039/9781782628453		10.1039/9781782628453		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2014	10	1	Hutmacher	2046-0074		P	198471874
Carbohydrate Chemistry Volume 40	9781849739658	9781849739986							https://doi.org/10.1039/9781849739986		10.1039/9781849739986		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2014	40	1	Pilar Rauter	1465-1963		P	198479085
Catalysis in Ionic Liquids From Catalyst Synthesis to Application	9781849736039	9781849737210							https://doi.org/10.1039/9781849737210		10.1039/9781849737210		fulltext	Print identifier = print_identifier_hardback and online_identifier = online_identifier_pdf	Royal Society of Chemistry	monograph		2014	15	1	Hardacre	1757-6733		P	198478909
