publication_title	print_identifier	online_identifier	first_author	title_url	date_monograph_published_online	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Diversité culturelle et mondialisation	9782707151292	9782707160478	Armand Mattelart	http://www.cairn.info/diversite-culturelle-et-mondialisation--9782707151292.htm	2011-01-01							DEC_MATTE_2009_01												
Histoire de la société de l’information	9782707157980	9782707160867	Armand Mattelart	http://www.cairn.info/histoire-de-la-societe-de-l-information--9782707157980.htm	2011-01-01							DEC_MATTE_2009_02												
La sociologie de la délinquance juvénile	9782707149718	9782707159700	Gérard Mauger	http://www.cairn.info/la-sociologie-de-la-delinquance-juvenile--9782707149718.htm	2011-01-01							DEC_MAUGE_2009_01												
Âges et générations	9782707158888	9782707186515	Gérard Mauger	http://www.cairn.info/ages-et-generations--9782707158888.htm	2015-05-12							DEC_MAUGE_2015_01												
L’économie des organisations	9782707174765	9782707175311	Claude Ménard	http://www.cairn.info/l-economie-des-organisations--9782707174765.htm	2013-01-08							DEC_MENAR_2012_01												
L’éthique dans les entreprises	9782707175892	9782707185556	Samuel Mercier	http://www.cairn.info/l-ethique-dans-les-entreprises--9782707175892.htm	2014-09-26							DEC_MERCI_2014_01												
La sociologie des réseaux sociaux	9782707188885	9782707189189	Pierre Mercklé	http://www.cairn.info/la-sociologie-des-reseaux-sociaux--9782707188885.htm	2016-03-01							DEC_MERCK_2016_01												
La démocratisation de l’enseignement	9782707158260	9782707166104	Pierre Merle	http://www.cairn.info/la-democratisation-de-l-enseignement--9782707158260.htm	2011-01-01							DEC_MERLE_2009_01												
La ségrégation scolaire	9782707171160	9782707174192	Pierre Merle	http://www.cairn.info/la-segregation-scolaire--9782707171160.htm	2012-07-04							DEC_MERLE_2012_01												
Les sondages d'opinion	9782707153135	9782707162908	Helene Meynaud	http://www.cairn.info/les-sondages-d-opinion--9782707153135.htm	2011-01-01							DEC_MEYNA_2007_01												
La macroéconomie après Keynes	9782707157751	9782707164674	Valérie Mignon	http://www.cairn.info/la-macroeconomie-apres-keynes--9782707157751.htm	2011-01-01							DEC_MIGNO_2010_01												
Histoire du Tour de France	9782707177438	9782707183552	Jean-François Mignot	http://www.cairn.info/histoire-du-tour-de-france--9782707177438.htm	2014-06-19							DEC_MIGNO_2014_01												
Économie des transports urbains	9782707172938	9782707177896	François Mirabel	http://www.cairn.info/economie-des-transports-urbains--9782707172938.htm	2014-01-13							DEC_MIRAB_2013_01												
Les <em>hedge funds</em>	9782707169921	9782707170903	Guillaume Monarcha	http://www.cairn.info/les-hedge-funds--9782707169921.htm	2013-03-06							DEC_MONAR_2013_01												
La crise des dettes souveraines	9782707177643	9782707182166	Anton Brender	http://www.cairn.info/la-crise-des-dettes-souveraines--9782707177643.htm	2014-01-16							DEC_MOUHO_2013_01												
L'incertitude dans les théories économiques	9782707138514	9782707167590		http://www.cairn.info/l-incertitude-dans-les-theories-economiques--9782707138514.htm	2011-01-01							DEC_MOURE_2004_01												
Le syndicalisme en France depuis 1945	9782707175519	9782707176592	René Mouriaux	http://www.cairn.info/le-syndicalisme-en-france-depuis-1945--9782707175519.htm	2013-04-11							DEC_MOURI_2013_01												
Les universitaires	9782707150608	9782707166203	Christine Musselin	http://www.cairn.info/les-universitaires--9782707150608.htm	2011-01-01							DEC_MUSSE_2008_01												
Les télécommunications	9782707150165	9782707166227	Pierre Musso	http://www.cairn.info/les-telecommunications--9782707150165.htm	2011-01-01							DEC_MUSSO_2008_01												
Sociologie du journalisme	9782707177070	9782707177957	Érik Neveu	http://www.cairn.info/sociologie-du-journalisme--9782707177070.htm	2014-01-14							DEC_NEVEU_2013_01												
Sociologie des mouvements sociaux	9782707185303	9782707186454	Érik Neveu	http://www.cairn.info/sociologie-des-mouvements-sociaux--9782707185303.htm	2015-01-27							DEC_NEVEU_2015_01												
La sociologie de Anthony Giddens	9782707151902	9782707161680	Jean Nizet	http://www.cairn.info/la-sociologie-de-anthony-giddens--9782707151902.htm	2011-01-01							DEC_NIZET_2007_01												
La sociologie de Erving Goffman	9782707179111	9782707182838	Jean Nizet	http://www.cairn.info/la-sociologie-de-erving-goffman--9782707179111.htm	2014-04-22							DEC_NIZET_2014_01												
Les critiques de la gestion	9782707181862	9782707188427	Jean Nizet	http://www.cairn.info/les-critiques-de-la-gestion--9782707181862.htm	2015-05-18							DEC_NIZET_2015_01												
Introduction à la socio-histoire	9782707147233	9782707161055	Gérard Noiriel	http://www.cairn.info/introduction-a-la-socio-histoire--9782707147233.htm	2011-01-01							DEC_NOIRI_2008_01												
Le bouddhisme en Occident	9782707150639	9782707161949	Lionel Obadia	http://www.cairn.info/le-bouddhisme-en-occident--9782707150639.htm	2011-01-01							DEC_OBADI_2007_01												
L’anthropologie des religions	9782707173737	9782707174888	Lionel Obadia	http://www.cairn.info/l-anthropologie-des-religions--9782707173737.htm	2012-10-28							DEC_OBADI_2012_01												
L’industrie manufacturière française	9782707158222	9782707164704	 OFCE	http://www.cairn.info/l-industrie-manufacturiere-francaise--9782707158222.htm	2011-05-01							DEC_OFCE_2010_03												
L’économie française 2013	9782707174956	9782707175335	 OFCE	http://www.cairn.info/l-economie-francaise-2013--9782707174956.htm	2013-02-26							DEC_OFCE_2012_01												
L’économie française 2014	9782707176998	9782707177988	 OFCE	http://www.cairn.info/l-economie-francaise-2014--9782707176998.htm	2014-01-20							DEC_OFCE_2013_01												
L'économie française 2015	9782707182654	9782707185532	 OFCE	http://www.cairn.info/l-economie-francaise-2015--9782707182654.htm	2014-10-19							DEC_OFCE_2014_01												
L’économie française 2016	9782707186775	9782707188403	 OFCE	http://www.cairn.info/l-economie-francaise-2016--9782707186775.htm	2015-10-06							DEC_OFCE_2015_01												
L'économie européenne 2016	9782707188854	9782707189219	 OFCE	http://www.cairn.info/l-economie-europeenne-2016--9782707188854.htm	2016-04-01							DEC_OFCE_2016_01												
Utopies et utopistes	9782707134493	9782707164100	Thierry Paquot	http://www.cairn.info/utopies-et-utopistes--9782707134493.htm	2011-01-01							DEC_PAQUO_2007_02												
Introduction à Ivan Illich	9782707174949	9782707175328	Thierry Paquot	http://www.cairn.info/introduction-a-ivan-illich--9782707174949.htm	2013-02-26							DEC_PAQUO_2012_01												
L'espace public	9782707185808	9782707186539	Thierry Paquot	http://www.cairn.info/l-espace-public--9782707185808.htm	2015-05-13							DEC_PAQUO_2015_01												
Le paysage	9782707166982	9782707192042	Thierry Paquot	http://www.cairn.info/Le-paysage--9782707166982.htm	2016-06-23							DEC_PAQUO_2016_01												
Socio-histoire de l'action publique	9782707160249	9782707177315	Renaud Payre	http://www.cairn.info/socio-histoire-de-l-action-publique--9782707160249.htm	2013-04-11							DEC_PAYRE_2013_01												
Sociologie de Marseille	9782707174321	9782707187840	Michel Peraldi 	http://www.cairn.info/sociologie-de-marseille--9782707174321.htm	2015-05-13							DEC_PERAL_2015_01												
La société du risque	9782707164568	9782707164766	Patrick Peretti-Watel	http://www.cairn.info/la-societe-du-risque--9782707164568.htm	2011-01-01							DEC_PERET_2010_01												
L’évaluation des politiques publiques	9782707183385	9782707185617	Bernard Perret	http://www.cairn.info/l-evaluation-des-politiques-publiques--9782707183385.htm	2014-11-23							DEC_PERRE_2014_01												
Introduction aux <i>Science Studies</i>	9782707145963	9782707160287	Dominique Pestre	http://www.cairn.info/introduction-aux-science-studies--9782707145963.htm	2011-01-01							DEC_PESTR_2006_01												
Économie des émotions	9782707183200	9782707186478	Emmanuel Petit	http://www.cairn.info/economie-des-emotions--9782707183200.htm	2015-05-12							DEC_PETIT_2015_01												
L'économie des inégalités	9782707185679	9782707186423	Thomas Piketty	http://www.cairn.info/l-economie-des-inegalites--9782707185679.htm	2015-03-08							DEC_PIKET_2015_01												
Sociologie de Paris	9782707182623	9782707185525	Michel Pinçon	http://www.cairn.info/sociologie-de-paris--9782707182623.htm	2014-10-15							DEC_PINCO_2014_01												
La comptabilité nationale	9782707156600	9782707161192	Jean-Paul Piriou	http://www.cairn.info/la-comptabilite-nationale--9782707156600.htm	2011-01-01							DEC_PIRIO_2008_01												
La notion de société civile	9782707146946	9782707161512	Gautier Pirotte	http://www.cairn.info/la-notion-de-societe-civile--9782707146946.htm	2011-01-01							DEC_PIROT_2007_01												
Les sciences de l’éducation	9782707174369	9782707175229	Éric Plaisance	http://www.cairn.info/les-sciences-de-l-education--9782707174369.htm	2012-11-06							DEC_PLAIS_2012_01												
Les taux de change	9782707171535	9782707173591	Dominique Plihon	http://www.cairn.info/les-taux-de-change--9782707173591.htm	2012-04-02							DEC_PLIHO_2012_01												
La monnaie et ses mécanismes	9782707176394	9782707177407	Dominique Plihon	http://www.cairn.info/la-monnaie-et-ses-mecanismes--9782707176394.htm	2013-07-07							DEC_PLIHO_2013_01												
Le capital social	9782707147493	9782707161956	Sophie Ponthieux	http://www.cairn.info/le-capital-social--9782707147493.htm	2011-01-01							DEC_PONTH_2006_01												
Musée et muséologie	9782707158055	9782707163400	Dominique Poulot	http://www.cairn.info/musee-et-museologie--9782707158055.htm	2011-01-01							DEC_POULO_2009_01												
La notion de risque en économie	9782707139085	9782707139085	Pierre-Charles Pradier	http://www.cairn.info/la-notion-de-risque-en-economie--9782707139085.htm	2011-01-01							DEC_PRADI_2006_01												
Introduction à Castoriadis	9782707174741	9782707175281	Jean-Louis Prat	http://www.cairn.info/introduction-a-castoriadis--9782707174741.htm	2012-12-20							DEC_PRAT_2012_01												
La balance des paiements	9782707135681	9782707161154	Marc Raffinot	http://www.cairn.info/la-balance-des-paiements--9782707135681.htm	2011-01-01							DEC_RAFFI_2003_01												
La dette des tiers mondes	9782707153777	9782707161291	Marc Raffinot	http://www.cairn.info/la-dette-des-tiers-mondes--9782707153777.htm	2011-01-01							DEC_RAFFI_2008_01												
La Nouvelle Théorie du commerce internationale	9782707141255	9782707161536	Michel Rainelli	http://www.cairn.info/la-nouvelle-theorie-du-commerce-international--9782707141255.htm	2011-01-01							DEC_RAINE_2003_01												
L'Organisation mondiale du commerce	9782707169525	9782707170675	Michel Rainelli	http://www.cairn.info/l-organisation-mondiale-du-commerce--9782707170675.htm	2011-12-05							DEC_RAINE_2011_01												
Le commerce international	9782707185464	9782707186485	Michel Rainelli	http://www.cairn.info/le-commerce-international--9782707185464.htm	2015-05-19							DEC_RAINE_2015_01												
Les travailleurs sociaux	9782707174475	9782707175267	Bertrand Ravon	http://www.cairn.info/les-travailleurs-sociaux--9782707174475.htm	2012-11-07							DEC_RAVON_2012_01												
Sociologie de l'immigration	9782707154736	9782707163776	Andrea Rea	http://www.cairn.info/sociologie-de-l-immigration--9782707154736.htm	2011-01-01							DEC_REA_2008_01												
L’état des entreprises 2010	9782707158840	9782707165862	Dauphine Recherches en Management	http://www.cairn.info/l-etat-des-entreprises-2010--9782707158840.htm	2011-01-01							DEC_RECHE_2009_01												
L’état des entreprises 2014	9782707177636	9782707182241	Dauphine Recherches en Management	http://www.cairn.info/l-etat-des-entreprises-2014--9782707177636.htm	2014-04-21							DEC_RECHE_2014_01												
L'état des entreprises 2015	9782707183378	9782707186447	Dauphine Recherches en Management	http://www.cairn.info/l-etat-des-entreprises-2015--9782707183378.htm	2015-03-08							DEC_RECHE_2015_01												
L'état des entreprises 2016	9782707188823	9782707189165	Dauphine Recherches en Management	http://www.cairn.info/l-etat-des-entreprises-2016--9782707188823.htm	2016-03-02							DEC_RECHE_2016_01												
Sociologie des relations internationales	9782707176417	9782707177872	Guillaume Devin	http://www.cairn.info/sociologie-des-relations-internationales--9782707176417.htm	2013-07-08							DEC_REYMO_2013_01												
Introduction à la philosophie des sciences	9782707178244	9782707182302	Hans-Jörg Rheinberger	http://www.cairn.info/introduction-a-la-philosophie-des-sciences--9782707178244.htm	2014-11-23							DEC_RHEIN_2014_01												
L’historien et la littérature	9782707159014	9782707165572	Judith Lyon-Caen	http://www.cairn.info/l-historien-et-la-litterature--9782707159014.htm	2011-01-01							DEC_RIBAR_2010_01												
La gestion environnementale	9782707175496	9782707182289	Jacques Richard	http://www.cairn.info/la-gestion-environnementale--9782707175496.htm	2014-04-22							DEC_RICHA_2014_01												
Histoire du féminisme 	9782707186300	9782707189080	Michèle Riot-Sarcey	http://www.cairn.info/histoire-du-feminisme --9782707186300.htm	2015-11-24							DEC_RIOT_2015_01												
Sociologie de la communication politique	9782707177063	9782707177971	Philippe Riutort	http://www.cairn.info/sociologie-de-la-communication-politique--9782707177063.htm	2014-01-15							DEC_RIUTO_2013_01												
Économie des données personnelles et de la vie privée	9782707157652	9782707165510	Fabrice Rochelandet	http://www.cairn.info/Economie-des-donnees-personnelles-et-de-la-vie-pri--9782707157652.htm	2011-01-01							DEC_ROCHE_2010_01												
Les théories des crises économiques	9782707140050	9782707162953	Bernard Rosier	http://www.cairn.info/les-theories-des-crises-economiques--9782707140050.htm	2011-01-01							DEC_ROSIE_2003_01												
La fonction publique	9782707157256	9782707166074	Luc Rouban	http://www.cairn.info/la-fonction-publique--9782707157256.htm	2011-01-01							DEC_ROUBA_2009_01												
Les nouvelles stratégies concurrentielles	9782707158994	9782707166814	Pierre Roy	http://www.cairn.info/les-nouvelles-strategies-concurrentielles--9782707158994.htm	2011-01-01							DEC_ROY_2010_01												
Les ONG	9782707182081	9782707183583	Philippe Ryfman	http://www.cairn.info/les-ong--9782707182081.htm	2014-11-24							DEC_RYFMA_2014_01												
Une histoire de l’humanitaire	9782707188878	9782707189196	Philippe Ryfman	http://www.cairn.info/une-histoire-de-l-humanitaire--9782707188878.htm	2016-07-07							DEC_RYFMA_2016_01												
Les inégalités ethno-raciales	9782707173027	9782707177339	Mirna Safi	http://www.cairn.info/les-inegalites-ethno-raciales--9782707173027.htm	2013-04-16							DEC_SAFI_2013_01												
Le marché de l'art contemporain	9782707160072	9782707165268	Dominique Sagot-Duvauroux	http://www.cairn.info/le-marche-de-l-art-contemporain--9782707160072.htm	2011-01-01							DEC_SAGOT_2010_01												
La sociologie de Robert K. Merton	9782707168870	9782707177384	Arnaud Saint-Martin	http://www.cairn.info/la-sociologie-de-robert-k-merton--9782707168870.htm	2013-07-08							DEC_SAINT_2013_01												
Les descendants d'immigrés	9782707186607	9782707190826	Emmanuelle Santelli	http://www.cairn.info/les-descendants-d-immigres--9782707186607.htm	2016-06-23							DEC_SANTE_2016_01												
La sociologie de la littérature	9782707165749	9782707183606	Gisèle Sapiro	http://www.cairn.info/la-sociologie-de-la-litterature--9782707165749.htm	2014-09-26							DEC_SAPIR_2014_01												
Économie des coûts de transaction	9782707140081	9782707160614	Stéphane Saussier	http://www.cairn.info/economie-des-couts-de-transaction--9782707140081.htm	2011-01-01							DEC_SAUSS_2007_01												
Théories des organisations	9782707173720	9782707174833	Jean-Michel Saussois	http://www.cairn.info/theories-des-organisations--9782707173720.htm	2012-07-05							DEC_SAUSS_2012_01												
Économie bancaire	9782707175366	9782707176547	Laurence Scialom	http://www.cairn.info/economie-bancaire--9782707175366.htm	2013-03-06							DEC_SCIAL_2013_01												
Le Toyotisme	9782707129215	9782707168580	Koïchi Shimizu	http://www.cairn.info/le-toyotisme--9782707129215.htm	2011-01-01							DEC_SHIMI_1999_01												
Les moteurs de recherche	9782707184955	9782707190796	Guillaume Sire	http://www.cairn.info/les-moteurs-de-recherche--9782707184955.htm	2016-03-23							DEC_SIRE_2016_01												
La nouvelle histoire des idées politiques	9782707174260	9782707186522	Arnault Skornicki	http://www.cairn.info/la-nouvelle-histoire-des-idees-politiques--9782707174260.htm	2015-05-12							DEC_SKORN_2015_01												
L'industrie des médias à l'ère numérique	9782707175885	9782707177346	Nathalie Sonnac	http://www.cairn.info/l-industrie-des-medias-a-l-ere-numerique--9782707175885.htm	2013-04-11							DEC_SONNA_2013_01												
Économie des ressources humaines	9782707131188	9782707168528	François Stankiewicz	http://www.cairn.info/Economie-des-ressources-humaines--9782707169310.htm	2012-01-08							DEC_STANK_2011_01												
La sociologie économique	9782707170156	9782707170859	Philippe Steiner	http://www.cairn.info/la-sociologie-economique--9782707170156.htm	2011-12-08							DEC_STEIN_2011_01												
Histoire de la guerre d’Algérie	9782707142931	9782707160836	Benjamin Stora	http://www.cairn.info/histoire-de-la-guerre-d-algerie-1954-1962--9782707142931.htm	2011-04-01							DEC_STORA_2004_02												
Histoire de l’Algérie coloniale (1830-1954)	9782707144669	9782707160904	Benjamin Stora	http://www.cairn.info/histoire-de-l-algerie-coloniale-1830-1954--9782707144669.htm	2011-05-01							DEC_STORA_2004_03												
Sociologie et anthropologie de Marcel Mauss	9782707139580	9782707168153	Camille Tarot	http://www.cairn.info/sociologie-et-anthropologie-de-marcel-mauss--9782707139580.htm	2011-01-01							DEC_TAROT_2003_01												
Les théories du choix révolutionnaire	9782707154002	9782707162960	Tarik Tazdaït	http://www.cairn.info/les-theories-du-choix-revolutionnaire--9782707154002.htm	2011-01-01							DEC_TAZDA_2008_01												
L’audit	9782707152800	9782707166036	Stéphanie Thiery-Dubuisson	http://www.cairn.info/l-audit--9782707152800.htm	2011-01-01							DEC_THIER_2009_01												
Sociologie des changements sociaux	9782707146281	9782707161741	Alexis Tremoulinas	http://www.cairn.info/sociologie-des-changements-sociaux--9782707146285.htm	2011-01-01							DEC_TREMO_2006_01												
L’urbanisme	9782707158864	9782707166111	Jean-François Tribillon	http://www.cairn.info/l-urbanisme--9782707158864.htm	2011-01-01							DEC_TRIBI_2009_01												
L’allocation universelle	9782707145260	9782707161895	Yannick Vanderborght	http://www.cairn.info/l-allocation-universelle--9782707145260.htm	2011-01-01							DEC_VANDE_2005_01												
La sociologie de Georg Simmel	9782707133076	9782707168382	Frédéric Vandenberghe	http://www.cairn.info/la-sociologie-de-georg-simmel--9782707133076.htm	2011-01-01							DEC_VANDE_2009_01												
L'enseignement supérieur en France	9782707144553	9782707162502	Maria Vasconcellos	http://www.cairn.info/l-enseignement-superieur-en-france--9782707144553.htm	2011-01-01							DEC_VASCO_2006_01												
Le système éducatif	9782707177506	9782707178008	Maria Vasconcellos	http://www.cairn.info/le-systeme-educatif--9782707177506.htm	2014-01-16							DEC_VASCO_2013_01												
Nouvelle histoire économique de la France contemporaine	9782707138927	9782707168184	Patrick Verley	http://www.cairn.info/nouvelle-histoire-economique-de-la-france-contempo--9782707138927.htm	2011-01-01							DEC_VERLE_2003_01												
Histoire du Maroc depuis l'indépendance	9782707190659	9782707192097	Pierre Vermeren	http://www.cairn.info/histoire-du-maroc-depuis-l-independance--9782707190659.htm	2016-06-07							DEC_VERME_2016_01												
Démographie et écologie	9782707169419	9782707177308	Jacques Véron	http://www.cairn.info/demographie-et-ecologie--9782707169419.htm	2013-05-26							DEC_VERON_2013_01												
Économie des clusters	9782707185952	9782707192035	Jérôme Vicente	http://www.cairn.info/economie-des-clusters--9782707185952.htm	2016-06-15							DEC_VICEN_2016_01												
La gestion financière de l'entreprise	9782707178183	9782707182272	Christian Pierrat	http://www.cairn.info/la-gestion-financiere-de-l-entreprise--9782707178183.htm	2014-04-21							DEC_VICTO_2014_01												
La comparaison dans les sciences sociales	9782707143044		Cécile Vigour	http://www.cairn.info/la-comparaison-dans-les-sciences-sociales--9782707143044.htm	2016-02-01							DEC_VIGOU_2005_01												
Sociologie du conseil en management	9782707140364	9782707168122	Michel Villette	http://www.cairn.info/sociologie-du-conseil-en-management--9782707140364.htm	2011-01-01							DEC_VILLE_2003_01												
Macroéconomie : consommation et épargne	9782707154866	9782707163264	Patrick Villieu	http://www.cairn.info/macroeconomie-consommation-et-epargne--9782707154866.htm	2011-01-01							DEC_VILLI_2008_01												
Histoire de la société allemande au XX<sup>e</sup> siècle - I 	9782707156808	9782707169235	Marie-Bénédicte Vincent	http://www.cairn.info/histoire-de-la-societe-allemande-au-xxe-siecle-I--9782707156808.htm	2011-09-07							DEC_VINCE_2011_01												
Les classes sociales dans la mondialisation	9782707149220	9782707162557	Anne-Catherine Wagner	http://www.cairn.info/les-classes-sociales-dans-la-mondialisation--9782707149220.htm	2011-01-01							DEC_WAGNE_2007_01												
La comptabilité anglo-saxonne	9782707153784	9782707161185	Peter Walton	http://www.cairn.info/la-comptabilite-anglo-saxonne--9782707153784.htm	2011-01-01							DEC_WALTO_2008_01												
La mondialisation de la culture	9782707153524	9782707161468	Jean-Pierre Warnier	http://www.cairn.info/la-mondialisation-de-la-culture--9782707153524.htm	2011-01-01							DEC_WARNI_2008_01												
Les meilleures pratiques de gouvernance d’entreprise	9782707153388	9782707161390	Peter Wirtz	http://www.cairn.info/les-meilleures-pratiques-de-gouvernance--9782707153388.htm	2011-01-01							DEC_WIRTZ_2008_01												
Introduction à Wittgenstein	9782707189509	9782707190864	Rola Younes	http://www.cairn.info/introduction-a-wittgenstein--9782707189509.htm	2016-04-29							DEC_YOUNE_2016_01												
Introduction à John Dewey	9782707183194	9782707189035	Joëlle Zask	http://www.cairn.info/Introduction-a-john-dewey--9782707183194.htm	2015-11-24							DEC_ZASK_2015_01												
La nouvelle constitution européenne	9782707141996	9782707161529	Jacques Ziller	http://www.cairn.info/la-nouvelle-constitution-europeenne--9782707141996.htm	2011-01-01							DEC_ZILLE_2005_01												
Le récit	9782130440901	9782130598466	Jean-Michel Adam	http://www.cairn.info/le-recit--9782130440901.htm	2010-03-13							PUF_ADAM_1996_01												
Le communisme	9782130585589	9782130631873	Alexandre Adler	http://www.cairn.info/le-communisme--9782130585589.htm	2014-03-25							PUF_ADLER_2014_01												
Histoire de la Provence	9782130517009	9782130599159	Maurice Agulhon	http://www.cairn.info/histoire-de-la-provence--9782130517009.htm	2010-03-14							PUF_AGULH_2007_01												
Les méthodes qualitatives	9782130617679	9782130623212	Sophie Alami	http://www.cairn.info/les-methodes-qualitatives--9782130617679.htm	2013-02-07							PUF_ALAMI_2013_01												
Histoire de la presse	9782130582670	9782130604334	Pierre Albert	http://www.cairn.info/histoire-de-la-presse--9782130582670.htm	2010-07-13							PUF_ALBER_2010_01												
Les 100 mots de Venise	9782130735069	9782130787174	Olympia Alberti	http://www.cairn.info/les-cent-mots-de-venise--9782130735069.htm	2016-06-27							PUF_ALBER_2016_01												
L'écriture chinoise	9782130529217	9782130599647	Viviane Alleton	http://www.cairn.info/l-ecriture-chinoise--9782130529217.htm	2010-03-28							PUF_ALLET_2002_01												
La formation de la langue française	9782130414780	9782130598992	Jacques Allières	http://www.cairn.info/la-formation-de-la-langue-francaise--9782130414780.htm	2010-03-28							PUF_ALLIE_1996_01												
Les Basques	9782130531449	9782130599364	Jacques Allières	http://www.cairn.info/les-basques--9782130531449.htm	2010-03-15							PUF_ALLIE_2003_01												
La psychiatrie du bébé	9782130621508	9782130629825	Luis Alvarez	http://www.cairn.info/la-psychiatrie-du-bebe--9782130621508.htm	2013-09-26							PUF_ALVAR_2013_01												
La guerre de Sécession	9782130608608	9782130623038	Farid Ameur	http://www.cairn.info/la-guerre-de-secession--9782130608608.htm	2013-01-30							PUF_AMEUR_2013_01												
L’Antiquité orientale	9782130578840	9782130603481	Pierre Amiet	http://www.cairn.info/l-antiquite-orientale--9782130578840.htm	2010-03-31							PUF_AMIET_2009_01												
La sexualité féminine	9782130575108	9782130602620	Jacques André	http://www.cairn.info/la-sexualite-feminine--9782130575108.htm	2010-03-14							PUF_ANDRE_2009_03												
Les 100 mots de la sexualité	9782130582861	9782130604440	Jacques André	http://www.cairn.info/les-100-mots-de-la-sexualite--9782130582861.htm	2011-03-17							PUF_ANDRE_2011_01												
Les 100 mots de la psychanalyse	9782130590972	9782130605928	Jacques André	http://www.cairn.info/les-100-mots-de-la-psychanalyse--9782130590972.htm	2011-08-16							PUF_ANDRE_2011_03												
Babylone	9782130591436	9782130621959	Béatrice André-Salvini	http://www.cairn.info/babylone--9782130591436.htm	2012-03-17							PUF_ANDRE_2012_01												
La sexualité masculine	9782130619451	9782130621744	Jacques André	http://www.cairn.info/la-sexualite-masculine--9782130619451.htm	2013-02-11							PUF_ANDRE_2013_01												
Les 100 mots de l’enfant	9782130594437	9782130628392	Jacques André	http://www.cairn.info/les-100-mots-de-l-enfant--9782130594437.htm	2013-08-27							PUF_ANDRE_2013_02												
L'esprit baroque	9782130465287	9782130599081	Anne-Laure Angoulvent	http://www.cairn.info/l-esprit-baroque--9782130465287.htm	2010-03-19							PUF_ANGOU_1994_01												
La versification	9782130633310	9782130652465	Michèle Aquien	http://www.cairn.info/la-versification--9782130633310.htm	2014-11-19							PUF_AQUIE_2014_01												
L'enseignement littéraire	9782130544128	9782130597773	Paul Aron	http://www.cairn.info/l-enseignement-litteraire--9782130544128.htm	2010-03-08							PUF_ARON_2005_01												
Sociologie de la littérature	9782130544098	9782130597728	Paul Aron	http://www.cairn.info/sociologie-de-la-litterature--9782130544098.htm	2010-03-08							PUF_ARON_2006_01												
Les 100 mots du symbolisme	9782130582212	9782130604211	Paul Aron	http://www.cairn.info/les-100-mots-du-symbolisme--9782130582212.htm	2011-09-29							PUF_ARON_2011_02												
Les 100 Mots du surréalisme	9782130632832	9782130652687	Paul Aron	http://www.cairn.info/les-100-mots-du-surrealisme--9782130632832.htm	2014-11-20							PUF_ARON_2014_01												
La cybersécurité	9782130652199	9782130731726	Nicolas Arpagian	http://www.cairn.info/la-cybersecurite--9782130652199.htm	2015-08-26							PUF_ARPAG_2015_01												
La métapsychologie	9782130509431	9782130596370	Paul-Laurent Assoun	http://www.cairn.info/la-metapsychologie--9782130509431.htm	2010-03-15							PUF_ASSOU_2000_01												
L'École de Francfort	9782130519133	9782130599234	Paul-Laurent Assoun	http://www.cairn.info/l-ecole-de-francfort--9782130519133.htm	2010-03-06							PUF_ASSOU_2001_01												
Le fétichisme	9782130556893	9782130597100	Paul-Laurent Assoun	http://www.cairn.info/le-fetichisme--9782130556893.htm	2010-03-01							PUF_ASSOU_2006_01												
Lacan	9782130653561	9782130733140	Paul-Laurent Assoun	http://www.cairn.info/lacan--9782130653561.htm	2016-01-12							PUF_ASSOU_2015_01												
La didactique des sciences	9782130749745	9782130785828	Jean-Pierre Astolfi	http://www.cairn.info/la-didactique-des-sciences--9782130749745.htm	2016-06-30							PUF_ASTOL_2016_01												
Le droit civil	9782130549086	9782130597377	Christian Atias	http://www.cairn.info/le-droit-civil--9782130549086.htm	2010-03-23							PUF_ATIAS_2004_01												
Psychologie de la Ressource humaine	9782130559191	9782130600077	Jacques Aubret	http://www.cairn.info/psychologie-de-la-ressource-humaine--9782130559191.htm	2010-03-01							PUF_AUBRE_2007_01												
La littérature espagnole	9782130624431	9782130631729	Charles-Vincent Aubrun	http://www.cairn.info/la-litterature-espagnole--9782130624431.htm	2013-12-01							PUF_AUBRU_2013_01												
L'astrophysique nucléaire	9782130533009	9782130599531	Jean Audouze	http://www.cairn.info/l-astrophysique-nucleaire--9782130533009.htm	2010-03-28							PUF_AUDOU_2003_01												
Le dispositif médical	9782130573937	9782130602309	Antoine Audry	http://www.cairn.info/le-dispositif-medical--9782130573937.htm	2010-03-09							PUF_AUDRY_2009_01												
L’anthropologie	9782130574279	9782130602446	Marc Augé	http://www.cairn.info/l-anthropologie--9782130574279.htm	2010-03-09							PUF_AUGE_2009_01												
L'euthanasie	9782130635086	9782130736608	Nicolas Aumonier	http://www.cairn.info/l-euthanasie--9782130635086.htm	2016-03-25							PUF_AUMON_2016_01												
La philosophie du langage	9782130620266	9782130629740	Sylvain Auroux	http://www.cairn.info/la-philosophie-du-langage--9782130620266.htm	2013-09-26							PUF_AUROU_2013_01												
Lexique de droit constitutionnel	9782130625858	9782130630074	Pierre Avril	http://www.cairn.info/lexique-de-droit-constitutionnel--9782130625858.htm	2013-08-27							PUF_AVRIL_2013_01												
