publication_title	print_identifier	online_identifier	first_author	title_url	publisher_name	date_monograph_published_online	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_id	embargo_info	coverage_depth	coverage_notes	publication_type	date_monograph_published_print	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Les Maîtres du réseau	9782707135216	9782707172860	Pierre Mounier	http://www.cairn.info/les-maitres-du-reseau--9782707135216.htm	La Découverte	2013-04-02							DEC_MOUNI_2002_01											
Pensées critiques	9782707157003	9782707170965	 Revue Mouvements	http://www.cairn.info/pensees-critiques--9782707157003.htm	La Découverte	2010-10-15							DEC_MOUVE_2009_01											
Le scandale des « tournantes »	9782707145420	9782707172716	Laurent Mucchielli	http://www.cairn.info/le-scandale-des-tournantes--9782707145420.htm	La Découverte	2013-04-02							DEC_MUCCH_2005_01											
Quand les banlieues brûlent... 	9782707152176	9782707163509	Véronique Le Goaziou	http://www.cairn.info/quand-les-banlieues-brulent--9782707152176.htm	La Découverte	2010-04-01							DEC_MUCCH_2007_01											
La frénésie sécuritaire	9782707154323	9782707159182	Laurent Mucchielli	http://www.cairn.info/la-frenesie-securitaire--9782707154323.htm	La Découverte	2010-04-01							DEC_MUCCH_2008_01											
Histoire de l’homicide en Europe	9782707157140	9782707170972	Laurent Mucchielli	http://www.cairn.info/histoire-de-l-homicide-en-europe--9782707157140.htm	La Découverte	2010-12-03							DEC_MUCCH_2009_01											
Naissance de la police moderne	9782707140548	9782707171818	Paolo Napoli	http://www.cairn.info/naissance-de-la-police-moderne--9782707140548.htm	La Découverte	2013-04-02							DEC_NAPOL_2003_01											
Des sociologues sans qualités ?	9782707168986	9782707173416	Delphine Naudier	http://www.cairn.info/des-sociologues-sans-qualites--9782707168986.htm	La Découverte	2013-04-02							DEC_NAUDI_2011_01											
Les dynamiques de l'économie sociale et solidaire	9782707150042	9782707162601	Jean-Noël Chopart	http://www.cairn.info/les-dynamiques-de-l-economie-sociale-et-solidaire--9782707150042.htm	La Découverte	2010-04-01							DEC_NEYRE_2006_01											
Pourquoi désobéir en démocratie ?	9782707169754	9782707181619	Albert Ogien	http://www.cairn.info/pourquoi-desobeir-en-democratie--9782707169754.htm	La Découverte	2012-04-01							DEC_OGIEN_2010_01											
La nature hors la loi	9782707139368	9782707172587	François Ost	http://www.cairn.info/la-nature-hors-la-loi--9782707139368.htm	La Découverte	2013-04-02							DEC_OST_2003_01											
Sortir de la prison	9782707136992	9782707172792	Ahmed Othmani	http://www.cairn.info/sortir-de-la-prison--9782707136992.htm	La Découverte	2013-04-02							DEC_OTHMA_2002_01											
Travail, capitalisme et société esclavagiste	9782707145536	9782707164056	Caroline Oudin-Bastide	http://www.cairn.info/travail-capitalisme-et-societe-esclavagiste--9782707145536.htm	La Découverte	2012-04-01							DEC_OUDIN_2005_01											
Comment les Gaules devinrent romaines	9782707159076	9782707171078	Pierre Ouzoulias	http://www.cairn.info/comment-les-gaules-devinrent-romaines--9782707159076.htm	La Découverte	2010-11-02							DEC_OUZOU_2010_01											
Entre famille et travail	9782707157515	9782707171009	Ariane Pailhé	http://www.cairn.info/entre-famille-et-travail--9782707157515.htm	La Découverte	2010-11-26							DEC_PAILH_2009_01											
Le quotidien urbain	9782707135391	9782707181626	Thierry Paquot	http://www.cairn.info/le-quotidien-urbain--9782707135391.htm	La Découverte	2010-06-22							DEC_PAQUO_2001_01											
Art et philosophie, ville et architecture	9782707141484	9782707172020	Chris Younès	http://www.cairn.info/art-et-philosophie--9782707141484.htm	La Découverte	2010-04-01							DEC_PAQUO_2003_01											
Géométrie, mesure du monde	9782707144690	9782707178657	Thierry Paquot	http://www.cairn.info/geometrie-mesure-du-monde--9782707144690.htm	La Découverte	2010-04-01							DEC_PAQUO_2005_01											
Habiter, le propre de l'humain	9782707153203	9782707160812		http://www.cairn.info/habiter-le-propre-de-l-humain--9782707153203.htm	La Découverte	2010-11-23							DEC_PAQUO_2007_01											
Le territoire des philosophes	9782707156471	9782707171023	Thierry Paquot	http://www.cairn.info/le-territoire-des-philosophes--9782707156471.htm	La Découverte	2010-04-01							DEC_PAQUO_2009_01											
Philosophie de l'environnement et milieux urbains	9782707164810	9782707171122	Thierry Paquot	http://www.cairn.info/philosophie-de-l-environnement-et-milieux-urbains--9782707164810.htm	La Découverte	2010-10-15							DEC_PAQUO_2010_01											
Espace et lieu dans la pensée occidentale	9782707173195	9782707174185	Thierry Paquot	http://www.cairn.info/espace-et-lieu-dans-la-pensee-occidentale--9782707173195.htm	La Découverte	2014-10-01							DEC_PAQUO_2012_02											
Le procès du réseau Jeanson	9782707136947	9782707181633	Marcel Péju	http://www.cairn.info/le-proces-du-reseau-jeanson--9782707136947.htm	La Découverte	2012-04-01							DEC_PEJU_2002_01											
Les musicos	9782707151339	9782707162786	Marc Perrenoud	http://www.cairn.info/les-musicos--9782707151339.htm	La Découverte	2012-04-01							DEC_PERRE_2007_01											
Les mondes pluriels de Howard S. Becker	9782707176479	9782707185426	Marc Perrenoud	http://www.cairn.info/les-mondes-pluriels-de-howard-s-becker--9782707176479.htm	La Découverte	2014-10-01							DEC_PERRE_2013_01											
Guelma, 1945	9782707154644	9782707159717	Jean-Pierre Peyroulou	http://www.cairn.info/guelma-1945--9782707154644.htm	La Découverte	2012-04-01							DEC_PEYRO_2009_01											
Liban, une guerre de 33 jours	9782707150998	9782707181640	Franck Mermier	http://www.cairn.info/liban-une-guerre--9782707150998.htm	La Découverte	2010-04-01							DEC_PICAR_2007_01											
Histoire des mouvements sociaux en France	9782707183415	9782707185686	Michel Pigenet	http://www.cairn.info/histoire-des-mouvements-sociaux-en-france--9782707169853.htm	La Découverte	2014-11-25							DEC_PIGEN_2014_01											
Vivre avec les animaux	9782707169006	9782707170620	Jocelyne Porcher	http://www.cairn.info/vivre-avec-les-animaux--9782707169006.htm	La Découverte	2012-04-01							DEC_PORCH_2011_01											
Une histoire des musées de France	9782707156426	9782707164094	Monique Poulot	http://www.cairn.info/une-histoire-de- musees-de-france--9782707156426.htm	La Découverte	2013-04-02							DEC_POULO_2008_01											
Vrai et faux dans la Grande Guerre	9782707142115	9782707155597	Christophe Prochasson	http://www.cairn.info/vrai-et-faux-dans-la-grande-guerre--9782707142115.htm	La Découverte	2010-04-01							DEC_PROCH_2004_01											
De la « sergote » à la femme flic	9782707152190	9782707170279	Geneviève Pruvost	http://www.cairn.info/de-la-sergote-a-la-femme-flic--9782707152190.htm	La Découverte	2011-10-27							DEC_PRUVO_2008_01											
L'expérience de l'injustice	9782707144386	9782707172044	Emmanuel Renault	http://www.cairn.info/l-experience-de-l-injustice--9782707144386.htm	La Découverte	2013-04-02							DEC_RENAU_2004_01											
Les limites de la rationalité. Tome 2	9782707155511		Bénédicte Reynaud	http://www.cairn.info/les-limites-de-la-rationalite-tome-2--9782707155511.htm	La Découverte	2010-04-01							DEC_REYNA_1997_01											
Liberté, égalité, carte d'identité	9782707148162	9782707163097	Évelyne Ribert	http://www.cairn.info/liberte-egalite-carte-d-identite--9782707148162.htm	La Découverte	2012-04-01							DEC_RIBER_2006_01											
De Gaulle et les élites	9782707156846	9782707181657	Serge Berstein	http://www.cairn.info/de-gaulle-et-les-elites--9782707156846.htm	La Découverte	2010-04-01							DEC_RIOUX_2008_01											
Affaires de juges	9782707134578	9782707170477	Violaine Roussel	http://www.cairn.info/affaires-de-juges--2707134570.htm	La Découverte	2011-10-31							DEC_ROUSS_2002_01											
Le défi des inégalités 	9782707148988	9782707162076	Pierre Salama	http://www.cairn.info/le-defi-des-inegalites--9782707148988.htm	La Découverte	2012-04-01							DEC_SALAM_2006_01											
L’espace intellectuel en Europe	9782707157805	9782707171030	Gisèle Sapiro	http://www.cairn.info/l-espace-intellectuel-en-europe--9782707157805.htm	La Découverte	2010-11-02							DEC_SAPIR_2009_01											
La préhistoire des autres	9782707174062	9782707176929	Nathan Schlanger	http://www.cairn.info/la-prehistoire-des-autres--9782707174062.htm	La Découverte	2014-10-03							DEC_SCHLA_2012_01											
L’eau mondialisée	9782707154965	9782707171085	Graciela Schneier-Madanes	http://www.cairn.info/l-eau-mondialisee--9782707154965.htm	La Découverte	2010-10-15							DEC_SCHNE_2010_01											
Au refuge des balles perdues	9782707145406	9782707160294	Sid Ahmed Semiane	http://www.cairn.info/au-refuge-des-balles-perdues--9782707145406.htm	La Découverte	2013-04-02							DEC_SEMIA_2005_01											
Naissance de l’intellectuel catholique	9782707139856	9782707172013	Hervé Serry	http://www.cairn.info/naissance-de-l-intellectuel-catholique--9782707139856.htm	La Découverte	2013-04-02							DEC_SERRY_2004_01											
L'économie de la panique	9782707138361	9782707170453	Jérôme Sgard	http://www.cairn.info/l-economie-de-la-panique--2707138363.htm	La Découverte	2012-04-01							DEC_SGARD_2002_01											
Danser	9782707158208	9782707165619	Pierre-Emmanuel Sorignet	http://www.cairn.info/danser--9782707158208.htm	La Découverte	2012-04-01							DEC_SORIG_2010_01											
L'écologie urbaine et l'urbanisme	9782707138866	9782707155757	Vincent Berdoulay	http://www.cairn.info/l-ecologie-urbaine-et-l-urbanisme--9782707138866.htm	La Découverte	2010-04-01							DEC_SOUBE_2002_01											
Former pour réformer	9782707153227	9782707181664	Guy Brucy	http://www.cairn.info/former-pour-reformer--9782707153227.htm	La Découverte	2010-04-01							DEC_TANGU_2007_01											
La sociologie du travail en France	9782707164308	9782707176905	Lucie Tanguy	http://www.cairn.info/la-sociologie-du-travail-en-france--9782707164308.htm	La Découverte	2014-10-01							DEC_TANGU_2011_01											
Le symbolique et le sacré	9782707154286	9782707170248	Camille Tarot	http://www.cairn.info/le-symbolique-et-le-sacre--9782707154286.htm	La Découverte	2011-10-27							DEC_TAROT_2008_01											
La théorie de la régulation sociale de Jean-Daniel Reynaud	9782707141125	9782707181671	Gilbert de Terssac	http://www.cairn.info/la-theorie-de-la-regulation-sociale-de-jean-daniel--9782707141125.htm	La Découverte	2010-04-01							DEC_TERSS_2003_01											
Santé au travail : approches critiques	9782707167170	9782707167392	Annie Thébaud-Mony	http://www.cairn.info/sante-au-travail-approches-critiques--9782707167170.htm	La Découverte	2014-10-03							DEC_THEBA_2012_01											
Les nouvelles frontières du travail subordonné	9782707148018	9782707162809	Héloïse Petit	http://www.cairn.info/les-nouvelles-frontieres-du-travail-subordonne--9782707148018.htm	La Découverte	2010-04-01							DEC_THEVE_2006_01											
L’action au pluriel	9782707146403	9782707170361	Laurent Thévenot	http://www.cairn.info/l-action-au-pluriel--9782707146403.htm	La Découverte	2012-04-01							DEC_THEVE_2006_02											
EDF-GDF	9782707132024	9782707181688		http://www.cairn.info/edf-gdf--9782707132024.htm	La Découverte	2010-06-22							DEC_TIXIE_2000_01											
Du monopole au marché	9782707136176	9782707181695	Pierre-Eric Tixier	http://www.cairn.info/du-monopole-au-marche--9782707136176.htm	La Découverte	2010-06-22							DEC_TIXIE_2002_01											
Siegfried Kracauer	9782707150080	9782707163622	Enzo Traverso	http://www.cairn.info/siegfried-kracauer--9782707150080.htm	La Découverte	2012-04-01							DEC_TRAVE_2006_01											
Le Maroc en transition	9782707144157	9782707172655	Pierre Vermeren	http://www.cairn.info/le-maroc-en-transition--9782707144157.htm	La Découverte	2013-04-02							DEC_VERME_2002_01											
Les assassins de la mémoire	9782707145451	9782707162526	Pierre Vidal-Naquet	http://www.cairn.info/les-assassins-de-la-memoire--9782707145451.htm	La Découverte	2013-04-02							DEC_VIDAL_2005_01											
Justice pour tous	9782707135575	9782707181701	Jean-Pierre Mignard	http://www.cairn.info/justice-pour-tous--2707135577.htm	La Découverte	2010-06-22							DEC_VOGEL_2001_01											
Charges de famille	9782707141347	9782707181718	Séverine Gojard	http://www.cairn.info/charges-de-famille--9782707141347.htm	La Découverte	2010-06-22							DEC_WEBER_2003_01											
Pouvoir, finance et connaissance	9782707156303	9782707170255	Olivier Weinstein	http://www.cairn.info/pouvoir-finance-et-connaissance--9782707156303.htm	La Découverte	2012-04-01							DEC_WEINS_2010_01											
Une société fragmentée ?	9782707127310	9782707172419	Michel Wieviorka	http://www.cairn.info/une-societe-fragmentee--9782707127310.htm	La Découverte	2013-04-02							DEC_WIEVI_1997_01											
Le racisme, une introduction	9782707128669	9782707172488	Michel Wieviorka	http://www.cairn.info/le-racisme-une-introduction--9782707128669.htm	La Découverte	2013-04-02							DEC_WIEVI_1998_01											
Éthique, architecture, urbain 	9782707133038	9782707171924	Thierry Paquot	http://www.cairn.info/ethique-architecture-urbain--9782707133038.htm	La Découverte	2010-06-22							DEC_YOUNE_2000_01											
Philosophie, ville et architecture	9782707138804	9782707171986	Thierry Paquot	http://www.cairn.info/philosophie-ville-et-architecture--9782707138804.htm	La Découverte	2010-06-22							DEC_YOUNE_2002_01											
Qui a tué à Bentalha ?	9782707133328	9782707172761	Nesroulah Yous	http://www.cairn.info/qui-a-tue-a-bentalha--9782707133328.htm	La Découverte	2013-04-02							DEC_YOUS_2000_01											
Regards sur l'édition, volume 1	9782110962027		Bertrand Legendre	http://www.cairn.info/regards-sur-l-edition-vol-1--9782110962027.htm	Ministère de la Culture - DEPS	2014-09-22							DEPS_ABENS_2007_01											
La mode	9782110059574		Christian Barrère	http://www.cairn.info/la-mode--9782110059575.htm	Ministère de la Culture - DEPS	2015-04-01							DEPS_BARR_2005_01											
Les emplois-jeunes dans la culture	#9782110049782		Marie-Christine Bureau	http://www.cairn.info/les-emplois-jeunes-dans-la-culture--9782110049782.htm	Ministère de la Culture - DEPS	2015-04-01							DEPS_BURE_2001_01											
Les musiciens interprètes en france	9782110942784		Philippe Coulangeon	http://www.cairn.info/les-musiciens-interpretes-en-france--9782110942784.htm	Ministère de la Culture - DEPS	2014-02-01							DEPS_COULA_2004_01											
Les arts de la rue	9782110046369		Elena Dapporto	http://www.cairn.info/les-arts-de-la-rue--9782110046369.htm	Ministère de la Culture - DEPS	2014-02-01							DEPS_DAPPO_2000_01											
L’enfance des loisirs	9782110975454		Sylvie Octobre	http://www.cairn.info/l-enfance-des-loisirs--9782110975454.htm	Ministère de la Culture - DEPS	2014-09-23							DEPS_DETRE_2010_01											
Regards croisés sur les pratiques culturelles	9782110052766		Olivier Donnat	http://www.cairn.info/regards-croises-sur-les-pratiques-culturelles--9782110052766.htm	Ministère de la Culture - DEPS	2014-04-01							DEPS_DONNA_2003_01											
Aux marches du palais	#9782110048328		Emmanuel Ethis	http://www.cairn.info/aux-marches-du-palais--9782110048328.htm	Ministère de la Culture - DEPS	2014-02-01							DEPS_ETHIS_2001_01											
Avignon, le public réinventé	9782110052032		Emmanuel Ethis	http://www.cairn.info/avignon-le-public-reinvente--9782110052032.htm	Ministère de la Culture - DEPS	2014-04-01							DEPS_ETHIS_2002_01											
Les arts du cirque	9782110961990		Gwénola David-Gibert	http://www.cairn.info/les-arts-du-cirque--9782110961990.htm	Ministère de la Culture - DEPS	2014-02-01							DEPS_GIBER_2003_01											
La culture de la chambre	9782110975409		Hervé Glevarec	http://www.cairn.info/la-culture-de-la-chambre--9782110975409.htm	Ministère de la Culture - DEPS	2013-10-01							DEPS_GLEVA_2010_01											
La gratuité des musées et des monuments côté publics	9782110063304		Anne Gombault	http://www.cairn.info/la-gratuite-des-musees-et-des-monuments--9782110063304.htm	Ministère de la Culture - DEPS	2014-02-03							DEPS_GOMB_2006_01											
Création et diversité au miroir des industries culturelles	9782110961976		Xavier Greffe	http://www.cairn.info/creation-et-diversite-au-miroir-des-industries--9782110961976.htm	Ministère de la Culture - DEPS	2015-05-04							DEPS_GREF_2006_01											
La culture cinématographique des Français	9782110046208		Jean-Michel Guy	http://www.cairn.info/la-culture-cinematographique-des-francais--9782110046208.htm	Ministère de la Culture - DEPS	2014-02-01							DEPS_GUY_2000_01											
Regards sur l'édition, volume 2	9782110962010		Corinne Abensour	http://www.cairn.info/regards-sur-l-edition-vol-2--9782110962010.htm	Ministère de la Culture - DEPS	2014-09-26							DEPS_LEGEND_2007_01											
Intermédiaires du travail artistique	9782111281424		Wenceslas Lizé	http://www.cairn.info/intermediaires-du-travail-artistique--9782111281424.htm	Ministère de la Culture - DEPS	2014-09-09							DEPS_LIZE_2011_01											
Culture & Médias 2030	9782110975423		Ministère de la Culture et de la Communication	http://www.cairn.info/culture-et-medias-2030--9782110975423.htm	Ministère de la Culture - DEPS	2014-11-07							DEPS_MCC_2011_01											
Chiffres clés statistiques de la Culture 2014	9782111281547		Ministère de la Culture et de la Communication	http://www.cairn.info/chiffres-cles-statistiques-de-la-culture-2014--9782111281547.htm	Ministère de la Culture - DEPS	2014-04-01							DEPS_MCC_2014_01											
Chiffres clés, statistiques de la culture et de la communication 2015	9782111281578		Ministère de la Culture et de la Communication	http://www.cairn.info/chiffres-cles-statistiques-de-la-culture-2015--9782111281578.htm	Ministère de la Culture - DEPS	2015-04-02							DEPS_MCC_2015_01											
Promouvoir les ?uvres culturelles	9782111281493		Jean-Samuel Beuscart	http://www.cairn.info/promouvoir-les-oeuvres-culturelles--9782111281493.htm	Ministère de la Culture - DEPS	2014-10-01							DEPS_MELLE_2012_01											
Les loisirs culturels des 6-14 ans	9782110054807		Sylvie Octobre	http://www.cairn.info/les-loisirs-culturels-des-6-14-ans--9782110054807.htm	Ministère de la Culture - DEPS	2014-02-01							DEPS_OCTOB_2004_01											
Questions de genre, questions de culture	9782111281561		Sylvie Octobre	http://www.cairn.info/questions-de-genre-questions-de-culture--9782111281561.htm	Ministère de la Culture - DEPS	2014-12-19							DEPS_OCTOB_2014_02											
Enfance & culture	9782110975430		Sylvie Octobre	http://www.cairn.info/enfance-et-culture--9782110975430.htm	Ministère de la Culture - DEPS	2014-09-26							DEPS_OCTO_2010_01											
Deux pouces et des neurones	9782111281554		Sylvie Octobre	http://www.cairn.info/deux-pouces-et-des-neurones--9782111281554.htm	Ministère de la Culture - DEPS	2014-11-12							DEPS_OCTO_2014_01											
Les danseurs	9782110061232		Janine Rannou	http://www.cairn.info/les-danseurs--9782110061232.htm	Ministère de la Culture - DEPS	2014-02-04							DEPS_RANNO_2006_01											
Travail artistique et économie de la création	9782110975379		Francine Labadie	http://www.cairn.info/travail-artistique-et-economie-de-la-creation--9782110975379.htm	Ministère de la Culture - DEPS	2014-10-09							DEPS_ROUET_2008_01											
Les tarifs de la culture	9782110052759		François Rouet	http://www.cairn.info/les-tarifs-de-la-culture--9782110052759.htm	Ministère de la Culture - DEPS	2015-05-04							DEPS_ROUE_2002_01											
Traduire la littérature et les sciences humaines	9782111281486		Gisèle Sapiro	http://www.cairn.info/traduire-la-litterature-et-les-sciences-humaines--9782111281486.htm	Ministère de la Culture - DEPS	2014-10-01							DEPS_SAPIR_2012_01											
Métiers du graphisme	9782111281479		Jean-Pierre Durand	http://www.cairn.info/metiers-du-graphisme--9782111281479.htm	Ministère de la Culture - DEPS	2014-09-15							DEPS_SEBAG_2011_01											
Crises financières, crises politiques en Europe dans le second XIX<sup>e</sup> siècle	9782600014939		Alya Aglan	http://www.cairn.info/crises-financieres-crises-politiques-en-europe--9782600014939.htm	Librairie Droz	2015-05-13							DROZ_AGLAN_2011_01											
L'Empire du Rite	9782600005449		Olivier Ansart	http://www.cairn.info/l-empire-du-rite--9782600005449.htm	Librairie Droz	2015-05-13							DROZ_ANSAR_1998_01											
La Mesure des inégalités	9782600011648		Marc Barbut	http://www.cairn.info/la-mesure-des-inegalites--9782600011648.htm	Librairie Droz	2015-05-13							DROZ_BARBU_2007_01											
Le développement inégal de l'Europe (1918-1939)	9782600002974		Thomas David	http://www.cairn.info/le-developpement-inegal-de-l-europe--9782600002974.htm	Librairie Droz	2015-05-13							DROZ_BATOU_1998_01											
Fraude, contrefaçon, contrebande de l'Antiquité à nos jours	9782600010696		Gérard Béaur	http://www.cairn.info/fraude-contrefacon-contrebande-de-l-antiquite-a-no--9782600010696.htm	Librairie Droz	2015-06-30							DROZ_BEAUR_2007_01											
Devenir langue dominante mondiale	9782600013024		Mohamed Benrabah	http://www.cairn.info/devenir-langue-dominante-mondiale--9782600013024.htm	Librairie Droz	2015-05-13							DROZ_BENRA_2009_01											
Plaidoyer pour l'Autre	9782600041621		Gérald Berthoud	http://www.cairn.info/plaidoyer-pour-l-autre--9782600041621.htm	Librairie Droz	2015-05-13							DROZ_BERTH_1982_01											
Vers une anthropologie générale	9782600041294		Gérald Berthoud	http://www.cairn.info/vers-une-anthropologie-generale--9782600041294.htm	Librairie Droz	2015-05-13							DROZ_BERTH_1992_01											
Pratiques sociales et théories	9782600000628		Gérald Berthoud	http://www.cairn.info/pratiques-sociales-et-theories--9782600000628.htm	Librairie Droz	2015-05-13							DROZ_BERTH_1995_01											
Paroles reçues	9782600004534		Gérald Berthoud	http://www.cairn.info/paroles-recues--9782600004534.htm	Librairie Droz	2015-05-13							DROZ_BERTH_2000_01											
Études durkheimiennes	9782600008723		Philippe Besnard	http://www.cairn.info/etudes-durkheimiennes--9782600008723.htm	Librairie Droz	2015-05-13							DROZ_BESNA_2003_01											
Li Zhi, philosophe maudit (1527-1602)	9782600040860		Jean-François Billeter	http://www.cairn.info/li-zhi-philosophe-maudit-1527-1602--9782600040860.htm	Librairie Droz	2015-06-30							DROZ_BILLE_1979_01											
Les dieux embusqués	9782600008143		Jean-Nicolas Bitter	http://www.cairn.info/les-dieux-embusques--9782600008143.htm	Librairie Droz	2015-05-14							DROZ_BITTE_2003_01											
On Mosca and Pareto	9782600040662		Norberto Bobbio	http://www.cairn.info/on-mosca-and-pareto--9782600040662.htm	Librairie Droz	2015-05-13							DROZ_BOBBI_1972_01											
Histoire de la Société générale (I) 1864-1890	9782600010382		Hubert Bonin	http://www.cairn.info/histoire-de-la-societe-generale-1864-1890--9782600010382.htm	Librairie Droz	2015-05-13							DROZ_BONIN_2006_01											
American Firms in Europe (1880-1980)	9782600012591		Hubert Bonin	http://www.cairn.info/american-firms-in-europe-1880-1980--9782600012591.htm	Librairie Droz	2015-05-13							DROZ_BONIN_2008_01											
History of the Suez Canal Company, 1858-2008	9782600013314		Hubert Bonin	http://www.cairn.info/history-of-the-suez-canal-company-1858-2008--9782600013314.htm	Librairie Droz	2015-05-13							DROZ_BONIN_2010_01											
French Banks and the Greek ?Niche Market?	9782600017008		Hubert Bonin	http://www.cairn.info/french-banks-and-the-greek-niche-market--9782600017008.htm	Librairie Droz	2015-05-13							DROZ_BONIN_2013_01											
La crise de la sociologie	9782600040648		Raymond Boudon	http://www.cairn.info/la-crise-de-la-sociologie--9782600040648.htm	Librairie Droz	2015-05-13							DROZ_BOUDO_1971_01											
Esquisse d’une théorie de la pratique	9782600041553		Pierre Bourdieu	http://www.cairn.info/esquisse-d-une-theorie-de-la-pratique--9782600041553.htm	Librairie Droz	2015-05-13							DROZ_BOURD_1972_01											
Pareto, Croce, les socialismes et la sociologie	9782600041041		Giovanni Busino	http://www.cairn.info/pareto-croce-les-socialismes--9782600041041.htm	Librairie Droz	2015-05-13							DROZ_BUSIN_1983_01											
La permanence du passé	9782600041171		Giovanni Busino	http://www.cairn.info/la-permanence-du-passe--9782600041171.htm	Librairie Droz	2015-05-13							DROZ_BUSIN_1986_01											
Idées et faits	9782600041638		Giovanni Busino	http://www.cairn.info/idees-et-faits--9782600041638.htm	Librairie Droz	2015-05-13							DROZ_BUSIN_1988_01											
Autonomie et autotransformation de la société	9782600041256		Giovanni Busino	http://www.cairn.info/autonomie-et-autotransformation-de-la-societe--9782600041256.htm	Librairie Droz	2015-05-13							DROZ_BUSIN_1989_01											
La sociologie sens dessus dessous	9782600041645		Giovanni Busino	http://www.cairn.info/la-sociologie-sens-dessus-dessous--9782600041645.htm	Librairie Droz	2015-05-13							DROZ_BUSIN_1992_01											
Splendeurs et misères des sciences sociales	9782600041164		Alain Caillé	http://www.cairn.info/splendeurs-et-miseres-des-sciences-sociales--9782600041164.htm	Librairie Droz	2015-05-13							DROZ_CAILL_1986_01											
Les Grandes compagnies de chemin de fer en France (1823-1937)	9782600009423		François Caron	http://www.cairn.info/les-grandes-compagnies-de-chemin-de-fer-en-france--9782600009423.htm	Librairie Droz	2015-05-13							DROZ_CARON_2005_01											
Phénoménologie et sciences sociales	9782600002622		Daniel Cefaï	http://www.cairn.info/phenomenologie-et-sciences-sociales--9782600002622.htm	Librairie Droz	2015-05-13							DROZ_CEFAI_1998_01											
« La déontologie politique » ou la pensée constitutionnelle de Jeremy Bentham	9782600011716		Emmanuelle Champs	http://www.cairn.info/la-deontologie-politique-bentham--9782600011716.htm	Librairie Droz	2015-05-13							DROZ_CHAMP_2008_01											
Naissance d’une science sociale	9782600002806		Mohamed Cherkaoui	http://www.cairn.info/naissance-d-une-science-sociale--9782600002806.htm	Librairie Droz	2015-05-13							DROZ_CHERK_1998_01											
Histoire et théorie des sciences sociales	9782600008624		Mohamed Cherkaoui	http://www.cairn.info/histoire-et-theorie-des-sciences-sociales--9782600008624.htm	Librairie Droz	2015-09-03							DROZ_CHERK_2003_01											
Le Paradoxe des conséquences	9782600010733		Mohamed Cherkaoui	http://www.cairn.info/le-paradoxe-des-consequences--9782600010733.htm	Librairie Droz	2015-05-13							DROZ_CHERK_2006_01											
Crise de l'université	9782600014915	9782600214919	Mohamed Cherkaoui	http://www.cairn.info/crise-de-l-universite--9782600014915.htm	Librairie Droz	2015-09-03							DROZ_CHERK_2011_01											
Les Mécanismes de la crédulité	9782600010306		Fabrice Clément	http://www.cairn.info/les-mecanismes-de-la-credulite--9782600010306.htm	Librairie Droz	2015-05-14							DROZ_CLEME_2006_01											
Nationalisme économique et industrialisation	9782600012720		Thomas David	http://www.cairn.info/nationalisme-economique-et-industrialisation--9782600012720.htm	Librairie Droz	2015-05-13							DROZ_DAVID_2009_01											
Le Crédit lyonnais (1863-1986)	9782600008075		Bernard Desjardins	http://www.cairn.info/le-credit-lyonnais-1863-1986--9782600008075.htm	Librairie Droz	2015-05-13							DROZ_DESJA_2002_01											
Les dits et les scènes du fait divers	9782600008907		Annik Dubied	http://www.cairn.info/les-dits-et-les-scenes-du-fait-divers--9782600008907.htm	Librairie Droz	2015-05-13							DROZ_DUBIE_2004_01											
Aux frontières de l'animal	9782600015271		Annik Dubied	http://www.cairn.info/aux-frontieres-de-l-animal--9782600015271.htm	Librairie Droz	2015-05-13							DROZ_DUBIE_2012_01											
Jean Piaget, savant et philosophe - Volume 1	9782600041119		Jean-Jacques Ducret	http://www.cairn.info/jean-piaget-savant-et-philosophe-vol-1--9782600041119.htm	Librairie Droz	2015-05-13							DROZ_DUCRE_1984_02											
L'économie faite homme	9782600014595		Olivier Feiertag	http://www.cairn.info/l-economie-faite-homme--9782600014595.htm	Librairie Droz	2015-05-13							DROZ_FEIER_2010_01											
Durkheim et le socialisme	9782600040815		Jean-Claude Filloux	http://www.cairn.info/durkheim-et-le-socialisme--9782600040815.htm	Librairie Droz	2015-05-13							DROZ_FILLO_1977_01											
Les Banques Suisses, le franc et l'Allemagne	9782600006453		Michel Fior	http://www.cairn.info/les-banques-suisses-le-franc-et-l-allemagne--9782600006453.htm	Librairie Droz	2015-05-13							DROZ_FIOR_2002_01											
Les anticipations rationnelles	9782600001885		Pascal Franc	http://www.cairn.info/les-anticipations-rationnelles--9782600001885.htm	Librairie Droz	2015-05-13							DROZ_FRANC_1997_01											
La Chambre de commerce et d'industrie de Paris (1803-2003) - Vol.1	9782600008679		Michel Franck	http://www.cairn.info/la-chambre-de-commerce-et-d-industrie-de-paris--9782600008679.htm	Librairie Droz	2015-05-13							DROZ_FRANC_2003_01											
Études sur Max Weber	9782600041263		Julien Freund	http://www.cairn.info/etudes-sur-max-weber--9782600041263.htm	Librairie Droz	2015-05-13							DROZ_FREUN_1990_01											
