publication_title	print_identifier	online_identifier	first_author	title_url	publisher_name	date_monograph_published_online	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_id	embargo_info	coverage_depth	coverage_notes	publication_type	date_monograph_published_print	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Écrire l'expérience	9782130559436	9782130739326		http://www.cairn.info/ecrire-l-experience--9782130559436.htm	Presses Universitaires de France	2015-01-01							PUF_CIFAL_2007_01											
Dans l'aventure du langage	9782130398905	9782130700883		http://www.cairn.info/dans-l-aventure-du-langage--9782130398905.htm	Presses Universitaires de France	2016-10-03							PUF_CLANC_1987_01											
Penser l'accompagnement adulte	9782130562115	9782130639923		http://www.cairn.info/penser-l-accompagnement-adulte--9782130562115.htm	Presses Universitaires de France	2014-10-06							PUF_CLAUD_2007_01											
Espace et Pouvoir	9782130356752	9782130693161		http://www.cairn.info/espace-et-pouvoir--9782130356752.htm	Presses Universitaires de France	2016-08-31							PUF_CLAVA_1978_01											
Théorie de la perception	9782130506959	9782130722793		http://www.cairn.info/theorie-de-la-perception--9782130506959.htm	Presses Universitaires de France	2016-10-03							PUF_CLERO_2000_01											
La fonction psychologique du travail	9782130559214	9782130639626		http://www.cairn.info/la-fonction-psychologique-du-travail--9782130559214.htm	Presses Universitaires de France	2015-04-20							PUF_CLOT_2006_01											
Serge Lebovici	9782130477716	9782130738084		http://www.cairn.info/serge-lebovici--9782130477716.htm	Presses Universitaires de France	2015-11-08							PUF_COBL_1997_01											
Sigmund Freud - 1	9782130509158			http://www.cairn.info/sigmund-freud-1--9782130509158.htm	Presses Universitaires de France	2015-09-17							PUF_COBL_2000_01											
Sociologie du packaging	9782130523567	9782130638421		http://www.cairn.info/sociologie-du-packaging--9782130523567.htm	Presses Universitaires de France	2014-07-01							PUF_COCHO_2002_01											
Marcel Proust : «À la recherche du temps perdu»	9782130428312	9782130702368		http://www.cairn.info/marcel-proust-a-la-recherche-du-temps-perdu--9782130428312.htm	Presses Universitaires de France	2016-10-04							PUF_COGEZ_1990_01											
Leiris sur le lit d’Olympia	9782130456681	9782130707844		http://www.cairn.info/leiris-sur-le-lit-d-olympia--9782130456681.htm	Presses Universitaires de France	2016-10-03							PUF_COGEZ_1993_01											
Alternance et identité professionnelle	9782130501893	9782130723073		http://www.cairn.info/alternance-et-identite-professionnelle--9782130501893.htm	Presses Universitaires de France	2016-10-03							PUF_COHEN_2000_01											
Le droit sans l'État	9782130564294	9782130640097		http://www.cairn.info/le-droit-sans-l-etat--9782130564294.htm	Presses Universitaires de France	2014-10-01							PUF_COHEN_2007_01											
Universités : nouvelle donne	9782130568964	9782130739876		http://www.cairn.info/universites-nouvelle-donne--9782130568964.htm	Presses Universitaires de France	2015-09-17							PUF_COHEN_2009_01											
Travailler et étudier	9782130581055	9782130741107		http://www.cairn.info/travailler-et-etudier--9782130581055.htm	Presses Universitaires de France	2015-04-20							PUF_COHEN_2010_01											
Sa vie, c'est le jeu 	9782130532576	9782130738268		http://www.cairn.info/sa-vie-c-est-le-jeu--9782130532576.htm	Presses Universitaires de France	2015-09-17							PUF_COHE_2003_01											
Les formes de l'activité politique	9782130551508	9782130738886		http://www.cairn.info/les-formes-de-l-activite-politique--9782130551508.htm	Presses Universitaires de France	2015-09-17							PUF_COHE_2006_01											
De Vichy à la Communauté européenne	9782130594727			http://www.cairn.info/de-vichy-a-la-communaute-europeenne--9782130594727.htm	Presses Universitaires de France	2016-04-01							PUF_COHE_2012_01											
Le crime de poison au Moyen Âge	9782130524700	9782130737339		http://www.cairn.info/le-crime-de-poison-au-moyen-age--9782130524700.htm	Presses Universitaires de France	2015-04-20							PUF_COLLA_2003_01											
Georges Pompidou face à la mutation économique de l'Occident, 1969-1974 	9782130535980	9782130637240		http://www.cairn.info/georges-pompidou-face-a-la-mutation-economique-de---9782130535980.htm	Presses Universitaires de France	2014-07-01							PUF_COLLE_2003_01											
L’animisme parmi nous	9782130568995	9782130739890		http://www.cairn.info/l-animisme-parmi-nous--9782130568995.htm	Presses Universitaires de France	2015-04-22							PUF_COLLE_2009_01											
Les rapports sociaux de sexe	9782130584742	9782130741435		http://www.cairn.info/les-rapports-sociaux-de-sexe--9782130584742.htm	Presses Universitaires de France	2015-09-17							PUF_COLLE_2010_01											
Les Grands Courants d'éducation physique en France	9782130504719	9782130723042		http://www.cairn.info/les-grands-courants-d-education-physique-en-france--9782130504719.htm	Presses Universitaires de France	2016-10-03							PUF_COLLI_2000_01											
La matière-émotion	9782130486503	9782130637264		http://www.cairn.info/matiere-emotion--9782130486503.htm	Presses Universitaires de France	2014-07-01							PUF_COLLO_1997_01											
La loi de 1881, loi du XXI<sup>e</sup> siècle ?	9782130516927	9782130637523		http://www.cairn.info/la-loi-de-1881-loi-du-xxie-siecle--9782130516927.htm	Presses Universitaires de France	2014-07-01							PUF_COLLO_2001_01											
La poésie moderne et la structure d'horizon	9782130552949	9782130637066		http://www.cairn.info/la-poesie-moderne-et-la-structure-d-horizon--9782130552949.htm	Presses Universitaires de France	2014-07-01							PUF_COLLO_2005_01											
Les sciences cognitives et l'école	9782130534976	9782130738152		http://www.cairn.info/les-sciences-cognitives-et-l-ecole--9782130534976.htm	Presses Universitaires de France	2015-11-08							PUF_COLL_2003_01											
Origines de la vie... Vertiges des origines	9782130574545			http://www.cairn.info/origines-de-la-vie-vertiges-des-origines--9782130574545.htm	Presses Universitaires de France	2016-01-04							PUF_COLL_2009_01											
La mystique face aux guerres mondiales	9782130578055			http://www.cairn.info/la-mystique-face-aux-guerres-mondiales--9782130578055.htm	Presses Universitaires de France	2016-04-01							PUF_COLL_2010_01											
Recherche bonheur désespérément...	9782130582021			http://www.cairn.info/recherche-bonheur-desesperement--9782130582021.htm	Presses Universitaires de France	2016-01-04							PUF_COLL_2010_02											
Aimé Césaire	9782130456582	9782130707806		http://www.cairn.info/aime-cesaire--9782130456582.htm	Presses Universitaires de France	2016-08-31							PUF_COMBE_1993_01											
Le Proche-Orient Asiatique. Tome 1	9782130475279	9782130737193		http://www.cairn.info/le-proche-orient-asiatique-tome-1--9782130475279.htm	Presses Universitaires de France	2015-04-20							PUF_COMBY_1997_01											
Art, représentation, expression	9782130524359	9782130636090		http://www.cairn.info/art-representation-expression--9782130524359.htm	Presses Universitaires de France	2014-07-01							PUF_COMET_2002_01											
Ludwig Wittgenstein et la philosophie de la psychologie	9782130516750	9782130638759		http://www.cairn.info/ludwig-wittgenstein-et-la-philosophie--9782130516750.htm	Presses Universitaires de France	2014-08-15							PUF_COMET_2004_01											
Une épidémie politique	9782130524762	9782130638711		http://www.cairn.info/une-epidemie-politique--9782130524762.htm	Presses Universitaires de France	2016-02-19							PUF_COMIT_2002_01											
Du corps	9782130574217	9782130640950		http://www.cairn.info/du-corps-comte-sponville--9782130574217.htm	Presses Universitaires de France	2014-10-01							PUF_COMPTE_2009_01											
Impromptus	9782130477808	9782130636786		http://www.cairn.info/impromptus--9782130477808.htm	Presses Universitaires de France	2014-07-01							PUF_COMTE_1996_01											
Valeur et vérité	9782130461272	9782130639107		http://www.cairn.info/valeur-et-verite--9782130461272.htm	Presses Universitaires de France	2014-07-01							PUF_COMTE_1997_01											
Une éducation philosophique 	9782130458975	9782130639268		http://www.cairn.info/education-philosophique--9782130458975.htm	Presses Universitaires de France	2014-07-01							PUF_COMTE_1998_01											
Le mythe d'Icare 	9782130458968	9782130638612		http://www.cairn.info/mythe-d-icare--9782130458968.htm	Presses Universitaires de France	2014-07-01							PUF_COMTE_1999_02											
Petit traité des grandes vertus 	9782130466710	9782130636915		http://www.cairn.info/petit-traite-des-grandes-vertus--9782130466710.htm	Presses Universitaires de France	2014-07-01							PUF_COMTE_1999_03											
Traité du désespoir et de la béatitude	9782130586418	9782130642138		http://www.cairn.info/traite-du-desespoir-et-de-la-beatitude--9782130586418.htm	Presses Universitaires de France	2014-10-22							PUF_COMTE_2010_01											
La Constitution de l'an III 	9782130503323	9782130637295		http://www.cairn.info/constitution-de-l-an-3--9782130503323.htm	Presses Universitaires de France	2014-07-01							PUF_CONAC_1999_01											
Temps et destin	9782130439929	9782130636625		http://www.cairn.info/temps-et-destin--9782130439929.htm	Presses Universitaires de France	2014-07-01							PUF_CONCH_1992_01											
Pyrrhon ou l'apparence 	9782130460015	9782130636694		http://www.cairn.info/pyrrhon-ou-l-apparence--9782130460015.htm	Presses Universitaires de France	2014-07-01							PUF_CONCH_1994_01											
Tao te king	9782130538172	9782130636663		http://www.cairn.info/tao-te-king--9782130538172.htm	Presses Universitaires de France	2014-07-01							PUF_CONCH_2003_01											
Le fondement de la morale	9782130536635	9782130638315		http://www.cairn.info/fondement-de-la-morale--9782130536635.htm	Presses Universitaires de France	2014-07-01							PUF_CONCH_2003_02											
Quelle philosophie pour demain ?	9782130534969	9782130636687		http://www.cairn.info/quelle-philosophie-pour-demain--9782130534969.htm	Presses Universitaires de France	2014-10-01							PUF_CONCH_2003_03											
Philosopher à l'infini	9782130546238	9782130636656		http://www.cairn.info/philosopher-a-l-infini--9782130546238.htm	Presses Universitaires de France	2015-04-20							PUF_CONCH_2005_02											
Avec des « si ». Journal étrange	9782130554608	9782130636854		http://www.cairn.info/avec-des-si-journal-etrange--9782130554608.htm	Presses Universitaires de France	2014-10-01							PUF_CONCH_2006_01											
Oisivetés. Journal étrange II	9782130559672	9782130639664		http://www.cairn.info/oisivetesjournal-etrange-ii--9782130559672.htm	Presses Universitaires de France	2015-01-01							PUF_CONCH_2007_01											
Montaigne ou la conscience heureuse	9782130565550	9782130640271		http://www.cairn.info/montaigne-ou-la-conscience-heureuse--9782130565550.htm	Presses Universitaires de France	2014-07-01							PUF_CONCH_2008_01											
Noms	9782130569183	9782130640486		http://www.cairn.info/noms--9782130569183.htm	Presses Universitaires de France	2014-10-01							PUF_CONCH_2008_02											
Corsica	9782130578901	9782130641353		http://www.cairn.info/corsica--9782130578901.htm	Presses Universitaires de France	2015-04-20							PUF_CONCH_2010_01											
Montaigne et la philosophie	9782130565543	9782130640264		http://www.cairn.info/montaigne-et-la-philosophie--9782130565543.htm	Presses Universitaires de France	2014-10-01							PUF_CONCH_2011_01											
Lucrèce et l'expérience	9782130587842	9782130642190		http://www.cairn.info/lucrece-et-l-experience--9782130587842.htm	Presses Universitaires de France	2014-10-02							PUF_CONCH_2011_02											
Métaphysique	9782130590804	9782130642503		http://www.cairn.info/metaphysique-marcel-conche--9782130590804.htm	Presses Universitaires de France	2014-10-01							PUF_CONCH_2012_01											
L'Afrique noire, de 1800 à nos jours 	9782130536666			http://www.cairn.info/l-afrique-noire-de-1800-a-nos-jours--9782130536666.htm	Presses Universitaires de France	2016-01-04							PUF_COQUE_2005_01											
Coopération et Réciprocité	9782130479406	9782130713524		http://www.cairn.info/cooperation-et-reciprocite--9782130479406.htm	Presses Universitaires de France	2016-08-31							PUF_CORDO_1997_01											
Épître aux ?dipiens	9782130487951	9782130714248		http://www.cairn.info/epitre-aux-oedipiens--9782130487951.htm	Presses Universitaires de France	2016-10-04							PUF_CORNU_1997_01											
L’indifférence à la psychanalyse	9782130542643	9782130738367		http://www.cairn.info/l-indifference-a-la-psychanalyse--9782130542643.htm	Presses Universitaires de France	2015-09-17							PUF_CORN_2004_01											
Aux origines du miracle grec	9782130437123	9782130704997		http://www.cairn.info/aux-origines-du-miracle-grec--9782130437123.htm	Presses Universitaires de France	2016-08-31							PUF_CORVI_1991_01											
Garçons et filles, hommes et femmes	9782130478300	9782130712961		http://www.cairn.info/garcons-et-filles-hommes-et-femmes--9782130478300.htm	Presses Universitaires de France	2016-08-31							PUF_COSLI_1997_01											
Descartes et l’argumentation philosophique	9782130474937	9782130711278		http://www.cairn.info/descartes-et-l-argumentation-philosophique--9782130474937.htm	Presses Universitaires de France	2016-10-03							PUF_COSSU_1996_01											
Lacan : le fourvoiement linguistique	9782130529149			http://www.cairn.info/lacan-le-fourvoiement-linguistique--9782130529149.htm	Presses Universitaires de France	2016-09-19							PUF_COST_2003_01											
La Bastille à prendre	9782130391999	9782130700166		http://www.cairn.info/la-bastille-a-prendre--9782130391999.htm	Presses Universitaires de France	2016-08-31							PUF_COTTR_1986_01											
Histoire d’Angleterre	9782130538097	9782130738053		http://www.cairn.info/histoire-d-angleterre--9782130538097.htm	Presses Universitaires de France	2015-01-01							PUF_COTTR_2003_01											
Le fantasme de séduction dans la culture musulmane	9782130544760	9782130637226		http://www.cairn.info/le-fantasme-de-seduction-dans-la-culture-musulman--9782130544760.htm	Presses Universitaires de France	2014-07-01							PUF_COUCH_2004_01											
Petite philosophie du zombie	9782130589402			http://www.cairn.info/petite-philosophie-du-zombie--9782130589402.htm	Presses Universitaires de France	2016-01-04							PUF_COUL_2012_01											
Pourquoi les hommes ont peur des femmes	9782130550839	9782130635765		http://www.cairn.info/pourquoi-les-hommes-ont-peur-des-femmes--9782130550839.htm	Presses Universitaires de France	2014-10-01							PUF_COURN_2006_01											
L'action contrainte	9782130503279	9782130638384		http://www.cairn.info/action-contraire--9782130503279.htm	Presses Universitaires de France	2014-07-01							PUF_COURP_2000_01											
Suarez et le système de la métaphysique	9782130429494	9782130638933		http://www.cairn.info/suarez-et-le-systeme-de-la-metaphysique--9782130429494.htm	Presses Universitaires de France	2014-07-01							PUF_COURT_1990_01											
Joris-Karl Huysmans	9782130455899	9782130710912		http://www.cairn.info/joris-karl-huysmans--9782130455899.htm	Presses Universitaires de France	2016-10-03							PUF_COURT_1995_01											
Inflexions de la rationalité dans «L'Esprit des lois»	9782130498346	9782130719465		http://www.cairn.info/inflexions-de-la-rationalite-dans-l-esprit--9782130498346.htm	Presses Universitaires de France	2016-10-03							PUF_COURT_1999_01											
Les catégories de l’être	9782130532309	9782130638780		http://www.cairn.info/les-categories-de-l-etre--9782130532309.htm	Presses Universitaires de France	2015-09-17							PUF_COURT_2003_01											
La cause de la phénoménologie	9782130554875	9782130638124		http://www.cairn.info/la-cause-de-la-phenomenologie--9782130554875.htm	Presses Universitaires de France	2015-04-20							PUF_COURT_2007_01											
Féminin et féminité	9782130497295	9782130737872		http://www.cairn.info/feminin-et-feminite--9782130497295.htm	Presses Universitaires de France	2015-09-17							PUF_COUR_1998_01											
L'ordinaire de la passion	9782130525226			http://www.cairn.info/l-ordinaire-de-la-passion--9782130525226.htm	Presses Universitaires de France	2016-01-04							PUF_COUR_2002_01											
Sortir du communisme, changer d'époque	9782130587675			http://www.cairn.info/sortir-du-communisme-changer-d-epoque--9782130587675.htm	Presses Universitaires de France	2016-01-04							PUF_COUR_2011_01											
La Polarité de l'amour et de la mort	9782130505051	9782130723271		http://www.cairn.info/la-polarite-de-l-amour-et-de-la-mort--9782130505051.htm	Presses Universitaires de France	2016-08-31							PUF_COUVR_2000_01											
Des psychanalystes en pédopsychiatrie	9782130575719	9782130740544		http://www.cairn.info/des-psychanalystes-en-pedopsychiatrie--9782130575719.htm	Presses Universitaires de France	2015-04-20							PUF_CRAME_2010_01											
Les États et le carbone	9782130578628	9782130740865		http://www.cairn.info/les-etats-et-le-carbone--9782130578628.htm	Presses Universitaires de France	2015-09-17							PUF_CRIQU_2009_01											
Spinoza. Chemins dans l'éthique	9782130474968	9782130636397		http://www.cairn.info/spinoza-chemins-dans-l-ethique--9782130474968.htm	Presses Universitaires de France	2014-07-01							PUF_CRISTO_1996_01											
Penser le rituel	9782130555674	9782130739081		http://www.cairn.info/penser-le-rituel--9782130555674.htm	Presses Universitaires de France	2015-09-17							PUF_CUISE_2006_01											
Image du père dans la culture contemporaine	9782130565802			http://www.cairn.info/image-du-pere-dans-la-culture-contemporaine--9782130565802.htm	Presses Universitaires de France	2016-04-01							PUF_CUPA_2008_01											
Prévenir la délinquance	9782130572381	9782130740193		http://www.cairn.info/prevenir-la-delinquance--9782130572381.htm	Presses Universitaires de France	2015-09-17							PUF_CUSS_2009_01											
Les dépressions de la vie	9782130540700			http://www.cairn.info/les-depressions-de-la-vie--9782130540700.htm	Presses Universitaires de France	2015-11-08							PUF_CYSSA_2004_01											
La nature humaine à l'épreuve de Winnicott	9782130557876	9782130739197		http://www.cairn.info/nature-humaine-a-l-epreuve-de-winnicott--9782130557876.htm	Presses Universitaires de France	2015-09-17							PUF_CYSSA_2006_01											
Mémoires d’une transsexuelle	9782130592402	9782130620662		http://www.cairn.info/memoires-d-une-transsexuelle--9782130592402.htm	Presses Universitaires de France	2015-09-17							PUF_CZERW_2012_01											
Éros de Péguy	9782130420224	9782130700753		http://www.cairn.info/eros-de-peguy--9782130420224.htm	Presses Universitaires de France	2016-10-03							PUF_DADOU_1988_01											
L’érotisme	9782130583356	9782130641711		http://www.cairn.info/l-erotisme--9782130583356.htm	Presses Universitaires de France	2014-07-01							PUF_DADOU_2010_01											
Devenir curé à Paris	9782130543404	9782130738459		http://www.cairn.info/devenir-cure-a-paris--9782130543404.htm	Presses Universitaires de France	2015-04-20							PUF_DAINV_2005_01											
Les origines de l’école maternelle	9782130455196	9782130708346		http://www.cairn.info/les-origines-de-l-ecole-maternelle--9782130455196.htm	Presses Universitaires de France	2016-08-31							PUF_DAJEZ_1994_01											
Islamicités 	9782130550952	9782130637141		http://www.cairn.info/islamicites--9782130550952.htm	Presses Universitaires de France	2014-07-01							PUF_DAKHL_2005_01											
La Violence de masse dans l'histoire	9782130580515	9782130741046		http://www.cairn.info/la-violence-de-masse-dans-l-histoire--9782130580515.htm	Presses Universitaires de France	2015-09-17							PUF_DALR_2010_01											
Questions sociales et questions urbaines	9782130581352	9782130641513		http://www.cairn.info/questions-sociales-et-questions-urbaines--9782130581352.htm	Presses Universitaires de France	2014-07-01							PUF_DAMON_2010_01											
Identifications	9782130526315	9782130737254		http://www.cairn.info/identifications--9782130526315.htm	Presses Universitaires de France	2015-04-20							PUF_DANON_2002_01											
Inquiétante étrangeté	9782130577393	9782130735885		http://www.cairn.info/Inquietante-etrangete--9782130577393.htm	Presses Universitaires de France	2015-09-17							PUF_DANON_2009_02											
Nosographie psychanalytique	9782130591078	9782130742067		http://www.cairn.info/nosographie-psychanalytique--9782130591078.htm	Presses Universitaires de France	2015-04-20							PUF_DANON_2011_02											
Le conflit psychique 	9782130549703			http://www.cairn.info/le-conflit-psychique--9782130549703.htm	Presses Universitaires de France	2016-01-04							PUF_DANO_2005_01											
La naissance du langage dans les deux premières années	9782130573913			http://www.cairn.info/la-naissance-du-langage-dans-les-deux-premieres--9782130573913.htm	Presses Universitaires de France	2016-01-04							PUF_DANO_2009_01											
Qu’est-ce que la danse contemporaine ?	9782130576990	9782130740636		http://www.cairn.info/qu-est-ce-que-la-danse-contemporaine--9782130576990.htm	Presses Universitaires de France	2015-09-17							PUF_DARCO_2011_01											
Ovide et la mort	9782130578185			http://www.cairn.info/ovide-et-la-mort--9782130578185.htm	Presses Universitaires de France	2016-01-04							PUF_DARC_2009_01											
L'évaluation, une menace ?	9782130589600	9782130741886		http://www.cairn.info/l-evaluation-une-menace--9782130589600.htm	Presses Universitaires de France	2015-04-20							PUF_DARNO_2011_01											
Husserl. Des mathématiques à l'histoire	9782130471097	9782130636465		http://www.cairn.info/husserl-des-mathematiques-a-l-histoire--9782130471097.htm	Presses Universitaires de France	2014-07-01							PUF_DASTU_1995_01											
La mort	9782130556886	9782130638032		http://www.cairn.info/la-mort-essai-sur-la-finitude--9782130556886.htm	Presses Universitaires de France	2014-10-01							PUF_DASTU_2007_01											
Heidegger et la question du temps	9782130594154	9782130642657		http://www.cairn.info/heidegger-et-la-question-du-temps--9782130594154.htm	Presses Universitaires de France	2014-07-01							PUF_DASTU_2011_01											
Le nihilisme chrétien	9782130516729	9782130636779		http://www.cairn.info/le-nihilisme-chretien--9782130516729.htm	Presses Universitaires de France	2014-07-01							PUF_DAUZA_2001_01											
Moore et la philosophie analytique	9782130486909	9782130714118		http://www.cairn.info/moore-et-la-philosophie-analytique--9782130486909.htm	Presses Universitaires de France	2016-10-04							PUF_DAVAL_1997_01											
Les Âges du monde	9782130440345	9782130639060		http://www.cairn.info/ages-du-monde--9782130440345.htm	Presses Universitaires de France	2014-07-01							PUF_DAVID_1992_01											
La souveraineté du peuple	9782130474340	9782130711421		http://www.cairn.info/la-souverainete-du-peuple--9782130474340.htm	Presses Universitaires de France	2016-08-31							PUF_DAVID_1996_01											
Schelling de l'absolu à l'histoire	9782130494607	9782130721895		http://www.cairn.info/schelling-de-l-absolu-a-l-histoire--9782130494607.htm	Presses Universitaires de France	2016-08-31							PUF_DAVID_1998_01											
Les constructions de l’universel	9782130576150	9782130641117		http://www.cairn.info/les-constructions-de-l-universel--9782130576150.htm	Presses Universitaires de France	2015-01-01							PUF_DAVID_2009_01											
Devenir parent, naître humain	9782130577799	9782130740759		http://www.cairn.info/devenir-parent-naitre-humain--9782130577799.htm	Presses Universitaires de France	2015-09-17							PUF_DAVI_2009_01											
La connaissance de soi	9782130583523	9782130641728		http://www.cairn.info/la-connaissance-de-soi--9782130583523.htm	Presses Universitaires de France	2014-07-01							PUF_DAVY_2010_01											
Les Relations au réel dans la psychose	9782130391005			http://www.cairn.info/les-relations-au-reel-dans-la-psychose--9782130391005.htm	Presses Universitaires de France	2016-03-15							PUF_DAYAN_1985_01											
Main droite, main gauche	9782130490586	9782130714439		http://www.cairn.info/main-droite-main-gauche--9782130490586.htm	Presses Universitaires de France	2016-08-31							PUF_DEBEA_1997_01											
Pierre Marty	9782130492665	9782130719311		http://www.cairn.info/pierre-marty--9782130492665.htm	Presses Universitaires de France	2016-10-03							PUF_DEBRA_1998_01											
Le possible et les biotechnologies	9782130536260	9782130638919		http://www.cairn.info/le-possible-et-les-biotechnologies--9782130536260.htm	Presses Universitaires de France	2014-09-02							PUF_DEBRU_2003_01											
La psychosomatique du bébé	9782130569886	9782130739975		http://www.cairn.info/la-psychosomatique-du-bebe--9782130569886.htm	Presses Universitaires de France	2015-09-17							PUF_DEBR_2008_01											
Descartes et les « Principia » II	9782130465294	9782130709527		http://www.cairn.info/descartes-et-les-principia-ii--9782130465294.htm	Presses Universitaires de France	2016-10-03							PUF_DEBUZ_1994_01											
Où va l'Amérique d'Obama ?	9782130589723	9782130642442		http://www.cairn.info/ou-va-l-amerique-d-obama--9782130589723.htm	Presses Universitaires de France	2014-10-01							PUF_DECAR_2011_01											
Jean Racine, 1699-1999 	9782130526902			http://www.cairn.info/jean-racine-1699-1999 --9782130526902.htm	Presses Universitaires de France	2016-02-19							PUF_DECL_2004_01											
Économie des actions collectives 	9782130566397			http://www.cairn.info/economie-des-actions-collectives--9782130566397.htm	Presses Universitaires de France	2016-01-04							PUF_DEFF_2008_01											
Blessures de l’adolescence	9782130588900	9782130741787		http://www.cairn.info/blessures-de-l-adolescence--9782130588900.htm	Presses Universitaires de France	2015-04-20							PUF_DEGRA_2011_01											
Berkeley : l’idée de nature	9782130471684	9782130711919		http://www.cairn.info/berkeley-l-idee-de-nature--9782130471684.htm	Presses Universitaires de France	2016-10-04							PUF_DEGRE_1995_01											
L'Énergie du désespoir ou D'une poétique continuée par tous les moyens	9782130490906	9782130719786		http://www.cairn.info/l-energie-du-desespoir-ou-d-une-poetique-continuee--9782130490906.htm	Presses Universitaires de France	2016-10-03							PUF_DEGUY_1998_01											
Le cerveau en action	9782130482703			http://www.cairn.info/le-cerveau-en-action--9782130482703.htm	Presses Universitaires de France	2016-09-19							PUF_DEHAE_1997_01											
Suicide et travail : que faire ?	9782130576488	9782130641179		http://www.cairn.info/suicide-et-travail-que-faire--9782130576488.htm	Presses Universitaires de France	2014-09-15							PUF_DEJOU_2009_01											
Observations cliniques en psychopathologie du travail	9782130584353	9782130641896		http://www.cairn.info/observations-cliniques-en-psychopathologie-du-trav--9782130584353.htm	Presses Universitaires de France	2014-08-15							PUF_DEJOU_2010_02											
La Nouvelle Ignorance ou le Problème de la culture	9782130505631	9782130723578		http://www.cairn.info/la-nouvelle-ignorance-ou-le-probleme-de-la-culture--9782130505631.htm	Presses Universitaires de France	2016-10-04							PUF_DEKON_2000_01											
Faire réussir, faire échouer	9782130417439	9782130713180		http://www.cairn.info/faire-reussir-faire-echouer--9782130417439.htm	Presses Universitaires de France	2016-10-04							PUF_DELAN_1988_01											
Le Petit Monde des cafés et débits parisiens au XIX<sup>e</sup> siècle	9782130429913	9782130702870		http://www.cairn.info/le-petit-monde-des-cafes-et-debits-parisiens--9782130429913.htm	Presses Universitaires de France	2016-08-31							PUF_DELAN_1990_01											
L'Idée d'égalité en France au XVIIIe siècle	9782130398523	9782130701125		http://www.cairn.info/idee-d-egalite-en-france-au-xviiie-siecle--9782130398523.htm	Presses Universitaires de France	2016-10-03							PUF_DELAP_1987_01											
La règle du Je	9782130574255	9782130740346		http://www.cairn.info/la-regle-du-je--9782130574255.htm	Presses Universitaires de France	2015-04-20							PUF_DELAU_2010_01											
Poussières d'empires	9782130529156			http://www.cairn.info/poussieres-d-empires--9782130529156.htm	Presses Universitaires de France	2016-02-19							PUF_DELA_2002_01											
Quel patriotisme économique ?	9782130565574	9782130640288		http://www.cairn.info/quel-patriotisme-economique--9782130565574.htm	Presses Universitaires de France	2015-04-20							PUF_DELBE_2008_02											
L'expérience morale hors de soi	9782130584469	9782130741411		http://www.cairn.info/l-experience-morale-hors-de-soi--9782130584469.htm	Presses Universitaires de France	2015-09-17							PUF_DELBE_2011_02											
L'intelligence économique : une nouvelle culture pour un nouveau monde	9782130554172	9782130739012		http://www.cairn.info/l-ntelligence-economique-une-nouvelle-culture--9782130554172.htm	Presses Universitaires de France	2015-09-17							PUF_DELB_2006_01											
Hermaphrodite	9782130441854			http://www.cairn.info/hermaphrodite--9782130441854.htm	Presses Universitaires de France	2016-11-10							PUF_DELC_1992_01											
John Dewey	9782130468011	9782130724223		http://www.cairn.info/john-dewey--9782130468011.htm	Presses Universitaires de France	2016-08-31							PUF_DELED_1995_01											
Empirisme et subjectivité	9782130583936	9782130641827		http://www.cairn.info/empirisme-et-subjectivite--9782130583936.htm	Presses Universitaires de France	2014-07-01							PUF_DELEU_2010_01											
Nietzsche	9782130584643	9782130641919		http://www.cairn.info/nietzsche--9782130584643.htm	Presses Universitaires de France	2015-04-20							PUF_DELEU_2010_02											
Différence et répétition	9782130585299	9782130642015		http://www.cairn.info/difference-et-repetition--9782130585299.htm	Presses Universitaires de France	2015-04-20							PUF_DELEU_2011_01											
Les castes en Inde aujourd'hui	9782130540342	9782130637080		http://www.cairn.info/les-castes-en-inde-aujourd-hui--9782130540342.htm	Presses Universitaires de France	2014-10-21							PUF_DELIE_2004_01											
Les philosophies du néo-darwinisme	9782130566267	9782130739678		http://www.cairn.info/les-philosophies-du-neo-darwinisme--9782130566267.htm	Presses Universitaires de France	2015-09-17							PUF_DELIS_2009_01											
Juridictions nationales et crimes internationaux	9782130526926			http://www.cairn.info/juridictions-nationales-et-crimes-internationaux--9782130526926.htm	Presses Universitaires de France	2016-02-19							PUF_DELM_2002_01											
Critique de l'intégration normative	9782130542773			http://www.cairn.info/critique-de-l-integration-normative--9782130542773.htm	Presses Universitaires de France	2016-01-04							PUF_DELM_2004_01											
Quine, Davidson	9782130520153	9782130636540		http://www.cairn.info/quine-davidson--9782130520153.htm	Presses Universitaires de France	2014-07-01							PUF_DELPL_2001_01											
Les cartels criminels	9782130505174			http://www.cairn.info/les-cartels-criminels--9782130505174.htm	Presses Universitaires de France	2016-09-19							PUF_DELP_2000_01											
Naissance et affirmation de la Réforme	9782130584056			http://www.cairn.info/naissance-et-affirmation-de-la-reforme--9782130584056.htm	Presses Universitaires de France	2016-01-04							PUF_DELUM_2012_01											
Le catholicisme entre Luther et Voltaire	9782130583851	9782130741350		http://www.cairn.info/le-catholicisme-entre-luther-et-voltaire--9782130583851.htm	Presses Universitaires de France	2015-09-17							PUF_DELU_2010_02											
