publication_title	print_identifier	publisher_name	date_first_issue_online	num_first_vol_online	date_last_issue_online	num_last_vol_online	title_url	title_id
中華圖書資訊學教育學會會訊	1024-6444	中華圖書資訊學教育學會	200606	26	201705	41	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000429	429
臺灣農業化學與食品科學	1605-2471	中國農業化學會/中華民國食品科學技術學會	200502	43:1	202112	59:4	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000430	430
幼兒保育研究集刊	1816-4676	正修科技大學幼兒保育系	200912	4:1	200912	4:1	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000431	431
臺灣口腔顎面外科學會雜誌		中華民國口腔顎面外科學會	200903	20:1	202112	32:4	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000432	432
運動文學		國立臺中技術學院體育系	200906	5	202012	16	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000433	433
臺中學院體育		國立臺中技術學院體育系	200812	5	201111	8	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000434	434
新生學報		新生醫護管理專科學校	200907	4	202103	23	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000435	435
中華民國圖書館學會會訊	1819-8260	中華民國圖書館學會	200506	13:1-2	201412	22:1=162-163	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000436	436
長庚人文社會學報	2070-9455	長庚大學通識教育中心	200804	1:1	201910	12:2	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000437	437
關渡音樂學刊	1814-1889	國立臺北藝術大學音樂學院	200412	1	202007	32	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000438	438
醫療品質		臺灣醫療品質協會	199805	1:1	202106	9:2	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000439	439
白沙人文社會學報	1727-8538	國立彰化師範大學共同學科	200510	4	200610	5	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000440	440
大專體育學術專刊		中華民國大專院校體育總會	200705	96	201110	100	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000442	442
工業教育與技術學刊		國立彰化師範大學教育與技術學系	200612	30	200812	34	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000443	443
藝術學	1013-1663	國立臺北藝術大學美術史研究所	200401	21	201710	32	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000444	444
運動生理暨體能學報	1815-638X	臺灣運動生理暨體能學會	200409	1	201206	14	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000445	445
臺灣期貨與衍生性商品學刊		中華民國期貨商業同業公會	200912	9	201112	13	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000446	446
期貨人		中華民國期貨商業同業公會	200203	創刊號	202109	79	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000447	447
萬竅：中華通識教育學刊	1815-1744	中華大學通識教育中心	200905	9	201205	15	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000448	448
風起雲揚		國立臺中技術學院	200706	1	201609	10	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000450	450
正修通識教育學報		正修科技大學通識教育中心	201006	7	202106	18	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000451	451
管理科學與統計決策	1814-9073	正修科技大學國際交流組	200909	6:3	201012	7:4	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000452	452
Pan-Pacific Management Review	1562-7705	義守大學	199708	1:1	201307	16:2	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000453	453
台灣文學研究學報	1817-2946	國立台灣文學館	200510	1	202104	32	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000455	455
台灣文學館通訊	1814-6805	國立台灣文學館	200803	18	202106	71	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000456	456
考古人類學刊	0077-5843	《考古人類學刊》編輯委員會	200712	67	202106	94	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000458	458
戲劇學刊	1813-9078	國立臺北藝術大學戲劇學院	200907	10	202107	34	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000459	459
中華職業醫學雜誌	1023-3660	中華職業醫學會	200907	16:3	202110	28:4	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000460	460
教育實踐與研究	1993-5633	國立臺北教育大學	200703	20:1	202106	34:1	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000461	461
體育專業發展與運動休閒趨勢研討會論文集		國立臺中技術學院體育系	200705	1	200905	3	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000462	462
白沙歷史地理學報	1991-1475	國立彰化師範大學歷史學研究所	200604	1	202012	21	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000463	463
國文經緯	2218-4546	國立彰化師範大學	201011	6	202107	17	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000464	464
SPECTRUM ： NCUE Studies in Language, Literature, Translation	1998-9148	國立彰化師範大學	200607	1	201901	17:1	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000465	465
研究與創新		國立彰化師範大學研究發展處	200703	創刊號	201205	13	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000466	466
彰化師大體育學報	1814-5167	國立彰化師範大學體育學系	200012	1	202012	19	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000467	467
科學教育(彰化師大)	1019-5904	國立彰化師範大學科學教育研究所	200707	13	200707	13	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000468	468
國文學誌		國立彰化師範大學國文學系	200406	8	200812	17	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000469	469
真理財經學報	1609-8919	真理大學財經學院	200906	20	201912	29	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000470	470
BioFormosa	1684-0925	國立臺灣師範大學生物學系	200106	36:1	201412	49	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000471	471
師大生物學報	0378-8091	國立臺灣師範大學生物學系	196606	1	200012	35:2	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000472	472
臺灣詩學學刊	1024-3933	臺灣詩學季刊雜誌社	200908	13	202011	36	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000473	473
雲嘉特教期刊	1816-6938	國立嘉義大學特殊教育中心	200905	9	202105	33	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000474	474
藝術評論	1015-6240	國立臺北藝術大學	200812	18	202107	41	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000475	475
中華書道	2706-574X	中華書道學會	200908	65	202109	112	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000476	476
俄國語文學報	1811-8461	中國文化大學俄國語文學系	201102	12	201912	19	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000477	477
創世紀詩刊		創世紀詩社	195410	1	198305	61	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000478	478
台灣性學學刊	1608-5787	臺灣性教育協會	200910	15:2	202105	27:1	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000479	479
聯新品質	2072-6341	聯新醫療事業	200903	72	201312	91	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000480	480
Intergrams	1683-4186	國立中興大學文學院外國語文學系	200408	5:2	202102	20:2-21:1	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000481	481
海洋休閒管理學刊	2071-4467	國立高雄海洋科技大學 海洋休閒管理系	200912	2	201912	8	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000482	482
住宅學會年會論文集		中華民國住宅學會	2010	19	2010	19	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000486	486
國立臺灣大學歷史學系學報	1012-8514	國立臺灣大學歷史學系	197405	1	199412	18	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000487	487
評鑑雙月刊	1991-1483	財團法人高等教育評鑑中心基金會	200605	1	202111	94	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000490	490
長庚科技學刊	1991-2455	長庚學校財團法人長庚科技大學	200706	6	202106	34	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000491	491
臺灣鑛業	1021-9927	中華民國鑛業協進會	200909	61:3	202109	73:3	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000492	492
人類發展與家庭學報	2076-8591	國立臺灣師範大學人類發展與家庭學系	200907	11	202012	21	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000493	493
中國地理學會會刊	1025-1464	中國地理學會	200912	43	202106	67	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000494	494
吳鳳學報		吳鳳科技大學	200912	17	201207	20	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000495	495
中國統計學報	0529-6528	中國統計學社	200403	42:1	202109	59:3	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000496	496
中國統計通訊	1016-6171	中國統計學社	200910	20:10	201211	23:11	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000497	497
慈濟通識教育學刊	1814-5213	慈濟大學	200909	5	201603	10	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000498	498
慈濟大學教育研究學刊	1814-5205	慈濟大學	200907	5	201606	13	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000499	499
慈濟大學人文社會科學學刊	1684-9760	慈濟大學	200503	4	201608	20	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000500	500
中正歷史學刊	2070-1071	國立中正大學歷史研究所	200912	12	202012	23	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000501	501
致理法學	1994-5817		200910	6	201203	11	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000502	502
國立國父紀念館館刊	1562-7896	國立國父紀念館	200911	24	201808	50	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000503	503
臺南科大學報. 生活藝術類		臺南科技大學	200709	26	200809	27	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000504	504
臺南科大學報. 人文管理類		臺南科技大學	200709	26	200809	27	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000505	505
嘉南學報. 科技類	1023-4470	嘉南藥理科技大學	200412	30	201412	40	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000506	506
嘉南學報. 人文類	1023-4470	嘉南藥理科技大學	200412	30	201412	40	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000507	507
嘉基護理	1816-661x	嘉義基督教醫院護理部	200912	9:2	202106	21:1	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000508	508
臺大佛學研究	1027-1112	臺灣大學文學院佛學研究中心	200712	14	202012	40	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000509	509
人文與社會學報	1726-2704	義守大學	201001	2:5	202105	3:10	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000511	511
臺灣公共衛生雜誌	1023-2141	臺灣公共衛生學會	200102	20:1	202110	40:5	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000512	512
國北教大體育	1996-2606	國立臺北教育大學體育學系	200612	1	201512	10	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000513	513
台灣社會研究	1021-9528	台灣社會研究雜誌社	198802	1:1	202008	116	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000515	515
休閒研究	2073-2368	國立體育大學創新領導研究發展中心	200812	1:1	202008	10:1	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000516	516
課程與教學	1560-1277	中華民國課程與教學學會	199801	1:1	202110	24:4	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000517	517
國立臺北師範學院體育學術研討會		國立臺北教育大學體育系	2004	2004	2005	2005	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000519	519
國立臺北教育大學體育學術研討會		國立臺北教育大學體育系	200405	2004	201512	2015	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000520	520
弘誓雙月刊		財團法人弘誓文教基金會	200604	80	202110	173	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000521	521
臺北大學法學論叢	1681-5939	國立臺北大學法律學院	200909	71	202109	119	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000522	522
臺灣水產	0529-6471	臺灣水產協會	201102	667	202110	731=16:5	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000523	523
臺灣醫學	1028-1916、2414-3049	臺灣醫學會	200911	13:6	202111	25:6	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000524	524
航運季刊	1812-4313	中華海運研究協會	200403	13:1	202006	29:2	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000525	525
佛學與科學	1607-2952	財團法人圓覺文教基金會	200007	1:1	202103	22:1	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000526	526
北臺灣中醫醫學雜誌	2078-4791	臺北縣中醫師公會	200909	1:1	202103	13:1	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000527	527
華岡地理學報	1814-9219	中國文化大學地理學系	200912	24	201709	32	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000531	531
明代研究通訊	1607-5994	中國明代研究學會	199807	1	200312	6	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000532	532
明代研究	1607-5994	中國明代研究學會	200412	7	202106	36	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000533	533
國立臺灣大學醫學院附設醫院雲林分院院訊		國立臺灣大學醫學院附設醫院雲林分院	200910	29	202111	81	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000534	534
遠東學報	1811-816X	遠東科技大學	200803	25:1	202108	38:2	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000535	535
遠東通識學報	1997-7638	遠東科技大學通識教育中心	201007	4:2	202107	15:2	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000536	536
應用倫理教學與研究學刊	1818-1457	遠東科技大學	201101	6:1	201201	7:1	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000537	537
興國學報	1814-5175	興國管理學院	201001	11	201501	16	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000538	538
公共事務評論	1608-9456	中華公共事務管理學會	200912	10:2	202103	19:2	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000539	539
商業設計學報	1028-9518	國立臺中科技大學商業設計系	200911	13	202012	24	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000540	540
宗教大同		中國宗教大同推展協會	200212	1	201112	10	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000541	541
國立臺灣大學建築與城鄉研究學報	1015-8405	國立臺灣大學建築與城鄉研究所	199812	9	201705	22	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000543	543
東方學報	1816-4587	東方設計大學	200912	30	202012	41	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000544	544
運動文化研究	1994-1900	臺灣身體文化學會、揚智文化事業股份有限公司	200706	1	202109	39	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000545	545
臺灣宗教研究	2076-9458	臺灣宗教學會	200912	8:2	202106	20:1	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000546	546
文山評論 ： 文學與文化	2077-1282	國立政治大學英國語文學系	200812	2:1	202106	14:2	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000547	547
幼兒教保研究期刊	1997-468X	國立嘉義大學幼兒教育系	200803	1	202107	24	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000548	548
教育理論與實踐學刊	2079-777X	國立臺中教育大學教育學系	199306	1	202106	43	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000549	549
臺灣社會工作學刊	1811-0681	臺灣社會工作專業人員協會 中華民國醫務社會工作協會 中華民國社會工作師公會全國聯合會	200907	7	202108	24	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000551	551
商管科技季刊	1994-8107	教育部	200806	9:2	202109	22:3	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000552	552
測驗學刊	1609-4905	中國測驗學會、心理出版社	200306	50:1	202109	68:3	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000553	553
臺灣消化醫學雜誌	1013-7696	臺灣消化系醫學會、臺灣消化系內視鏡醫學會	200503	22:1	201312	30:4	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000554	554
師友雙月刊	1562-5818	師友月刊社	200101	403	201811	612	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000555	555
International Journal of Applied Science and Engineering	1727-2394	朝陽科技大學理工學院	200303	1:1	202106	18:2	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000557	557
止善	1992-0776	朝陽科技大學通識教育中心	200612	1	202012	29	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000558	558
中原華語文學報	2070-1977	中原大學應用華語文學系	200804	1	202104	21	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000559	559
資訊科技國際期刊	1996-2568	朝陽科技大學資訊學院	200710	1:1	201812	12:2	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000560	560
水保技術研討會		中華民國水土保持技師公會全國聯合會	2008	2008	201301	2013	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000563	563
企業管理學報	1025-9627	國立臺北大學企業管理學系	200004	46	202109	46:3	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000564	564
醫療資訊雜誌	1021-3155	臺灣醫學資訊學會	200403	13:1	202106	30:2	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000565	565
測驗統計年刊	1728-8231	國立臺中教育大學測驗統計與適性學習研究中心	200912	17下	201412	22下	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000567	567
國民教育研究學報	1029-0192	國立嘉義大學國民教育研究所	200403	12	201003	24	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000568	568
中華民國牙周病醫學會雜誌	1027-9962	中華民國牙周病醫學會	200003	5:1	200712	12:4	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000570	570
臺灣牙周病醫學會雜誌	1027-9962	臺灣牙周病醫學會	200803	13:1	201612	21:4	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000571	571
鵝湖學誌	1021-3732	東方人文學術研究基金會•中國哲學研究中心	198812	2	202106	66	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000572	572
鵝湖	1813-3738	鵝湖月刊社	197507	1	202110	556	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000573	573
海翁台語文學	1819-7485	開朗雜誌事業有限公司	200911	95	202111	239	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000574	574
海翁台語文教學季刊	2072-9170	開朗雜誌事業有限公司	200809	1	201106	12	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000575	575
臺灣中醫科學雜誌	1819-8384	台灣針刀醫學會	200602	1:1	201712	10:1	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000576	576
植物病理學會刊	1021-9544	中華民國植物病理學會	200503	14:1	201406	23:2	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000577	577
地籍測量：中華民國地籍測量學會會刊	2072-5507	中華民國地籍測量學會	198205	1	202109	40:3	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000579	579
臺大日本語文研究	1609-8978	國立臺灣大學日本語文學系	200012	1	202106	41	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000580	580
正覺學報		財團法人正覺教育基金會	200712	1	200912	3	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000581	581
經濟論文叢刊	1018-3833	國立臺灣大學經濟學系	200909	37:3	202109	49:3	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000582	582
臺灣藝術治療學刊	2077-0065	臺灣藝術治療學會	200906	1:1	201809	5:1	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000583	583
International Journal of Computational Linguistics And Chinese Language Processing	1027-376x	中華民國計算語言學學會	199608	1	202106	26:1	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000584	584
ROCLING論文集		中華民國計算語言學學會	1988	1988	2020	2020	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000585	585
戲劇研究	2070-2663	國立臺灣大學戲劇學系	200801	創刊號	202107	28	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000586	586
中華民國兒童胸腔醫學會雜誌		中華民國兒童胸腔醫學會	200210	3:3	201512	11:3	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000587	587
危機管理學刊	1816-4714	中華民國危機管理學會	200403	1:1	201709	14:2	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000588	588
東吳日語教育學報	1027-1155	東吳大學日本語文學系	200507	28	202103	54	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000589	589
東吳外語學報	0259-3777	東吳大學外語學院	200503	20	202109	51	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000590	590
東吳法律學報	0259-3750	東吳大學法學院	200608	18:1	202104	32:4	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000591	591
東吳社會工作學報	1026-4493	東吳大學社會工作學系	200412	11	202106	40	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000592	592
東吳社會學報	1019-0449	東吳大學社會學系	200412	17	200803	23	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000593	593
東吳政治學報	1019-8636	東吳大學政治研究所	200409	19	202012	38:3	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000594	594
東吳經濟商學學報	0259-3769	東吳大學商學院	200406	45	202106	102	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000595	595
彰化師大國文學誌	1991-7856	國立彰化師範大學國文學系	200906	18	202012	40、41	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000596	596
國際文化研究	1815-6576	真理大學	200506	1:1	202106	17:1	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000597	597
農業經濟叢刊	1027-7757	臺灣農村經濟學會	199505	1:1	202106	27:1	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000598	598
光連 ： 光電產業及技術情報	1682-2862	財團法人光電科技工業協進會	199601	1	202108	特刊164	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000599	599
防蝕工程	1016-2356	中華民國防蝕工程學會	198404	1:1	202012	34:4	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000600	600
國立臺灣大學生物資源暨農學院實驗林研究報告	0255-6014	國立臺灣大學生物資源暨農學院實驗林管理處	200306	17:2	202109	35:3	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000601	601
商略學報	2073-2147	台灣管理學會	200912	1	202109	13:3	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000602	602
美術學報		國立臺北藝術大學美術學院	201003	3	201110	4	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000603	603
書府		國立臺灣大學圖書資訊學系系學會	197806	1	202105	39	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000605	605
大漢學報	2071-4912	大漢技術學院	200601	20	201301	26	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000606	606
臺大體育	1018-3868	國立臺灣大學體育室	199303	22	202106	72	http://www.hyread.com.tw/hyreadnew/search_detail_journal.jsp?dtd_id=1&sysid=00000609	609
