print_identifier	online_identifier	publication_title	publisher_name	title_url	title_id	langage
2-8027-4771-1		Commentaire sur le pacte de la Société des Nations	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/COPASDN	COPASDN	fre
2-8044-9051-3		La concurrence réglementaire, sociale et fiscale dans l’Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/CONOUE	CONOUE	fre
2-8027-2847-4		Le concept d'investissement	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/CONINVMB	CONINVMB	fre
2-8044-6804-6		Contrats internationaux et arbitrage / International contracts and arbitration	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/CONINTE	CONINTE	fre
2-8044-3948-8		Défier le conflit	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/CONFLIT	CONFLIT	fre
2-8044-8801-2	2-8044-9246-X	REFORME DU CONTENTIEUX BOURSIER (LA)	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ASGENEU	ASGENEU	eng
2-8044-4567-4		La mise en œuvre des arrêts et sentences des juridictions internationales	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ARSEJURINT	ARSEJURINT	fre
2-8044-5200-X		L'archivage électronique et le droit	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ARELDRO	ARELDRO	fre
2-8027-3559-4		L'arbitrage en droit belge et international - Tome II	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ARDROBELIN2MB	ARDROBELIN2MB	fre
2-8027-3500-4		L'arbitrage commercial international	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ARCOINMB	ARCOINMB	fre
2-8027-4602-2		L'arbitre international et l'urgence	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ARBINTUR	ARBINTUR	fre
2-8027-4935-8	2-8027-4988-9	APPLICATION JUDICIAIRE DU DROIT DE L'UNION EUROPEENNE (L')	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/APPLJUDREUR	APPLJUDREUR	eng
2-8027-5575-7		L'applicabilité des droits humains à l'action de la Cour pénale internationale	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/APPDRHU	APPDRHU	fre
2-8027-4888-2		L’application du droit des aides d’État aux mesures de protection de l’environnement	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/APDROEUR	APDROEUR	fre
2-8027-3109-2		Annuaire français des relations internationales : volume 12 - 2011	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ANRELINB11	ANRELINB11	fre
2-8027-3437-7		Annales d'études européennes de l'Université catholique de Louvain - 2011	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ANETEUB11	ANETEUB11	fre
2-8027-3448-2		Annuaire de droit européen 2009 / Volume VII	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ANDREUB09	ANDREUB09	fre
2-8027-3082-7		Annuaire de droit européen 2008 / Volume VI	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ANDREUB08	ANDREUB08	fre
2-8027-4847-5		Antitrust damages in EU law and policy	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ANDAEULA	ANDAEULA	fre
2-8044-2049-3		Les amendes en droit de la concurrence	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/AMDROCOM	AMDROCOM	fre
2-8044-5169-0		Droit des aides d'État et des subventions en fiscalité	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/AIPUFIDI	AIPUFIDI	fre
2-8027-3520-9		Les agences de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/AGENCESUE	AGENCESUE	fre
2-8044-2888-5		L'Accord sur les ADPIC	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ADPIC	ADPIC	fre
2-8027-5406-8		L'action de l'Union européenne en faveur de la jeunesse	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ACUEJE	ACUEJE	fre
2-8027-4310-4	2-8027-4546-8	Competition Law in times of Economic Crisis : in Need of Adjustment ?	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ACTCOLGCLC	ACTCOLGCLC	eng
2-8027-3583-7		L'action collective en droit des pratiques anticoncurrentielles	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ACOLDROPRA	ACOLDROPRA	fre
2-8027-3777-5	2-8027-3881-X	L'accès au juge : Recherche sur l'effectivité d'un droit	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ACJUQUEVMB	ACJUQUEVMB	eng
2-8027-3420-2		Les accords interinstitutionnels dans l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ACINMB	ACINMB	fre
2-8027-5531-5		The Notion of Restriction of Competition	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ACGCLC	ACGCLC	fre
2-8027-5171-9		Action antidumping et droit de la concurrence dans l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ACAN	ACAN	fre
2-8044-6756-2		Accès aux aliments et droit de la propriété industrielle	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ACALPRIN	ACALPRIN	fre
2-8027-2933-0		Les Universités en Europe Centrale, 20 ans après / Universities in Central Europe, 20 years after. Volume 1	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/UNEUEDELOPE	UNEUEDELOPE	fre
2-8027-2934-9		Les Universités en Europe Centrale, 20 ans après / Universities in Central Europe, 20 years after. Volume 2	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/UNEUCE2MB	UNEUCE2MB	fre
2-8027-5507-2		L'Union bancaire	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/UNBA	UNBA	fre
2-8027-3576-4		L'Union européenne et la gouvernance mondiale	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/UEUSA	UEUSA	fre
2-8027-3967-0	2-8027-5203-0	UNION EUROPEENNE, FEDERATION PLURINATIONALE EN DEVENIR ? (L')	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/UEFEDPLURI	UEFEDPLURI	eng
2-8027-4896-3		L'Union européenne et le fédéralisme économique	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/UEFEDEC	UEFEDEC	fre
2-8044-4284-5		L'Union européenne et l'économie de l'éducation	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/UEECOEDU	UEECOEDU	fre
2-8027-4466-6		L'Union européenne et le droit international de l'aviation civile	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/UEDRINAV	UEDRINAV	fre
2-8027-3094-0		La Turquie et l'Union européenne : défis et perspectives d'adhésion	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TUUNEUMB	TUUNEUMB	fre
2-8027-3593-4		Turquie et Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TURUEMB	TURUEMB	fre
2-8027-3717-1		Turquie. Le déploiement stratégique	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TUDESTRAMB	TUDESTRAMB	fre
2-8044-4887-8		Droit du travail de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TRUNEU	TRUNEU	fre
2-8044-8100-X		La transnationalisation de l'enseignement du droit	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TRINME	TRINME	fre
2-8027-4406-2		Transnational Law of Public Contracts	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TRAPUCON	TRAPUCON	fre
2-8027-4483-6		Transparency, a governance principle / La transparence, un principe de gouvernance	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TRAPRIGOU	TRAPRIGOU	fre
2-8027-3052-5		Transatlantic Perspectives on Administrative Law	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TRAPEADLAMB	TRAPEADLAMB	fre
2-8027-4700-2		Les transitions énergétiques dans l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TRANSENUE	TRANSENUE	fre
2-39013-047-X		Transferts d’entreprise	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TRANSENTRE	TRANSENTRE	fre
2-8044-7364-3		Travailleurs détachés et mis à disposition	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TRAMIDI	TRAMIDI	fre
2-8044-7478-X		Traité de droit civil du numérique – Tome 2 - Droit des obligations	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TRALEA	TRALEA	fre
2-8044-6062-2		Traité de droit civil du numérique – Tome 1 - Droit des biens	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TRADOCINU1	TRADOCINU1	fre
2-8027-3627-2		Time and Judge-Made Law	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TITBOUT2	TITBOUT2	fre
2-8027-5640-0		Les tiers	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/TIERS	TIERS	fre
2-8027-3405-9		La fiscalité des successions et des donations internationales en droit comparé	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/SUCDONINT	SUCDONINT	fre
2-8044-4357-4		Stratégies juridiques des acteurs économiques	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/STRAJURI	STRAJURI	fre
2-8044-6773-2		La standardisation internationale privée	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/STINPR	STINPR	fre
2-8027-2749-4		L'évolution du statut international de l'allemagne depuis 1945	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/STINDROCO	STINDROCO	fre
2-8027-3535-7		Le statut des régions ultrapériphériques de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/STCOREMB	STCOREMB	fre
2-8027-4496-8		La protection des prisonniers de guerre en droit international humanitaire	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/STATCOMB	STATCOMB	fre
2-8027-3986-7		La condition des personnes dans l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/STAPEREUMB2	STAPEREUMB2	fre
2-8027-4945-5		Le statut des collectivités infra-étatiques européennes	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/STADRIN	STADRIN	fre
2-8044-4885-1		La société : contrat ou institution ?	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/SPACOM	SPACOM	fre
2-8044-6289-7		Dictionnaire juridique de la sécurité alimentaire dans le monde	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/SOCMICOAR	SOCMICOAR	fre
2-8027-3721-X		Sûreté nucléaire	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/SECUALI	SECUALI	fre
2-8027-3039-8		La sanction : la lecture des économistes et des juristes	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/SANCMB	SANCMB	fre
2-8044-6757-0		Les sanctions dans le droit de l'Organisation Mondiale du Commerce	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/SADRORMOCO	SADRORMOCO	fre
2-8027-3566-7		The Role of the Court of Justice of the European Union in Competition Law Cases	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ROMTOKAMPALA	ROMTOKAMPALA	fre
2-8027-3709-0		Reviewing vertical restraints in Europe	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REVERESUE	REVERESUE	fre
2-8027-3513-6		Rethinking the foundations of the State, an analysis of post-crisis situations	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RETHINKMB	RETHINKMB	fre
2-8044-3440-0		Relatie tussen de territoriale bevoegdheidsverdeling en het conflictenrecht in een federale staat	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RETEBE	RETEBE	fre
2-8027-4180-2		Ressources agricoles et forestières / Agriculture and Forestry	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RESSORTEU	RESSORTEU	fre
2-8027-5475-0		La responsabilité politique des exécutifs des États membres du fait de leur action européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RESPROT	RESPROT	fre
2-8027-3533-0		Repenser l'Atlantique	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REPHIDRINMB	REPHIDRINMB	fre
2-8027-4724-X		The reunification of the Parthenon Marbles	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REPAMA	REPAMA	fre
2-8044-8956-6		La régulation normative dans l'espace judiciaire européen	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RENO	RENO	fre
2-8027-4997-8		La codification de la procédure administrative de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RENEUAL	RENEUAL	fre
2-8027-4779-7		L'indemnisation des victimes d'accidents médicaux en Europe	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REMEDEU	REMEDEU	fre
2-39013-106-9		Les régimes matrimoniaux	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REMA	REMA	fre
2-8027-3060-6		La relance de l'Union européenne et la Présidence française	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RELUEMB	RELUEMB	fre
2-8027-3572-1		Force, ONU et organisations régionales	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RELENONUMB	RELENONUMB	fre
2-8027-3354-0		Le revirement de jurisprudence en droit européen	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REJUDREUCO	REJUDREUCO	fre
2-8027-3977-8		L'Union européenne et la juridictionnalisation du système de règlement des différends de l'OMC	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REGLOMC	REGLOMC	fre
2-8027-4695-2		La régionalisation en Europe	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REGLEBRU	REGLEBRU	fre
2-8027-3454-7		Aspects juridiques de la régulation européenne des réseaux	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REGEURESMB	REGEURESMB	fre
2-8027-3432-6		Recueil francophone des traités et textes internationaux en droit de l'environnement	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REGEU	REGEU	fre
2-8027-4108-X		Les réformes des finances publiques	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REFIPU	REFIPU	fre
2-8044-7773-8		Les systèmes constitutionnels dans l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/REFICR	REFICR	fre
2-8027-4510-7		Le recours au droit comparé par le juge	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RECOMPJU	RECOMPJU	fre
2-8027-3040-1		La reconnaissance/Recognition	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RECOMB	RECOMB	fre
2-8027-3957-3		La rédaction des contrats internationaux	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RECOINT	RECOINT	fre
2-8027-3485-7		La renégociation des contrats internationaux	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RECOINMB	RECOINMB	fre
2-8044-7684-7		Quelle protection des données personnelles en Europe ?	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/RAPCOURJUCEDH	RAPCOURJUCEDH	fre
2-8027-5551-X		À quoi sert le droit ?	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/QUODRO	QUODRO	fre
2-8027-5194-8		La qualité de réfugié de l'article 1 de la Convention de Genève à la lumière des jurisprudences occidentales	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/QUAREL	QUAREL	fre
2-8027-4614-6	2-8027-4833-5	QUESTION PRIORITAIRE DE CONSTITUTIONNALITE. APPROCHE DE DROIT COMPARE (LA)	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/QPCDROCO	QPCDROCO	eng
2-8027-3344-3		Public administration in a global context : IASIA at 50	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PUADGLCOMB	PUADGLCOMB	fre
2-8044-6810-0		Protection européenne et internationale des droits de l'homme	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PROTVIC	PROTVIC	fre
2-8027-3512-8		Proche-Orient et sécurité internationale	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PRORSEINMB	PRORSEINMB	fre
2-8044-3581-4		Droit d'asile au Grand-Duché de Luxembourg et en Europe	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PROREFLUX	PROREFLUX	fre
2-8027-5209-X		La protection internationale des réfugiés en Asie du sud-est : du privilège aux droits	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PROREAS	PROREAS	fre
2-8044-8899-3		The protection of persons fleeing armed conflict and other situations of violence/La protection des personnes fuyant un conflit armé et d'autres situations de violence	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PROPERS	PROPERS	fre
2-8027-3103-3		La procédure préjudicielle devant la Cour de justice de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PROPEJMB	PROPEJMB	fre
2-8027-3586-1		La propriété intellectuelle	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PROINTMB	PROINTMB	fre
2-8027-4904-8		La protection internationale des droits de l'enfant	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PRINEUPROIN	PRINEUPROIN	fre
2-8027-5534-X		Le principe majoritaire en droit de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PRIMADRUE	PRIMADRUE	fre
2-8027-3585-3		Les principes fondamentaux de l'arbitrage	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PRIFOARBI	PRIFOARBI	fre
2-8027-3601-9		La prééminence du droit dans le droit de la Convention européenne des droits de l'homme	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PREMIDRODROCO	PREMIDRODROCO	fre
2-8027-3093-2		Le principe démocratique dans le droit de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PRECONCOP	PRECONCOP	fre
2-8027-3492-X		Processus de Bologne, construction européenne, politique européenne de voisinage / Bologna Process, European Construction, European Neighbourhood Policy	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PRBOCOEUMB	PRBOCOEUMB	fre
2-8027-4538-7		Le pouvoir dans les sociétés	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PRATCOMDEL	PRATCOMDEL	fre
2-8044-4193-8		Les Fondements de la Politique Transatlantique de la République Démocratique du Congo	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/POTRARDC	POTRARDC	fre
2-8027-3579-9		La politique méditerranéenne de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/POLMEDITUE	POLMEDITUE	fre
2-39013-033-X		La mutation des frontières dans l'espace européen de l'énergie	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/POLEURENV	POLEURENV	fre
2-8027-3434-2		La politique agricole commune (PAC)	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/POLAGRICOMB	POLAGRICOMB	fre
2-8027-3350-8		La politique européenne de voisinage dans les pays de l'aire méditerranéenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/POEUVOMB	POEUVOMB	fre
2-8027-3606-X		Droit européen de l'exécution en matière civile et commerciale	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PODREUEXMB	PODREUEXMB	fre
2-8027-5347-9		Politique culturelle européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/POCUEU	POCUEU	fre
2-8027-3436-9		Le pouvoir constituant européen	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/POCOEUMB	POCOEUMB	fre
2-8027-4941-2		Politique agricole commune	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/POAGCO	POAGCO	fre
2-8044-4884-3		Pluralisme juridique et effectivité du droit économique	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PLUJUR	PLUJUR	fre
2-8044-4898-3		La piraterie maritime	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PIRATERIE	PIRATERIE	fre
2-8027-3543-8		Pédagogie judiciaire et application des droits communautaire et européen	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PERPAT	PERPAT	fre
2-8027-4106-3	2-8027-4304-X	Le Partenariat UE- ASEAN	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PEDAETU	PEDAETU	eng
2-8044-8357-6		Vers un partenariat transatlantique de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PATRA	PATRA	fre
2-8044-8125-5		Patrimoine et œuvres d'art	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PATOE	PATOE	fre
2-8027-4093-8		Partenariat stratégique entre Europe et pays émergents d'Asie	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PARSTRAEU	PARSTRAEU	fre
2-8044-5770-2		Le Parlement européen après le traité de Lisbonne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PARMER	PARMER	fre
2-8027-3056-8		Partenariats public-privé : rapports du XVIIIe congrès de l'Académie Internationale de Droit Comparé / Public-Private Partnership: Reports of the XVIII Congress of the International Academy of Comparative Law	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PAPUPRMB	PAPUPRMB	fre
2-8027-3384-2		Le pacte mondial des Nations Unies 10 ans après / The Global Compact of the United Nations 10 year after	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PAMONATUN	PAMONATUN	fre
2-8027-3694-9	2-8027-3902-6	PACTE CONSTITUTIONNEL EUROPEEN T1. FONDEMENTS DU DROIT INSTITUTIONNEL DE L'UNION (LE)	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PAEUAFINRE	PAEUAFINRE	eng
2-8027-4312-0		L'ordre économique et monétaire de l'Union européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/PACICO	PACICO	fre
2-8027-3735-X		Ordre public et droit musulman de la famille	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/OPUMEDMB	OPUMEDMB	fre
2-8027-3552-7		ABC des Nations Unies	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/ONUMB	ONUMB	fre
2-8027-3426-1		L'Organisation mondiale du commerce et les sujets de droit	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/OMCSUDRO	OMCSUDRO	fre
2-8044-5167-4		L'OMC et le régionalisme	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/OMCREG	OMCREG	fre
2-8044-3998-4		L'OMC et les pays en développement	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/OMCPADEV	OMCPADEV	fre
2-8027-3592-6		New frontiers of Antitrust - 2011	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/NEWFRONANT10	NEWFRONANT10	fre
2-8027-3539-X		Nationalité et citoyenneté	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/NETNEUT	NETNEUT	fre
2-8044-3924-0		La régulation des nanotechnologies	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/NANOTECEM	NANOTECEM	fre
2-8027-4785-1		Les mouvements transfrontières de déchets dangereux	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MULTINAT	MULTINAT	fre
2-8027-3510-1		Vers un modèle européen de fonction publique ?	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MOEUFOPUMB	MOEUFOPUMB	fre
2-8027-4957-9		Le droit de l'Union européenne et le juge belge / Het recht van de Europese Unie en de Belgische rechter	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MODREUBEL	MODREUBEL	fre
2-8027-5333-9		Union européenne et USA : protection sociale des travailleurs migrants	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MOBECRISMB	MOBECRISMB	fre
2-8027-3050-9		Le militaire en opérations multinationales	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MIOPMUMB	MIOPMUMB	fre
2-8044-3525-3		Droit minier et des hydrocarbures en afrique centrale	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MINHYD	MINHYD	fre
2-8044-8927-2		Méthodologie juridique	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/METHJURI	METHJURI	fre
2-8027-4229-9		Les mesures restrictives de l'Union Européenne	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MESRESUE	MESRESUE	fre
2-8044-4917-3		Les mesures provisoires devant la Cour européenne des droits de l'homme	Stradalex	https://www.stradalex.eu/DBPro/fr/Search/html/breadcrumb/se_mono/MESPROJB	MESPROJB	fre
