publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Actualités Odonto-Stomatologiques	0001-7817	1760-611X	2007		237	2016		280	http://www.aos-journal.org/component/issues		aos		fulltext		EDP Sciences	serial								P
Annales de Limnologie	0003-4088	2100-000X	1965	1	1	2016	52		http://www.limnology-journal.org/component/issues		limn		fulltext		EDP Sciences	serial								P
Annales de Physique	0003-4169	1286-4838	1914	9	1	2009	34	6	http://www.annphys.org/component/issues		anphys		fulltext		EDP Sciences	serial								P
Annales de Toxicologie Analytique	0768-598X	1961-9480	2000	12	1	2013	25	4	http://www.ata-journal.org/component/issues		ata		fulltext		EDP Sciences	serial								P
Aquatic Living Resources	0990-7440	1765-2952	1988	1	1	2016	29	4	http://www.alr-journal.org/component/issues		alr		fulltext		EDP Sciences	serial								P
Astronomy & Astrophysics	0004-6361	1432-0746	2001	365	1	2016	596		http://www.aanda.org/component/issues		aa		fulltext		EDP Sciences	serial								P
Astronomy and Astrophysics Supplement Series	0365-0138	1286-4846	1996	116	2	2000	147	3	http://aas.aanda.org/component/issues		aas		fulltext		EDP Sciences	serial								P
BIO Web of Conferences	2273-1709	2117-4458	2011	1		2011	1		http://www.bio-conferences.org/component/issues		bioconf		fulltext		EDP Sciences	serial								P
Bulletin de l'Union Nationale pour l'Intérêt de l'Orthopédie Dento-Faciale	1768-9775	2269-8906	2006		31	2011		44	http://www.uniodf-journal.org/component/issues		uniodf		fulltext		EDP Sciences	serial								P
Cahiers de l'Association Scientifique Européenne pour l'Eau et la Santé	1027-4820	2105-1143	1996	1	1	2015	20		http://asees.water-quality-journal.org/component/issues		asees		fulltext	Revue momentanément suspendue. Pas de publi. après 2015	EDP Sciences	serial								P
Droit et Médecine Bucco-Dentaire	2116-1321	2116-133X	2011	1	1	2012	2	4	http://www.rdmbd.org/component/issues		dmbd		fulltext		EDP Sciences	serial								P
EAS Publications Series	1633-4760	1638-1963	2001	1		2016	81		http://www.eas-journal.org/component/issues		eas		fulltext		EDP Sciences	serial								P
EPJ Photovoltaics		2105-0716	2010	1		2016	7		http://www.pvdirect-journal.org/component/issues		epjpv		fulltext		EDP Sciences	serial								P
EPJ Web of Conferences	2101-6275	2100-014X	2009	1		2012	39		http://www.epj-conferences.org/component/issues		epjconf		fulltext		EDP Sciences	serial								P
EPL - Europhysics Letters	0295-5075	1286-4854	1996	33	1	2016	100	6	http://epljournal.edpsciences.org/component/issues		epl		fulltext		EDP Sciences	serial								P
ESAIM: Control, Optimisation and Calculus of Variations	1292-8119	1262-3377	1996	1		2016	22	4	http://www.esaim-cocv.org/component/issues		cocv		fulltext		EDP Sciences	serial								P
ESAIM: Probability and Statistics	1292-8100	1262-3318	1997	1		2016	20		http://www.esaim-ps.org/component/issues		ps		fulltext		EDP Sciences	serial								P
ESAIM: Proceedings		1270-900X	1996	1		2014	44		http://www.esaim-proc.org/component/issues		proc		fulltext		EDP Sciences	serial								P
Education Thérapeutique du Patient - Therapeutic Patient Education	2100-0808	2100-0816	2009	1	1	2016	8	2	http://www.etp-journal.org/fr/component/issues		tpe		fulltext		EDP Sciences	serial								P
