publication_title	online_identifier	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Pack-Brown - Ethics in a Multicultural Context	9781452231709	http://knowledge.sagepub.com/view/ethics-in-a-multicultural-context/SAGE.xml	Pack-Brown	ethics-in-a-multicultural-context				"SAGE Publications, Inc"	Monograph	28/02/2003	19/06/2012						F
Fitzpatrick - Ethics in Public Relations: Responsible Advocacy	9781452204208	http://knowledge.sagepub.com/view/ethics-in-public-relations/SAGE.xml		ethics-in-public-relations				"SAGE Publications, Inc"	Monograph	3/05/2006	19/06/2012			Fitzpatrick			F
"Das Gupta - Ethics, Business and Society: Managing Responsibly"	9781446270219	http://knowledge.sagepub.com/view/ethics-business-and-society/SAGE.xml		ethics-business-and-society				SAGE India	Monograph	14/06/2010	18/01/2013			Das Gupta			F
"Bickenbach - Ethics, Law, and Policy"	9781452218618	http://knowledge.sagepub.com/view/ethicslawsociety/SAGE.xml	Bickenbach	ethicslawsociety				"SAGE Publications, Inc"	Monograph	3/01/2012	10/01/2012						F
Gellner - Ethnic Activism and Civil Society in South Asia	9788132112754	http://knowledge.sagepub.com/view/ethnic-activism-and-civil-society-in-south-asia/SAGE.xml		ethnic-activism-and-civil-society-in-south-asia				SAGE India	Monograph	13/08/2009	20/12/2013	2		Gellner			F
Riggins - Ethnic Minority Media: An International Perspective	9781483325309	http://knowledge.sagepub.com/view/ethnic-minority-media/SAGE.xml		ethnic-minority-media				"SAGE Publications, Inc"	Monograph	11/08/1992	20/12/2013	13		Riggins			F
Castles - Ethnicity and Globalization	9781446217733	http://knowledge.sagepub.com/view/ethnicity-and-globalization/SAGE.xml	Castles	ethnicity-and-globalization				SAGE Publications Ltd	Monograph	14/07/2000	19/06/2012						F
"Tishkov - Ethnicity, Nationalism and Conflict in and after the Soviet Union: The Mind Aflame"	9781446279427	http://knowledge.sagepub.com/view/ethnicity-nationalism-and-conflict-in-and-after-the-soviet-union/SAGE.xml	Tishkov	ethnicity-nationalism-and-conflict-in-and-after-the-soviet-union				SAGE Publications Ltd	Monograph	28/11/1996	20/12/2013						F
Mills - Ethnography in Education	9781446251201	http://knowledge.sagepub.com/view/ethnography-in-education/SAGE.xml	Mills	ethnography-in-education				SAGE Publications Ltd	Monograph	30/03/2013	24/05/2013						F
Roper - Ethnography in Nursing Research	9781483328294	http://knowledge.sagepub.com/view/ethnography-in-nursing-research/SAGE.xml	Roper	ethnography-in-nursing-research				"SAGE Publications, Inc"	Monograph	2/11/1999	20/12/2013	1					F
Harris - European Business and Marketing (Second Edition)	9781446219782	http://knowledge.sagepub.com/view/european-business-and-marketing-2e/SAGE.xml		european-business-and-marketing-2e				SAGE Publications Ltd	Monograph	18/03/2004	19/06/2012		Second Edition	Harris		229506	F
Farrell - European Integration in the Twenty-First Century: Unity in Diversity?	9781446221051	http://knowledge.sagepub.com/view/european-integration-in-the-21st-century/SAGE.xml		european-integration-in-the-21st-century				SAGE Publications Ltd	Monograph	17/01/2002	19/06/2012			Farrell			F
"Therborn - European Modernity and Beyond: The Trajectory of European Societies, 1945-2000"	9781446222317	http://knowledge.sagepub.com/view/european-modernity-and-beyond/SAGE.xml	Therborn	european-modernity-and-beyond				SAGE Publications Ltd	Monograph	6/03/1995	19/06/2012						F
Lane - European Politics: An Introduction	9781446279281	http://knowledge.sagepub.com/view/european-politics/SAGE.xml	Lane	european-politics				SAGE Publications Ltd	Monograph	19/08/1996	20/12/2013						F
Cousins - European Welfare States: Comparative Perspectives	9781446211649	http://knowledge.sagepub.com/view/european-welfare-states/SAGE.xml	Cousins	european-welfare-states				SAGE Publications Ltd	Monograph	11/10/2005	19/06/2012						F
Sidani - Evaluating Nursing Interventions: A Theory-Driven Approach	9781452232942	http://knowledge.sagepub.com/view/evaluating-nursing-interventions/SAGE.xml	Sidani	evaluating-nursing-interventions				"SAGE Publications, Inc"	Monograph	15/10/1997	19/06/2012						F
Sanders - Evaluating School Programs: An Educator's Guide (Third Edition)	9781483329277	http://knowledge.sagepub.com/view/evaluating-school-programs/SAGE.xml		evaluating-school-programs				Corwin	Monograph	15/11/2005	20/12/2013		Third Edition	Sanders		9933	F
Riger - Evaluating Services for Survivors of Domestic Violence and Sexual Assault	9781412990141	http://knowledge.sagepub.com/view/evaluating-services-for-survivors-of-domestic-violence-and-sexual-assault/SAGE.xml		evaluating-services-for-survivors-of-domestic-violence-and-sexual-assault				"SAGE Publications, Inc"	Monograph	6/08/2002	19/06/2012			Riger			F
Doren - Evaluating Sex Offenders: A Manual for Civil Commitments and Beyond	9781412990059	http://knowledge.sagepub.com/view/evaluating-sex-offenders/SAGE.xml		evaluating-sex-offenders				"SAGE Publications, Inc"	Monograph	10/04/2002	19/06/2012	3		Doren			F
Parrott - Evaluating Women's Health Messages: A Resource Book	9781483345437	http://knowledge.sagepub.com/view/evaluating-womens-health-messages-a-resource-book/SAGE.xml		evaluating-womens-health-messages-a-resource-book				"SAGE Publications, Inc"	Monograph	1/02/1996	20/12/2013			Parrott			F
Shaw - Evaluation and Social Work Practice	9781446218075	http://knowledge.sagepub.com/view/evaluation-and-social-work-practice/SAGE.xml		evaluation-and-social-work-practice				SAGE Publications Ltd	Monograph	19/05/1999	19/06/2012			Shaw			F
Preskill - Evaluative Inquiry for Learning in Organizations	9781452231488	http://knowledge.sagepub.com/view/evaluative-inquiry-for-learning-in-organizations/SAGE.xml	Preskill	evaluative-inquiry-for-learning-in-organizations				"SAGE Publications, Inc"	Monograph	20/10/1998	19/06/2012						F
Rojek - Event Power: How Global Events Manage and Manipulate	9781446270059	http://knowledge.sagepub.com/view/event-power-how-global-events-manage-and-manipulate/SAGE.xml	Rojek	event-power-how-global-events-manage-and-manipulate				SAGE Publications Ltd	Monograph	21/02/2013	3/05/2013						F
Stroh - Every Child Can Learn: Using learning tools and play to help children with Developmental Delay	9781446216569	http://knowledge.sagepub.com/view/every-child-can-learn/SAGE.xml	Stroh	every-child-can-learn				SAGE Publications Ltd	Monograph	9/04/2008	19/06/2012						F
Tutt - Every Child Included	9781446215838	http://knowledge.sagepub.com/view/every-child-included/SAGE.xml	Tutt	every-child-included				SAGE Publications Ltd	Monograph	27/03/2007	19/06/2012						F
Shimmin - Every Day a Good Day: Establishing Routines in Your Early Years Setting	9781446213940	http://knowledge.sagepub.com/view/every-day-a-good-day/SAGE.xml	Shimmin	every-day-a-good-day				SAGE Publications Ltd	Monograph	14/09/2006	19/06/2012						F
Agochiya - Every Trainer's Handbook (Second Edition)	9788132108252	http://knowledge.sagepub.com/view/every-trainers-handbook-2e/SAGE.xml	Agochiya	every-trainers-handbook-2e				SAGE India	Monograph	3/06/2009	19/06/2012		Second Edition			224785	F
Markward - Evidence-Based Practice With Women: Toward Effective Social Work Practice With Low-Income Women	9781452230559	http://knowledge.sagepub.com/view/evidence-based-practice-with-women/SAGE.xml	Markward	evidence-based-practice-with-women				"SAGE Publications, Inc"	Monograph	9/12/2010	19/06/2012						F
Raczynski - Evidence-Based Prevention	9781452275628	http://knowledge.sagepub.com/view/evidence-based-prevention/SAGE.xml		evidence-based-prevention				"SAGE Publications, Inc"	Monograph	20/12/2012	4/02/2013			Raczynski			F
Burgess - Evolutionary Perspectives on Human Development (Second Edition)	9781452233574	http://knowledge.sagepub.com/view/evolutionary-perspectives-on-human-development-2e/SAGE.xml		evolutionary-perspectives-on-human-development-2e				"SAGE Publications, Inc"	Monograph	15/07/2004	19/06/2012		Second Edition	Burgess			F
Hundley - Examining Identity in Sports Media	9781452274904	http://knowledge.sagepub.com/view/examining-identity-in-sports-media/SAGE.xml		examining-identity-in-sports-media				"SAGE Publications, Inc"	Monograph	12/05/2009	18/01/2013			Hundley			F
Harrett - Exciting Writing: Activities for 5 to 11 year olds	9781446212981	http://knowledge.sagepub.com/view/exciting-writing/SAGE.xml	Harrett	exciting-writing				SAGE Publications Ltd	Monograph	19/06/2006	19/06/2012						F
Miller - Executing the Mentally Ill: The Criminal Justice System and the Case of Alvin Ford	9781483326504	http://knowledge.sagepub.com/view/executing-the-mentally-ill/SAGE.xml	Miller	executing-the-mentally-ill				"SAGE Publications, Inc"	Monograph	25/06/1993	20/12/2013						F
Langdridge - Existential Counselling and Psychotherapy	9781473914773	http://knowledge.sagepub.com/view/existential-counselling-and-psychotherapy/SAGE.xml	Langdridge	existential-counselling-and-psychotherapy				SAGE Publications Ltd	Monograph	19/11/2012	22/12/2014						F
Cohn - Existential Thought and Therapeutic Practice: An Introduction to Existential Psychotherapy	9781446279878	http://knowledge.sagepub.com/view/existential-thought-and-therapeutic-practice/SAGE.xml	Cohn	existential-thought-and-therapeutic-practice				SAGE Publications Ltd	Monograph	2/07/1997	20/12/2013						F
"Best - Exit Polls: Surveying the American Electorate, 1972-2010"	9781452234410	http://knowledge.sagepub.com/view/exit-polls/SAGE.xml	Best	exit-polls				CQ Press	Monograph	14/02/2012	17/01/2014						F
Mearns - Experiences of Counselling in Action	9781446280577	http://knowledge.sagepub.com/view/experiences-of-counselling-in-action/SAGE.xml		experiences-of-counselling-in-action				SAGE Publications Ltd	Monograph	6/12/1989	20/12/2013			Mearns			F
Johnson - Experiencing Corrections: From Practitioner to Professor	9781452243948	http://knowledge.sagepub.com/view/experiencing-corrections/SAGE.xml		experiencing-corrections				"SAGE Publications, Inc"	Monograph	12/04/2011	19/06/2012			Johnson			F
Shaffir - Experiencing Fieldwork: An Inside View of Qualitative Research	9781483325514	http://knowledge.sagepub.com/view/experiencing-fieldwork/SAGE.xml		experiencing-fieldwork				"SAGE Publications, Inc"	Monograph	1/12/1990	20/12/2013	124		Shaffir			F
Mabey - Experiencing Human Resource Management	9781446280263	http://knowledge.sagepub.com/view/experiencing-human-resource-management/SAGE.xml		experiencing-human-resource-management				SAGE Publications Ltd	Monograph	29/01/1998	20/12/2013			Mabey			F
Craib - Experiencing Identity	9781446278963	http://knowledge.sagepub.com/view/experiencing-identity/SAGE.xml	Craib	experiencing-identity				SAGE Publications Ltd	Monograph	8/07/1998	20/12/2013						F
Fineman - Experiencing Organizations	9781446250525	http://knowledge.sagepub.com/view/experiencing-organizations/SAGE.xml	Fineman	experiencing-organizations				SAGE Publications Ltd	Monograph	24/05/1996	19/06/2012						F
Doel - Experiencing Social Work: Learning from Service Users	9781446212431	http://knowledge.sagepub.com/view/experiencing-social-work/SAGE.xml	Doel	experiencing-social-work				SAGE Publications Ltd	Monograph	21/02/2008	19/06/2012						F
Fawcett - Experiential Approach for Developing Multicultural Counseling Competence	9781452244075	http://knowledge.sagepub.com/view/experiential-approach-for-developing-multicultural-counseling-competence/SAGE.xml	Fawcett	experiential-approach-for-developing-multicultural-counseling-competence				"SAGE Publications, Inc"	Monograph	19/04/2012	19/06/2012						F
Fitzpatrick - Explaining Family Interactions	9781483326368	http://knowledge.sagepub.com/view/explaining-family-interactions/SAGE.xml		explaining-family-interactions				"SAGE Publications, Inc"	Monograph	9/06/1995	20/12/2013			Fitzpatrick			F
Bosworth - Explaining U.S. Imprisonment	9781452274683	http://knowledge.sagepub.com/view/explaining-us-imprisonment/SAGE.xml	Bosworth	explaining-us-imprisonment				"SAGE Publications, Inc"	Monograph	30/07/2009	18/01/2013						F
"Hollingsworth - Explicit Direct Instruction (EDI): The Power of the Well-Crafted, Well-Taught Lesson"	9781452218977	http://knowledge.sagepub.com/view/explicit-direct-instruction/SAGE.xml	Hollingsworth	explicit-direct-instruction				Corwin	Monograph	26/11/2008	19/06/2012						F
Ritzer - Explorations in Social Theory: From Metatheorizing to Rationalization	9781446220160	http://knowledge.sagepub.com/view/explorations-in-social-theory/SAGE.xml	Ritzer	explorations-in-social-theory				SAGE Publications Ltd	Monograph	10/04/2001	19/06/2012						F
"Ritzer - Explorations in the Sociology of Consumption: Fast Food, Credit Cards and Casinos"	9781446220801	http://knowledge.sagepub.com/view/explorations-in-the-sociology-of-consumption/SAGE.xml	Ritzer	explorations-in-the-sociology-of-consumption				SAGE Publications Ltd	Monograph	11/04/2001	19/06/2012						F
Harris - Exploring Developmental Psychology: Understanding Theory and Methods	9781446211960	http://knowledge.sagepub.com/view/exploring-developmental-psychology/SAGE.xml	Harris	exploring-developmental-psychology				SAGE Publications Ltd	Monograph	18/01/2008	19/06/2012						F
Reker - Exploring Existential Meaning: Optimizing Human Development Across the Life Span	9781452233703	http://knowledge.sagepub.com/view/exploring-existential-meaning/SAGE.xml		exploring-existential-meaning				"SAGE Publications, Inc"	Monograph	3/09/1999	19/06/2012			Reker			F
Real - Exploring Media Culture: A Guide	9781483327600	http://knowledge.sagepub.com/view/exploring-media-culture/SAGE.xml	Real	exploring-media-culture				"SAGE Publications, Inc"	Monograph	26/09/1996	20/12/2013	22					F
Yawn - Exploring Rural Medicine: Current Issues and Concepts	9781483326658	http://knowledge.sagepub.com/view/exploring-rural-medicine/SAGE.xml		exploring-rural-medicine				"SAGE Publications, Inc"	Monograph	15/10/1993	20/12/2013			Yawn			F
Healey - Exploring Social Issues: Using SPSS for Windows (Third Edition)	9781483349350	http://knowledge.sagepub.com/view/exploring-social-issues-3e/SAGE.xml		exploring-social-issues-3e				"SAGE Publications, Inc"	Monograph	10/02/2009	26/12/2013		Third Edition	Healey		9088	F
Mercer - Exploring Talk in School: Inspired by the Work of Douglas Barnes	9781446279526	http://knowledge.sagepub.com/view/exploring-talk-in-school/SAGE.xml		exploring-talk-in-school				SAGE Publications Ltd	Monograph	23/09/2008	20/12/2013			Mercer			F
Roche - Exploring the Sociology of Europe: An Analysis of the European Social Complex	9781446215067	http://knowledge.sagepub.com/view/exploring-the-sociology-of-europe/SAGE.xml	Roche	exploring-the-sociology-of-europe				SAGE Publications Ltd	Monograph	26/09/2009	19/06/2012						F
Ritzer - Expressing America: A Critique of the Global Credit Card Society	9781452243115	http://knowledge.sagepub.com/view/expressing-america/SAGE.xml	Ritzer	expressing-america				"SAGE Publications, Inc"	Monograph	9/02/1995	29/08/2012						F
Athey - Extending Thought in Young Children: A Parent - Teacher Partnership (Second Edition)	9781446279618	http://knowledge.sagepub.com/view/extending-thought-in-young-children/SAGE.xml	Athey	extending-thought-in-young-children				SAGE Publications Ltd	Monograph	8/03/2007	20/12/2013		Second Edition				F
Eyewitness to Watergate	9781452240114	http://knowledge.sagepub.com/view/eyewitness-to-watergate/SAGE.xml		eyewitness-to-watergate				CQ Press	Monograph	1/12/2006	19/06/2012						F
"Jones - Fables, Fashions, and Facts About Advertising: A Study of 28 Enduring Myths"	9781452204611	http://knowledge.sagepub.com/view/fables-fashions-and-facts-about-advertising/SAGE.xml	Jones	fables-fashions-and-facts-about-advertising				"SAGE Publications, Inc"	Monograph	20/11/2003	19/06/2012						F
Cupach - Facework	9781483326986	http://knowledge.sagepub.com/view/facework-1994/SAGE.xml	Cupach	facework-1994				"SAGE Publications, Inc"	Monograph	23/05/1994	20/12/2013	7					F
Isaacson (aka Domenici) - Facework: Bridging Theory and Practice	9781452204222	http://knowledge.sagepub.com/view/facework/SAGE.xml	Isaacson (aka Domenici)	facework				"SAGE Publications, Inc"	Monograph	27/04/2006	19/06/2012						F
Nicholls - Fair Trade: Market-Driven Ethical Consumption	9781446211526	http://knowledge.sagepub.com/view/fair-trade/SAGE.xml	Nicholls	fair-trade				SAGE Publications Ltd	Monograph	7/06/2005	19/06/2012						F
Daly - Families & Time: Keeping Pace in a Hurried Culture	9781483327792	http://knowledge.sagepub.com/view/families-and-time/SAGE.xml	Daly	families-and-time				"SAGE Publications, Inc"	Monograph	18/09/1996	20/12/2013	7					F
