publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	ISSNs	eISSNs	ISBNs	eISBNs	undefined	coverage_notes
The Journal of Jewish Thought and Philosophy	1053-699X	1477-285X	1992-06-01	1	1				http://booksandjournals.brillonline.com/content/1477285x		1477285x		fulltext			serial										1053-699X	1477-285X				
Biblical Interpretation	0927-2569	1568-5152	1993-01-01	1	1				http://booksandjournals.brillonline.com/content/15685152		15685152		fulltext			serial										0927-2569	1568-5152				
Dead Sea Discoveries	0929-0761	1568-5179	1994-01-01	1	1				http://booksandjournals.brillonline.com/content/15685179		15685179		fulltext			serial										0929-0761	1568-5179				
Islamic Law and Society	0928-9380	1568-5195	1994-01-01	1	1				http://booksandjournals.brillonline.com/content/15685195		15685195		fulltext			serial										0928-9380	1568-5195				
Journal of the Economic and Social History of the Orient	0022-4995	1568-5209	1957-01-01	1	1				http://booksandjournals.brillonline.com/content/15685209		15685209		fulltext			serial										0022-4995	1568-5209				
Journal of Asian and African Studies	0021-9096	1745-2538	1966-01-01	1	1	2001-11-30	36	4	http://booksandjournals.brillonline.com/content/15685217		15685217		fulltext	now: African and Asian Studies		serial										0021-9096	1745-2538				
Journal of East Asian Archaeology	1387-6813	1568-5233	2000-01-01	2	1	2003-01-31	5	1	http://booksandjournals.brillonline.com/content/15685233		15685233		fulltext	ceased: 2003		serial										1387-6813	1568-5233				
Kronoscope	1567-715X	1568-5241	2001-06-01	1	1				http://booksandjournals.brillonline.com/content/15685241		15685241		fulltext			serial										1567-715X	1568-5241				
Mnemosyne	0026-7074	1568-525X	1948-01-01	1	1				http://booksandjournals.brillonline.com/content/1568525x		1568525x		fulltext			serial										0026-7074	1568-525X				
NAN NÜ	1387-6805	1568-5268	1999-01-01	1	1				http://booksandjournals.brillonline.com/content/15685268		15685268		fulltext			serial										1387-6805	1568-5268				
Numen: International Review for the History of Religions	0029-5973	1568-5276	1954-01-01	1	1				http://booksandjournals.brillonline.com/content/15685276		15685276		fulltext			serial										0029-5973	1568-5276				
Phronesis	0031-8868	1568-5284	1955-01-01	1	1				http://booksandjournals.brillonline.com/content/15685284		15685284		fulltext			serial										0031-8868	1568-5284				
Religion and the Arts	1079-9265	1568-5292	1996-01-01	1	1				http://booksandjournals.brillonline.com/content/15685292		15685292		fulltext			serial										1079-9265	1568-5292				
Society and Animals	1063-1119	1568-5306	1993-01-01	1	1				http://booksandjournals.brillonline.com/content/15685306		15685306		fulltext			serial										1063-1119	1568-5306				
Asian Journal of Social Science	1568-4849	2212-3857	2001-01-01	29	1				http://booksandjournals.brillonline.com/content/journals/15685314		15685314		fulltext	previously: Southeast Asian Journal of Social Science		serial										1568-4849	2212-3857				
T'oung Pao	0082-5433	1568-5322	1900-01-01	1	1				http://booksandjournals.brillonline.com/content/15685322		15685322		fulltext			serial										0082-5433	1568-5322				
Vetus Testamentum	0042-4935	1568-5330	1951-01-01	1	1				http://booksandjournals.brillonline.com/content/15685330		15685330		fulltext			serial										0042-4935	1568-5330				
Vivarium	0042-7543	1568-5349	1963-01-01	1	1				http://booksandjournals.brillonline.com/content/15685349		15685349		fulltext			serial										0042-7543	1568-5349				
Worldviews: Global Religions, Culture, and Ecology	1363-5247	1568-5357	1997-01-01	1	1				http://booksandjournals.brillonline.com/content/15685357		15685357		fulltext			serial										1363-5247	1568-5357				
Novum Testamentum	0048-1009	1568-5365	1957-01-01	1	1				http://booksandjournals.brillonline.com/content/15685365		15685365		fulltext			serial										0048-1009	1568-5365				
Journal of Cognition & Culture	1567-7095	1568-5373	2001-02-01	1	1				http://booksandjournals.brillonline.com/content/15685373		15685373		fulltext			serial										1567-7095	1568-5373				
Amphibia-Reptilia	0173-5373	1568-5381	1980-01-01	1	1				http://booksandjournals.brillonline.com/content/15685381		15685381		fulltext			serial										0173-5373	1568-5381				
Behaviour	0005-7959	1568-539X	1948-01-01	1	1				http://booksandjournals.brillonline.com/content/1568539x		1568539x		fulltext			serial										0005-7959	1568-539X				
Crustaceana	0011-216X	1568-5403	1960-01-01	1	1				http://booksandjournals.brillonline.com/content/15685403		15685403		fulltext			serial										0011-216X	1568-5403				
Nematology	1388-5545	1568-5411	1999-02-01	1	1				http://booksandjournals.brillonline.com/content/15685411		15685411		fulltext	previously: Nematologica		serial										1388-5545	1568-5411				
