publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	notes	DOI	ISSNs	eISSNs	ISBNs	eISBNs	access_start_date	access_end_date	access_status	field34
Amsterdamer Beiträge zur älteren Germanistik	0165-7305	1875-6719	1983-01-01	20	1				https://brill.com/view/journals/abag/abag-overview.xml		40461		fulltext			serial									New for 2016. Published as a book series until 2015 now a journal series		0165-7305	1875-6719					Current	
Ancient Civilizations from Scythia to Siberia	0929-077X	1570-0577	1995-01-01	1	1				https://brill.com/view/journals/acss/acss-overview.xml		6926		fulltext			serial											0929-077X	1570-0577					Current	
Animal Biology	1570-7555	1570-7563	2003-09-01	53	1				https://brill.com/view/journals/ab/ab-overview.xml		6927		fulltext			serial									previously: Netherlands Journal of Zoology 1968-2003; Archives Néerlandaises de Zoologie 1935-1967		1570-7555	1570-7563					Current	
Annali Sezione Orientale	0393-3180	2468-5631	2016-01-01	76	1-2				https://brill.com/view/journals/aioo/aioo-overview.xml		40432		fulltext			serial									New for 2017		0393-3180	2468-5631			2017-01-01		Current	
Annali dell'Istituto e Museo di storia della scienza di Firenze	0391-3341	2210-5875	1976-01-01	1	1	1985-01-31	10	2	https://brill.com/view/journals/anss/anss-overview.xml		16452		fulltext			serial									now: Nuncius 1986-present		0391-3341	2210-5875					Current	
Annuaire Européen/European Yearbook	0167-6717										27830		fulltext			serial									book series - print only		0167-6717						Current	
Annual of Rabbinic Judaism	1388-0365	2213-6436	1998-01-01	1	1	1999-12-31	2	1	https://brill.com/view/journals/rrj/rrj-overview.xml		27831		fulltext			serial									now: Review of Rabbinic Judaism		1388-0365	2213-6436					Current	
Annuarium Historiae Conciliorum	0003-5157	2589-0433	2016-01-01	48	1				https://brill.com/view/journals/ahc/ahc-overview.xml		54505		fulltext			serial									transfer in (2018): Ferdinand Schöningh		0003-5157	2589-0433			2018-11-01		Current	
Applied Herpetology	1570-7539	1570-7547	2003-02-01	1	1	2009-10-31	6	4	https://brill.com/view/journals/ahc/ahc-overview.xml		16453		fulltext			serial									ceased: 2010		1570-7539	1570-7547					Current	
Arab Law Quarterly	0268-0556	1573-0255	1985-01-01	1	1				https://brill.com/view/journals/alq/alq-overview.xml		6929		fulltext			serial											0268-0556	1573-0255					Current	
Arabica	0570-5398	1570-0585	1954-01-01	1	1				https://brill.com/view/journals/arab/arab-overview.xml		6930		fulltext			serial											0570-5398	1570-0585					Current	
Aramaic Studies	1477-8351	1745-5227	2003-03-01	1	1				https://brill.com/view/journals/arst/arst-overview.xml		6931		fulltext			serial											1477-8351	1745-5227					Current	
Archiv für Katholisches Kirchenrecht	0003-9160	2589-045X	2016-01-01	185	1				https://brill.com/view/journals/ak/ak-overview.xml		54504		fulltext			serial									transfer in (2018): Ferdinand Schöningh		0003-9160	2589-045X			2018-01-01		Current	
Archive for the Psychology of Religion	0084-6724	1573-6121	1914-01-01	1	1	2018-12-31	40	2-3	https://brill.com/view/journals/ak/ak-overview.xml		6932		fulltext			serial									transfer out (2019): SAGE		0084-6724	1573-6121					Current	
Archives Néerlandaises de Zoologie	0365-5164	1875-3019	1934-01-01	1	1	1966-01-31	17	4	https://brill.com/view/journals/anz/anz-overview.xml		16454		fulltext			serial									now: Animal Biology 2003-Present; previously: Netherlands Journal of Zoology 1968-2003; Archives Néerlandaises de Zoologie 1935-1967		0365-5164	1875-3019					Current	
Aries	1567-9896	1570-0593	2001-01-01	1	1				https://brill.com/view/journals/arie/arie-overview.xml		6933		fulltext			serial											1567-9896	1570-0593					Current	
Art & Perception	2213-4905	2213-4913	2013-01-01	1	1-2				https://brill.com/view/journals/artp/artp-overview.xml		7397		fulltext			serial											2213-4905	2213-4913					Current	
Asia-Pacific Journal of Ocean Law and Policy	2451-9367	2451-9391	2016-01-01	1	1				https://brill.com/view/journals/apoc/apoc-overview.xml		32205		fulltext			serial									New for 2016		2451-9367	2451-9391			2016-06-01		Current	
Asia-Pacific Journal on Human Rights and the Law	1388-1906	1571-8158	2000-01-01	1	1				https://brill.com/view/journals/aphu/aphu-overview.xml		6936		fulltext			serial											1388-1906	1571-8158					Current	
Asia-Pacific Science Education		2364-1177	2015-01-01	1	1				https://brill.com/view/journals/apse/apse-overview.xml		29492		fulltext			serial									Open Access			2364-1177					Current	
Asian Diasporic Visual Cultures and the Americas	2352-3077	2352-3085	2015-01-01	1	1				https://brill.com/view/journals/adva/adva-overview.xml		27629		fulltext			serial									new: 2015		2352-3077	2352-3085					Current	
Asian International Studies Review	2667-0836	2667-078X	2021-01-01	22	1				https://brill.com/view/journals/aisr/aisr-overview.xml		58077		fulltext			serial									previously: International Studies Review (ISSN: 1226-8240; 1997-2020)		2667-0836	2667-078X					Current	
Asian Journal of Social Science	1568-4849	2212-3857	2001-01-01	29	1				https://brill.com/view/journals/ajss/ajss-overview.xml		6934		fulltext			serial									previously: Southeast Asian Journal of Social Science (ISSN: 0303-8246, 1973-2000)		1568-4849	2212-3857					Current	
Asian Medicine	1573-420X	1573-4218	2005-01-01	1	1				https://brill.com/view/journals/asme/asme-overview.xml		6935		fulltext			serial											1573-420X	1573-4218					Current	
Asian Review of World Histories	2287-965X	2287-9811	2013-01-01	1	1				https://brill.com/view/journals/arwh/arwh-overview.xml		54503		fulltext			serial									transfer in (2018): Institute of Academic Initiatives		2287-965X	2287-9811					Current	
Asiascape: Digital Asia	2214-2304	2214-2312	2014-01-01	1					https://brill.com/view/journals/dias/dias-overview.xml		16509		fulltext			serial											2214-2304	2214-2312					Current	
Austrian Review of International and European Law Online	1385-1306	1573-6512	1996-01-01	1	1				https://brill.com/view/journals/ario/ario-overview.xml		6937		fulltext			serial											1385-1306	1573-6512					Current	
Baltic Yearbook of International Law Online		2211-5897	2001-01-01	1	1				https://brill.com/view/journals/byio/byio-overview.xml		6938		fulltext			serial												2211-5897					Current	
Bamboo and Silk	2468-9238	2468-9246	2018-01-01	1	1				https://brill.com/view/journals/bsms/bsms-overview.xml		54502		fulltext			serial											2468-9238	2468-9246					Current	
Bandung: Journal of the Global South	2590-0013	2198-3534	2015-01-01	2	1				https://brill.com/view/journals/bjgs/bjgs-overview.xml		29437		fulltext			serial									transfer in (2019): Springer		2590-0013	2198-3534					Current	
Behaviour	0005-7959	1568-539X	1948-01-01	1	1				https://brill.com/view/journals/beh/beh-overview.xml		6939		fulltext			serial											0005-7959	1568-539X					Current	
Beijing International Review of Education	2590-2547	2590-2539	2019-01-01	1	1				https://brill.com/view/journals/bire/bire-overview.xml		57375		fulltext			serial									new title 2019		2590-2547	2590-2539			2020-01-01		Current	
Berytus	0067-6195								https://brill.com/view/journals/bery/bery-overview.xml		56580		fulltext			serial									transfer in (2019); content not yet available		0067-6195				2020-01-01		Current	
Biblical Interpretation	0927-2569	1568-5152	1993-01-01	1	1				https://brill.com/view/journals/bi/bi-overview.xml		6940		fulltext			serial											0927-2569	1568-5152					Current	
Biblische Zeitschrift	0006-2014	2589-0468	2000-01-01	44	1				https://brill.com/view/journals/bz/bz-overview.xml		54501		fulltext			serial									transfer in (2018): Ferdinand Schöningh		0006-2014	2589-0468			2018-07-01		Current	
Bijdragen tot de Taal-, Land- en Volkenkunde / Journal of the Humanities and Social Sciences of Southeast Asia	0006-2294	2213-4379	1853-01-01	1	1				https://brill.com/view/journals/bki/bki-overview.xml		7398		fulltext			serial									Open Access		0006-2294	2213-4379					Current	
Biogenic Amines	0168-8561	1569-3910	2002-03-01	17	1	2005-12-31	19	4	https://brill.com/view/journals/bki/bki-overview.xml		16455		fulltext			serial									transferred to Society of Integrated Sciences: 2006		0168-8561	1569-3910					Current	
Bridging Humanities		2542-5099	2017-01-01	1	1				https://brill.com/view/journals/brhu/brhu-overview.xml		57374		fulltext			serial									New:2017			2542-5099			2020-01-01		Current	
Brill Open Humanities		2352-7064	2014-10-01	1	1				https://brill.com/view/journals/boh/boh-overview.xml		27627		fulltext			serial									Open access			2352-7064					Current	
Brill Open Law - An International Journal		2352-7072	2015-01-01	1	1				https://brill.com/view/journals/bol/bol-overview.xml		27631		fulltext			serial									new: 2015: open access			2352-7072					Current	
Brill Open Social Sciences - An International Journal		2352-7080	2015-01-01	1	1				https://brill.com/view/journals/bol/bol-overview.xml		27632		fulltext			serial									new: 2015: open access			2352-7080					Current	
Brill Research Perspectives in Ancient History	2542-5366	2542-5374	2018-01-01	1	1				https://brill.com/view/journals/rpah/rpah-overview.xml		54492		fulltext			serial									new for 2018		2542-5366	2542-5374			2018-01-01		Current	
Brill Research Perspectives in Art and Law	2468-4295	2468-4309	2017-01-01	1					https://brill.com/view/journals/rpal/rpal-overview.xml		40462		fulltext			serial									New for 2017		2468-4295	2468-4309			2017-08-01		Current	
Brill Research Perspectives in Biblical Interpretation	2405-7649	2405-7657	2016-01-01	1	1				https://brill.com/view/journals/rpbi/rpbi-overview.xml		32206		fulltext			serial									New for 2016		2405-7649	2405-7657			2016-09-01		Current	
Brill Research Perspectives in Classical Poetry	2589-2630	2589-2649							https://brill.com/view/journals/rpcp/rpcp-overview.xml		56579		fulltext			serial									new (2019); content not yet available		2589-2630	2589-2649			2020-01-01		Current	
Brill Research Perspectives in Comparative Discrimination Law	2452-2023	2452-2031	2017-01-01	1	1				https://brill.com/view/journals/rpcd/rpcd-overview.xml		32208		fulltext			serial									new for 2017; content starts with v. 1, no. 2		2452-2023	2452-2031			2018-07-01		Current	
Brill Research Perspectives in Critical Theory	2451-9510	2451-9529	2017-01-01	1					https://brill.com/view/journals/rpct/rpct-overview.xml		32210		fulltext			serial									New for 2017		2451-9510	2451-9529			2017-08-01		Current	
Brill Research Perspectives in Diplomacy and Foreign Policy	2405-5999	2405-6006	2016-01-01	1	1				https://brill.com/view/journals/rpdf/rpdf-overview.xml		32211		fulltext			serial									New for 2016		2405-5999	2405-6006			2016-03-01		Current	
Brill Research Perspectives in Environmental Law and Governance	2468-1830	2468-1849							https://brill.com/view/journals/rpdf/rpdf-overview.xml		40463		fulltext			serial									New for 2017 - content not yet available		2468-1830	2468-1849			2017-12-01		Current	
Brill Research Perspectives in Family Law in a Global Society	2405-8378	2405-8386	2016-01-01	1	1				https://brill.com/view/journals/rpfl/rpfl-overview.xml		32212		fulltext			serial									New for 2016		2405-8378	2405-8386			2016-09-01		Current	
Brill Research Perspectives in Global Youth	2590-3152	2590-3160	2020-01-01	1	1				https://brill.com/view/journals/rpgy/rpgy-overview.xml		57363		fulltext			serial									New (2020)		2590-3152	2590-3160			2020-01-01		Current	
Brill Research Perspectives in Governance and Public Policy in China	2451-9219	2451-9227	2016-01-01	1	1				https://brill.com/view/journals/rpgp/rpgp-overview.xml		32213		fulltext			serial									New for 2016		2451-9219	2451-9227			2016-06-01		Current	
Brill Research Perspectives in Greek History (14th-20th C.)	2542-7857	2542-7865							https://brill.com/view/journals/rpgh/rpgh-overview.xml		54491		fulltext			serial									New for 2018 - content not yet available		2542-7857	2542-7865			2019-12-01		Current	
Brill Research Perspectives in International Banking and Securities Law	2405-6928	2405-6936	2016-01-01	1	1				https://brill.com/view/journals/rpbs/rpbs-overview.xml		32214		fulltext			serial									New for 2016		2405-6928	2405-6936			2016-09-01		Current	
Brill Research Perspectives in International Investment Law and Arbitration	2405-576X	2405-5778	2017-01-01	1	1				https://brill.com/view/journals/rpia/rpia-overview.xml		32216		fulltext			serial									New for 2016		2405-576X	2405-5778			2018-01-01		Current	
Brill Research Perspectives in International Legal Theory and Practice	2452-204X	2452-2058	2018-01-01	1	1				https://brill.com/view/journals/rplt/rplt-overview.xml		32207		fulltext			serial									new for 2018		2452-204X	2452-2058			2018-01-01		Current	
Brill Research Perspectives in International Water Law	2352-9350	2352-9369	2016-01-01	1	1				https://brill.com/view/journals/rpwl/rpwl-overview.xml		32217		fulltext			serial									New for 2016		2352-9350	2352-9369			2016-06-01		Current	
Brill Research Perspectives in Jesuit Studies	2589-7446	2589-7454	2019-10-01	1	1				https://brill.com/view/journals/rpjs/rpjs-overview.xml		56578		fulltext			serial									new (2019)		2589-7446	2589-7454					Current	
Brill Research Perspectives in Law and Religion	2468-2985	2468-2993	2017-01-01	1	1				https://brill.com/view/journals/rplr/rplr-overview.xml		40464		fulltext			serial									New for 2017		2468-2985	2468-2993			2017-02-01		Current	
Brill Research Perspectives in Map History	2589-3955	2589-3963	2019-01-01	1	1				https://brill.com/view/journals/rpmh/rpmh-overview.xml		56577		fulltext			serial									new (2019)		2589-3955	2589-3963			2019-06-01		Current	
Brill Research Perspectives in Multilingualism and Second Language Acquisition	2352-8761	2352-877X	2016-01-01	1	1	2016-01-01	1	2	https://brill.com/view/journals/rpms/rpms-overview.xml		32218		fulltext			serial									New for 2016		2352-8761	2352-877X			2016-06-01		Current	
Brill Research Perspectives in Popular Culture	2589-4420	2589-4439	2019-01-01	1	1				https://brill.com/view/journals/rppc/rppc-overview.xml		56576		fulltext			serial									new (2019)		2589-4420	2589-4439			2019-01-01		Current	
Brill Research Perspectives in Quaker Studies	2542-4971	2542-498X	2018-01-01	1	1				https://brill.com/view/journals/rpqs/rpqs-overview.xml		54490		fulltext			serial									New for 2018		2542-4971	2542-498X			2018-01-01		Current	
Brill Research Perspectives in Religion and Education	2589-529X	2589-5303							https://brill.com/view/journals/rpre/rpre-overview.xml		56575		fulltext			serial									new (2019); content not yet available		2589-529X	2589-5303			2020-01-01		Current	
Brill Research Perspectives in Religion and Politics	2589-5842	2589-5850	2019-01-01	1	1				https://brill.com/view/journals/rprp/rprp-overview.xml		56574		fulltext			serial									new (2019)		2589-5842	2589-5850			2019-07-01		Current	
Brill Research Perspectives in Religion and Psychology	2589-711X	2589-7128	2019-01-01	1	1				https://brill.com/view/journals/rpsy/rpsy-overview.xml		56573		fulltext			serial									new (2019)		2589-711X	2589-7128			2019-06-01		Current	
Brill Research Perspectives in Religion and the Arts	2468-886X	2468-8878	2017-01-01	1	1				https://brill.com/view/journals/rpra/rpra-overview.xml		54489		fulltext			serial											2468-886X	2468-8878					Current	
Brill Research Perspectives in Sociocybernetics and Complexity	2590-0579	2590-0587	2020-01-01	1	1				https://brill.com/view/journals/rpsc/rpsc-overview.xml		57364		fulltext			serial									New ( 2020)		2590-0579	2590-0587			2020-01-01		Current	
Brill Research Perspectives in Southeast European History	2468-5550	2468-5569	2017-01-01	1	1				https://brill.com/view/journals/rpsr/rpsr-overview.xml		40465		fulltext			serial									New for 2017		2468-5550	2468-5569			2018-01-01		Current	
Brill Research Perspectives in Theological Traditions	2589-8795	2589-8809							https://brill.com/view/journals/rptt/rptt-overview.xml		56572		fulltext			serial									new (2019); content not yet available		2589-8795	2589-8809			2020-01-01		Current	
Brill Research Perspectives in Theology	2468-3485	2468-3493	2017-01-01	1	1				https://brill.com/view/journals/rpth/rpth-overview.xml		40467		fulltext			serial									New for 2017		2468-3485	2468-3493			2017-10-01		Current	
Brill Research Perspectives in Transnational Crime	2468-0923	2468-0931	2017-01-01	1	1				https://brill.com/view/journals/rptc/rptc-overview.xml		40466		fulltext			serial									New for 2017		2468-0923	2468-0931			2017-02-01		Current	
Brill Research Perspectives in the Law of the Sea	2451-9340	2451-9359	2017-01-01	1	1				https://brill.com/view/journals/rpls/rpls-overview.xml		32219		fulltext			serial									New for 2017		2451-9340	2451-9359			2017-02-01		Current	
Brill's Annual of Afroasiatic Languages and Linguistics	1876-6633	1877-6930	2009-11-01	1	1				https://brill.com/view/journals/aall/aall-overview.xml		6941		fulltext			serial									now known as: Brill's Journal of Afroasiatic Languages and Linguistics (2018)		1876-6633	1877-6930					Current	
Bulletin of Chinese Linguistics	1933-6985	2405-478X	2006-01-01	1	1				https://brill.com/view/journals/bcl/bcl-overview.xml		32220		fulltext			serial									Open Access from 2018; transfer in (2016)		1933-6985	2405-478X			2016-01-01		Current	
Bustan: The Middle East Book Review	1878-5301	1878-5328	2010-06-01	1	1	2014-12-31	5	2	https://brill.com/view/journals/bcl/bcl-overview.xml		6942		fulltext			serial									Transfer out (2014):Penn State University Press		1878-5301	1878-5328					Current	
Cahiers de Linguistique Asie Orientale / Oriental Languages and Linguistics	0153-3320	1960-6028	1977-01-01	1	1				https://brill.com/view/journals/clao/clao-overview.xml		7399		fulltext			serial											0153-3320	1960-6028					Current	
Canadian-American Slavic Studies	0090-8290	2210-2396	1969-01-01	3	1				https://brill.com/view/journals/css/css-overview.xml		6943		fulltext			serial											0090-8290	2210-2396					Current	
Central Asian Affairs	2214-2282	2214-2290	2014-01-01	1	1				https://brill.com/view/journals/caa/caa-overview.xml		16510		fulltext			serial											2214-2282	2214-2290					Current	
China Law and Society Review	2542-7458	2542-7466	2016-01-01	1	1-2				https://brill.com/view/journals/clsr/clsr-overview.xml		54500		fulltext			serial											2542-7458	2542-7466					Current	
China and Asia	2589-4641	2589-465X	2019-01-01	1	1				https://brill.com/view/journals/cahs/cahs-overview.xml		56571		fulltext			serial									new (2019)		2589-4641	2589-465X			2019-02-01		Current	
Chinese Journal of Environmental Law	2468-6034	2468-6042	2017-01-01	1	1				https://brill.com/view/journals/cjel/cjel-overview.xml		40455		fulltext			serial									New for 2017		2468-6034	2468-6042			2017-08-01		Current	
Chinese Science	0361-9001	2380-4920	1975-01-01	1	1	1998-12-31	15	1	https://brill.com/view/journals/east/east-overview.xml		31837		fulltext			serial									now: East Asian Science, Technology, and Medicine (ISSN: 1562-918X; 1999- )		0361-9001	2380-4920					Current	
Church History and Religious Culture	1871-241X	1871-2428	2006-06-01	86	1				https://brill.com/view/journals/chrc/chrc-overview.xml		6944		fulltext			serial									previously: Nederlands Archief voor Kerkgeschiedenis Dutch Review of Church History		1871-241X	1871-2428					Current	
Climate Law	1878-6553	1878-6561	2010-01-01	1	1				https://brill.com/view/journals/clla/clla-overview.xml		4713		fulltext			serial											1878-6553	1878-6561					Current	
Cognitive Semantics	2352-6408	2352-6416	2015-01-01	1	1				https://brill.com/view/journals/cose/cose-overview.xml		27634		fulltext			serial									new: 2015		2352-6408	2352-6416					Current	
Comparative Political Theory	2666-9765	2666-9773	2021-01-01	1	1				https://brill.com/view/journals/cpt/cpt-overview.xml		58078		fulltext			serial									content not yet available		2666-9765	2666-9773			2025-01-01		Expected	
Comparative Sociology	1569-1322	1569-1330	2002-01-01	1	1				https://brill.com/view/journals/coso/coso-overview.xml		6945		fulltext			serial									previously: International Journal of Comparative Sociology		1569-1322	1569-1330					Current	
Computing Letters	1574-0404		2005-01-01	1	1	2007-11-30	3	2	https://brill.com/view/journals/cole/cole-overview.xml		16456		fulltext			serial									ceased: 2007		1574-0404						Current	
Contemporary Pragmatism	1572-3429	1875-8185	2004-01-01	1	1				https://brill.com/view/journals/copr/copr-overview.xml		27638		fulltext			serial									transfer in (2015): Editions Rodopi		1572-3429	1875-8185					Current	
Contrastive Pragmatics	2666-0385	2666-0393	2020-01-01	1	1				https://brill.com/view/journals/jocp/jocp-overview.xml		57368		fulltext			serial									New (2020)		2666-0385	2666-0393			2020-01-01		Current	
Contributions to Zoology	1383-4517	1875-9866	2000-01-01	69	1				https://brill.com/view/journals/ctoz/ctoz-overview.xml		57228		fulltext			serial									Open access		1383-4517	1875-9866			2020-01-01		Current	
Crossroads: An Interdisciplinary Journal of Asian Interactions	2190-8796	2666-2523	2020-01-01	19	2				https://brill.com/view/journals/cjai/cjai-overview.xml		57373		fulltext			serial									Transfer in (2019):Grossheirath-Gossenberg Ostasien-Verl.		2190-8796	2666-2523			2020-01-01		Current	
Crustaceana	0011-216X	1568-5403	1960-01-01	1	1				https://brill.com/view/journals/cr/cr-overview.xml		6947		fulltext			serial											0011-216X	1568-5403					Current	
Culture and Dialogue	2222-3282	2468-3949	2016-01-01	4	1				https://brill.com/view/journals/cad/cad-overview.xml		40454		fulltext			serial									New for 2016		2222-3282	2468-3949			2016-10-01		Current	
Danish Yearbook of Philosophy	0070-2749	2468-9300	1990-01-01	25	1				https://brill.com/view/journals/dyp/dyp-overview.xml		40468		fulltext			serial									New for 2017		0070-2749	2468-9300			2017-08-01		Current	
Daphnis	0300-693X	1879-6583	2000-01-01	29	1				https://brill.com/view/journals/daph/daph-overview.xml		22142		fulltext			serial									transfer in (2015): Editions Rodopi		0300-693X	1879-6583					Current	
Dead Sea Discoveries	0929-0761	1568-5179	1994-01-01	1	1				https://brill.com/view/journals/dsd/dsd-overview.xml		6948		fulltext			serial											0929-0761	1568-5179					Current	
Die Welt des Islams	0043-2539	1570-0607	1951-01-01	1	1				https://brill.com/view/journals/wdi/wdi-overview.xml		7083		fulltext			serial											0043-2539	1570-0607					Current	
Diplomatica	2589-1766	2589-1774	2019-01-01	1	1				https://brill.com/view/journals/dipl/dipl-overview.xml		56570		fulltext			serial									new (2019)		2589-1766	2589-1774			2019-06-01		Current	
Early Science and Medicine	1383-7427	1573-3823	1996-01-01	1	1				https://brill.com/view/journals/esm/esm-overview.xml		6950		fulltext			serial											1383-7427	1573-3823					Current	
East Asian Publishing and Society	2210-6278	2210-6286	2011-01-01	1	1				https://brill.com/view/journals/eaps/eaps-overview.xml		6951		fulltext			serial											2210-6278	2210-6286					Current	
East Asian Science, Technology, and Medicine	1562-918X	2666-9323	1999-01-01	16	1				https://brill.com/view/journals/east/east-overview.xml		31838		fulltext			serial									previously: Chinese Science (ISSN: 0361-9001; 1975-1998)		1562-918X	2666-9323					Current	
East Central Europe	0094-3037	1876-3308	1975-01-01	2	1				https://brill.com/view/journals/eceu/eceu-overview.xml		6952		fulltext			serial											0094-3037	1876-3308					Current	
Ecclesial Practices	2214-4463	2214-4471	2014-01-01	1	1				https://brill.com/view/journals/ep/ep-overview.xml		16502		fulltext			serial											2214-4463	2214-4471					Current	
Ecclesiology	1744-1366	1745-5316	2004-01-01	1	1				https://brill.com/view/journals/ecso/ecso-overview.xml		6953		fulltext			serial											1744-1366	1745-5316					Current	
Emotions	2206-7485	2208-522X	2017-01-01	1	1				https://brill.com/view/journals/ehcs/ehcs-overview.xml		55743		fulltext			serial									transfer in (2018)		2206-7485	2208-522X					Current	
Endowment Studies	2468-595X	2468-5968	2017-01-01	1	1				https://brill.com/view/journals/ends/ends-overview.xml		40456		fulltext			serial									New for 2017		2468-595X	2468-5968			2017-08-01		Current	
Erasmus of Rotterdam Society Yearbook	0276-2854	1874-9275	1981-01-01	1	1				https://brill.com/view/journals/eras/eras-overview.xml		6954		fulltext			serial									now known as: Erasmus Studies (2018)		0276-2854	1874-9275					Current	
Erudition and the Republic of Letters	2405-5050	2405-5069	2016-01-01	1	1				https://brill.com/view/journals/erl/erl-overview.xml		32221		fulltext			serial									New for 2016		2405-5050	2405-5069			2016-02-01		Current	
Eurasian Studies	1722-0750	2468-5623	2015-01-01	13	1-2				https://brill.com/view/journals/eurs/eurs-overview.xml		40433		fulltext			serial									New for 2017		1722-0750	2468-5623			2017-01-01		Current	
European Investment Law and Arbitration Review Online	2468-7413	2468-9017	2016-01-01	1	1				https://brill.com/view/journals/eilo/eilo-overview.xml		54499		fulltext			serial											2468-7413	2468-9017					Current	
European Journal for the History of Medicine and Health	2666-7703	2666-7711	2021-01-01	78	1				https://brill.com/view/journals/ehmh/ehmh-overview.xml		58079		fulltext			serial									previously: Gesnerus (ISSN: 0016-9161; 1943-2020)		2666-7703	2666-7711					Current	
European Journal of Comparative Law and Governance	2213-4506	2213-4514	2014-01-01	1	1				https://brill.com/view/journals/ejcl/ejcl-overview.xml		7400		fulltext			serial									New for 2013		2213-4506	2213-4514					Current	
European Journal of Crime, Criminal Law and Criminal Justice	0928-9569	1571-8174	1993-01-01	1	1				https://brill.com/view/journals/eccl/eccl-overview.xml		6955		fulltext			serial											0928-9569	1571-8174					Current	
European Journal of East Asian Studies	1568-0584	1570-0615	2002-06-01	1	1				https://brill.com/view/journals/ejea/ejea-overview.xml		6956		fulltext			serial											1568-0584	1570-0615					Current	
European Journal of Health Law	0929-0273	1571-8093	1994-01-01	1	1				https://brill.com/view/journals/ejhl/ejhl-overview.xml		6957		fulltext			serial											0929-0273	1571-8093					Current	
European Journal of Jewish Studies	2213-4972	1872-471X	2007-03-01	1	1				https://brill.com/view/journals/ejjs/ejjs-overview.xml		6958		fulltext			serial											2213-4972	1872-471X					Current	
European Journal of Migration and Law	1388-364X	1571-8166	1999-01-01	1	1				https://brill.com/view/journals/emil/emil-overview.xml		6959		fulltext			serial											1388-364X	1571-8166					Current	
European Review of International Studies	2196-6923	2196-7415	2014-01-01	1	1				https://brill.com/view/journals/eris/eris-overview.xml		57083		fulltext			serial											2196-6923	2196-7415					Current	
European Yearbook of Minority Issues Online		2211-6117	2001-01-01	1	1				https://brill.com/view/journals/ymio/ymio-overview.xml		6960		fulltext			serial												2211-6117					Current	
Exchange	0166-2740	1572-543X	1972-01-01	1	1				https://brill.com/view/journals/exch/exch-overview.xml		6961		fulltext			serial											0166-2740	1572-543X					Current	
Experiment	1084-4945	2211-730X	1996-01-01	2	1				https://brill.com/view/journals/expt/expt-overview.xml		6962		fulltext			serial									content to be loaded - back volumes in process of digitization		1084-4945	2211-730X					Current	
Explorations in Renaissance Culture	0098-2474	2352-6963	1974-01-01	1	1				https://brill.com/view/journals/erc/erc-overview.xml		22381		fulltext			serial									transfer in (2015): South Central Renaissance Conference		0098-2474	2352-6963			2015-01-01		Current	
