publication_type	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name
book	Psychiatry Morning Report: Beyond the Pearls	9780323672962		2021						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20170006559	Cruz	3-s2.0-C20170006559		fulltext		Elsevier
book	Radiology Secrets Plus	9780323286381		2017						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20120061571	Mondschein	3-s2.0-C20120061571		fulltext		Elsevier
book	Rapid Review Pathology	9780323870573		2024						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20200039678	Alfrey	3-s2.0-C20200039678		fulltext		Elsevier
book	Renal Physiology	9780323595681		2019						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20160042833	Koeppen	3-s2.0-C20160042833		fulltext		Elsevier
book	Respiratory Physiology	9780323595780		2019						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20160042882	Cloutier	3-s2.0-C20160042882		fulltext		Elsevier
book	Rheumatology Secrets	9780443127946		2026						https://www.clinicalkey.com/student/content/toc/3-s2.0-C2023000245X	Davis	3-s2.0-C2023000245X		fulltext		Elsevier
book	Robbins & Kumar Basic Pathology	9780323790185		2023						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20190021577	Kumar	3-s2.0-C20190021577		fulltext		Elsevier
book	Robbins and Cotran Atlas of Pathology	9780323640183		2021						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20170006158	Klatt	3-s2.0-C20170006158		fulltext		Elsevier
book	Robbins and Cotran Pathology Flash Cards	9780323352222		2016						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20110061781	Klatt	3-s2.0-C20110061781		fulltext		Elsevier
book	Robbins and Cotran Review of Pathology	9780323640220		2022						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20170006146	Klatt	3-s2.0-C20170006146		fulltext		Elsevier
book	Robbins Essential Pathology	9780323640251		2021						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20170038260	Kumar	3-s2.0-C20170038260		fulltext		Elsevier
book	Robbins, Cotran & Kumar Pathologic Basis of Disease	9780443264528		2026						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20230013929	Aster	3-s2.0-C20230013929		fulltext		Elsevier
book	Spanish and the Medical Interview: Clinical Cases and Exam Review	9780323756488		2022						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20190003901	Alemán	3-s2.0-C20190003901		fulltext		Elsevier
book	Spanish and the Medical Interview	9780323371148		2016						https://www.clinicalkey.com/student/content/toc/3-s2.0-C2014002415X	Ortega	3-s2.0-C2014002415X		fulltext		Elsevier
book	Surgery Morning Report: Beyond the Pearls	9780323597593		2020						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20170009254	Safra	3-s2.0-C20170009254		fulltext		Elsevier
book	Swartz Textbook of Physical Diagnosis	9780443235061		2026						https://www.clinicalkey.com/student/content/toc/3-s2.0-C2023000615X	Swartz	3-s2.0-C2023000615X		fulltext		Elsevier
book	Textbook of Histology	9780323672726		2021						https://www.clinicalkey.com/student/content/toc/3-s2.0-C2018001333X	Gartner	3-s2.0-C2018001333X		fulltext		Elsevier
book	The Developing Human	9780443116988		2025						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20220018183	Persaud	3-s2.0-C20220018183		fulltext		Elsevier
book	The Hospital for Sick Children Handbook of Pediatrics	9780323713405		2022						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20170040016	Fridman	3-s2.0-C20170040016		fulltext		Elsevier
book	The Little Black Book of Neurology	9780323529792		2020						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20140026317	Zaidat	3-s2.0-C20140026317		fulltext		Elsevier
book	Thompson & Thompson Genetics and Genomics in Medicine	9780323547628		2024						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20160043164	Hamosh	3-s2.0-C20160043164		fulltext		Elsevier
book	Unlocking the Leader Within: A Medical Student’s Guide to Practical Leadership	9780323932110		2026						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20210021155	Wu	3-s2.0-C20210021155		fulltext		Elsevier
book	Urgent Care Medicine Secrets	9780443107528		2025						https://www.clinicalkey.com/student/content/toc/3-s2.0-C2022000221X	Swimmer	3-s2.0-C2022000221X		fulltext		Elsevier
book	USMLE Step 1 Secrets in Color	9780323810609		2023						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20180051385	O’Connell	3-s2.0-C20180051385		fulltext		Elsevier
book	USMLE Step 2 CK Plus	9780323829861		2023						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20200024485	Omar	3-s2.0-C20200024485		fulltext		Elsevier
book	USMLE Step 2 Secrets	9780323824330		2022						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20200013241	O'Connell	3-s2.0-C20200013241		fulltext		Elsevier
book	Weir & Abrahams' Imaging Atlas of Human Anatomy	9780702079269		2021						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20180014735	Spratt	3-s2.0-C20180014735		fulltext		Elsevier
book	Wheater's Functional Histology	9780702083341		2024						https://www.clinicalkey.com/student/content/toc/3-s2.0-C20190030178	O’Dowd	3-s2.0-C20190030178		fulltext		Elsevier
