publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
Natural Products Isolation	978-0-89603-362-7	978-1-59259-256-2							http://link.springer.com/10.1007/978-1-59259-256-2		10.1007/978-1-59259-256-2		fulltext		Humana Press	Monograph	1998		4		Cannell	7650	
Neural Stem Cells: Methods and Protocols	978-0-89603-964-3	978-1-59259-186-2							http://link.springer.com/10.1385/1592591868		10.1385/1592591868		fulltext		Humana Press	Monograph	2002		198		Zigova	7651	
Neural Transplantation Methods	978-0-89603-793-9	978-1-59259-690-4							http://link.springer.com/10.1007/978-1-59259-690-4		10.1007/978-1-59259-690-4		fulltext		Humana Press	Monograph	2000		36		Dunnett	7657	
Neurodegeneration Methods and Protocols	978-0-89603-612-3	978-1-59259-604-1							http://link.springer.com/10.1385/089603612X		10.1385/089603612X		fulltext		Humana Press	Monograph	1999		22		Harry	7652	
Neurogenetics	978-0-89603-990-2	978-1-59259-330-9							http://link.springer.com/10.1385/1592593305		10.1385/1592593305		fulltext		Springer New York	Monograph	2003		217		Potter	7651	
Neuropeptide Protocols	978-0-89603-399-3	978-1-59259-559-4							http://link.springer.com/10.1385/0896033996		10.1385/0896033996		fulltext		Humana Press	Monograph	1997		73		Irvine	7651	
Neuropeptide Y Protocols	978-0-89603-662-8	978-1-59259-042-1							http://link.springer.com/10.1385/159259042X		10.1385/159259042X		fulltext		Humana Press	Monograph	2000		153		Balasubramaniam	7651	
Neurophysiological Techniques	978-0-89603-160-9	978-1-59259-619-5							http://link.springer.com/10.1385/0896031608		10.1385/0896031608		fulltext		Humana Press	Monograph	1990		14		Boulton	7657	
Neurophysiological Techniques	978-0-89603-185-2	978-1-59259-620-1							http://link.springer.com/10.1385/0896031853		10.1385/0896031853		fulltext		Humana Press	Monograph	1990		15		Boulton	7657	
Neuropsychology	978-0-89603-133-3	978-1-59259-622-5							http://link.springer.com/10.1385/0896031330		10.1385/0896031330		fulltext		Humana Press	Monograph	1990		17		Boulton	7657	
Neurotransmitter Enzymes	978-0-89603-079-4	978-1-59259-610-2							http://link.springer.com/10.1385/0896030792		10.1385/0896030792		fulltext		Humana Press	Monograph	1986		5		Boulton	7657	
Neurotransmitter Methods	978-0-89603-394-8	978-1-59259-558-7							http://link.springer.com/10.1385/0896033945		10.1385/0896033945		fulltext		Springer New York	Monograph	1997		72		Rayne	7651	
Neurotrophic Factors	978-0-89603-249-1	978-1-59259-630-0							http://link.springer.com/10.1385/0896032493		10.1385/0896032493		fulltext		Humana Press	Monograph	1993		25		Boulton	7657	
Neurotrophin Protocols	978-0-89603-699-4	978-1-59259-060-5							http://link.springer.com/10.1385/1592590608		10.1385/1592590608		fulltext		Humana Press	Monograph	2001		169		Rush	7651	
New Nucleic Acid Techniques	978-0-89603-127-2	978-1-59259-491-7							http://link.springer.com/10.1385/0896031276		10.1385/0896031276		fulltext		Humana Press	Monograph	1988		4		Walker	7651	
New Protein Techniques	978-0-89603-126-5	978-1-59259-490-0							http://link.springer.com/10.1385/0896031268		10.1385/0896031268		fulltext		Humana Press	Monograph	1988		3		Walker	7651	
Nitric Oxide Protocols	978-0-89603-470-9	978-1-59259-749-9							http://link.springer.com/10.1385/1592597491		10.1385/1592597491		fulltext		Humana Press	Monograph	1998		100		Titheradge	7651	
Nitric Oxide Protocols	978-1-58829-237-7	978-1-59259-807-6							http://link.springer.com/10.1385/1592598072		10.1385/1592598072		fulltext		Humana Press	Monograph	2004		279	Second Edition	Hassid	7651	
Nonviral Vectors for Gene Therapy	978-0-89603-712-0	978-1-59259-139-8							http://link.springer.com/10.1385/1592591396		10.1385/1592591396		fulltext		Humana Press	Monograph	2001		65		Findeis	7652	
Novel Anticancer Drug Protocols	978-0-89603-963-6	978-1-59259-380-4							http://link.springer.com/10.1385/1592593801		10.1385/1592593801		fulltext		Humana Press	Monograph	2003		85		Buolamwini	7652	
Nuclease Methods and Protocols	978-0-89603-679-6	978-1-59259-233-3							http://link.springer.com/10.1385/1592592333		10.1385/1592592333		fulltext		Humana Press	Monograph	2001		160		Schein	7651	
Nucleic Acids	978-0-89603-064-0	978-1-59259-489-4							http://link.springer.com/10.1385/0896030644		10.1385/0896030644		fulltext		Humana Press	Monograph	1984		2		Walker	7651	
Opioid Research	978-1-58829-059-5	978-1-59259-379-8							http://link.springer.com/10.1385/1592593798		10.1385/1592593798		fulltext		Humana Press	Monograph	2003		84		Pan	7652	
Optimization in Drug Discovery	978-1-58829-332-9	978-1-59259-800-7							http://link.springer.com/10.1385/1592598005		10.1385/1592598005		fulltext		Humana Press	Monograph	2004				Yan	7653	
Ovarian Cancer	978-0-89603-583-6	978-1-59259-071-1							http://link.springer.com/10.1385/1592590713		10.1385/1592590713		fulltext		Humana Press	Monograph	2001		39		Bartlett	7652	
Oxidants and Antioxidants	978-0-89603-851-6	978-1-59259-274-6							http://link.springer.com/10.1385/1592592740		10.1385/1592592740		fulltext		Humana Press	Monograph	2002		196		Armstrong	7651	
Oxidative Stress Biomarkers and Antioxidant Protocols	978-0-89603-850-9	978-1-59259-173-2							http://link.springer.com/10.1385/1592591736		10.1385/1592591736		fulltext		Humana Press	Monograph	2002		186		Armstrong	7651	
PCR Cloning Protocols	978-0-89603-483-9	978-1-59259-553-2							http://link.springer.com/10.1385/0896034836		10.1385/0896034836		fulltext		Humana Press	Monograph	1997		67		White	7651	
PCR Cloning Protocols	978-0-89603-969-8	978-1-59259-177-0							http://link.springer.com/10.1385/1592591779		10.1385/1592591779		fulltext		Humana Press	Monograph	2002		192	Second Edition	Chen	7651	
PCR Detection of Microbial Pathogens	978-1-58829-049-6	978-1-59259-344-6							http://link.springer.com/10.1385/1592593445		10.1385/1592593445		fulltext		Humana Press	Monograph	2003		216		Sachse	7651	
PCR Mutation Detection Protocols	978-0-89603-617-8	978-1-59259-273-9							http://link.springer.com/10.1385/1592592732		10.1385/1592592732		fulltext		Humana Press	Monograph	2002		187		Theophilus	7651	
PCR Protocols	978-0-89603-244-6	978-1-59259-502-0							http://link.springer.com/10.1385/0896032442		10.1385/0896032442		fulltext		Humana Press	Monograph	1993		15		White	7651	
PCR Protocols	978-0-89603-642-0	978-1-59259-384-2							http://link.springer.com/10.1385/1592593844		10.1385/1592593844		fulltext		Humana Press	Monograph	2003		226	Second Edition	Bartlett	7651	
PCR Sequencing Protocols	978-0-89603-344-3	978-1-59259-551-8							http://link.springer.com/10.1385/0896033449		10.1385/0896033449		fulltext		Springer New York	Monograph	1996		65		Rapley	7651	
PCR in Bioanalysis	978-0-89603-497-6	978-1-59259-575-4							http://link.springer.com/10.1385/0896034976		10.1385/0896034976		fulltext		Humana Press	Monograph	1998		92		Meltzer	7651	
PRINS and In Situ PCR Protocols	978-0-89603-395-5	978-1-59259-557-0							http://link.springer.com/10.1385/0896033953		10.1385/0896033953		fulltext		Humana Press	Monograph	1997		71		Gosden	7651	
Pain Research	978-1-58829-103-5	978-1-59259-770-3							http://link.springer.com/10.1385/159259770X		10.1385/159259770X		fulltext		Humana Press	Monograph	2004		99		Luo	7652	
Parasite Genomics Protocols	978-1-58829-062-5	978-1-59259-793-2							http://link.springer.com/10.1385/1592597939		10.1385/1592597939		fulltext		Humana Press	Monograph	2004		270		Melville	7651	
Parkinson's Disease	978-0-89603-761-8	978-1-59259-142-8							http://link.springer.com/10.1385/1592591426		10.1385/1592591426		fulltext		Humana Press	Monograph	2001		62		Maral Mouradian	7652	
Patch-Clamp Analysis	978-1-58829-013-7	978-1-59259-276-0							http://link.springer.com/10.1385/1592592767		10.1385/1592592767		fulltext		Humana Press	Monograph	2002		35		Walz	7657	
Patch-Clamp Applications and Protocols	978-0-89603-311-5	978-1-59259-631-7							http://link.springer.com/10.1385/0896033112		10.1385/0896033112		fulltext		Humana Press	Monograph	1995		26		Boulton	7657	
Pediatric Hematology	978-1-58829-043-4	978-1-59259-433-7							http://link.springer.com/10.1385/1592594336		10.1385/1592594336		fulltext		Humana Press	Monograph	2004		91		Goulden	7652	
Peptide Analysis Protocols	978-0-89603-274-3	978-1-59259-523-5							http://link.springer.com/10.1385/0896032744		10.1385/0896032744		fulltext		Humana Press	Monograph	1994		36		Dunn	7651	
Peptide Nucleic Acids	978-0-89603-976-6	978-1-59259-290-6							http://link.springer.com/10.1385/1592592902		10.1385/1592592902		fulltext		Springer New York	Monograph	2002		208		Nielsen	7651	
Peptide Research Protocols	978-0-89603-993-3	978-1-59259-289-0							http://link.springer.com/10.1385/1592592899		10.1385/1592592899		fulltext		Springer New York	Monograph	2002		206		Maguire	7651	
Peptide Synthesis Protocols	978-0-89603-273-6	978-1-59259-522-8							http://link.springer.com/10.1385/0896032736		10.1385/0896032736		fulltext		Humana Press	Monograph	1995		35		Pennington	7651	
Peptides	978-0-89603-105-0	978-1-59259-611-9							http://link.springer.com/10.1385/0896031055		10.1385/0896031055		fulltext		Humana Press	Monograph	1987		6		Boulton	7657	
Peptidomimetics Protocols	978-0-89603-517-1	978-1-59259-605-8							http://link.springer.com/10.1385/0896035174		10.1385/0896035174		fulltext		Humana Press	Monograph	1999		23		Kazmierski	7652	
Phospholipid Signaling Protocols	978-0-89603-491-4	978-1-59259-255-5							http://link.springer.com/10.1385/0896034917		10.1385/0896034917		fulltext		Humana Press	Monograph	1998		105		Bird	7651	
Photosynthesis Research Protocols	978-1-58829-232-2	978-1-59259-799-4							http://link.springer.com/10.1385/1592597998		10.1385/1592597998		fulltext		Humana Press	Monograph	2004		274		Carpentier	7651	
Pichia Protocols	978-0-89603-421-1	978-1-59259-578-5							http://link.springer.com/10.1385/0896034216		10.1385/0896034216		fulltext		Humana Press	Monograph	1998		103		Higgins	7651	
Plant Cell Culture Protocols	978-0-89603-549-2	978-1-59259-583-9							http://link.springer.com/10.1385/1592595839		10.1385/1592595839		fulltext		Humana Press	Monograph	1999		111		Hall	7651	
Plant Cell Electroporation and Electrofusion Protocols	978-0-89603-328-3	978-1-59259-542-6							http://link.springer.com/10.1385/0896033287		10.1385/0896033287		fulltext		Springer New York	Monograph	1995		55		Nickoloff	7651	
Plant Cell and Tissue Culture	978-0-89603-161-6	978-1-59259-493-1							http://link.springer.com/10.1385/0896031616		10.1385/0896031616		fulltext		Humana Press	Monograph	1990		6		Pollard	7651	
Plant Functional Genomics	978-1-58829-145-5	978-1-59259-413-9							http://link.springer.com/10.1385/1592594131		10.1385/1592594131		fulltext		Humana Press	Monograph	2003		236		Grotewold	7651	
Plant Gene Transfer and Expression Protocols	978-0-89603-321-4	978-1-59259-536-5							http://link.springer.com/10.1385/089603321X		10.1385/089603321X		fulltext		Springer New York	Monograph	1995		49		Jones	7651	
Plant Hormone Protocols	978-0-89603-577-5	978-1-59259-067-4							http://link.springer.com/10.1385/1592590675		10.1385/1592590675		fulltext		Humana Press	Monograph	2000		141		Tucker	7651	
Plant Virology Protocols	978-0-89603-385-6	978-1-59259-566-2							http://link.springer.com/10.1385/0896033856		10.1385/0896033856		fulltext		Humana Press	Monograph	1998		81		Foster	7651	
Platelets and Megakaryocytes	978-1-58829-011-3	978-1-59259-783-3							http://link.springer.com/10.1385/1592597831		10.1385/1592597831		fulltext		Humana Press	Monograph	2004		273		Gibbins	7651	
Platelets and Megakaryocytes	978-1-58829-101-1	978-1-59259-782-6							http://link.springer.com/10.1385/1592597823		10.1385/1592597823		fulltext		Humana Press	Monograph	2004		272		Gibbins	7651	
Polyamine Protocols	978-0-89603-448-8	978-1-59259-565-5							http://link.springer.com/10.1385/0896034488		10.1385/0896034488		fulltext		Humana Press	Monograph	1998		79		Morgan	7651	
Posttranslational Modifications of Proteins	978-0-89603-678-9	978-1-59259-181-7							http://link.springer.com/10.1385/1592591817		10.1385/1592591817		fulltext		Humana Press	Monograph	2002		194		Kannicht	7651	
Practical Cell Culture Techniques	978-0-89603-214-9	978-1-59259-628-7							http://link.springer.com/10.1385/0896032140		10.1385/0896032140		fulltext		Humana Press	Monograph	1993		23		Boulton	7657	
Practical Molecular Virology	978-0-89603-191-3	978-1-59259-495-5							http://link.springer.com/10.1385/0896031918		10.1385/0896031918		fulltext		Humana Press	Monograph	1992		8		Collins	7651	
Practical Protein Chromatography	978-0-89603-213-2	978-1-59259-498-6							http://link.springer.com/10.1385/0896032132		10.1385/0896032132		fulltext		Humana Press	Monograph	1992		11		Kenney	7651	
Prion Diseases	978-0-89603-342-9	978-1-59259-587-7							http://link.springer.com/10.1385/0896033422		10.1385/0896033422		fulltext		Springer New York	Monograph	1996		3		Baker	7652	
Prostate Cancer Methods and Protocols	978-0-89603-978-0	978-1-59259-372-9							http://link.springer.com/10.1385/1592593720		10.1385/1592593720		fulltext		Springer New York	Monograph	2003		81		Russell	7652	
Protein Arrays	978-1-58829-255-1	978-1-59259-759-8							http://link.springer.com/10.1385/1592597599		10.1385/1592597599		fulltext		Humana Press	Monograph	2004		264		Fung	7651	
Protein Biotechnology	978-0-89603-230-9	978-1-59259-438-2							http://link.springer.com/10.1007/978-1-59259-438-2		10.1007/978-1-59259-438-2		fulltext		Humana Press	Monograph	1993				Franks		
Protein Kinase C Protocols	978-1-58829-068-7	978-1-59259-397-2							http://link.springer.com/10.1385/1592593976		10.1385/1592593976		fulltext		Humana Press	Monograph	2003		233		Newton	7651	
Protein Kinase Protocols	978-0-89603-700-7	978-1-59259-059-9							http://link.springer.com/10.1385/1592590594		10.1385/1592590594		fulltext		Humana Press	Monograph	2001		124		Reith	7651	
Protein Lipidation Protocols	978-0-89603-534-8	978-1-59259-264-7							http://link.springer.com/10.1385/1592592643		10.1385/1592592643		fulltext		Humana Press	Monograph	1999		116		Gelb	7651	
Protein Misfolding and Disease	978-1-58829-065-6	978-1-59259-394-1							http://link.springer.com/10.1385/1592593941		10.1385/1592593941		fulltext		Humana Press	Monograph	2003		232		Bross	7651	
Protein NMR Techniques	978-0-89603-309-2	978-1-59259-546-4							http://link.springer.com/10.1385/0896033090		10.1385/0896033090		fulltext		Humana Press	Monograph	1997		60		Reid	7651	
Protein NMR Techniques	978-1-58829-246-9	978-1-59259-809-0							http://link.springer.com/10.1385/1592598099		10.1385/1592598099		fulltext		Humana Press	Monograph	2004		278	Second Edition	Downing	7651	
Protein Phosphatase Protocols	978-0-89603-468-6	978-1-59259-267-8							http://link.springer.com/10.1385/0896034682		10.1385/0896034682		fulltext		Humana Press	Monograph	1998		93		Ludlow	7651	
Protein Purification Protocols	978-0-89603-336-8	978-1-59259-545-7							http://link.springer.com/10.1385/0896033368		10.1385/0896033368		fulltext		Humana Press	Monograph	1996		59		Doonan	7651	
Protein Purification Protocols	978-1-58829-067-0	978-1-59259-655-3							http://link.springer.com/10.1385/159259655X		10.1385/159259655X		fulltext		Humana Press	Monograph	2004		244	Second Edition	Cutler	7651	
Protein Sequencing Protocols	978-0-89603-353-5	978-1-59259-550-1							http://link.springer.com/10.1385/0896033538		10.1385/0896033538		fulltext		Humana Press	Monograph	1997		64		Smith	7651	
Protein Sequencing Protocols	978-0-89603-975-9	978-1-59259-342-2							http://link.springer.com/10.1385/1592593429		10.1385/1592593429		fulltext		Humana Press	Monograph	2003		211	Second Edition	Smith	7651	
Protein Stability and Folding	978-0-89603-301-6	978-1-59259-527-3							http://link.springer.com/10.1385/0896033015		10.1385/0896033015		fulltext		Humana Press	Monograph	1995		40		Shirley	7651	
Protein Structure Prediction	978-0-89603-637-6	978-1-59259-368-2							http://link.springer.com/10.1385/1592593682		10.1385/1592593682		fulltext		Humana Press	Monograph	2000		143		Webster	7651	
Protein Structure, Stability, and Folding	978-0-89603-682-6	978-1-59259-193-0							http://link.springer.com/10.1385/1592591930		10.1385/1592591930		fulltext		Humana Press	Monograph	2001		168		Murphy	7651	
Protein Synthesis	978-0-89603-397-9	978-1-59259-563-1							http://link.springer.com/10.1385/089603397X		10.1385/089603397X		fulltext		Springer New York	Monograph	1998		77		Martin	7651	
Protein Targeting Protocols	978-0-89603-487-7	978-1-59259-572-3							http://link.springer.com/10.1385/0896034879		10.1385/0896034879		fulltext		Humana Press	Monograph	1998		88		Clegg	7651	
Protein and Peptide Analysis by Mass Spectrometry	978-0-89603-345-0	978-1-59259-547-1							http://link.springer.com/10.1385/0896033457		10.1385/0896033457		fulltext		Humana Press	Monograph	1996		61		Chapman	7651	
Protein-Protein Interactions	978-1-58829-120-2	978-1-59259-762-8							http://link.springer.com/10.1385/1592597629		10.1385/1592597629		fulltext		Humana Press	Monograph	2004		261		Fu	7651	
Proteins	978-0-89603-062-6	978-1-59259-488-7							http://link.springer.com/10.1385/0896030628		10.1385/0896030628		fulltext		Humana Press	Monograph	1984		1		Walker	7651	
Proteoglycan Protocols	978-0-89603-759-5	978-1-59259-209-8							http://link.springer.com/10.1385/1592592090		10.1385/1592592090		fulltext		Humana Press	Monograph	2001		171		Iozzo	7651	
Protocols for Gene Analysis	978-0-89603-258-3	978-1-59259-518-1							http://link.springer.com/10.1385/0896032582		10.1385/0896032582		fulltext		Humana Press	Monograph	1994		31		Harwood	7651	
Protocols for Neural Cell Culture	978-0-89603-902-5	978-1-59259-207-4							http://link.springer.com/10.1385/1592592074		10.1385/1592592074		fulltext		Humana Press	Monograph	2001			Third Edition	Fedoroff		
Protocols for Nucleic Acid Analysis by Nonradioactive Probes	978-0-89603-254-5	978-1-59259-515-0							http://link.springer.com/10.1385/089603254X		10.1385/089603254X		fulltext		Humana Press	Monograph	1994		28		Isaac	7651	
Protocols for Oligonucleotide Conjugates	978-0-89603-252-1	978-1-59259-513-6							http://link.springer.com/10.1007/978-1-59259-513-6	Agrawal	10.1007/978-1-59259-513-6		fulltext		Humana Press	Monograph	1994		26			7651	
Protocols for Oligonucleotides and Analogs	978-0-89603-281-1	978-1-59259-507-5							http://link.springer.com/10.1385/0896032817		10.1385/0896032817		fulltext		Humana Press	Monograph	1993		20		Agrawal	7651	
Protocols in Human Molecular Genetics	978-0-89603-205-7	978-1-59259-496-2							http://link.springer.com/10.1385/0896032051		10.1385/0896032051		fulltext		Springer New York	Monograph	1992		9		Mathew	7651	
Protocols in Molecular Neurobiology	978-0-89603-199-9	978-1-59259-500-6							http://link.springer.com/10.1385/0896031993		10.1385/0896031993		fulltext		Springer New York	Monograph	1992		13		Longstaff	7651	
Protocols in Molecular Parasitology	978-0-89603-239-2	978-1-59259-508-2							http://link.springer.com/10.1385/0896032396		10.1385/0896032396		fulltext		Humana Press	Monograph	1993		21		Hyde	7651	
Psychiatric Genetics	978-1-58829-037-3	978-1-59259-348-4							http://link.springer.com/10.1385/1592593488		10.1385/1592593488		fulltext		Humana Press	Monograph	2003		77		Leboyer	7652	
Psychopharmacology	978-0-89603-129-6	978-1-59259-618-8							http://link.springer.com/10.1385/0896031292		10.1385/0896031292		fulltext		Humana Press	Monograph	1989		13		Boulton	7657	
Public Health Microbiology	978-1-58829-117-2	978-1-59259-766-6							http://link.springer.com/10.1385/1592597661		10.1385/1592597661		fulltext		Humana Press	Monograph	2004		268		Spencer	7651	
Pulsed-Field Gel Electrophoresis	978-0-89603-229-3	978-1-59259-499-3							http://link.springer.com/10.1385/0896032299		10.1385/0896032299		fulltext		Humana Press	Monograph	1992		12		Burmeister	7651	
Quantitative PCR Protocols	978-0-89603-518-8	978-1-59259-262-3							http://link.springer.com/10.1385/0896035182		10.1385/0896035182		fulltext		Humana Press	Monograph	1999		26		Kochanowski	7652	
Quantitative Trait Loci	978-0-89603-927-8	978-1-59259-176-3							http://link.springer.com/10.1385/1592591760		10.1385/1592591760		fulltext		Humana Press	Monograph	2002		195		Camp	7651	
RNA Interference, Editing, and Modification	978-1-58829-242-1	978-1-59259-775-8							http://link.springer.com/10.1385/1592597750		10.1385/1592597750		fulltext		Humana Press	Monograph	2004		265		Gott	7651	
RNA Isolation and Characterization Protocols	978-0-89603-494-5	978-1-59259-570-9							http://link.springer.com/10.1385/0896034941		10.1385/0896034941		fulltext		Humana Press	Monograph	1998		86		Rapley	7651	
RNA-Protein Interaction Protocols	978-0-89603-568-3	978-1-59259-676-8							http://link.springer.com/10.1385/1592596762		10.1385/1592596762		fulltext		Humana Press	Monograph	1999		118		Haynes	7651	
RT-PCR Protocols	978-0-89603-875-2	978-1-59259-283-8							http://link.springer.com/10.1385/159259283X		10.1385/159259283X		fulltext		Humana Press	Monograph	2002		193		O’Connell	7651	
Receptor Binding	978-0-89603-078-7	978-1-59259-609-6							http://link.springer.com/10.1385/0896030784		10.1385/0896030784		fulltext		Humana Press	Monograph	1986		4		Boulton	7657	
Receptor Binding Techniques	978-0-89603-530-0	978-1-59259-579-2							http://link.springer.com/10.1385/0896035301		10.1385/0896035301		fulltext		Springer New York	Monograph	1999		106		Keen	7651	
Receptor Signal Transduction Protocols	978-0-89603-495-2	978-1-59259-567-9							http://link.springer.com/10.1385/089603495X		10.1385/089603495X		fulltext		Humana Press	Monograph	1997		83		Challiss	7651	
Receptor Signal Transduction Protocols	978-1-58829-329-9	978-1-59259-754-3							http://link.springer.com/10.1385/1592597548		10.1385/1592597548		fulltext		Humana Press	Monograph	2004		259	Second Edition	Willars	7651	
Recombinant Antibodies for Cancer Therapy	978-0-89603-918-6	978-1-59259-334-7							http://link.springer.com/10.1385/1592593348		10.1385/1592593348		fulltext		Humana Press	Monograph	2003		207		Welschof	7651	
Recombinant Gene Expression	978-1-58829-262-9	978-1-59259-774-1							http://link.springer.com/10.1385/1592597742		10.1385/1592597742		fulltext		Humana Press	Monograph	2004		267	Second Edition	Balbás	7651	
Recombinant Gene Expression Protocols	978-0-89603-480-8	978-1-59259-548-8							http://link.springer.com/10.1385/0896034801		10.1385/0896034801		fulltext		Humana Press	Monograph	1997		62		Tuan	7651	
Recombinant Protein Protocols	978-0-89603-481-5	978-1-59259-549-5							http://link.springer.com/10.1385/089603481X		10.1385/089603481X		fulltext		Humana Press	Monograph	1997		63		Tuan	7651	
Recombinant Proteins from Plants	978-0-89603-390-0	978-1-60327-260-5							http://link.springer.com/10.1007/978-1-60327-260-5		10.1007/978-1-60327-260-5		fulltext		Humana Press	Monograph	1998		3		Cunningham	7650	
Regulatory Protein Modification	978-0-89603-415-0	978-1-59259-635-5							http://link.springer.com/10.1385/0896034151		10.1385/0896034151		fulltext		Humana Press	Monograph	1997		30		Hemmings	7657	
Renal Cancer	978-0-89603-828-8	978-1-59259-144-2							http://link.springer.com/10.1385/1592591442		10.1385/1592591442		fulltext		Humana Press	Monograph	2001		53		Mydlo	7652	
Renal Disease	978-1-58829-134-9	978-1-59259-392-7							http://link.springer.com/10.1385/1592593925		10.1385/1592593925		fulltext		Humana Press	Monograph	2003		86		Goligorsky	7652	
Retinoid Protocols	978-0-89603-438-9	978-1-59259-573-0							http://link.springer.com/10.1385/0896034380		10.1385/0896034380		fulltext		Humana Press	Monograph	1998		89		Redfern	7651	
Ribozyme Protocols	978-0-89603-389-4	978-1-59259-560-0							http://link.springer.com/10.1385/0896033899		10.1385/0896033899		fulltext		Humana Press	Monograph	1997		74		Turner	7651	
Ribozymes and siRNA Protocols	978-1-58829-226-1	978-1-59259-746-8							http://link.springer.com/10.1385/1592597467		10.1385/1592597467		fulltext		Humana Press	Monograph	2004		252	Second Edition	Sioud	7651	
Rotaviruses	978-0-89603-736-6	978-1-59259-078-0							http://link.springer.com/10.1385/1592590780		10.1385/1592590780		fulltext		Humana Press	Monograph	2000		34		Gray	7652	
SV40 Protocols	978-0-89603-653-6	978-1-59259-117-6							http://link.springer.com/10.1385/1592591175		10.1385/1592591175		fulltext		Humana Press	Monograph	2001		165		Raptis	7651	
Septic Shock Methods and Protocols	978-0-89603-730-4	978-1-59259-216-6							http://link.springer.com/10.1385/1592592163		10.1385/1592592163		fulltext		Humana Press	Monograph	2000		36		Evans	7652	
Sequence Data Analysis Guidebook	978-0-89603-358-0	978-1-59259-556-3							http://link.springer.com/10.1385/0896033589		10.1385/0896033589		fulltext		Springer New York	Monograph	1997		70		Swindell	7651	
Sexually Transmitted Diseases	978-0-89603-535-5	978-1-59259-212-8							http://link.springer.com/10.1385/0896035352		10.1385/0896035352		fulltext		Humana Press	Monograph	1999		20		Peeling	7652	
Signal Transduction Protocols	978-0-89603-298-9	978-1-59259-528-0							http://link.springer.com/10.1385/0896032981		10.1385/0896032981		fulltext		Humana Press	Monograph	1995		41		Kendall	7651	
Signal Transduction Protocols	978-1-58829-245-2	978-1-59259-816-8							http://link.springer.com/10.1385/1592598161		10.1385/1592598161		fulltext		Humana Press	Monograph	2004		284	Second Edition	Dickson	7651	
Single Nucleotide Polymorphisms	978-0-89603-968-1	978-1-59259-327-9							http://link.springer.com/10.1385/1592593275		10.1385/1592593275		fulltext		Springer New York	Monograph	2003		212		Kwok	7651	
Species Diagnostics Protocols	978-0-89603-323-8	978-1-59259-537-2							http://link.springer.com/10.1385/0896033236		10.1385/0896033236		fulltext		Humana Press	Monograph	1996		50		Clapp	7651	
Spectroscopic Methods and Analyses	978-0-89603-215-6	978-1-59259-504-4							http://link.springer.com/10.1385/0896032159		10.1385/0896032159		fulltext		Humana Press	Monograph	1993		17		Jones	7651	
Steroid Receptor Methods	978-0-89603-754-0	978-1-59259-115-2							http://link.springer.com/10.1385/1592591159		10.1385/1592591159		fulltext		Humana Press	Monograph	2001		176		Lieberman	7651	
Stress Response	978-0-89603-611-6	978-1-59259-054-4							http://link.springer.com/10.1385/1592590543		10.1385/1592590543		fulltext		Humana Press	Monograph	2000		99		Walker	7651	
Suicide Gene Therapy	978-0-89603-971-1	978-1-59259-429-0							http://link.springer.com/10.1385/1592594298		10.1385/1592594298		fulltext		Humana Press	Monograph	2004		90		Springer	7652	
Superantigen Protocols	978-0-89603-984-1	978-1-59259-367-5							http://link.springer.com/10.1385/1592593674		10.1385/1592593674		fulltext		Humana Press	Monograph	2003		214		Krakauer	7651	
Supercritical Fluid Methods and Protocols	978-0-89603-571-3	978-1-59259-030-8							http://link.springer.com/10.1385/1592590306		10.1385/1592590306		fulltext		Humana Press	Monograph	2000		13		Williams	7650	
T Cell Protocols	978-0-89603-810-3	978-1-59259-682-9							http://link.springer.com/10.1385/1592596827		10.1385/1592596827		fulltext		Humana Press	Monograph	2000		134		Kearse	7651	
Techniques in Cell Cycle Analysis	978-0-89603-097-8	978-1-60327-406-7							http://link.springer.com/10.1007/978-1-60327-406-7		10.1007/978-1-60327-406-7		fulltext		Humana Press	Monograph	1987				Gray		
Telomeres and Telomerase	978-0-89603-657-4	978-1-59259-189-3							http://link.springer.com/10.1385/1592591892		10.1385/1592591892		fulltext		Humana Press	Monograph	2002		191		Double	7651	
The Blood-Brain Barrier	978-1-58829-073-1	978-1-59259-419-1							http://link.springer.com/10.1385/1592594190		10.1385/1592594190		fulltext		Humana Press	Monograph	2003		89		Nag	7652	
The Elisa Guidebook	978-0-89603-950-6	978-1-59259-049-0							http://link.springer.com/10.1385/1592590497	Crowther	10.1385/1592590497		fulltext		Humana Press	Monograph	2000		149			7651	
The Neuronal Microenvironment	978-0-89603-115-9	978-1-59259-614-0							http://link.springer.com/10.1385/0896031152		10.1385/0896031152		fulltext		Humana Press	Monograph	1988		9		Boulton	7657	
The Nucleic Acid Protocols Handbook	978-0-89603-459-4	978-1-59259-038-4							http://link.springer.com/10.1385/1592590381		10.1385/1592590381		fulltext		Humana Press	Monograph	2000				Rapley		
The Protein Protocols Handbook	978-0-89603-338-2	978-1-60327-259-9							http://link.springer.com/10.1007/978-1-60327-259-9		10.1007/978-1-60327-259-9		fulltext		Humana Press	Monograph	1996				Walker		
