publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
International Microbiology	1139-6709	1618-1905	2001-03	4	1	2003-12	6	4	http://link.springer.com/journal/10123		10123		fulltext		Springer-Verlag	Serial							
International Nano Letters	2008-9295	2228-5326	2012-04	2	1	2015-12	5	4	http://link.springer.com/journal/40089		40089		fulltext		Springer Berlin Heidelberg	Serial							
International Review of Economics	1865-1704	1863-4613	2006-03	53	1	2015-12	62	4	http://link.springer.com/journal/12232		12232		fulltext		Springer Berlin Heidelberg	Serial							
International Review on Public and Nonprofit Marketing	1865-1984	1865-1992	2004-06	1	1	2015-12	12	3	http://link.springer.com/journal/12208		12208		fulltext		Springer Berlin Heidelberg	Serial							
Investigative Genetics		2041-2223	2010-09	1	1	2015-12	6	1	http://link.springer.com/journal/13323		13323		fulltext		BioMed Central	Serial							
Iranian Polymer Journal	1026-1265	1735-5265	2012-01	21	1	2016-01	25	1	http://link.springer.com/journal/13726		13726		fulltext		Springer Berlin Heidelberg	Serial							
Irish Veterinary Journal		2046-0481	2011-03	64	1	2015-12	68	1	http://link.springer.com/journal/13620		13620		fulltext		BioMed Central	Serial							
Israel Journal of Health Policy Research		2045-4015	2012-01	1	1	2015-12	4	1	http://link.springer.com/journal/13584		13584		fulltext		BioMed Central	Serial							
Italian Economic Journal	2199-322X	2199-3238	2014-11	1	1	2015-11	1	3	http://link.springer.com/journal/40797		40797		fulltext		Springer International Publishing	Serial							
Italian Journal of Pediatrics		1824-7288	2008-11	34	1	2015-12	41	1	http://link.springer.com/journal/13052		13052		fulltext		BioMed Central	Serial							
Izvestiya, Atmospheric and Oceanic Physics	0001-4338	1555-628X	2006-01	42	1	2015-12	51	8	http://link.springer.com/journal/11485		11485		fulltext		Pleiades Publishing	Serial							
Izvestiya, Physics of the Solid Earth	1069-3513	1555-6506	2006-01	42	1	2015-11	51	6	http://link.springer.com/journal/11486		11486		fulltext		Pleiades Publishing	Serial							
JA Clinical Reports		2363-9024	2015-08	1	1	2015-12	1	1	http://link.springer.com/journal/40981		40981		fulltext		Springer Berlin Heidelberg	Serial							
JGZ Tijdschrift voor jeugdgezondheidszorg	1567-8644	1876-598X	2012-02	44	1	2015-12	47	6	http://link.springer.com/journal/12452		12452		fulltext		Bohn Stafleu van Loghum	Serial							
JOT Journal für Oberflächentechnik	0940-8789	2192-869X	2000-01	40	1	2016-01	56	1	http://link.springer.com/journal/35144		35144		fulltext		Springer Fachmedien Wiesbaden	Serial							
Jahresbericht der Deutschen Mathematiker-Vereinigung	0012-0456	1869-7135	2010-03	112	1	2015-12	117	4	http://link.springer.com/journal/13291		13291		fulltext		Springer Berlin Heidelberg	Serial							
Japanese Journal of Mathematics	0289-2316	1861-3624	2006-04	1	1	2015-11	10	2	http://link.springer.com/journal/11537		11537		fulltext		Springer Japan	Serial							
Japanese Journal of Ophthalmology	0021-5155	1613-2246	2004-01	48	1	2015-11	59	6	http://link.springer.com/journal/10384		10384		fulltext		Springer Japan	Serial							
Japanese Journal of Radiology	1867-1071	1867-108X	2006-01	24	1	2015-12	33	11	http://link.springer.com/journal/11604		11604		fulltext		Springer Japan	Serial							
Jeugd en Co	1873-9164	1876-6080	2012-02	6	1	2015-12	9	6	http://link.springer.com/journal/12449		12449		fulltext		Bohn Stafleu van Loghum	Serial							
Jeugd en Co Kennis	1873-9172	1876-6099	2007-03	1	1	2011-12	2010	1	http://link.springer.com/journal/12450		12450		fulltext		Bohn Stafleu van Loghum	Serial							
Jeugdbeleid	1873-9482	1876-6056	2012-03	6	1	2015-12	9	4	http://link.springer.com/journal/12451		12451		fulltext		Bohn Stafleu van Loghum	Serial							
Jindal Global Law Review	0975-2498	2364-4869	2015-04	6	1	2015-10	6	2	http://link.springer.com/journal/41020		41020		fulltext		Springer India	Serial							
Journal Africain d'Hépato-Gastroentérologie	1954-3204	1954-3212	2007-04	1	1	2015-12	9	4	http://link.springer.com/journal/12157		12157		fulltext		Lavoisier	Serial							
Journal Africain du Cancer / African Journal of Cancer	1965-0817	1965-0825	2009-02	1	1	2015-11	7	4	http://link.springer.com/journal/12558		12558		fulltext		Lavoisier	Serial							
Journal for ImmunoTherapy of Cancer		2051-1426	2013-05	1	1	2015-12	3	1	http://link.springer.com/journal/40425		40425		fulltext		BioMed Central	Serial							
Journal for Labour Market Research	1614-3485	1867-8343	2009-05	42	1	2015-12	48	4	http://link.springer.com/journal/12651		12651		fulltext		Springer Berlin Heidelberg	Serial							
Journal für Rechtspolitik	0943-4011	1613-754X	2007-01	15	1	2012-12	20	4	http://link.springer.com/journal/730		730		fulltext		Springer-Verlag	Serial							
Journal für Verbraucherschutz und Lebensmittelsicherheit	1661-5751	1661-5867	2006-02	1	1	2015-12	10	4	http://link.springer.com/journal/3		3		fulltext		Springer International Publishing	Serial							
Journal für Ästhetische Chirurgie	1867-4305	1867-4313	2008-10	1	1	2015-11	8	4	http://link.springer.com/journal/12631		12631		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Academic Ethics	1570-1727	1572-8544	2003-03	1	1	2015-12	13	4	http://link.springer.com/journal/10805		10805		fulltext		Springer Netherlands	Serial							
Journal of Acupuncture and Tuina Science	1672-3597	1993-0399	2003-02	1	1	2015-12	13	6	http://link.springer.com/journal/11726		11726		fulltext		Shanghai Research Institute of Acupuncture and Meridian	Serial							
Journal of Advanced Ceramics	2226-4108	2227-8508	2012-03	1	1	2015-12	4	4	http://link.springer.com/journal/40145		40145		fulltext		Tsinghua University Press	Serial							
Journal of Advancement in Medicine	0894-5888	1573-9767	1997-01	10	1	1999-06	12	2	http://link.springer.com/journal/11287		11287		fulltext		Kluwer Academic Publishers-Plenum Publishers	Serial							
Journal of Aging and Identity	1087-3732	1573-3491	1998-03	3	1	2002-12	7	4	http://link.springer.com/journal/10859		10859		fulltext		Kluwer Academic Publishers-Plenum Publishers	Serial							
Journal of Agricultural, Biological, and Environmental Statistics	1085-7117	1537-2693	2001-03	6	1	2015-12	20	4	http://link.springer.com/journal/13253		13253		fulltext		Springer US	Serial							
Journal of Ambient Intelligence and Humanized Computing	1868-5137	1868-5145	2010-03	1	1	2015-12	6	6	http://link.springer.com/journal/12652		12652		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Analytical Chemistry	1061-9348	1608-3199	2000-01	55	1	2016-01	71	1	http://link.springer.com/journal/10809		10809		fulltext		Pleiades Publishing	Serial							
Journal of Analytical Science and Technology		2093-3371	2013-04	4	1	2015-12	6	1	http://link.springer.com/journal/40543		40543		fulltext		Korea Basic Science Institute	Serial							
Journal of Animal Science and Biotechnology		2049-1891	2012-02	3	1	2015-12	6	1	http://link.springer.com/journal/40104		40104		fulltext		BioMed Central	Serial							
Journal of Animal Science and Technology		2055-0391	2014-05	56	1	2015-12	57	1	http://link.springer.com/journal/40781		40781		fulltext		BioMed Central	Serial							
Journal of Applied Genetics	1234-1983	2190-3883	2006-03	47	1	2015-12	56	4	http://link.springer.com/journal/13353		13353		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Applied Psychoanalytic Studies	1521-1401	1573-3459	1999-01	1	1	2003-10	5	4	http://link.springer.com/journal/10810		10810		fulltext		Kluwer Academic Publishers-Plenum Publishers	Serial							
Journal of Applied Volcanology		2191-5040	2012-01	1	1	2015-12	4	1	http://link.springer.com/journal/13617		13617		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Applied and Industrial Mathematics	1990-4789	1990-4797	2007-03	1	1	2015-10	9	4	http://link.springer.com/journal/11754		11754		fulltext		Pleiades Publishing	Serial							
Journal of Arid Land	1674-6767	2194-7783	2013-03	5	1	2016-02	8	1	http://link.springer.com/journal/40333		40333		fulltext		Science Press	Serial							
Journal of Artificial Organs	1434-7229	1619-0904	1998-03	1	1	2015-12	18	4	http://link.springer.com/journal/10047		10047		fulltext		Springer Japan	Serial							
Journal of Big Data		2196-1115	2014-06	1	1	2015-12	2	1	http://link.springer.com/journal/40537		40537		fulltext		Springer International Publishing	Serial							
Journal of Bio- and Tribo-Corrosion	2198-4220	2198-4239	2014-10	1	1	2015-10	1	4	http://link.springer.com/journal/40735		40735		fulltext		Springer International Publishing	Serial							
Journal of Bioeconomics	1387-6996	1573-6989	1999-01	1	1	2015-11	17	3	http://link.springer.com/journal/10818		10818		fulltext		Springer US	Serial							
Journal of Bioethical Inquiry	1176-7529	1872-4353	2004-04	1	1	2015-12	12	4	http://link.springer.com/journal/11673		11673		fulltext		Springer Netherlands	Serial							
Journal of Biological Engineering		1754-1611	2007-10	1	1	2015-12	9	1	http://link.springer.com/journal/13036		13036		fulltext		BioMed Central	Serial							
Journal of Biological Research-Thessaloniki		2241-5793	2014-05	21	1	2015-12	22	1	http://link.springer.com/journal/40709		40709		fulltext		BioMed Central	Serial							
Journal of Biology		1475-4924	2002-06	1	1	2010-04	9	3	http://link.springer.com/journal/13061		13061		fulltext		BioMed Central	Serial							
Journal of Biomedical Discovery and Collaboration		1747-5333	2007-10	2	1	2007-10	2	1	http://link.springer.com/journal/13009		13009		fulltext		BioMed Central	Serial							
Journal of Biomedical Science		1423-0127	2008-12	16	1	2015-12	22	1	http://link.springer.com/journal/12929		12929		fulltext		BioMed Central	Serial							
Journal of Biomedical Semantics		2041-1480	2010-03	1	1	2015-12	6	1	http://link.springer.com/journal/13326		13326		fulltext		BioMed Central	Serial							
Journal of Biorheology	1867-0466	1867-0474	2009-07	23	1	2013-11	27	1	http://link.springer.com/journal/12573		12573		fulltext		Springer Japan	Serial							
Journal of Brachial Plexus and Peripheral Nerve Injury		1749-7221	2006-09	1	1	2014-03	9	1	http://link.springer.com/journal/13016		13016		fulltext		BioMed Central	Serial							
Journal of Business Economics	0044-2372	1861-8928	2006-01	76	1	2015-12	85	9	http://link.springer.com/journal/11573		11573		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Business Market Management	1864-0753	1864-0761	2007-03	1	1	2010-12	4	4	http://link.springer.com/journal/12087		12087		fulltext		SP Gabler Verlag	Serial							
Journal of Cachexia, Sarcopenia and Muscle	2190-5991	2190-6009	2010-09	1	1	2014-12	5	4	http://link.springer.com/journal/13539		13539		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Cancer Education	0885-8195	1543-0154	2007-03	22	1	2015-12	30	4	http://link.springer.com/journal/13187		13187		fulltext		Springer US	Serial							
Journal of Cancer Survivorship	1932-2259	1932-2267	2007-03	1	1	2015-12	9	4	http://link.springer.com/journal/11764		11764		fulltext		Springer US	Serial							
Journal of Cardiothoracic Surgery		1749-8090	2006-03	1	1	2015-12	10	1	http://link.springer.com/journal/13019		13019		fulltext		BioMed Central	Serial							
Journal of Cardiovascular Magnetic Resonance		1532-429X	2008-01	10	1	2015-12	17	1	http://link.springer.com/journal/12968		12968		fulltext		BioMed Central	Serial							
Journal of Cardiovascular Translational Research	1937-5387	1937-5395	2008-03	1	1	2015-12	8	9	http://link.springer.com/journal/12265		12265		fulltext		Springer US	Serial							
Journal of Cell Communication and Signaling	1873-9601	1873-961X	2007-06	1	1	2015-12	9	3	http://link.springer.com/journal/12079		12079		fulltext		Springer Netherlands	Serial							
Journal of Chemical Biology	1864-6158	1864-6166	2008-11	1	1	2015-11	8	4	http://link.springer.com/journal/12154		12154		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Cheminformatics		1758-2946	2009-03	1	1	2015-12	7	1	http://link.springer.com/journal/13321		13321		fulltext		Springer International Publishing	Serial							
Journal of Child & Adolescent Trauma	1936-1521	1936-153X	2008-03	1	1	2015-12	8	4	http://link.springer.com/journal/40653		40653		fulltext		Springer International Publishing	Serial							
Journal of Children's Orthopaedics	1863-2521	1863-2548	2007-03	1	1	2015-12	9	6	http://link.springer.com/journal/11832		11832		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Chinese Management		2195-9897	2014-05	1	1	2014-05	1	1	http://link.springer.com/journal/40527		40527		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Circadian Rhythms		1740-3391	2003-10	1	1	2014-01	12	1	http://link.springer.com/journal/12973		12973		fulltext		BioMed Central	Serial							
Journal of Civil Structural Health Monitoring	2190-5452	2190-5479	2011-06	1	1	2015-12	5	5	http://link.springer.com/journal/13349		13349		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Clinical Bioinformatics		2043-9113	2011-01	1	1	2015-04	5	1	http://link.springer.com/journal/13336		13336		fulltext		BioMed Central	Serial							
Journal of Clinical Geropsychology	1079-9362	1573-3556	1999-01	5	1	2002-10	8	4	http://link.springer.com/journal/10873		10873		fulltext		Kluwer Academic Publishers-Plenum Publishers	Serial							
Journal of Clinical Movement Disorders		2054-7072	2014-10	1	1	2015-12	2	1	http://link.springer.com/journal/40734		40734		fulltext		BioMed Central	Serial							
Journal of Cloud Computing		2192-113X	2012-04	1	1	2015-12	4	1	http://link.springer.com/journal/13677		13677		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Coal Science and Engineering (China)	1006-9097	1866-6566	2008-03	14	1	2013-12	19	4	http://link.springer.com/journal/12404		12404		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Coatings Technology	0361-8773	1935-3804	1997-01	69	7	2003-10	75	945	http://link.springer.com/journal/12166		12166		fulltext		Springer US	Serial							
Journal of Coatings Technology and Research	1547-0091	1935-3804	2004-01	1	1	2016-01	13	1	http://link.springer.com/journal/11998		11998		fulltext		Springer US	Serial							
Journal of Combinatorial Optimization	1382-6905	1573-2886	1997-03	1	1	2015-12	30	4	http://link.springer.com/journal/10878		10878		fulltext		Springer US	Serial							
Journal of Communications Technology and Electronics	1064-2269	1555-6557	2006-01	51	1	2015-12	60	12	http://link.springer.com/journal/11487		11487		fulltext		Pleiades Publishing	Serial							
Journal of Community Genetics	1868-310X	1868-6001	2010-03	1	1	2015-12	6	4	http://link.springer.com/journal/12687		12687		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Comparative Policy Analysis	1387-6988	1572-5448	1998-09	1	1	2003-06	5	2	http://link.springer.com/journal/10829		10829		fulltext		Kluwer Academic Publishers	Serial							
Journal of Compassionate Health Care		2053-2393	2014-10	1	1	2015-10	2	1	http://link.springer.com/journal/40639		40639		fulltext		BioMed Central	Serial							
Journal of Computational Analysis and Applications	1521-1398	1572-9206	1999-01	1	1	2003-10	5	4	http://link.springer.com/journal/10819		10819		fulltext		Kluwer Academic Publishers-Plenum Publishers	Serial							
Journal of Computational Electronics	1569-8025	1572-8137	2002-07	1	1	2015-12	14	4	http://link.springer.com/journal/10825		10825		fulltext		Springer US	Serial							
Journal of Computational Surgery		2194-3990	2014-01	1	1	2015-08	2	1	http://link.springer.com/journal/40244		40244		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Computer Virology and Hacking Techniques	2274-2042	2263-8733	2005-11	1	1	2015-12	11	4	http://link.springer.com/journal/11416		11416		fulltext		Springer Paris	Serial							
Journal of Computer and Systems Sciences International	1064-2307	1555-6530	2006-01	45	1	2015-11	54	6	http://link.springer.com/journal/11488		11488		fulltext		Pleiades Publishing	Serial							
Journal of Computer-Assisted Microscopy	1040-7286	1573-8671	1998-03	10	1	1998-12	10	4	http://link.springer.com/journal/10860		10860		fulltext		Kluwer Academic Publishers-Plenum Publishers	Serial							
Journal of Computers in Education	2197-9987	2197-9995	2014-03	1	1	2015-12	2	4	http://link.springer.com/journal/40692		40692		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Contemporary Mathematical Analysis	1068-3623	1934-9416	2007-02	42	1	2015-11	50	6	http://link.springer.com/journal/11957		11957		fulltext		Allerton Press	Serial							
Journal of Contemporary Physics (Armenian Academy of Sciences)	1068-3372	1934-9378	2007-01	42	1	2015-10	50	4	http://link.springer.com/journal/11958		11958		fulltext		Allerton Press	Serial							
Journal of Control, Automation and Electrical Systems	2195-3880	2195-3899	2013-04	24	1	2015-12	26	6	http://link.springer.com/journal/40313		40313		fulltext		Springer US	Serial							
Journal of Crop Science and Biotechnology	1975-9479	2005-8276	2009-03	12	1	2015-09	18	3	http://link.springer.com/journal/12892		12892		fulltext		The Korean Society of Crop Science	Serial							
Journal of Cryptographic Engineering	2190-8508	2190-8516	2011-04	1	1	2015-12	5	4	http://link.springer.com/journal/13389		13389		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Cutaneous Medicine and Surgery	1203-4754	1615-7109	2001-01	5	1	2005-12	9	6	http://link.springer.com/journal/10227		10227		fulltext		Springer-Verlag	Serial							
Journal of Developmental and Life-Course Criminology	2199-4641	2199-465X	2015-02	1	1	2015-12	1	4	http://link.springer.com/journal/40865		40865		fulltext		Springer International Publishing	Serial							
Journal of Diabetes & Metabolic Disorders		2251-6581	2012-08	11	1	2015-12	14	1	http://link.springer.com/journal/40200		40200		fulltext		BioMed Central	Serial							
Journal of Dynamic Behavior of Materials	2199-7446	2199-7454	2014-12	1	1	2015-12	1	4	http://link.springer.com/journal/40870		40870		fulltext		Springer International Publishing	Serial							
Journal of Earth Science	1674-487X	1867-111X	2009-02	20	1	2015-12	26	6	http://link.springer.com/journal/12583		12583		fulltext		China University of Geosciences	Serial							
Journal of Eating Disorders		2050-2974	2013-01	1	1	2015-12	3	1	http://link.springer.com/journal/40337		40337		fulltext		BioMed Central	Serial							
Journal of Echocardiography	1349-0222	1880-344X	2009-03	7	1	2015-12	13	4	http://link.springer.com/journal/12574		12574		fulltext		Springer Japan	Serial							
Journal of Economic Interaction and Coordination	1860-711X	1860-7128	2006-05	1	1	2015-12	10	2	http://link.springer.com/journal/11403		11403		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Economic Structures		2193-2409	2012-03	1	1	2015-11	4	1	http://link.springer.com/journal/40008		40008		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Educational Change	1389-2843	1573-1812	2000-01	1	1	2015-11	16	4	http://link.springer.com/journal/10833		10833		fulltext		Springer Netherlands	Serial							
Journal of Electroceramics	1385-3449	1573-8663	1997-01	1	1	2015-12	35	1	http://link.springer.com/journal/10832		10832		fulltext		Springer US	Serial							
Journal of Engineering Thermophysics	1810-2328	1990-5432	2007-03	16	1	2015-10	24	4	http://link.springer.com/journal/11823		11823		fulltext		Pleiades Publishing	Serial							
Journal of Environmental Health Science and Engineering		2052-336X	2012-08	9	1	2015-12	13	1	http://link.springer.com/journal/40201		40201		fulltext		BioMed Central	Serial							
Journal of Environmental Studies and Sciences	2190-6483	2190-6491	2011-03	1	1	2015-12	5	4	http://link.springer.com/journal/13412		13412		fulltext		Springer US	Serial							
Journal of Ethnobiology and Ethnomedicine		1746-4269	2005-07	1	1	2015-12	11	1	http://link.springer.com/journal/13002		13002		fulltext		BioMed Central	Serial							
Journal of Evolution Equations	1424-3199	1424-3202	2001-03	1	1	2015-12	15	4	http://link.springer.com/journal/28		28		fulltext		Springer International Publishing	Serial							
Journal of Evolutionary Biochemistry and Physiology	0022-0930	1608-3202	2000-01	36	1	2015-09	51	5	http://link.springer.com/journal/10893		10893		fulltext		Pleiades Publishing	Serial							
Journal of Experimental & Clinical Cancer Research		1756-9966	2008-05	27	1	2015-12	34	1	http://link.springer.com/journal/13046		13046		fulltext		BioMed Central	Serial							
Journal of Experimental Criminology	1573-3750	1572-8315	2005-04	1	1	2015-12	11	3	http://link.springer.com/journal/11292		11292		fulltext		Springer Netherlands	Serial							
Journal of Experimental Orthopaedics		2197-1153	2014-06	1	1	2015-11	2	1	http://link.springer.com/journal/40634		40634		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Experimental and Theoretical Physics	1063-7761	1090-6509	1997-01	84	1	2015-11	121	5	http://link.springer.com/journal/11447		11447		fulltext		Pleiades Publishing	Serial							
Journal of Failure Analysis and Prevention	1547-7029	1864-1245	2001-02	1	1	2015-12	15	6	http://link.springer.com/journal/11668		11668		fulltext		Springer US	Serial							
Journal of Fetal Medicine	2348-1153	2348-8859	2014-03	1	1	2015-12	2	4	http://link.springer.com/journal/40556		40556		fulltext		Springer India	Serial							
Journal of Fixed Point Theory and Applications	1661-7738	1661-7746	2007-02	1	1	2015-12	17	4	http://link.springer.com/journal/11784		11784		fulltext		Springer International Publishing	Serial							
Journal of Food Measurement and Characterization	2193-4126	2193-4134	2007-03	1	1	2015-12	9	4	http://link.springer.com/journal/11694		11694		fulltext		Springer US	Serial							
Journal of Food Science and Technology	0022-1155	0975-8402	2010-01	47	1	2015-12	52	12	http://link.springer.com/journal/13197		13197		fulltext		Springer India	Serial							
Journal of Foot and Ankle Research		1757-1146	2008-07	1	1	2015-12	8	1	http://link.springer.com/journal/13047		13047		fulltext		BioMed Central	Serial							
Journal of Friction and Wear	1068-3666	1934-9386	2007-02	28	1	2015-11	36	6	http://link.springer.com/journal/11959		11959		fulltext		Allerton Press	Serial							
Journal of Frugal Innovation		2197-7917	2015-11	1	1	2015-12	1	1	http://link.springer.com/journal/40669		40669		fulltext		Springer Singapore	Serial							
Journal of Gastrointestinal Surgery	1091-255X	1873-4626	1997-01	1	1	2016-01	20	1	http://link.springer.com/journal/11605		11605		fulltext		Springer US	Serial							
Journal of Gender, Culture and Health	1087-3201	1573-367X	1998-03	3	1	1999-12	4	4	http://link.springer.com/journal/10925		10925		fulltext		Kluwer Academic Publishers-Plenum Publishers	Serial							
Journal of General Plant Pathology	1345-2630	1610-739X	2000-02	66	1	2016-01	82	1	http://link.springer.com/journal/10327		10327		fulltext		Springer Japan	Serial							
Journal of Geographical Sciences	1009-637X	1861-9568	2001-01	11	1	2016-02	26	2	http://link.springer.com/journal/11442		11442		fulltext		Science Press	Serial							
Journal of Geographical Systems	1435-5930	1435-5949	1999-03	1	1	2015-12	17	4	http://link.springer.com/journal/10109		10109		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Global Entrepreneurship Research	2228-7566	2251-7316	2014-02	2	1	2015-12	5	1	http://link.springer.com/journal/40497		40497		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Global Policy and Governance	2194-7740	2194-7759	2012-12	1	1	2013-11	2	2	http://link.springer.com/journal/40320		40320		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Grid Computing	1570-7873	1572-9184	2003-03	1	1	2015-12	13	3	http://link.springer.com/journal/10723		10723		fulltext		Springer Netherlands	Serial							
Journal of Hand and Microsurgery	0974-3227	0974-6897	2009-06	1	1	2015-12	7	2	http://link.springer.com/journal/12593		12593		fulltext		Springer India	Serial							
Journal of Happiness Studies	1389-4978	1573-7780	2000-03	1	1	2015-12	16	6	http://link.springer.com/journal/10902		10902		fulltext		Springer Netherlands	Serial							
Journal of Health, Population and Nutrition		2072-1315	2015-05	33	1	2015-12	34	1	http://link.springer.com/journal/41043		41043		fulltext		BioMed Central	Serial							
Journal of Hematology & Oncology		1756-8722	2008-05	1	1	2015-12	8	1	http://link.springer.com/journal/13045		13045		fulltext		BioMed Central	Serial							
Journal of Hematopathology	1868-9256	1865-5785	2008-07	1	1	2015-12	8	4	http://link.springer.com/journal/12308		12308		fulltext		Springer Berlin Heidelberg	Serial							
Journal of High Energy Physics		1029-8479	2010-01	2010	1	2015-12	2015	12	http://link.springer.com/journal/13130		13130		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Homotopy and Related Structures	2193-8407	1512-2891	2012-04	7	1	2015-12	10	4	http://link.springer.com/journal/40062		40062		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Ichthyology	0032-9452	1555-6425	2006-01	46	1	2015-11	55	6	http://link.springer.com/journal/11489		11489		fulltext		Pleiades Publishing	Serial							
Journal of Immigrant and Minority Health	1557-1912	1557-1920	1999-01	1	1	2015-12	17	6	http://link.springer.com/journal/10903		10903		fulltext		Springer US	Serial							
Journal of Immune Based Therapies and Vaccines		1476-8518	2003-01	1	1	2011-10	9	1	http://link.springer.com/journal/12949		12949		fulltext		BioMed Central	Serial							
Journal of Indian Council of Philosophical Research	0970-7794	2363-9962	2015-01	32	1	2015-12	32	3	http://link.springer.com/journal/40961		40961		fulltext		Springer India	Serial							
Journal of Industrial Engineering International	1735-5702	2251-712X	2012-05	8	1	2015-12	11	4	http://link.springer.com/journal/40092		40092		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Industry, Competition and Trade	1566-1679	1573-7012	2001-03	1	1	2015-12	15	4	http://link.springer.com/journal/10842		10842		fulltext		Springer US	Serial							
Journal of Inequalities and Applications		1029-242X	2011-05	2011	1	2015-12	2015	1	http://link.springer.com/journal/13660		13660		fulltext		Springer International Publishing	Serial							
Journal of Inflammation		1476-9255	2004-09	1	1	2015-11	12	1	http://link.springer.com/journal/12950		12950		fulltext		BioMed Central	Serial							
Journal of Innovation and Entrepreneurship		2192-5372	2012-08	1	1	2015-12	4	1	http://link.springer.com/journal/13731		13731		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Insect Conservation	1366-638X	1572-9753	1997-03	1	1	2015-12	19	6	http://link.springer.com/journal/10841		10841		fulltext		Springer International Publishing	Serial							
Journal of Intensive Care		2052-0492	2013-10	1	1	2015-12	3	1	http://link.springer.com/journal/40560		40560		fulltext		BioMed Central	Serial							
Journal of Interaction Science		2194-0827	2013-05	1	1	2015-11	3	1	http://link.springer.com/journal/40166		40166		fulltext		Springer Berlin Heidelberg	Serial							
Journal of International Entrepreneurship	1570-7385	1573-7349	2003-03	1	1	2015-12	13	4	http://link.springer.com/journal/10843		10843		fulltext		Springer US	Serial							
Journal of International Migration and Integration	1488-3473	1874-6365	2000-03	1	1	2015-11	16	4	http://link.springer.com/journal/12134		12134		fulltext		Springer Netherlands	Serial							
Journal of Internet Services and Applications	1867-4828	1869-0238	2010-05	1	1	2015-12	6	1	http://link.springer.com/journal/13174		13174		fulltext		Springer London	Serial							
Journal of Interventional Cardiac Electrophysiology	1383-875X	1572-8595	1997-03	1	1	2015-12	44	3	http://link.springer.com/journal/10840		10840		fulltext		Springer US	Serial							
Journal of Machinery Manufacture and Reliability	1052-6188	1934-9394	2007-01	36	1	2015-12	44	8	http://link.springer.com/journal/12001		12001		fulltext		Allerton Press	Serial							
Journal of Management & Governance	1385-3457	1572-963X	1997-03	1	1	2015-12	19	4	http://link.springer.com/journal/10997		10997		fulltext		Springer US	Serial							
Journal of Management Control	2191-4761	2191-477X	2003-05	14	1	2015-12	26	4	http://link.springer.com/journal/187		187		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Marine Science and Application	1671-9433	1993-5048	2002-06	1	1	2015-12	14	4	http://link.springer.com/journal/11804		11804		fulltext		Harbin Engineering University	Serial							
Journal of Maritime Archaeology	1557-2285	1557-2293	2006-01	1	1	2015-12	10	3	http://link.springer.com/journal/11457		11457		fulltext		Springer US	Serial							
Journal of Material Cycles and Waste Management	1438-4957	1611-8227	1999-04	1	1	2016-01	18	1	http://link.springer.com/journal/10163		10163		fulltext		Springer Japan	Serial							
Journal of Materials Synthesis and Processing	1064-7562	1573-4870	1998-01	6	1	2002-11	10	6	http://link.springer.com/journal/10954		10954		fulltext		Kluwer Academic Publishers-Plenum Publishers	Serial							
Journal of Mathematical Fluid Mechanics	1422-6928	1422-6952	1999-04	1	1	2015-12	17	4	http://link.springer.com/journal/21		21		fulltext		Springer International Publishing	Serial							
Journal of Mathematical Modelling and Algorithms in Operations Research	2214-2487	2214-2495	2002-03	1	1	2015-12	14	4	http://link.springer.com/journal/10852		10852		fulltext		Springer Netherlands	Serial							
Journal of Mathematics Teacher Education	1386-4416	1573-1820	1998-01	1	1	2015-12	18	6	http://link.springer.com/journal/10857		10857		fulltext		Springer Netherlands	Serial							
Journal of Mathematics in Industry		2190-5983	2011-06	1	1	2015-11	5	1	http://link.springer.com/journal/13362		13362		fulltext		Springer Berlin Heidelberg	Serial							
