publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
3 Biotech	2190-572X	2190-5738	2011-07	1	1	2015-12	6	1	http://link.springer.com/journal/13205		13205		fulltext		Springer Berlin Heidelberg	Serial							
3D Printing in Medicine		2365-6271	2015-11	1	1	2015-11	1	1	http://link.springer.com/journal/41205		41205		fulltext		Springer International Publishing	Serial							
3D Research		2092-6731	2010-03	1	1	2015-12	6	4	http://link.springer.com/journal/13319		13319		fulltext		3D Display Research Center	Serial							
4OR	1619-4500	1614-2411	2003-03	1	1	2015-12	13	4	http://link.springer.com/journal/10288		10288		fulltext		Springer Berlin Heidelberg	Serial							
AAPS Open		2364-9534	2015-11	1	1	2015-11	1	1	http://link.springer.com/journal/41120		41120		fulltext		Springer International Publishing	Serial							
AAPS PharmSciTech		1530-9932	2000-03	1	1	2015-12	16	6	http://link.springer.com/journal/12249		12249		fulltext		Springer US	Serial							
ADHD Attention Deficit and Hyperactivity Disorders	1866-6116	1866-6647	2009-05	1	1	2015-12	7	4	http://link.springer.com/journal/12402		12402		fulltext		Springer Vienna	Serial							
ADHESION ADHESIVES&SEALANTS	2192-2624	2195-6545	2009-02	6	1	2015-12	12	4	http://link.springer.com/journal/35784		35784		fulltext		Springer Fachmedien Wiesbaden	Serial							
AIDS Research and Therapy		1742-6405	2004-12	1	1	2015-12	12	1	http://link.springer.com/journal/12981		12981		fulltext		BioMed Central	Serial							
AIDS and Behavior	1090-7165	1573-3254	1997-03	1	1	2015-12	19	12	http://link.springer.com/journal/10461		10461		fulltext		Springer US	Serial							
AMB Express		2191-0855	2011-03	1	1	2015-12	5	1	http://link.springer.com/journal/13568		13568		fulltext		Springer Berlin Heidelberg	Serial							
AMS Review	1869-814X	1869-8182	2011-03	1	1	2015-12	5	3	http://link.springer.com/journal/13162		13162		fulltext		Springer US	Serial							
ARI - An International Journal for Physical and Engineering Sciences	1434-5641	1434-565X	1997-02	50	2	1999-03	51	4	http://link.springer.com/journal/777		777		fulltext		Springer-Verlag	Serial							
AStA Advances in Statistical Analysis	1863-8171	1863-818X	2004-02	88	1	2015-12	99	4	http://link.springer.com/journal/10182		10182		fulltext		Springer Berlin Heidelberg	Serial							
AStA Wirtschafts- und Sozialstatistisches Archiv	1863-8155	1863-8163	2007-06	1	1	2015-12	9	3	http://link.springer.com/journal/11943		11943		fulltext		Springer Berlin Heidelberg	Serial							
ATZ - Automobiltechnische Zeitschrift	0001-2785	2192-8800	1998-01	100	1	2015-12	118	1	http://link.springer.com/journal/35148		35148		fulltext		Springer Fachmedien Wiesbaden	Serial							
ATZ worldwide		2192-9076	2001-01	103	1	2016-01	118	1	http://link.springer.com/journal/38311		38311		fulltext		Springer Fachmedien Wiesbaden	Serial							
ATZagenda	2194-9174	2194-9182	2012-10	1	1	2013-11	2	1	http://link.springer.com/journal/40357		40357		fulltext		Vieweg Verlag	Serial							
ATZautotechnology	1616-8216	2192-886X	2001-01	1	1	2012-06	12	3	http://link.springer.com/journal/35595		35595		fulltext		Springer Automotive Media	Serial							
ATZelektronik	1862-1791	2192-8878	2006-03	1	1	2015-11	10	7	http://link.springer.com/journal/35658		35658		fulltext		Springer Fachmedien Wiesbaden	Serial							
ATZelektronik worldwide		2192-9092	2006-03	1	1	2015-12	10	6	http://link.springer.com/journal/38314		38314		fulltext		Springer Fachmedien Wiesbaden	Serial							
ATZextra	2195-1454	2195-1462	2007-09	12	1	2015-12	20	11	http://link.springer.com/journal/35778		35778		fulltext		Springer Fachmedien Wiesbaden	Serial							
ATZextra worldwide	2195-1470	2195-1489	2007-09	12	1	2015-11	20	10	http://link.springer.com/journal/40111		40111		fulltext		Springer Fachmedien Wiesbaden	Serial							
ATZoffhighway	2191-1843	2192-8819	2008-06	1	1	2015-10	8	3	http://link.springer.com/journal/35746		35746		fulltext		Vieweg Verlag	Serial							
ATZproduktion	1865-4908	2192-8886	2008-04	1	1	2012-09	5	3	http://link.springer.com/journal/35726		35726		fulltext		Springer Automotive Media	Serial							
ATZproduktion worldwide		2192-9106	2008-04	1	1	2012-09	5	3	http://link.springer.com/journal/38312		38312		fulltext		Springer Automotive Media	Serial							
Acoustical Physics	1063-7710	1562-6865	2000-05	46	3	2015-11	61	6	http://link.springer.com/journal/11441		11441		fulltext		Pleiades Publishing	Serial							
Acoustics Australia	0814-6039	1839-2571	2015-02	43	1	2015-12	43	2	http://link.springer.com/journal/40857		40857		fulltext		Springer Singapore	Serial							
Acta Analytica	0353-5150	1874-6349	2002-03	17	1	2015-12	30	4	http://link.springer.com/journal/12136		12136		fulltext		Springer Netherlands	Serial							
Acta Geodaetica et Geophysica	2213-5812	2213-5820	1997-03	32	1	2015-12	50	4	http://link.springer.com/journal/40328		40328		fulltext		Springer Netherlands	Serial							
Acta Geophysica	1895-6572	1895-7455	2006-03	54	1	2015-01	62	6	http://link.springer.com/journal/11600		11600		fulltext		Versita	Serial							
Acta Geotechnica	1861-1125	1861-1133	2006-05	1	1	2015-12	10	6	http://link.springer.com/journal/11440		11440		fulltext		Springer Berlin Heidelberg	Serial							
Acta Juridica Hungarica	1216-2574	1588-2616	1999-03	40	1	2001-09	42	3	http://link.springer.com/journal/10467		10467		fulltext		Kluwer Academic Publishers	Serial							
Acta Linguistica Hungarica	1216-8076	1588-2624	1998-03	45	1	2001-12	48	4	http://link.springer.com/journal/10445		10445		fulltext		Kluwer Academic Publishers	Serial							
Acta Mathematica Vietnamica	0251-4184	2315-4144	2013-03	38	1	2015-12	40	4	http://link.springer.com/journal/40306		40306		fulltext		Springer Singapore	Serial							
Acta Metallurgica Sinica (English Letters)	1006-7191	2194-1289	2013-02	26	1	2015-12	28	12	http://link.springer.com/journal/40195		40195		fulltext		The Chinese Society for Metals	Serial							
Acta Neurologica Belgica	0300-9009	2240-2993	2012-03	112	1	2015-12	115	4	http://link.springer.com/journal/13760		13760		fulltext		Springer Milan	Serial							
Acta Neuropathologica Communications		2051-5960	2013-05	1	1	2015-12	3	1	http://link.springer.com/journal/40478		40478		fulltext		BioMed Central	Serial							
Acta Oceanologica Sinica	0253-505X	1869-1099	2010-01	29	1	2015-12	34	12	http://link.springer.com/journal/13131		13131		fulltext		The Chinese Society of Oceanography	Serial							
Acta Parasitologica	1230-2821	1896-1851	2006-03	51	1	2014-10	59	4	http://link.springer.com/journal/11686		11686		fulltext		Versita	Serial							
Acta Physica Hungarica Series B, Quantum Electronics	1589-9535	1786-3767	2004-05	20	1	2006-03	26	3	http://link.springer.com/journal/12657		12657		fulltext		Springer-Verlag	Serial							
Acta Physiologiae Plantarum	0137-5881	1861-1664	1997-03	19	1	2015-12	38	1	http://link.springer.com/journal/11738		11738		fulltext		Springer Berlin Heidelberg	Serial							
Acta Veterinaria Scandinavica		1751-0147	2001-03	42	1	2015-12	57	1	http://link.springer.com/journal/13028		13028		fulltext		BioMed Central	Serial							
Adaptive Human Behavior and Physiology		2198-7335	2014-03	1	1	2015-12	1	4	http://link.springer.com/journal/40750		40750		fulltext		Springer International Publishing	Serial							
Addiction Science & Clinical Practice		1940-0640	2012-03	7	1	2015-11	10	1	http://link.springer.com/journal/13722		13722		fulltext		BioMed Central	Serial							
Adolescent Research Review	2363-8346	2363-8354	2015-04			2015-12			http://link.springer.com/journal/40894		40894		fulltext		Springer International Publishing	Serial							
Advanced Modeling and Simulation in Engineering Sciences		2213-7467	2014-01	1	1	2015-12	2	1	http://link.springer.com/journal/40323		40323		fulltext		Springer International Publishing	Serial							
Advanced Structural and Chemical Imaging		2198-0926	2015-03	1	1	2015-11	1	1	http://link.springer.com/journal/40679		40679		fulltext		Springer International Publishing	Serial							
Advances in Applied Clifford Algebras	0188-7009	1661-4909	1997-06	7	1	2015-12	25	4	http://link.springer.com/journal/6		6		fulltext		Springer International Publishing	Serial							
Advances in Data Analysis and Classification	1862-5347	1862-5355	2007-03	1	1	2015-12	9	4	http://link.springer.com/journal/11634		11634		fulltext		Springer Berlin Heidelberg	Serial							
Advances in Difference Equations		1687-1847	2011-04	2011	1	2015-12	2015	1	http://link.springer.com/journal/13662		13662		fulltext		Springer International Publishing	Serial							
Advances in Gerontology	2079-0570	2079-0589	2011-01	1	1	2015-07	5	3	http://link.springer.com/journal/13329		13329		fulltext		Pleiades Publishing	Serial							
Advances in Manufacturing	2095-3127	2195-3597	2013-03	1	1	2015-12	3	4	http://link.springer.com/journal/40436		40436		fulltext		Shanghai University	Serial							
Advances in Therapy	0741-238X	1865-8652	2000-01	17	1	2015-12	32	12	http://link.springer.com/journal/12325		12325		fulltext		Springer Healthcare	Serial							
Aegean Review of the Law of the Sea and Maritime Law	1864-9610	1864-9629	2010-02	1	1	2013-10	2	1	http://link.springer.com/journal/12180		12180		fulltext		Springer Berlin Heidelberg	Serial							
African Journal of Urology	1110-5704	1961-9987	2008-03	14	1	2011-09	17	3	http://link.springer.com/journal/12301		12301		fulltext		Springer-Verlag	Serial							
Afrika Matematika	1012-9405	2190-7668	2011-04	22	1	2015-12	26	7	http://link.springer.com/journal/13370		13370		fulltext		Springer Berlin Heidelberg	Serial							
Aggiornamenti CIO	1970-6839	1970-6847	2011-10	17	1	2013-12	19	2	http://link.springer.com/journal/10351		10351		fulltext		Springer Milan	Serial							
Agricultural Research	2249-720X	2249-7218	2012-03	1	1	2015-12	4	4	http://link.springer.com/journal/40003		40003		fulltext		Springer India	Serial							
Agricultural and Food Economics		2193-7532	2013-05	1	1	2015-11	3	1	http://link.springer.com/journal/40100		40100		fulltext		Springer Berlin Heidelberg	Serial							
Agriculture & Food Security		2048-7010	2012-04	1	1	2015-12	4	1	http://link.springer.com/journal/40066		40066		fulltext		BioMed Central	Serial							
Agronomy for Sustainable Development	1774-0746	1773-0155	2007-03	27	1	2015-10	35	4	http://link.springer.com/journal/13593		13593		fulltext		Springer Paris	Serial							
Air Quality, Atmosphere & Health	1873-9318	1873-9326	2008-06	1	1	2015-12	8	6	http://link.springer.com/journal/11869		11869		fulltext		Springer Netherlands	Serial							
Akupunktur & Aurikulomedizin	2192-9319	2196-6400	2013-03	39	3	2015-06	41	4	http://link.springer.com/journal/15009		15009		fulltext		Urban & Vogel	Serial							
Algebra Colloquium	1005-3867	0219-1733	2000-03	7	1	2003-06	10	1	http://link.springer.com/journal/10011		10011		fulltext		Springer-Verlag	Serial							
Algebras and Representation Theory	1386-923X	1572-9079	1998-03	1	1	2015-12	18	6	http://link.springer.com/journal/10468		10468		fulltext		Springer Netherlands	Serial							
Algorithms for Molecular Biology		1748-7188	2006-02	1	1	2015-12	10	1	http://link.springer.com/journal/13015		13015		fulltext		BioMed Central	Serial							
Allergo Journal	0941-8849	2195-6405	2012-02	21	1	2015-12	24	8	http://link.springer.com/journal/15007		15007		fulltext		Springer Medizin	Serial							
Allergo Journal International		2197-0378	2014-02	23	1	2015-12	24	8	http://link.springer.com/journal/40629		40629		fulltext		Springer Medizin	Serial							
Allergy, Asthma & Clinical Immunology		1710-1492	2005-03	1	1	2015-12	11	1	http://link.springer.com/journal/13223		13223		fulltext		BioMed Central	Serial							
Alpine Botany	1664-2201	1664-221X	2005-06	115	1	2015-12	125	2	http://link.springer.com/journal/35		35		fulltext		Springer Basel	Serial							
Alzheimer's Research & Therapy		1758-9193	2009-07	1	1	2015-12	7	1	http://link.springer.com/journal/13195		13195		fulltext		BioMed Central	Serial							
Ambio	0044-7447	1654-7209	2010-02	39	1	2016-01	45	1	http://link.springer.com/journal/13280		13280		fulltext		Springer Netherlands	Serial							
American Journal of Cancer	1175-6357		2002-01	1	1	2006-11	5	6	http://link.springer.com/journal/40280		40280		fulltext		Springer International Publishing	Serial							
American Journal of Cardiovascular Drugs	1175-3277	1179-187X	2001-01	1	1	2015-12	15	6	http://link.springer.com/journal/40256		40256		fulltext		Springer International Publishing	Serial							
American Journal of Clinical Dermatology	1175-0561	1179-1888	2000-01	1	1	2015-12	16	6	http://link.springer.com/journal/40257		40257		fulltext		Springer International Publishing	Serial							
American Journal of Drug Delivery	1175-9038		2003-03	1	1	2006-12	4	4	http://link.springer.com/journal/40281		40281		fulltext		Springer International Publishing	Serial							
American Journal of Pharmacogenomics	1175-2203		2001-03	1	1	2005-12	5	6	http://link.springer.com/journal/40270		40270		fulltext		Springer International Publishing	Serial							
Analysis and Mathematical Physics	1664-2368	1664-235X	2011-03	1	1	2015-12	5	4	http://link.springer.com/journal/13324		13324		fulltext		Springer Basel	Serial							
Anatomical Science International	1447-6959	1447-073X	2002-03	77	1	2016-01	91	1	http://link.springer.com/journal/12565		12565		fulltext		Springer Japan	Serial							
Angewandte Schmerztherapie und Palliativmedizin	1866-1424	2196-6389	2014-03	7	1	2014-11	7	4	http://link.springer.com/journal/15223		15223		fulltext		Urban & Vogel	Serial							
Angiogenesis	0969-6970	1573-7209	1997-03	1	1	2015-12	18	4	http://link.springer.com/journal/10456		10456		fulltext		Springer Netherlands	Serial							
Animal Biotelemetry		2050-3385	2013-04	1	1	2015-12	3	1	http://link.springer.com/journal/40317		40317		fulltext		BioMed Central	Serial							
Animal Cognition	1435-9448	1435-9456	1998-07	1	1	2015-12	18	6	http://link.springer.com/journal/10071		10071		fulltext		Springer Berlin Heidelberg	Serial							
Annales Henri Poincaré	1424-0637	1424-0661	2000-02	1	1	2015-12	16	12	http://link.springer.com/journal/23		23		fulltext		Springer International Publishing	Serial							
Annales françaises de médecine d'urgence	2108-6524	2108-6591	2011-01	1	1	2015-12	5	6	http://link.springer.com/journal/13341		13341		fulltext		Lavoisier	Serial							
Annales mathématiques du Québec	2195-4755	2195-4763	2013-06	37	1	2015-12	39	2	http://link.springer.com/journal/40316		40316		fulltext		Springer International Publishing	Serial							
Annals of Behavioral Science and Medical Education	1075-1211	1075-1211	2010-03	16	1	2015-03	21	1	http://link.springer.com/journal/41106		41106		fulltext		Springer New York	Serial							
Annals of Clinical Microbiology and Antimicrobials		1476-0711	2002-09	1	1	2015-12	14	1	http://link.springer.com/journal/12941		12941		fulltext		BioMed Central	Serial							
Annals of Clinical Psychiatry	1040-1237	1573-3238	1997-03	9	1	2003-09	15	3	http://link.springer.com/journal/10442		10442		fulltext		Kluwer Academic Publishers-Plenum Publishers	Serial							
Annals of Combinatorics	0218-0006	0219-3094	1997-12	1	1	2015-12	19	4	http://link.springer.com/journal/26		26		fulltext		Springer International Publishing	Serial							
Annals of Data Science	2198-5804	2198-5812	2014-03	1	1	2015-12	2	2	http://link.springer.com/journal/40745		40745		fulltext		Springer Berlin Heidelberg	Serial							
Annals of Diagnostic Paediatric Pathology	1427-4426	1509-5762	1998-03	2	1	1998-03	2	1	http://link.springer.com/journal/10057		10057		fulltext		Springer-Verlag	Serial							
Annals of Finance	1614-2446	1614-2454	2005-01	1	1	2015-12	11	3	http://link.springer.com/journal/10436		10436		fulltext		Springer Berlin Heidelberg	Serial							
Annals of Forest Science	1286-4560	1297-966X	2007-01	64	1	2015-12	72	8	http://link.springer.com/journal/13595		13595		fulltext		Springer Paris	Serial							
Annals of General Psychiatry		1744-859X	2002-09	1	1	2015-12	14	1	http://link.springer.com/journal/12991		12991		fulltext		BioMed Central	Serial							
Annals of Intensive Care		2110-5820	2011-03	1	1	2015-12	5	1	http://link.springer.com/journal/13613		13613		fulltext		Springer Paris	Serial							
Annals of Microbiology	1590-4261	1869-2044	2006-03	56	1	2015-12	65	4	http://link.springer.com/journal/13213		13213		fulltext		Springer Berlin Heidelberg	Serial							
Annals of Occupational and Environmental Medicine		2052-4374	2013-05	25	1	2015-12	27	1	http://link.springer.com/journal/40557		40557		fulltext		BioMed Central	Serial							
Annals of Ophthalmology	1530-4086	1558-9951	2000-03	32	1	2007-10	39	4	http://link.springer.com/journal/12009		12009		fulltext		Humana Press Inc	Serial							
Annals of PDE		2199-2576	2015-09	1	1	2015-12	1	1	http://link.springer.com/journal/40818		40818		fulltext		Springer International Publishing	Serial							
Annals of Solid and Structural Mechanics	1867-6936	1867-6944	2010-01	1	1	2015-12	7	1	http://link.springer.com/journal/12356		12356		fulltext		Springer Berlin Heidelberg	Serial							
Annals of Surgical Innovation and Research		1750-1164	2007-02	1	1	2015-12	9	1	http://link.springer.com/journal/13022		13022		fulltext		BioMed Central	Serial							
Antimicrobial Resistance and Infection Control		2047-2994	2012-01	1	1	2015-12	4	1	http://link.springer.com/journal/13756		13756		fulltext		BioMed Central	Serial							
Apidologie	0044-8435	1297-9678	2007-01	38	1	2015-12	46	6	http://link.springer.com/journal/13592		13592		fulltext		Springer Paris	Serial							
Applications of Mathematics	0862-7940	1572-9109	1997-02	42	1	2015-12	60	6	http://link.springer.com/journal/10492		10492		fulltext		Springer Berlin Heidelberg	Serial							
Applied Adhesion Science		2196-4351	2013-12	1	1	2015-12	3	1	http://link.springer.com/journal/40563		40563		fulltext		Springer International Publishing	Serial							
Applied Biochemistry and Microbiology	0003-6838	1608-3024	2000-01	36	1	2016-01	52	1	http://link.springer.com/journal/10438		10438		fulltext		Pleiades Publishing	Serial							
Applied Bioinformatics	1175-5636		2004-03	3	1	2006-12	5	4	http://link.springer.com/journal/40282		40282		fulltext		Springer International Publishing	Serial							
Applied Entomology and Zoology	0003-6862	1347-605X	2011-02	46	1	2015-12	50	4	http://link.springer.com/journal/13355		13355		fulltext		Springer Japan	Serial							
Applied Geomatics	1866-9298	1866-928X	2009-06	1	1	2015-12	7	4	http://link.springer.com/journal/12518		12518		fulltext		Springer Berlin Heidelberg	Serial							
Applied Geophysics	1672-7975	1993-0658	2004-07	1	1	2015-09	12	3	http://link.springer.com/journal/11770		11770		fulltext		Chinese Geophysical Society	Serial							
Applied Health Economics and Health Policy	1175-5652	1179-1896	2004-03	3	1	2015-12	13	6	http://link.springer.com/journal/40258		40258		fulltext		Springer International Publishing	Serial							
Applied Informatics		2196-0089	2014-09	1	1	2015-12	2	1	http://link.springer.com/journal/40535		40535		fulltext		Springer Berlin Heidelberg	Serial							
Applied Nanoscience	2190-5509	2190-5517	2011-05	1	1	2015-12	5	8	http://link.springer.com/journal/13204		13204		fulltext		Springer Berlin Heidelberg	Serial							
Applied Petrochemical Research	2190-5525	2190-5533	2012-03	1	1	2015-12	5	4	http://link.springer.com/journal/13203		13203		fulltext		Springer Berlin Heidelberg	Serial							
Applied Research in Quality of Life	1871-2584	1871-2576	2006-05	1	1	2015-12	10	4	http://link.springer.com/journal/11482		11482		fulltext		Springer Netherlands	Serial							
Applied Solar Energy	0003-701X	1934-9424	2007-03	43	1	2015-10	51	4	http://link.springer.com/journal/11949		11949		fulltext		Allerton Press	Serial							
Applied Spatial Analysis and Policy	1874-463X	1874-4621	2008-04	1	1	2015-12	8	4	http://link.springer.com/journal/12061		12061		fulltext		Springer Netherlands	Serial							
Applied Water Science	2190-5487	2190-5495	2011-09	1	1	2015-12	5	4	http://link.springer.com/journal/13201		13201		fulltext		Springer Berlin Heidelberg	Serial							
Aquarium Sciences and Conservation	1357-5325	1573-1448	1997-03	1	1	2001-12	3	4	http://link.springer.com/journal/10507		10507		fulltext		Kluwer Academic Publishers	Serial							
Aquatic Biosystems		2046-9063	2005-07	1	1	2015-01	11	1	http://link.springer.com/journal/12999		12999		fulltext		BioMed Central	Serial							
Arabian Journal for Science and Engineering	1319-8025	2191-4281	2011-01	36	1	2016-01	41	1	http://link.springer.com/journal/13369		13369		fulltext		Springer Berlin Heidelberg	Serial							
Arabian Journal of Geosciences	1866-7511	1866-7538	2008-07	1	1	2015-12	9	1	http://link.springer.com/journal/12517		12517		fulltext		Springer Berlin Heidelberg	Serial							
Arabian Journal of Mathematics	2193-5343	2193-5351	2012-04	1	1	2015-12	4	4	http://link.springer.com/journal/40065		40065		fulltext		Springer Berlin Heidelberg	Serial							
Archaeological and Anthropological Sciences	1866-9557	1866-9565	2009-03	1	1	2015-12	7	4	http://link.springer.com/journal/12520		12520		fulltext		Springer Berlin Heidelberg	Serial							
Archaeologies	1555-8622	1935-3987	2005-08	1	1	2015-12	11	3	http://link.springer.com/journal/11759		11759		fulltext		Springer US	Serial							
Archaeology, Ethnology and Anthropology of Eurasia	1563-0110	1531-832X	2006-07	25	1	2007-12	32	1	http://link.springer.com/journal/11473		11473		fulltext		Nauka/Interperiodica	Serial							
Archival Science	1389-0166	1573-7519	2001-03	1	1	2015-12	15	4	http://link.springer.com/journal/10502		10502		fulltext		Springer Netherlands	Serial							
Archives of Osteoporosis	1862-3522	1862-3514	2006-12	1	1	2015-12	11	1	http://link.springer.com/journal/11657		11657		fulltext		Springer London	Serial							
Archives of Physiotherapy		2057-0082	2015-07	5	1	2015-12	5	1	http://link.springer.com/journal/40945		40945		fulltext		BioMed Central	Serial							
Archives of Public Health		2049-3258	2011-02	68	4	2015-12	73	1	http://link.springer.com/journal/13690		13690		fulltext		BioMed Central	Serial							
Archives of Suicide Research	1381-1118	1573-8159	1997-03	3	1	1999-12	5	4	http://link.springer.com/journal/10510		10510		fulltext		Kluwer Academic Publishers	Serial							
Archives of Women's Mental Health	1434-1816	1435-1102	1998-04	1	1	2015-12	18	6	http://link.springer.com/journal/737		737		fulltext		Springer Vienna	Serial							
Archivio di Ortopedia e Reumatologia	0390-7368	1592-7113	2008-07	119	1	2013-12	124	1	http://link.springer.com/journal/10261		10261		fulltext		Springer Milan	Serial							
Archivum Immunologiae et Therapiae Experimentalis	0004-069X	1661-4917	2006-02	54	1	2015-12	63	6	http://link.springer.com/journal/5		5		fulltext		Springer International Publishing	Serial							
ArgoSpine News & Journal	1957-7729	1957-7737	2007-04	15	1	2012-12	24	3	http://link.springer.com/journal/12240		12240		fulltext		Springer-Verlag	Serial							
Arid Ecosystems	2079-0961	2079-0988	2011-01	1	1	2015-10	5	4	http://link.springer.com/journal/13330		13330		fulltext		Pleiades Publishing	Serial							
Arnold Mathematical Journal	2199-6792	2199-6806	2014-11	1	1	2015-12	1	4	http://link.springer.com/journal/40598		40598		fulltext		Springer International Publishing	Serial							
Arthritis Research & Therapy		1478-6362	1999-07	1	1	2015-12	17	1	http://link.springer.com/journal/13075		13075		fulltext		BioMed Central	Serial							
Arthropod-Plant Interactions	1872-8855	1872-8847	2007-03	1	1	2015-12	9	6	http://link.springer.com/journal/11829		11829		fulltext		Springer Netherlands	Serial							
Arthroskopie	0933-7946	1434-3924	1998-02	11	1	2015-11	28	4	http://link.springer.com/journal/142		142		fulltext		Springer Berlin Heidelberg	Serial							
Artificial Life and Robotics	1433-5298	1614-7456	1997-03	1	1	2015-12	20	4	http://link.springer.com/journal/10015		10015		fulltext		Springer Japan	Serial							
Asia Europe Journal	1610-2932	1612-1031	2003-02	1	1	2015-12	13	4	http://link.springer.com/journal/10308		10308		fulltext		Springer Berlin Heidelberg	Serial							
Asia Pacific Education Review	1598-1037	1876-407X	2000-12	1	1	2015-12	16	4	http://link.springer.com/journal/12564		12564		fulltext		Springer Netherlands	Serial							
Asia Pacific Family Medicine		1447-056X	2008-09	7	1	2015-10	14	1	http://link.springer.com/journal/12930		12930		fulltext		BioMed Central	Serial							
Asia Pacific Journal on Computational Engineering		2196-1166	2014-04	1	1	2015-12	2	1	http://link.springer.com/journal/40540		40540		fulltext		Springer Singapore	Serial							
Asia-Pacific Journal of Atmospheric Sciences	1976-7633	1976-7951	2010-02	46	1	2015-11	51	4	http://link.springer.com/journal/13143		13143		fulltext		Korean Meteorological Society	Serial							
Asia-Pacific Science Education		2364-1177	2015-12	1	1	2015-12	1	1	http://link.springer.com/journal/41029		41029		fulltext		Springer International Publishing	Serial							
Asian Journal of Business Ethics	2210-6723	2210-6731	2012-01	1	1	2015-11	4	1	http://link.springer.com/journal/13520		13520		fulltext		Springer Netherlands	Serial							
Asian Journal of Criminology	1871-0131	1871-014X	2006-06	1	1	2015-12	10	4	http://link.springer.com/journal/11417		11417		fulltext		Springer Netherlands	Serial							
Asian Journal of Gambling Issues and Public Health		2195-3007	2010-10	1	1	2015-07	5	1	http://link.springer.com/journal/40405		40405		fulltext		Springer Berlin Heidelberg	Serial							
Asthma Research and Practice		2054-7064	2015-06	1	1	2015-12	1	1	http://link.springer.com/journal/40733		40733		fulltext		BioMed Central	Serial							
Astronomy Letters	1063-7737	1562-6873	2000-01	26	1	2015-12	41	12	http://link.springer.com/journal/11443		11443		fulltext		Pleiades Publishing	Serial							
Astronomy Reports	1063-7729	1562-6881	2000-01	44	1	2015-11	59	11	http://link.springer.com/journal/11444		11444		fulltext		Pleiades Publishing	Serial							
Astrophysical Bulletin	1990-3413	1990-3421	2007-03	62	1	2015-10	70	4	http://link.springer.com/journal/11755		11755		fulltext		Pleiades Publishing	Serial							
Atmospheric and Oceanic Optics	1024-8560	2070-0393	2009-02	22	1	2015-11	28	6	http://link.springer.com/journal/12605		12605		fulltext		Pleiades Publishing	Serial							
Australasian Physical & Engineering Sciences in Medicine	0158-9938	1879-5447	2001-03	24	1	2015-12	38	3	http://link.springer.com/journal/13246		13246		fulltext		Springer Netherlands	Serial							
Australasian Plant Disease Notes		1833-928X	2006-12	1	1	2015-12	11	1	http://link.springer.com/journal/13314		13314		fulltext		Springer Netherlands	Serial							
Auto Tech Review	2250-3390		2012-01	1	1	2015-11	4	11	http://link.springer.com/journal/40112		40112		fulltext		Springer India	Serial							
Autoimmunity Highlights	2038-0305	2038-3274	2010-05	1	1	2015-12	6	3	http://link.springer.com/journal/13317		13317		fulltext		Springer International Publishing	Serial							
Automated Experimentation		1759-4499	2009-10	1	1	2012-06	4	1	http://link.springer.com/journal/13097		13097		fulltext		BioMed Central	Serial							
Automatic Control and Computer Sciences	0146-4116	1558-108X	2007-02	41	1	2015-09	49	5	http://link.springer.com/journal/11950		11950		fulltext		Allerton Press	Serial							
Automatic Documentation and Mathematical Linguistics	0005-1055	1934-8371	2007-02	41	1	2015-09	49	5	http://link.springer.com/journal/11952		11952		fulltext		Allerton Press	Serial							
Automation and Remote Control	0005-1179	1608-3032	2001-01	62	1	2015-12	76	12	http://link.springer.com/journal/10513		10513		fulltext		Pleiades Publishing	Serial							
Automotive Agenda	1867-495X	2192-8789	2008-12	1	1	2012-06	5	2	http://link.springer.com/journal/35777		35777		fulltext		Springer Automotive Media	Serial							
Autonomous Agents and Multi-Agent Systems	1387-2532	1573-7454	1998-03	1	1	2015-12	29	6	http://link.springer.com/journal/10458		10458		fulltext		Springer US	Serial							
Avian Research		2053-7166	2014-09	5	1	2015-12	6	1	http://link.springer.com/journal/40657		40657		fulltext		BioMed Central	Serial							
BHM Berg- und Hüttenmännische Monatshefte	0005-8912	1613-7531	2005-01	150	1	2015-12	160	12	http://link.springer.com/journal/501		501		fulltext		Springer Vienna	Serial							
BIOspektrum	0947-0867	1868-6249	2011-01	17	1	2015-11	21	7	http://link.springer.com/journal/12268		12268		fulltext		Springer Berlin Heidelberg	Serial							
BMC Anesthesiology		1471-2253	2001-10	1	1	2015-12	15	1	http://link.springer.com/journal/12871		12871		fulltext		BioMed Central	Serial							
BMC Biochemistry		1471-2091	2000-07	1	1	2015-11	16	1	http://link.springer.com/journal/12858		12858		fulltext		BioMed Central	Serial							
BMC Bioinformatics		1471-2105	2000-07	1	1	2015-12	16	1	http://link.springer.com/journal/12859		12859		fulltext		BioMed Central	Serial							
BMC Biology		1741-7007	2003-11	1	1	2015-12	13	1	http://link.springer.com/journal/12915		12915		fulltext		BioMed Central	Serial							
BMC Biophysics		2046-1682	2011-03	4	1	2015-12	8	1	http://link.springer.com/journal/13628		13628		fulltext		BioMed Central	Serial							
BMC Biotechnology		1472-6750	2001-04	1	1	2015-12	15	1	http://link.springer.com/journal/12896		12896		fulltext		BioMed Central	Serial							
