publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name
Doklady Earth Sciences	1028-334X	1531-8354							http://link.springer.com/journal/11471		11471				
Doklady Mathematics	1064-5624	1531-8362							http://link.springer.com/journal/11472		11472				
Doklady Physical Chemistry	0012-5016	1608-3121							http://link.springer.com/journal/10634		10634				
Doklady Physics	1028-3358	1562-6903							http://link.springer.com/journal/11446		11446				
Douleur et Analgésie	1011-288X	1951-6398							http://link.springer.com/journal/11724		11724				
Dreaming	1053-0797	1573-3351							http://link.springer.com/journal/10636		10636				
Drug Delivery and Translational Research	2190-393X	2190-3948							http://link.springer.com/journal/13346		13346				
Drug Safety	0114-5916	1179-1942							http://link.springer.com/journal/40264		40264				
Drugs	0012-6667	1179-1950							http://link.springer.com/journal/40265		40265				
Drugs & Aging	1170-229X	1179-1969							http://link.springer.com/journal/40266		40266				
Drugs & Therapy Perspectives	1172-0360	1179-1977							http://link.springer.com/journal/40267		40267				
Drugs in R&D	1174-5886	1179-6901							http://link.springer.com/journal/40268		40268				
Dynamic Games and Applications	2153-0785	2153-0793							http://link.springer.com/journal/13235		13235				
Dynamics and Control	0925-4668	1573-8450							http://link.springer.com/journal/10638		10638				
Dysphagia	0179-051X	1432-0460							http://link.springer.com/journal/455		455				
e & i Elektrotechnik und Informationstechnik	0932-383X	1613-7620							http://link.springer.com/journal/502		502				
e-Neuroforum		1868-856X							http://link.springer.com/journal/13295		13295				
Early Childhood Education Journal	1082-3301	1573-1707							http://link.springer.com/journal/10643		10643				
Earth Science Informatics	1865-0473	1865-0481							http://link.springer.com/journal/12145		12145				
Earth, Moon, and Planets	0167-9295	1573-0794							http://link.springer.com/journal/11038		11038				
Earthquake Engineering and Engineering Vibration	1671-3664	1993-503X							http://link.springer.com/journal/11803		11803				
Earthquake Science	1674-4519	1867-8777							http://link.springer.com/journal/11589		11589				
East Asia	1096-6838	1874-6284							http://link.springer.com/journal/12140		12140				
East Asian Science, Technology and Society: an International Journal	1875-2160	1875-2152							http://link.springer.com/journal/12280		12280				
Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity	1124-4909	1590-1262							http://link.springer.com/journal/40519		40519				
EcoHealth	1612-9202	1612-9210							http://link.springer.com/journal/10393		10393				
Ecological Processes		2192-1709							http://link.springer.com/journal/13717		13717				
Ecological Research	0912-3814	1440-1703							http://link.springer.com/journal/11284		11284				
Economic Botany	0013-0001	1874-9364							http://link.springer.com/journal/12231		12231				
Economic Bulletin	0343-754X	1438-261X							http://link.springer.com/journal/10160		10160				
Economic Change and Restructuring	1573-9414	1574-0277							http://link.springer.com/journal/10644		10644				
Economic Theory	0938-2259	1432-0479							http://link.springer.com/journal/199		199				
Economic Theory Bulletin	2196-1085	2196-1093							http://link.springer.com/journal/40505		40505				
Economics of Governance	1435-6104	1435-8131							http://link.springer.com/journal/10101		10101				
Ecosystems	1432-9840	1435-0629							http://link.springer.com/journal/10021		10021				
Ecotoxicology	0963-9292	1573-3017							http://link.springer.com/journal/10646		10646				
Education and Information Technologies	1360-2357	1573-7608							http://link.springer.com/journal/10639		10639				
Educational Assessment, Evaluation and Accountability	1874-8597	1874-8600							http://link.springer.com/journal/11092		11092				
Educational Psychology Review	1040-726X	1573-336X							http://link.springer.com/journal/10648		10648				
Educational Research for Policy and Practice	1570-2081	1573-1723							http://link.springer.com/journal/10671		10671				
Educational Studies in Mathematics	0013-1954	1573-0816							http://link.springer.com/journal/10649		10649				
Educational Technology Research and Development	1042-1629	1556-6501							http://link.springer.com/journal/11423		11423				
EJNMMI Research		2191-219X							http://link.springer.com/journal/13550		13550				
Electrical Engineering	0948-7921	1432-0487							http://link.springer.com/journal/202		202				
Electrocatalysis	1868-2529	1868-5994							http://link.springer.com/journal/12678		12678				
Electronic Commerce Research	1389-5753	1572-9362							http://link.springer.com/journal/10660		10660				
Electronic Markets	1019-6781	1422-8890							http://link.springer.com/journal/12525		12525				
Electronic Materials Letters	1738-8090	2093-6788							http://link.springer.com/journal/13391		13391				
Elemente der Mathematik	0013-6018	1420-8962							http://link.springer.com/journal/17		17				
Emergency Radiology	1070-3004	1438-1435							http://link.springer.com/journal/10140		10140				
Emerging Themes in Epidemiology		1742-7622							http://link.springer.com/journal/12982		12982				
Empirica	0340-8744	1573-6911							http://link.springer.com/journal/10663		10663				
Empirical Economics	0377-7332	1435-8921							http://link.springer.com/journal/181		181				
Empirical Research in Vocational Education and Training		1877-6345							http://link.springer.com/journal/40461		40461				
Empirical Software Engineering	1382-3256	1573-7616							http://link.springer.com/journal/10664		10664				
Employee Responsibilities and Rights Journal	0892-7545	1573-3378							http://link.springer.com/journal/10672		10672				
Endocrine	1355-008X	1559-0100							http://link.springer.com/journal/12020		12020				
Endocrine Pathology	1046-3976	1559-0097							http://link.springer.com/journal/12022		12022				
Energy Efficiency	1570-646X	1570-6478							http://link.springer.com/journal/12053		12053				
Energy Systems	1868-3967	1868-3975							http://link.springer.com/journal/12667		12667				
Energy, Sustainability and Society		2192-0567							http://link.springer.com/journal/13705		13705				
Engineering with Computers	0177-0667	1435-5663							http://link.springer.com/journal/366		366				
Entomological Review	0013-8738	1555-6689							http://link.springer.com/journal/11474		11474				
Environment Systems and Decisions	2194-5403	2194-5411							http://link.springer.com/journal/10669		10669				
Environment, Development and Sustainability	1387-585X	1573-2975							http://link.springer.com/journal/10668		10668				
Environmental and Ecological Statistics	1352-8505	1573-3009							http://link.springer.com/journal/10651		10651				
Environmental and Resource Economics	0924-6460	1573-1502							http://link.springer.com/journal/10640		10640				
Environmental Biology of Fishes	0378-1909	1573-5133							http://link.springer.com/journal/10641		10641				
Environmental Chemistry Letters	1610-3653	1610-3661							http://link.springer.com/journal/10311		10311				
Environmental Earth Sciences	1866-6280	1866-6299							http://link.springer.com/journal/12665		12665				
Environmental Economics and Policy Studies	1432-847X	1867-383X							http://link.springer.com/journal/10018		10018				
Environmental Evidence		2047-2382							http://link.springer.com/journal/13750		13750				
Environmental Fluid Mechanics	1567-7419	1573-1510							http://link.springer.com/journal/10652		10652				
Environmental Geochemistry and Health	0269-4042	1573-2983							http://link.springer.com/journal/10653		10653				
Environmental Geology	0943-0105	1866-6299							http://link.springer.com/journal/254		254				
Environmental Health		1476-069X							http://link.springer.com/journal/12940		12940				
Environmental Health and Preventive Medicine	1342-078X	1347-4715							http://link.springer.com/journal/12199		12199				
Environmental Management	0364-152X	1432-1009							http://link.springer.com/journal/267		267				
Environmental Modeling & Assessment	1420-2026	1573-2967							http://link.springer.com/journal/10666		10666				
Environmental Monitoring and Assessment	0167-6369	1573-2959							http://link.springer.com/journal/10661		10661				
Environmental Science and Pollution Research	0944-1344	1614-7499							http://link.springer.com/journal/11356		11356				
Environmental Sciences Europe	2190-4707	2190-4715							http://link.springer.com/journal/12302		12302				
Environmental Systems Research		2193-2697							http://link.springer.com/journal/40068		40068				
Epidemiologic Perspectives & Innovations		1742-5573							http://link.springer.com/journal/12980		12980				
Epigenetics & Chromatin		1756-8935							http://link.springer.com/journal/13072		13072				
Epileptic Disorders	1950-6945	1950-6945							http://link.springer.com/journal/13315		13315				
EPJ Data Science		2193-1127							http://link.springer.com/journal/13688		13688				
EPJ direct	1435-3725								http://link.springer.com/journal/10105		10105				
EPJ Nonlinear Biomedical Physics		2195-0008							http://link.springer.com/journal/40366		40366				
ERA Forum	1612-3093	1863-9038							http://link.springer.com/journal/12027		12027				
Erkenntnis	0165-0106	1572-8420							http://link.springer.com/journal/10670		10670				
Ernährung - Wissenschaft und Praxis	1864-3825	1864-3914							http://link.springer.com/journal/12082		12082				
Erwerbs-Obstbau	0014-0309	1439-0302							http://link.springer.com/journal/10341		10341				
Erziehungswissenschaft	0938-5363	1862-5231							http://link.springer.com/journal/11611		11611				
Esophagus	1612-9059	1612-9067							http://link.springer.com/journal/10388		10388				
Estuaries and Coasts	1559-2723	1559-2731							http://link.springer.com/journal/12237		12237				
Ethical Theory and Moral Practice	1386-2820	1572-8447							http://link.springer.com/journal/10677		10677				
Ethics and Information Technology	1388-1957	1572-8439							http://link.springer.com/journal/10676		10676				
Ethik in der Medizin	0935-7335	1437-1618							http://link.springer.com/journal/481		481				
Euphytica	0014-2336	1573-5060							http://link.springer.com/journal/10681		10681				
Eurasian Soil Science	1064-2293	1556-195X							http://link.springer.com/journal/11475		11475				
EURASIP Journal on Advances in Signal Processing		1687-6180							http://link.springer.com/journal/13634		13634				
EURASIP Journal on Audio, Speech, and Music Processing		1687-4722							http://link.springer.com/journal/13636		13636				
EURASIP Journal on Bioinformatics and Systems Biology		1687-4153							http://link.springer.com/journal/13637		13637				
EURASIP Journal on Embedded Systems		1687-3963							http://link.springer.com/journal/13639		13639				
EURASIP Journal on Image and Video Processing		1687-5281							http://link.springer.com/journal/13640		13640				
EURASIP Journal on Information Security		1687-417X							http://link.springer.com/journal/13635		13635				
EURASIP Journal on Wireless Communications and Networking		1687-1499							http://link.springer.com/journal/13638		13638				
EURO Journal on Computational Optimization	2192-4406	2192-4414							http://link.springer.com/journal/13675		13675				
EURO Journal on Decision Processes	2193-9438	2193-9446							http://link.springer.com/journal/40070		40070				
EURO Journal on Transportation and Logistics	2192-4376	2192-4384							http://link.springer.com/journal/13676		13676				
Europäisches Journal für Minderheitenfragen	1865-1089	1865-1097							http://link.springer.com/journal/12241		12241				
European Actuarial Journal	2190-9733	2190-9741							http://link.springer.com/journal/13385		13385				
European Archives of Oto-Rhino-Laryngology	0937-4477	1434-4726							http://link.springer.com/journal/405		405				
European Archives of Paediatric Dentistry	1818-6300	1996-9805							http://link.springer.com/journal/40368		40368				
European Archives of Psychiatry and Clinical Neuroscience	0940-1334	1433-8491							http://link.springer.com/journal/406		406				
European Biophysics Journal	0175-7571	1432-1017							http://link.springer.com/journal/249		249				
European Child & Adolescent Psychiatry	1018-8827	1435-165X							http://link.springer.com/journal/787		787				
European Clinics in Obstetrics and Gynaecology	1613-3412	1613-3420							http://link.springer.com/journal/11296		11296				
European Demographic Information Bulletin	0046-2756								http://link.springer.com/journal/12365		12365				
European Food Research and Technology	1438-2377	1438-2385							http://link.springer.com/journal/217		217				
European Journal for Education Law and Policy	1386-8349	1573-1715							http://link.springer.com/journal/10650		10650				
European Journal for Philosophy of Science	1879-4912	1879-4920							http://link.springer.com/journal/13194		13194				
European Journal of Ageing	1613-9372	1613-9380							http://link.springer.com/journal/10433		10433				
European Journal of Applied Physiology	1439-6319	1439-6327							http://link.springer.com/journal/421		421				
European Journal of Clinical Microbiology & Infectious Diseases	0934-9723	1435-4373							http://link.springer.com/journal/10096		10096				
European Journal of Clinical Pharmacology	0031-6970	1432-1041							http://link.springer.com/journal/228		228				
European Journal of Drug Metabolism and Pharmacokinetics	0378-7966	2107-0180							http://link.springer.com/journal/13318		13318				
European Journal of Epidemiology	0393-2990	1573-7284							http://link.springer.com/journal/10654		10654				
European Journal of Forest Research	1612-4669	1612-4677							http://link.springer.com/journal/10342		10342				
European Journal of Futures Research	2195-4194	2195-2248							http://link.springer.com/journal/40309		40309				
European Journal of Law and Economics	0929-1261	1572-9990							http://link.springer.com/journal/10657		10657				
European Journal of Medical Research		2047-783X							http://link.springer.com/journal/40001		40001				
European Journal of Nuclear Medicine and Molecular Imaging	1619-7070	1619-7089							http://link.springer.com/journal/259		259				
European Journal of Nutrition	1436-6207	1436-6215							http://link.springer.com/journal/394		394				
European Journal of Orthopaedic Surgery & Traumatology	1633-8065	1432-1068							http://link.springer.com/journal/590		590				
European Journal of Pediatrics	0340-6199	1432-1076							http://link.springer.com/journal/431		431				
European Journal of Plant Pathology	0929-1873	1573-8469							http://link.springer.com/journal/10658		10658				
European Journal of Plastic Surgery	0930-343X	1435-0130							http://link.springer.com/journal/238		238				
European Journal of Political Research	0304-4130	1475-6765							http://link.springer.com/journal/11112		11112				
European Journal of Population / Revue européenne de Démographie	0168-6577	1572-9885							http://link.springer.com/journal/10680		10680				
European Journal of Psychology of Education	0256-2928	1878-5174							http://link.springer.com/journal/10212		10212				
European Journal of Trauma and Emergency Surgery	1863-9933	1863-9941							http://link.springer.com/journal/68		68				
European Journal of Wildlife Research	1612-4642	1439-0574							http://link.springer.com/journal/10344		10344				
European Journal of Wood and Wood Products	0018-3768	1436-736X							http://link.springer.com/journal/107		107				
European Journal on Criminal Policy and Research	0928-1371	1572-9869							http://link.springer.com/journal/10610		10610				
European Orthopaedics and Traumatology	1867-4569	1867-4577							http://link.springer.com/journal/12570		12570				
European Radiology	0938-7994	1432-1084							http://link.springer.com/journal/330		330				
European Radiology Supplements	1613-3749	1613-3757							http://link.springer.com/journal/10406		10406				
European Review of Aging and Physical Activity	1813-7253	1861-6909							http://link.springer.com/journal/11556		11556				
European Spine Journal	0940-6719	1432-0932							http://link.springer.com/journal/586		586				
European Surgery	1682-8631	1682-4016							http://link.springer.com/journal/10353		10353				
European Transport Research Review	1867-0717	1866-8887							http://link.springer.com/journal/12544		12544				
European View	1781-6858	1865-5831							http://link.springer.com/journal/12290		12290				
Europhysics News	0531-7479	1432-1092							http://link.springer.com/journal/770		770				
Evidence-Based Integrative Medicine	1176-2330								http://link.springer.com/journal/40284		40284				
EvoDevo		2041-9139							http://link.springer.com/journal/13227		13227				
Evolution: Education and Outreach	1936-6426	1936-6434							http://link.springer.com/journal/12052		12052				
Evolutionary Biology	0071-3260	1934-2845							http://link.springer.com/journal/11692		11692				
Evolutionary Ecology	0269-7653	1573-8477							http://link.springer.com/journal/10682		10682				
Evolutionary Intelligence	1864-5909	1864-5917							http://link.springer.com/journal/12065		12065				
Evolving Systems	1868-6478	1868-6486							http://link.springer.com/journal/12530		12530				
Experimental & Translational Stroke Medicine		2040-7378							http://link.springer.com/journal/13231		13231				
Experimental and Applied Acarology	0168-8162	1572-9702							http://link.springer.com/journal/10493		10493				
Experimental Astronomy	0922-6435	1572-9508							http://link.springer.com/journal/10686		10686				
Experimental Biology Online	1435-3237	1430-3418							http://link.springer.com/journal/898		898				
Experimental Brain Research	0014-4819	1432-1106							http://link.springer.com/journal/221		221				
Experimental Economics	1386-4157	1573-6938							http://link.springer.com/journal/10683		10683				
Experimental Hematology & Oncology		2162-3619							http://link.springer.com/journal/40164		40164				
Experimental Mechanics	0014-4851	1741-2765							http://link.springer.com/journal/11340		11340				
Experiments in Fluids	0723-4864	1432-1114							http://link.springer.com/journal/348		348				
Expert Evidence	0965-3643	1573-9694							http://link.springer.com/journal/10684		10684				
Extreme Physiology & Medicine		2046-7648							http://link.springer.com/journal/13728		13728				
Extremes	1386-1999	1572-915X							http://link.springer.com/journal/10687		10687				
Extremophiles	1431-0651	1433-4909							http://link.springer.com/journal/792		792				
Facies	0172-9179	1612-4820							http://link.springer.com/journal/10347		10347				
Familial Cancer	1389-9600	1573-7292							http://link.springer.com/journal/10689		10689				
Feminist Legal Studies	0966-3622	1572-8455							http://link.springer.com/journal/10691		10691				
Few-Body Systems	0177-7963	1432-5411							http://link.springer.com/journal/601		601				
Fibers and Polymers	1229-9197	1875-0052							http://link.springer.com/journal/12221		12221				
Fibre Chemistry	0015-0541	1573-8493							http://link.springer.com/journal/10692		10692				
Fibrogenesis & Tissue Repair		1755-1536							http://link.springer.com/journal/13069		13069				
Filaria Journal		1475-2883							http://link.springer.com/journal/13564		13564				
Finance and Stochastics	0949-2984	1432-1122							http://link.springer.com/journal/780		780				
Financial Markets and Portfolio Management	1555-4961	1555-497X							http://link.springer.com/journal/11408		11408				
Fire Science Reviews		2193-0414							http://link.springer.com/journal/40038		40038				
Fire Technology	0015-2684	1572-8099							http://link.springer.com/journal/10694		10694				
Fish Physiology and Biochemistry	0920-1742	1573-5168							http://link.springer.com/journal/10695		10695				
Fisheries Science	0919-9268	1444-2906							http://link.springer.com/journal/12562		12562				
Fixed Point Theory and Applications		1687-1812							http://link.springer.com/journal/13663		13663				
Flavour		2044-7248							http://link.springer.com/journal/13411		13411				
Flexible Services and Manufacturing Journal	1936-6582	1936-6590							http://link.springer.com/journal/10696		10696				
Flow, Turbulence and Combustion	1386-6184	1573-1987							http://link.springer.com/journal/10494		10494				
Fluid Dynamics	0015-4628	1573-8507							http://link.springer.com/journal/10697		10697				
Fluids and Barriers of the CNS		2045-8118							http://link.springer.com/journal/12987		12987				
focus neurogeriatrie	1864-1954	1864-1962							http://link.springer.com/journal/12151		12151				
Folia Geobotanica	1211-9520	1874-9348							http://link.springer.com/journal/12224		12224				
Folia Microbiologica	0015-5632	1874-9356							http://link.springer.com/journal/12223		12223				
Food Analytical Methods	1936-9751	1936-976X							http://link.springer.com/journal/12161		12161				
Food and Bioprocess Technology	1935-5130	1935-5149							http://link.springer.com/journal/11947		11947				
Food and Environmental Virology	1867-0334	1867-0342							http://link.springer.com/journal/12560		12560				
Food Biophysics	1557-1858	1557-1866							http://link.springer.com/journal/11483		11483				
Food Digestion	1869-1978	1869-1986							http://link.springer.com/journal/13228		13228				
Food Engineering Reviews	1866-7910	1866-7929							http://link.springer.com/journal/12393		12393				
Food Science and Biotechnology	1226-7708	2092-6456							http://link.springer.com/journal/10068		10068				
Food Security	1876-4517	1876-4525							http://link.springer.com/journal/12571		12571				
Forensic Science, Medicine, and Pathology	1547-769X	1556-2891							http://link.springer.com/journal/12024		12024				
Forensic Toxicology	1860-8965	1860-8973							http://link.springer.com/journal/11419		11419				
Forensische Psychiatrie, Psychologie, Kriminologie	1862-7072	1862-7080							http://link.springer.com/journal/11757		11757				
Forest Science and Practice	2095-4034	2095-4034							http://link.springer.com/journal/11632		11632				
Formal Aspects of Computing	0934-5043	1433-299X							http://link.springer.com/journal/165		165				
Formal Methods in System Design	0925-9856	1572-8102							http://link.springer.com/journal/10703		10703				
Forschung im Ingenieurwesen	0015-7899	1434-0860							http://link.springer.com/journal/10010		10010				
Fortschrittsberichte über Kolloide und Polymere	0071-8017								http://link.springer.com/journal/12277		12277				
Forum	0947-0255	2190-9784							http://link.springer.com/journal/12312		12312				
Forum der Psychoanalyse	0178-7667	1437-0751							http://link.springer.com/journal/451		451				
Forum for Social Economics	0736-0932	1874-6381							http://link.springer.com/journal/12143		12143				
Foundations of Chemistry	1386-4238	1572-8463							http://link.springer.com/journal/10698		10698				
Foundations of Computational Mathematics	1615-3375	1615-3383							http://link.springer.com/journal/10208		10208				
Foundations of Physics	0015-9018	1572-9516							http://link.springer.com/journal/10701		10701				
Foundations of Physics Letters	0894-9875	1572-9524							http://link.springer.com/journal/10702		10702				
Foundations of Science	1233-1821	1572-8471							http://link.springer.com/journal/10699		10699				
Fractional Calculus and Applied Analysis	1311-0454	1314-2224							http://link.springer.com/journal/13540		13540				
Friction	2223-7690	2223-7704							http://link.springer.com/journal/40544		40544				
Frontiers in Biology	1674-7984	1674-7992							http://link.springer.com/journal/11515		11515				
Frontiers in Energy	2095-1701	2095-1698							http://link.springer.com/journal/11708		11708				
Frontiers in Zoology		1742-9994							http://link.springer.com/journal/12983		12983				
Frontiers of Agriculture in China	1673-7334	1673-744X							http://link.springer.com/journal/11703		11703				
Frontiers of Business Research in China	1673-7326	1673-7431							http://link.springer.com/journal/11782		11782				
Frontiers of Chemical Science and Engineering	2095-0179	2095-0187							http://link.springer.com/journal/11705		11705				
Frontiers of Chemistry in China	1673-3495	1673-3614							http://link.springer.com/journal/11458		11458				
Frontiers of Computer Science	2095-2228	2095-2236							http://link.springer.com/journal/11704		11704				
Frontiers of Earth Science	2095-0195	2095-0209							http://link.springer.com/journal/11707		11707				
Frontiers of Economics in China	1673-3444	1673-3568							http://link.springer.com/journal/11459		11459				
Frontiers of Education in China	1673-341X	1673-3533							http://link.springer.com/journal/11516		11516				
Frontiers of Electrical and Electronic Engineering	2095-2732	1673-3584							http://link.springer.com/journal/11460		11460				
Frontiers of Environmental Science & Engineering	2095-2201	2095-221X							http://link.springer.com/journal/11783		11783				
Frontiers of Forestry in China	1673-3517	1673-3630							http://link.springer.com/journal/11461		11461				
Frontiers of History in China	1673-3401	1673-3525							http://link.springer.com/journal/11462		11462				
Frontiers of Law in China	1673-3428	1673-3541							http://link.springer.com/journal/11463		11463				
Frontiers of Literary Studies in China	1673-7318	1673-7423							http://link.springer.com/journal/11702		11702				
Frontiers of Materials Science	2095-025X	2095-0268							http://link.springer.com/journal/11706		11706				
Frontiers of Mathematics in China	1673-3452	1673-3576							http://link.springer.com/journal/11464		11464				
Frontiers of Mechanical Engineering	2095-0233	2095-0241							http://link.springer.com/journal/11465		11465				
Frontiers of Medicine	2095-0217	2095-0225							http://link.springer.com/journal/11684		11684				
Frontiers of Optoelectronics	2095-2759	2095-2767							http://link.springer.com/journal/12200		12200				
Frontiers of Philosophy in China	1673-3436	1673-355X							http://link.springer.com/journal/11466		11466				
Frontiers of Physics	2095-0462	2095-0470							http://link.springer.com/journal/11467		11467				
Frontiers of Structural and Civil Engineering	2095-2430	2095-2449							http://link.springer.com/journal/11709		11709				
Functional & Integrative Genomics	1438-793X	1438-7948							http://link.springer.com/journal/10142		10142				
Functional Analysis and Its Applications	0016-2663	1573-8485							http://link.springer.com/journal/10688		10688				
Functional Analysis and Other Mathematics	1991-0061	1863-7914							http://link.springer.com/journal/11853		11853				
Fungal Diversity	1560-2745	1878-9129							http://link.springer.com/journal/13225		13225				
Fuß & Sprunggelenk	1619-9987	1619-9995							http://link.springer.com/journal/10302		10302				
Fuzzy Information and Engineering	1616-8658	1616-8666							http://link.springer.com/journal/12543		12543				
Fuzzy Optimization and Decision Making	1568-4539	1573-2908							http://link.springer.com/journal/10700		10700				
Gastric Cancer	1436-3291	1436-3305							http://link.springer.com/journal/10120		10120				
Gefässchirurgie	0948-7034	1434-3932							http://link.springer.com/journal/772		772				
GEM - International Journal on Geomathematics	1869-2672	1869-2680							http://link.springer.com/journal/13137		13137				
Gender Issues	1098-092X	1936-4717							http://link.springer.com/journal/12147		12147				
General Relativity and Gravitation	0001-7701	1572-9532							http://link.springer.com/journal/10714		10714				
General Thoracic and Cardiovascular Surgery	1863-6705	1863-6713							http://link.springer.com/journal/11748		11748				
Genes & Genomics	1976-9571	2092-9293							http://link.springer.com/journal/13258		13258				
Genes & Nutrition	1555-8932	1865-3499							http://link.springer.com/journal/12263		12263				
Genetic Programming and Evolvable Machines	1389-2576	1573-7632							http://link.springer.com/journal/10710		10710				
Genetic Resources and Crop Evolution	0925-9864	1573-5109							http://link.springer.com/journal/10722		10722				
Genetic Vaccines and Therapy		1479-0556							http://link.springer.com/journal/12965		12965				
Genetica	0016-6707	1573-6857							http://link.springer.com/journal/10709		10709				
Genetics Selection Evolution		1297-9686							http://link.springer.com/journal/12711		12711				
Genome Biology		1465-6906							http://link.springer.com/journal/13059		13059				
Genome Integrity		2041-9414							http://link.springer.com/journal/13220		13220				
Genome Medicine		1756-994X							http://link.springer.com/journal/13073		13073				
Geo-Marine Letters	0276-0460	1432-1157							http://link.springer.com/journal/367		367				
Geo-spatial Information Science	1009-5020	1993-5153							http://link.springer.com/journal/11806		11806				
Geochemical Transactions		1467-4866							http://link.springer.com/journal/12932		12932				
Geochemistry International	0016-7029	1556-1968							http://link.springer.com/journal/11476		11476				
Geochronometria	1733-8387	1897-1695							http://link.springer.com/journal/13386		13386				
Geography and Natural Resources	1875-3728	1875-371X							http://link.springer.com/journal/13541		13541				
Geoheritage	1867-2477	1867-2485							http://link.springer.com/journal/12371		12371				
GeoInformatica	1384-6175	1573-7624							http://link.springer.com/journal/10707		10707				
GeoJournal	0343-2521	1572-9893							http://link.springer.com/journal/10708		10708				
Geologie en Mijnbouw	0016-7746	1573-9708							http://link.springer.com/journal/11288		11288				
Geology of Ore Deposits	1075-7015	1555-6476							http://link.springer.com/journal/11477		11477				
Geomagnetism and Aeronomy	0016-7932	1555-645X							http://link.springer.com/journal/11478		11478				
Geometriae Dedicata	0046-5755	1572-9168							http://link.springer.com/journal/10711		10711				
Geometric and Functional Analysis	1016-443X	1420-8970							http://link.springer.com/journal/39		39				
Georgian Mathematical Journal	1072-947X	1572-9176							http://link.springer.com/journal/11290		11290				
Geosciences Journal	1226-4806	1598-7477							http://link.springer.com/journal/12303		12303				
Geotechnical and Geological Engineering	0960-3182	1573-1529							http://link.springer.com/journal/10706		10706				
Geotectonics	0016-8521	1556-1976							http://link.springer.com/journal/11479		11479				
Geothermal Energy		2195-9706							http://link.springer.com/journal/40517		40517				
Geriatric Nephrology and Urology	0924-8455	1573-7306							http://link.springer.com/journal/10715		10715				
Gesunde Pflanzen	0367-4223	1439-0345							http://link.springer.com/journal/10343		10343				
GigaScience		2047-217X							http://link.springer.com/journal/13742		13742				
Giornale Italiano di Health Technology Assessment	2035-3510	2035-6129							http://link.springer.com/journal/40269		40269				
Glass and Ceramics	0361-7610	1573-8515							http://link.springer.com/journal/10717		10717				
Glass Physics and Chemistry	1087-6596	1608-313X							http://link.springer.com/journal/10720		10720				
Global Business Perspectives	2194-0061	2194-007X							http://link.springer.com/journal/40196		40196				
Global Change and Human Health	1389-5702	1573-7314							http://link.springer.com/journal/10718		10718				
Global Journal of Flexible Systems Management	0972-2696	0974-0198							http://link.springer.com/journal/40171		40171				
Globalization and Health		1744-8603							http://link.springer.com/journal/12992		12992				
Glycoconjugate Journal	0282-0080	1573-4986							http://link.springer.com/journal/10719		10719				
Gold Bulletin		2190-7579							http://link.springer.com/journal/13404		13404				
GPS Solutions	1080-5370	1521-1886							http://link.springer.com/journal/10291		10291				
Graefe's Archive for Clinical and Experimental Ophthalmology	0721-832X	1435-702X							http://link.springer.com/journal/417		417				
Grammars	1386-7393	1572-848X							http://link.springer.com/journal/10721		10721				
Granular Matter	1434-5021	1434-7636							http://link.springer.com/journal/10035		10035				
Graphs and Combinatorics	0911-0119	1435-5914							http://link.springer.com/journal/373		373				
Gravitation and Cosmology	0202-2893	1995-0721							http://link.springer.com/journal/12267		12267				
Group	0362-4021	1573-3386							http://link.springer.com/journal/10724		10724				
Group Decision and Negotiation	0926-2644	1572-9907							http://link.springer.com/journal/10726		10726				
Grundwasser	1430-483X	1432-1165							http://link.springer.com/journal/767		767				
Gruppendynamik und Organisationsberatung	1618-7849	1862-2615							http://link.springer.com/journal/11612		11612				
Gut Pathogens		1757-4749							http://link.springer.com/journal/13099		13099				
Gynäkologische Endokrinologie	1610-2894	1610-2908							http://link.springer.com/journal/10304		10304				
Gynecological Surgery	1613-2076	1613-2084							http://link.springer.com/journal/10397		10397				
Gyroscopy and Navigation	2075-1087	2075-1109							http://link.springer.com/journal/13140		13140				
HAND	1558-9447	1558-9455							http://link.springer.com/journal/11552		11552				
Harm Reduction Journal		1477-7517							http://link.springer.com/journal/12954		12954				
hautnah	1866-2250								http://link.springer.com/journal/12326		12326				
Head & Face Medicine		1746-160X							http://link.springer.com/journal/13005		13005				
Head & Neck Oncology		1758-3284							http://link.springer.com/journal/13051		13051				
Head and Neck Pathology	1936-055X	1936-0568							http://link.springer.com/journal/12105		12105				
Health and Quality of Life Outcomes		1477-7525							http://link.springer.com/journal/12955		12955				
Health and Technology	2190-7188	2190-7196							http://link.springer.com/journal/12553		12553				
Health Care Analysis	1065-3058	1573-3394							http://link.springer.com/journal/10728		10728				
Health Care Management Science	1386-9620	1572-9389							http://link.springer.com/journal/10729		10729				
Health Economics Review		2191-1991							http://link.springer.com/journal/13561		13561				
Health Information Science and Systems		2047-2501							http://link.springer.com/journal/13755		13755				
Health Research Policy and Systems		1478-4505							http://link.springer.com/journal/12961		12961				
Health Services and Outcomes Research Methodology	1387-3741	1572-9400							http://link.springer.com/journal/10742		10742				
Heart and Vessels	0910-8327	1615-2573							http://link.springer.com/journal/380		380				
Heart Failure Reviews	1382-4147	1573-7322							http://link.springer.com/journal/10741		10741				
