publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
Dipole Moments and Related Constants of Diamagnetic Molecules	978-3-540-54893-5	978-3-540-46465-5							http://link.springer.com/10.1007/b44435		10.1007/b44435		fulltext		Springer Berlin Heidelberg	Monograph	1992		19c		Hüttner	284002	
Dipole Moments, Quadrupole Coupling Constants, Hindered Rotation and Magnetic Interaction Constants of Diamagnetic Molecules	978-3-540-41037-9	978-3-540-45312-3							http://link.springer.com/10.1007/b75954		10.1007/b75954		fulltext		Springer Berlin Heidelberg	Monograph	2002		24C		Hüttner	284002	
Distance Sampling	978-0-412-42670-4	978-94-011-1574-2							http://link.springer.com/10.1007/978-94-011-1574-2	Buckland	10.1007/978-94-011-1574-2		fulltext		Springer Netherlands	Monograph	1993						
Doorbreek je depressie	978-90-313-7353-6	978-90-313-7354-3							http://link.springer.com/10.1007/978-90-313-7354-3	Molenaar	10.1007/978-90-313-7354-3		fulltext		Bohn Stafleu van Loghum	Monograph	2009						
Dy-Er – Fr-Mo	978-3-540-58428-5	978-3-540-48786-9							http://link.springer.com/10.1007/b55397		10.1007/b55397		fulltext		Springer Berlin Heidelberg	Monograph	1995		5e		Madelung	284004	
Dyslexie de baas!	978-90-313-6010-9	978-90-313-7973-6							http://link.springer.com/10.1007/978-90-313-7973-6	Poleij	10.1007/978-90-313-7973-6		fulltext		Bohn Stafleu van Loghum	Monograph	2009						
Dyslexie de baas!	978-90-313-6012-3	978-90-313-7974-3							http://link.springer.com/10.1007/978-90-313-7974-3	Poleij	10.1007/978-90-313-7974-3		fulltext		Bohn Stafleu van Loghum	Monograph	2009						
ECDL Module 4: Spreadsheets	978-1-85233-445-1	978-1-4471-0493-3							http://link.springer.com/10.1007/978-1-4471-0493-3	Stott	10.1007/978-1-4471-0493-3		fulltext		Springer London	Monograph	2000		4			4612	
ECDL Module 6: Presentation	978-1-85233-447-5	978-1-4471-0499-5							http://link.springer.com/10.1007/978-1-4471-0499-5	Stott	10.1007/978-1-4471-0499-5		fulltext		Springer London	Monograph	2000		6			4612	
EKG in Notfällen	978-3-540-41318-9	978-3-662-06933-2							http://link.springer.com/10.1007/978-3-662-06933-2	Lindner	10.1007/978-3-662-06933-2		fulltext		Springer Berlin Heidelberg	Monograph	2001			Zweite, überarbeitete Auflage			
EKG in Notfällen	978-3-662-06935-6	978-3-662-06934-9							http://link.springer.com/10.1007/978-3-662-06934-9	Lindner	10.1007/978-3-662-06934-9		fulltext		Springer Berlin Heidelberg	Monograph	1997						
Ein Arkadien der Musik	978-3-476-01907-3	978-3-476-02868-6							http://link.springer.com/10.1007/978-3-476-02868-6		10.1007/978-3-476-02868-6		fulltext		J.B. Metzler	Monograph	2002				Hermann		
Einführung in die französische Sprachwissenschaft	978-3-476-02313-1	978-3-476-00427-7							http://link.springer.com/10.1007/978-3-476-00427-7	Stein	10.1007/978-3-476-00427-7		fulltext		J.B. Metzler	Monograph	2010			3., aktualisierte und erweiterte Auflage			
Elastic and Charge Exchange Scattering of Elementary Particles	978-3-540-06248-6	978-3-540-38535-6							http://link.springer.com/10.1007/b19943		10.1007/b19943		fulltext		Springer Berlin Heidelberg	Monograph	1973		7		Schopper	284001	
Electrical Resistivity, Kondo and Spin Fluctuation Systems, Spin Glasses and Thermopower	978-3-540-11082-8	978-3-540-38578-3							http://link.springer.com/10.1007/b29240		10.1007/b29240		fulltext		Springer Berlin Heidelberg	Monograph	1983		15a		Hellwege	284003	
Electrical Resistivity, Thermoelectrical Power and Optical Properties	978-3-540-11694-3	978-3-540-39461-7							http://link.springer.com/10.1007/b19992		10.1007/b19992		fulltext		Springer Berlin Heidelberg	Monograph	1985		15b		Hellwege	284003	
Electrical, Electronic and Magnetic Properties of Solids	978-3-319-09984-2	978-3-319-09985-9							http://link.springer.com/10.1007/978-3-319-09985-9	Sirdeshmukh	10.1007/978-3-319-09985-9		fulltext		Springer International Publishing	Monograph	2014		207	2014		856	
Electron Paramagnetic Resonance	978-3-540-13018-5	978-3-540-38818-0							http://link.springer.com/10.1007/b19962		10.1007/b19962		fulltext		Springer Berlin Heidelberg	Monograph	1984		12b		Hellwege	284002	
Electron States and Fermi Surfaces of Elements	978-3-540-11523-6	978-3-540-39213-2							http://link.springer.com/10.1007/b19990		10.1007/b19990		fulltext		Springer Berlin Heidelberg	Monograph	1984		13c		Hellwege	284003	
Electron-Positron Interactions	978-3-540-55777-7	978-3-540-47284-1							http://link.springer.com/10.1007/b46103		10.1007/b46103		fulltext		Springer Berlin Heidelberg	Monograph	1992		14		Schopper	284001	
Electronic Noses & Sensors for the Detection of Explosives	978-1-4020-2318-7	978-1-4020-2800-7							http://link.springer.com/10.1007/978-1-4020-2800-7		10.1007/978-1-4020-2800-7		fulltext		Springer Netherlands	Monograph	2004		159		Gardner	6328	
Electronic Transport. Part 1: Quantum Point Contacts and Quantum Wires	978-3-540-61741-9	978-3-540-69989-7							http://link.springer.com/10.1007/b55682		10.1007/b55682		fulltext		Springer Berlin Heidelberg	Monograph	2001		34B1		Kramer	284003	
Electronic and Vibrational Properties	978-3-540-56070-8	978-3-540-47399-2							http://link.springer.com/10.1007/b47750		10.1007/b47750		fulltext		Springer Berlin Heidelberg	Monograph	1994		24b		Chiarotti	284003	
Electroweak Interactions. Experimental Facts and Theoretical Foundation	978-3-540-18379-2	978-3-540-47931-4							http://link.springer.com/10.1007/b33547		10.1007/b33547		fulltext		Springer Berlin Heidelberg	Monograph	1988		10		Schopper	284001	
Energy Levels of Nuclei: A = 5 to A = 257	978-3-540-02715-7	978-3-540-37053-6							http://link.springer.com/10.1007/b19936		10.1007/b19936		fulltext		Springer Berlin Heidelberg	Monograph	1961		1		Schopper	284001	
Energy Policy in the European Union	978-0-333-64349-5	978-1-349-25735-5							http://link.springer.com/10.1007/978-1-349-25735-5	Matláry	10.1007/978-1-349-25735-5		fulltext		Macmillan Education UK	Monograph	1997					14112	
Enterprise Resource Planning (ERP): The Dynamics of Operations Management	978-0-7923-8438-0	978-0-306-47555-9							http://link.springer.com/10.1007/b110018	Shtub	10.1007/b110018		fulltext		Springer US	Monograph	1999						
Entrepreneurship	978-1-4039-0160-6	978-1-137-09407-0							http://link.springer.com/10.1007/978-1-137-09407-0	Legge	10.1007/978-1-137-09407-0		fulltext		Macmillan Education UK	Monograph	2004						
Environmental Policy in the European Union	978-0-333-77204-1	978-0-333-98557-1							http://link.springer.com/10.1007/978-0-333-98557-1	McCormick	10.1007/978-0-333-98557-1		fulltext		Macmillan Education UK	Monograph	2001					14112	
Erinnerung — Reflexion — Geschichte	978-3-531-15345-2	978-3-531-90828-1							http://link.springer.com/10.1007/978-3-531-90798-7		10.1007/978-3-531-90798-7		fulltext		VS Verlag für Sozialwissenschaften	Monograph	2008				Dörr		
Essentials of Statistics for Scientists and Technologists	978-1-4684-7967-6	978-1-4684-7965-2							http://link.springer.com/10.1007/978-1-4684-7965-2	Mack	10.1007/978-1-4684-7965-2		fulltext		Springer US	Monograph	1966						
Estimation of Unknown Excitation Functions and Thick Target Yields for p, d, He-3 and Alpha-Reactions	978-3-540-06723-8	978-3-540-38058-0							http://link.springer.com/10.1007/b90274		10.1007/b90274		fulltext		Springer Berlin Heidelberg	Monograph	1974		5c		Schopper	284001	
Eten zonder angst	978-90-313-8759-5	978-90-313-8760-1							http://link.springer.com/10.1007/978-90-313-8760-1	Beer	10.1007/978-90-313-8760-1		fulltext		Bohn Stafleu van Loghum	Monograph	2011						
European Warfare 1453–1815	978-0-333-69224-0	978-1-349-27521-2							http://link.springer.com/10.1007/978-1-349-27521-2		10.1007/978-1-349-27521-2		fulltext		Macmillan Education UK	Monograph	1999				Black	14217	
Evil and the God of Love	978-0-333-39483-0	978-1-349-18048-6							http://link.springer.com/10.1007/978-1-349-18048-6	Hick	10.1007/978-1-349-18048-6		fulltext		Palgrave Macmillan UK	Monograph	1985						
Evolutionsbiologie	978-3-0348-5236-4	978-3-0348-5235-7							http://link.springer.com/10.1007/978-3-0348-5235-7	Futuyma	10.1007/978-3-0348-5235-7		fulltext		Birkhäuser Basel	Monograph	1990						
Explosionen	978-3-662-07158-8	978-3-662-07157-1							http://link.springer.com/10.1007/978-3-662-07157-1	Bartknecht	10.1007/978-3-662-07157-1		fulltext		Springer Berlin Heidelberg	Monograph	1980			Zweite, überarbeitete und ergänzte Auflage			
Explosionen	978-3-662-07160-1	978-3-662-07159-5							http://link.springer.com/10.1007/978-3-662-07159-5	Bartknecht	10.1007/978-3-662-07159-5		fulltext		Springer Berlin Heidelberg	Monograph	1978						
Facilities Management	978-0-333-73798-9	978-1-349-14879-0							http://link.springer.com/10.1007/978-1-349-14879-0	Park	10.1007/978-1-349-14879-0		fulltext		Macmillan Education UK	Monograph	1998			Second Edition		13934	
Family Therapy in Changing Times	978-1-4039-0472-0	978-1-4039-3892-3							http://link.springer.com/10.1007/978-1-4039-3892-3	Barnes	10.1007/978-1-4039-3892-3		fulltext		Macmillan Education UK	Monograph	2004			Second Edition		13927	
Feminist Social and Political Theory	978-0-333-96811-6	978-0-230-62956-1							http://link.springer.com/10.1007/978-0-230-62956-1	McLaughlin	10.1007/978-0-230-62956-1		fulltext		Macmillan Education UK	Monograph	2003						
Fernseh-Volkstheater	978-3-8244-4423-6	978-3-322-87384-2							http://link.springer.com/10.1007/978-3-322-87384-2	Rieder	10.1007/978-3-322-87384-2		fulltext		Deutscher Universitätsverlag	Monograph	2000					10453	
Food Flavorings	978-1-4684-8391-8	978-1-4684-8389-5							http://link.springer.com/10.1007/978-1-4684-8389-5		10.1007/978-1-4684-8389-5		fulltext		Springer US	Monograph	1991			Second edition	Ashurst		
Fossil Energy	978-3-540-42943-2	978-3-540-45641-4							http://link.springer.com/10.1007/b71804		10.1007/b71804		fulltext		Springer Berlin Heidelberg	Monograph	2002		3A		Heinloth	284008	
Foundation Mathematics for Engineers	978-0-333-52717-7	978-1-349-11717-8							http://link.springer.com/10.1007/978-1-349-11717-8	Berry	10.1007/978-1-349-11717-8		fulltext		Macmillan Education UK	Monograph	1991						
Foundations of A Planned Economy 1926–1929	978-1-349-02904-4	978-1-349-02902-0							http://link.springer.com/10.1007/978-1-349-02902-0	Carr	10.1007/978-1-349-02902-0		fulltext		Palgrave Macmillan UK	Monograph	1978						
Foundations of a Planned Economy 1926–1929	978-1-349-01347-0	978-1-349-01345-6							http://link.springer.com/10.1007/978-1-349-01345-6	Carr	10.1007/978-1-349-01345-6		fulltext		Palgrave Macmillan UK	Monograph	1976						
Foundations of a Planned Economy 1926–1929	978-1-349-02838-2	978-1-349-02836-8							http://link.springer.com/10.1007/978-1-349-02836-8	Carr	10.1007/978-1-349-02836-8		fulltext		Palgrave Macmillan UK	Monograph	1976						
Foundations of a Planned Economy 1926–1929	978-1-349-04098-8	978-1-349-04096-4							http://link.springer.com/10.1007/978-1-349-04096-4	Carr	10.1007/978-1-349-04096-4		fulltext		Palgrave Macmillan UK	Monograph	1969						
France in the European Union	978-0-333-59358-5	978-1-349-26584-8							http://link.springer.com/10.1007/978-1-349-26584-8	Guyomarch	10.1007/978-1-349-26584-8		fulltext		Macmillan Education UK	Monograph	1998					14112	
Friedliche Nutzung der Kernenergie	978-3-540-02813-0	978-3-642-92831-4							http://link.springer.com/10.1007/978-3-642-92831-4	Erichsen	10.1007/978-3-642-92831-4		fulltext		Springer Berlin Heidelberg	Monograph	1962						
Fundamental Problems of Mesoscopic Physics	978-1-4020-2192-3	978-1-4020-2812-0							http://link.springer.com/10.1007/978-1-4020-2812-0		10.1007/978-1-4020-2812-0		fulltext		Springer Netherlands	Monograph	2004		154		Lerner	6328	
Fundamentals in British Politics	978-0-333-71097-5	978-1-349-27696-7							http://link.springer.com/10.1007/978-1-349-27696-7		10.1007/978-1-349-27696-7		fulltext		Macmillan Education UK	Monograph	1999				Holliday		
Further Engineering Mathematics	978-0-333-52610-1	978-1-349-20731-2							http://link.springer.com/10.1007/978-1-349-20731-2	Stroud	10.1007/978-1-349-20731-2		fulltext		Palgrave Macmillan UK	Monograph	1990			Second Edition			
Ga-Gd – Hf-Zr	978-3-540-60344-3	978-3-540-44996-6							http://link.springer.com/10.1007/b56869		10.1007/b56869		fulltext		Springer Berlin Heidelberg	Monograph	1996		5f		Madelung	284004	
Gender and Material Culture in Archaeological Perspective	978-1-349-62336-5	978-1-349-62334-1							http://link.springer.com/10.1007/978-1-349-62334-1		10.1007/978-1-349-62334-1		fulltext		Palgrave Macmillan UK	Monograph	2000				Donald	14468	
Genetics of Microbes	978-0-216-92002-6	978-1-4615-7096-7							http://link.springer.com/10.1007/978-1-4615-7096-7	Bainbridge	10.1007/978-1-4615-7096-7		fulltext		Springer US	Monograph	1987			Second Edition		10216	
Gentlemen Capitalists	978-1-349-12531-9	978-1-349-12529-6							http://link.springer.com/10.1007/978-1-349-12529-6	Malchow	10.1007/978-1-349-12529-6		fulltext		Palgrave Macmillan UK	Monograph	1991						
Geologisches Wörterbuch	978-3-8274-1810-4	978-3-8274-2244-6							http://link.springer.com/10.1007/978-3-8274-2244-6	Murawski	10.1007/978-3-8274-2244-6		fulltext		Spektrum Akademischer Verlag	Monograph	2010			12. überarbeitete und erweiterte Auflage			
Gesammelte Abhandlungen	978-3-642-50521-8	978-3-642-50831-8							http://link.springer.com/10.1007/978-3-642-50831-8	Hilbert	10.1007/978-3-642-50831-8		fulltext		Springer Berlin Heidelberg	Monograph	1932						
Geschwister	978-3-540-57603-7	978-3-642-95722-2							http://link.springer.com/10.1007/978-3-642-95722-2	Kasten	10.1007/978-3-642-95722-2		fulltext		Springer Berlin Heidelberg	Monograph	1994						
Geweldloos verzet in gezinnen	978-90-313-5123-7	978-90-313-6423-7							http://link.springer.com/10.1007/978-90-313-6423-7	Omer	10.1007/978-90-313-6423-7		fulltext		Bohn Stafleu van Loghum	Monograph	2007						
Globalization	978-0-333-97702-6	978-0-230-21207-7							http://link.springer.com/10.1007/978-0-230-21207-7	Scholte	10.1007/978-0-230-21207-7		fulltext		Macmillan Education UK	Monograph	2005			Second Edition			
Grounds of Dispute	978-0-333-55740-2	978-1-349-21917-9							http://link.springer.com/10.1007/978-1-349-21917-9	Tagg	10.1007/978-1-349-21917-9		fulltext		Macmillan Education UK	Monograph	1992					14186	
Group IV Elements, IV-IV and III-V Compounds. Part a - Lattice Properties	978-3-540-64070-7	978-3-540-31355-7							http://link.springer.com/10.1007/b60136		10.1007/b60136		fulltext		Springer Berlin Heidelberg	Monograph	2001		41A1a		Madelung	284003	
Grundzüge der modernen Analysis	978-3-322-89827-2	978-3-322-89826-5							http://link.springer.com/10.1007/978-3-322-89826-5	Dieudonné	10.1007/978-3-322-89826-5		fulltext		Vieweg+Teubner Verlag	Monograph	1982						
Grundzüge der modernen Analysis	978-3-322-90010-4	978-3-322-90009-8							http://link.springer.com/10.1007/978-3-322-90009-8	Dieudonné	10.1007/978-3-322-90009-8		fulltext		Vieweg+Teubner Verlag	Monograph	1987						
Grundzüge der modernen Analysis	978-3-663-07768-8	978-3-663-07767-1							http://link.springer.com/10.1007/978-3-663-07767-1	Dieudonné	10.1007/978-3-663-07767-1		fulltext		Vieweg+Teubner Verlag	Monograph	1979		21			10727	
Guide to Mathematical Methods	978-0-333-49209-3	978-1-349-10867-1							http://link.springer.com/10.1007/978-1-349-10867-1	Gilbert	10.1007/978-1-349-10867-1		fulltext		Macmillan Education UK	Monograph	1991					14164	
Hairdressing — The Foundations	978-0-333-55716-7	978-1-349-21682-6							http://link.springer.com/10.1007/978-1-349-21682-6	Palladino	10.1007/978-1-349-21682-6		fulltext		Macmillan Education UK	Monograph	1991						
Halide Perovskite-Type Layer Structures	978-3-540-41225-0	978-3-540-40979-3							http://link.springer.com/10.1007/b79064		10.1007/b79064		fulltext		Springer Berlin Heidelberg	Monograph	2001		27J3		Wijn	284003	
Halides I	978-3-540-56068-5	978-3-540-47395-4							http://link.springer.com/10.1007/b46092		10.1007/b46092		fulltext		Springer Berlin Heidelberg	Monograph	1994		27J1		Wijn	284003	
Halides II	978-3-540-56655-7	978-3-540-47621-4							http://link.springer.com/10.1007/b51791		10.1007/b51791		fulltext		Springer Berlin Heidelberg	Monograph	1995		27J2		Wijn	284003	
Hans Hahn Gesammelte Abhandlungen / Collected Works	978-3-7091-7356-5	978-3-7091-6590-4							http://link.springer.com/10.1007/978-3-7091-6590-4		10.1007/978-3-7091-6590-4		fulltext		Springer Vienna	Monograph	1996				Schmetterer		
Hans Hahn Gesammelte Abhandlungen Band 1/Hans Hahn Collected Works Volume 1	978-3-7091-7360-2	978-3-7091-6601-7							http://link.springer.com/10.1007/978-3-7091-6601-7		10.1007/978-3-7091-6601-7		fulltext		Springer Vienna	Monograph	1995				Schmetterer		
Hard Looks	978-0-312-16333-4	978-1-349-61442-4							http://link.springer.com/10.1007/978-1-349-61442-4	Nixon	10.1007/978-1-349-61442-4		fulltext		Palgrave Macmillan US	Monograph	1996						
Heart of Darkness	978-1-349-61321-2	978-1-137-05227-8							http://link.springer.com/10.1007/978-1-137-05227-8	Conrad	10.1007/978-1-137-05227-8		fulltext		Palgrave Macmillan US	Monograph	1996			Second Edition	Murfin	13939	
Heats of Mixing and Solution	978-3-540-07443-4	978-3-540-38005-4							http://link.springer.com/10.1007/b20005		10.1007/b20005		fulltext		Springer Berlin Heidelberg	Monograph	1976		2		Schäfer	284004	
Heizung, Lüftung, Elektrizität	978-3-519-15054-1	978-3-322-89125-9							http://link.springer.com/10.1007/978-3-322-89125-9	Schmid	10.1007/978-3-322-89125-9		fulltext		Vieweg+Teubner Verlag	Monograph	1999		5	2., überarbeitete und erweiterte Neuauflage		12078	
Helpen bij partnerrelatieproblemen	978-90-313-4439-0	978-90-313-6406-0							http://link.springer.com/10.1007/978-90-313-6406-0	Vansteenwegen	10.1007/978-90-313-6406-0		fulltext		Bohn Stafleu van Loghum	Monograph	2005			Derde, herziene druk			
Herrscherchronologien der antiken Welt	978-3-476-01912-7	978-3-476-05605-4							http://link.springer.com/10.1007/978-3-476-05605-4		10.1007/978-3-476-05605-4		fulltext		J.B. Metzler	Monograph	2004				Eder	15375	
Hg-Ho – La-Zr	978-3-540-60342-9	978-3-540-44940-9							http://link.springer.com/10.1007/b57029		10.1007/b57029		fulltext		Springer Berlin Heidelberg	Monograph	1997		5G		Madelung	284004	
High-Pressure Properties of Matter	978-3-540-09370-1	978-3-540-35242-6							http://link.springer.com/10.1007/b90280		10.1007/b90280		fulltext		Springer Berlin Heidelberg	Monograph	1980		4		Schäfer	284004	
History of Western Political Thought	978-1-4039-3534-2	978-0-230-20301-3							http://link.springer.com/10.1007/978-0-230-20301-3	Morrow	10.1007/978-0-230-20301-3		fulltext		Macmillan Education UK	Monograph	2005			Second Edition			
Housing Associations	978-0-333-73199-4	978-1-349-14807-3							http://link.springer.com/10.1007/978-1-349-14807-3	Cope	10.1007/978-1-349-14807-3		fulltext		Macmillan Education UK	Monograph	1999			Second Edition		13934	
Housing and Urban Development in the USSR	978-1-349-05220-2	978-1-349-05218-9							http://link.springer.com/10.1007/978-1-349-05218-9	Andrusz	10.1007/978-1-349-05218-9		fulltext		Palgrave Macmillan UK	Monograph	1984					14237	
How to Invent	978-1-4684-1395-3	978-1-4684-1393-9							http://link.springer.com/10.1007/978-1-4684-1393-9	Shlesinger	10.1007/978-1-4684-1393-9		fulltext		Springer US	Monograph	1987						
Human Resource Management	978-0-333-58877-2	978-1-349-23340-3							http://link.springer.com/10.1007/978-1-349-23340-3	Bratton	10.1007/978-1-349-23340-3		fulltext		Macmillan Education UK	Monograph	1994						
HyperCard griffbereit	978-3-528-34653-9	978-3-322-85077-5							http://link.springer.com/10.1007/978-3-322-85077-5	Becker	10.1007/978-3-322-85077-5		fulltext		Vieweg+Teubner Verlag	Monograph	1994			4., verbesserte und erweiterte Auflage			
Hölderlin-Jahrbuch	978-3-476-00763-6	978-3-476-03363-5							http://link.springer.com/10.1007/978-3-476-03363-5		10.1007/978-3-476-03363-5		fulltext		J.B. Metzler	Monograph	1991				Böschenstein		
Hölderlin-Jahrbuch	978-3-476-00910-4	978-3-476-03474-8							http://link.springer.com/10.1007/978-3-476-03474-8		10.1007/978-3-476-03474-8		fulltext		J.B. Metzler	Monograph	1993				Böschenstein		
Hölderlin-Jahrbuch	978-3-476-01318-7	978-3-476-03607-0							http://link.springer.com/10.1007/978-3-476-03607-0		10.1007/978-3-476-03607-0		fulltext		J.B. Metzler	Monograph	1995				Böschenstein		
Hölderlin-Jahrbuch	978-3-476-01534-1	978-3-476-03697-1							http://link.springer.com/10.1007/978-3-476-03697-1		10.1007/978-3-476-03697-1		fulltext		J.B. Metzler	Monograph	1998				Böschenstein		
II-VI and I-VII Compounds; Semimagnetic Compounds	978-3-540-64964-9	978-3-540-31359-5							http://link.springer.com/10.1007/b71137		10.1007/b71137		fulltext		Springer Berlin Heidelberg	Monograph	1999		41B		Madelung	284003	
Imagining Apocalypse	978-1-349-64897-9	978-1-349-64895-5							http://link.springer.com/10.1007/978-1-349-64895-5		10.1007/978-1-349-64895-5		fulltext		Palgrave Macmillan UK	Monograph	2000				Seed		
Imms’ General Textbook of Entomology	978-0-412-15230-6	978-94-011-6516-7							http://link.springer.com/10.1007/978-94-011-6516-7	Richards	10.1007/978-94-011-6516-7		fulltext		Springer Netherlands	Monograph	1977			Tenth Edition			
Implementierung von Rechtsnormen	978-3-86226-173-4	978-3-86226-911-2							http://link.springer.com/10.1007/978-3-86226-911-2		10.1007/978-3-86226-911-2		fulltext		Centaurus Verlag & Media	Monograph	2012		27		Steinsdorff	13725	
Impurities and Defects in Group IV Elements, IV-IV and III-V Compounds. Part a: Group IV Elements	978-3-540-67979-0	978-3-540-31357-1							http://link.springer.com/10.1007/b71128		10.1007/b71128		fulltext		Springer Berlin Heidelberg	Monograph	2002		41A2a		Madelung	284003	
Impurities and Defects in Group IV Elements, IV-IV and III-V Compounds. Part b: Group IV-IV and III-V Compounds.	978-3-540-43086-5	978-3-540-31358-8							http://link.springer.com/10.1007/b83098		10.1007/b83098		fulltext		Springer Berlin Heidelberg	Monograph	2003		41A2b		Madelung	284003	
Index of Substances for Volumes II/4, II/6, II/14, and II/19	978-3-540-58211-3	978-3-540-48571-1							http://link.springer.com/10.1007/b55126		10.1007/b55126		fulltext		Springer Berlin Heidelberg	Monograph	1994		19d3		Hüttner	284002	
Industrial Policy in Britain	978-0-333-61529-4	978-1-349-24570-3							http://link.springer.com/10.1007/978-1-349-24570-3		10.1007/978-1-349-24570-3		fulltext		Macmillan Education UK	Monograph	1996				Coates		
Inorganic Molecules	978-3-540-61713-6	978-3-540-70686-1							http://link.springer.com/10.1007/b59072		10.1007/b59072		fulltext		Springer Berlin Heidelberg	Monograph	1998		25A		Kuchitsu	284002	
Inorganic Radicals, Radical Ions and Radicals in Metal Complexes	978-3-540-16680-1	978-3-540-39851-6							http://link.springer.com/10.1007/b32561		10.1007/b32561		fulltext		Springer Berlin Heidelberg	Monograph	1987		17a		Fischer	284002	
Inside the Volcano	978-0-230-61978-4	978-1-349-62954-1							http://link.springer.com/10.1007/978-1-349-62954-1	Gabrial	10.1007/978-1-349-62954-1		fulltext		Palgrave Macmillan US	Monograph	2000						
Instituting Environmental Protection	978-1-349-26117-8	978-1-349-26115-4							http://link.springer.com/10.1007/978-1-349-26115-4	Cole	10.1007/978-1-349-26115-4		fulltext		Palgrave Macmillan UK	Monograph	1998						
Interaction of Charged Particles and Atoms with Surfaces	978-3-540-56071-5	978-3-540-47409-8							http://link.springer.com/10.1007/b87125		10.1007/b87125		fulltext		Springer Berlin Heidelberg	Monograph	1995		24c		Chiarotti	284003	
Interaction of Radiation with Surfaces and Electron Tunneling	978-3-540-56750-9	978-3-540-47657-3							http://link.springer.com/10.1007/b51875		10.1007/b51875		fulltext		Springer Berlin Heidelberg	Monograph	1996		24D		Chiarotti	284003	
Interactions of Photons and Electrons with Atoms	978-3-540-64296-1	978-3-540-69716-9							http://link.springer.com/10.1007/b59858		10.1007/b59858		fulltext		Springer Berlin Heidelberg	Monograph	2000		17A		Itikawa	284001	
Interactions of Photons and Electrons with Molecules	978-3-540-44338-4	978-3-540-45843-2							http://link.springer.com/10.1007/b83711		10.1007/b83711		fulltext		Springer Berlin Heidelberg	Monograph	2003		17C		Itikawa	284001	
International Symposium on Systems Optimization and Analysis	978-3-662-38966-9	978-3-662-39921-7							http://link.springer.com/10.1007/978-3-662-39921-7		10.1007/978-3-662-39921-7		fulltext		Springer Berlin Heidelberg	Monograph	1979				Bensoussan		
Interstellar Matter, Galaxy, Universe	978-3-540-10977-8	978-3-540-31379-3							http://link.springer.com/10.1007/b20015		10.1007/b20015		fulltext		Springer Berlin Heidelberg	Monograph	1982		2c		Schaifers	284006	
Interstellar Matter, Galaxy, Universe	978-3-540-56081-4	978-3-540-31383-0							http://link.springer.com/10.1007/b46102		10.1007/b46102		fulltext		Springer Berlin Heidelberg	Monograph	1999		3C		Voigt	284006	
Introductory Digital Design	978-0-333-61731-1	978-1-349-13508-0							http://link.springer.com/10.1007/978-1-349-13508-0	Nixon	10.1007/978-1-349-13508-0		fulltext		Macmillan Education UK	Monograph	1995						
Issues & Arguments	978-0-333-50303-4	978-1-349-11090-2							http://link.springer.com/10.1007/978-1-349-11090-2	Edwards	10.1007/978-1-349-11090-2		fulltext		Macmillan Education UK	Monograph	1989						
Jahresabschluss nach Handelsrecht, Steuerrecht und internationalen Standards (IAS/IFRS)	978-3-7908-0175-0	978-3-662-12132-0							http://link.springer.com/10.1007/978-3-662-12132-0	Heno	10.1007/978-3-662-12132-0		fulltext		Physica-Verlag HD	Monograph	2004			Vierte, neu bearbeitete Auflage		3174	
Jahresabschluss nach Handelsrecht, Steuerrecht und internationalen Standards (IFRS)	978-3-7908-1719-5	978-3-7908-1720-1							http://link.springer.com/10.1007/3-7908-1720-1	Heno	10.1007/3-7908-1720-1		fulltext		Physica-Verlag HD	Monograph	2006			Fünfte, aktualisierte Auflage		3174	
Jahresabschluß nach Handels- und Steuerrecht	978-3-7908-0805-6	978-3-662-41558-0							http://link.springer.com/10.1007/978-3-662-41558-0	Heno	10.1007/978-3-662-41558-0		fulltext		Physica-Verlag HD	Monograph	1994					3174	
Je bibbers de baas	978-90-313-7430-4	978-90-313-7431-1							http://link.springer.com/10.1007/978-90-313-7431-1	Zalm-Grisnich	10.1007/978-90-313-7431-1		fulltext		Bohn Stafleu van Loghum	Monograph	2009						
Je bibbers de baas	978-90-313-7432-8	978-90-313-7433-5							http://link.springer.com/10.1007/978-90-313-7433-5	Zalm-Grisnich	10.1007/978-90-313-7433-5		fulltext		Bohn Stafleu van Loghum	Monograph	2009						
John Fowles	978-0-333-51670-6	978-1-349-26704-0							http://link.springer.com/10.1007/978-1-349-26704-0	Acheson	10.1007/978-1-349-26704-0		fulltext		Macmillan Education UK	Monograph	1998					14291	
John Updike	978-0-333-40691-5	978-1-349-19260-1							http://link.springer.com/10.1007/978-1-349-19260-1	Newman	10.1007/978-1-349-19260-1		fulltext		Macmillan Education UK	Monograph	1988					14291	
Jugendliche Subkulturen	978-3-322-95316-2	978-3-322-95315-5							http://link.springer.com/10.1007/978-3-322-95315-5	Cremer	10.1007/978-3-322-95315-5		fulltext		VS Verlag für Sozialwissenschaften	Monograph	1984					11281	
Kampf der Bürokratie!	978-3-322-87123-7	978-3-322-87122-0							http://link.springer.com/10.1007/978-3-322-87122-0	Thomas	10.1007/978-3-322-87122-0		fulltext		Gabler Verlag	Monograph	1995						
